date,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CCB INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,8.583436803837863,0.0,6.48987453559967,5.127742637124435,0.0,1.9486134582271675,0.0,0.0,22.149667434789137
2024-03-04,0.0,0.0,8.583108875888918,7.2336105984035965,6.490792733856719,5.126135790174599,0.0,1.9486134582271675,0.0,0.0,29.382261456551
2024-03-05,0.0,0.0,8.582453019991025,7.232167715428234,6.503090031942197,5.127906601098908,0.0,1.9486134582271675,0.0,0.0,29.39423082668753
2024-03-06,0.0,0.0,8.582092233661594,7.231446273940553,6.502991653557512,5.073704636543822,0.0,1.9486134582271675,0.0,0.0,29.33884825593065
2024-03-07,34.41904894838632,0.0,8.581961062482016,7.231544652325236,6.5033195815064575,5.069048059668789,0.0,1.9485478726373782,0.0,0.0,63.7534701770062
2024-03-08,34.41904894838632,0.0,8.581961062482016,7.231741409094604,6.5033195815064575,5.063899590870335,0.0,1.9485478726373782,0.0,0.0,63.74851846497711
2024-03-11,34.41904894838632,0.0,8.581436377763703,7.231806994684393,6.50233579765962,5.062128779946027,0.0,1.9485478726373782,0.0,0.0,63.74530477107745
2024-03-12,34.41904894838632,0.0,8.5808461074556,7.225248435705472,6.50233579765962,5.05816085176378,0.0,1.9485478726373782,0.0,0.0,63.734188013608176
2024-03-13,34.41904894838632,8.598369199749891,8.580616557891338,7.234881319205763,6.503155617531984,5.0562260768649985,0.0,1.9485478726373782,0.0,0.0,72.34084559226768
2024-03-14,34.41904894838632,8.598369199749891,8.579665566839394,7.226060057379115,6.502729311198355,5.0544880587355845,0.0,1.9485478726373782,0.0,0.0,72.32890901492604
2024-03-15,34.41904894838632,8.598369199749891,8.579665566839394,7.225994471789325,6.502729311198355,5.052684455016381,0.0,1.9485478726373782,0.0,0.0,72.32703982561705
2024-03-18,34.41904894838632,8.598369199749891,8.579665566839394,7.225994471789325,6.502729311198355,5.0526516622214865,0.0,1.9485478726373782,0.0,1.5362636069332773,73.86327063975543
2024-03-19,34.41904894838632,8.598369199749891,8.579665566839394,7.225994471789325,6.50269651840346,5.046060310447671,0.0,1.9485478726373782,0.0,1.5362636069332773,73.85664649518672
2024-03-20,34.41904894838632,8.598369199749891,8.579665566839394,7.225928886199536,6.502368590454514,5.006217064650727,0.0,1.9485478726373782,0.0,1.5362636069332773,73.81640973585104
2024-03-21,34.41904894838632,8.598369199749891,8.579665566839394,7.22602726458422,6.502368590454514,5.004741388880469,0.0,1.9485478726373782,0.0,1.5362636069332773,73.81503243846547
2024-03-22,34.41904894838632,8.598369199749891,8.579665566839394,7.232618616358034,6.5035163382758245,4.994837964822299,0.0,1.9485478726373782,0.0,1.5362636069332773,73.81286811400243
2024-03-25,34.41904894838632,8.598369199749891,8.579665566839394,7.2298968143817826,6.5035163382758245,4.994378865693775,0.0,1.9485478726373782,0.0,1.5362636069332773,73.80968721289764
2024-03-26,34.41904894838632,8.598369199749891,8.579665566839394,7.230421499100097,6.50269651840346,4.997100667670027,0.0,1.9485478726373782,0.0,1.5362636069332773,73.81211387971985
2024-03-27,34.41904894838632,8.598369199749891,8.579665566839394,7.230847805433727,6.50269651840346,4.993952559360145,0.0,1.9485478726373782,0.0,1.5362636069332773,73.8093920777436
2024-03-28,34.41904894838632,8.598369199749891,8.579665566839394,7.230847805433727,6.502303004864725,4.993952559360145,0.0,1.9485478726373782,0.0,1.5362636069332773,73.80899856420487
2024-04-03,34.41904894838632,8.598369199749891,8.579665566839394,7.230847805433727,6.502303004864725,4.985262468713074,0.0,1.9478920167394862,0.0,1.5362636069332773,73.79965261765989
2024-04-05,34.41904894838632,8.598369199749891,8.579665566839394,7.2315364541265135,6.5026309328136715,4.985262468713074,0.0,1.9478920167394862,0.0,1.5362636069332773,73.80066919430163
2024-04-08,34.41904894838632,8.598369199749891,8.579665566839394,7.232192310024405,6.5026309328136715,4.981720846864458,0.0,1.9478920167394862,0.0,1.5317054084429276,73.79322522986055
2024-04-09,34.41904894838632,8.598369199749891,8.579205746269382,7.2336679857946615,6.503090031942197,4.951387511586948,0.0,1.9478920167394862,0.0,1.5317054084429276,73.7643668489118
2024-04-10,34.41904894838632,8.598369199749891,8.578713788760373,7.2313695388005,6.503385167096247,4.948141024892383,0.0,1.9478920167394862,0.0,1.5185882904850858,73.74550797491028
