date,HUATAI FINANCIAL HOLDINGS (HONG KONG),CMB INTERNATIONAL SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,THE CORE SECURITIES COMPANY LTD,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-01,0.0,37.80847999609442,0.0,1.916176434691337,11.16020211389655,35.589620914394516,0.0,0.0,0.0,13.525520540923184
2024-03-04,71.14467365054679,8.481964394258835,0.0,0.4298755277611973,2.5677533116844002,7.984184961475487,6.456894710614367,0.0,0.0,2.934653443658925
2024-03-05,71.17803686090596,8.48600731958537,0.0,0.43829852512546297,2.6029453660888433,7.980320396221867,6.463259626131358,0.0,0.0,2.8511319059411364
2024-03-06,70.32403698330555,8.384578741095208,1.2039061992508064,0.4530887989086893,2.574540415304333,7.884936015416928,6.3887144620314835,0.0,0.0,2.786198384687006
2024-03-07,70.28120705884898,8.380489704943574,1.203163714659771,0.45497332914967054,2.6200188264825854,7.880073141966827,6.399922097313439,0.0,0.0,2.780152126635145
2024-03-08,70.20503896496936,8.37125347225975,1.2019152822663453,0.4523395194500589,2.739437304769831,7.868654006204132,6.394902668641037,0.0,0.0,2.7664587814394883
2024-03-11,69.88761385217106,8.333467830877408,1.196490152089823,0.8892977614228765,2.739445977716447,7.833136966918984,6.3665757463268715,0.0,0.0,2.75397171247653
2024-03-12,69.85776128633272,8.329972305127585,1.1959882767336183,0.9190395525799252,2.8436987443198625,7.829851308112177,6.363905245892823,0.0,0.0,2.6597832809012933
2024-03-13,69.89438230056118,8.334274907322218,1.1966060293017826,0.9071392830048585,2.8602327570900523,7.833895587515268,6.366116249414879,0.0,0.0,2.6073528857897657
2024-03-14,69.9120616537145,8.309474092093083,1.1969087034206618,0.9057542031730996,2.908315932232579,7.830495339375282,6.380642800249715,0.0,0.0,2.556347275741072
2024-03-15,69.9045374316587,8.291898058461406,1.196779887209953,0.9056567222006974,2.9499763227000733,7.826423866718327,6.381570450729692,0.0,0.0,2.5431572603211503
2024-03-18,69.86709551803703,8.287839589507485,1.1961941233736546,0.9052134485781748,2.994788164993035,7.817214653378011,6.389741989963587,0.0,0.0,2.541912512169016
2024-03-19,69.84831131400794,8.285611352185532,1.1958725191291208,0.9130357632559566,3.0128029337592017,7.815112946502987,6.388024068009872,0.0,0.0,2.541229103149382
2024-03-20,69.81436295428406,8.281648052799605,1.1953004912341048,0.9077619288194257,3.0699444271264418,7.811374703055971,6.389805548688071,0.0,0.0,2.529801893992325
2024-03-21,69.80460857228839,8.280490950518034,1.195133485232793,0.9076350973732857,3.090473324448648,7.810283306822578,6.388912772451744,0.0,0.0,2.522462490864537
2024-03-22,69.79153234472383,8.279067268428971,1.1949280034386418,0.9096281968622394,3.106060606060606,7.808940468514937,6.387814313346228,0.0,0.0,2.5220287986245435
2024-03-25,69.76786654206009,8.273984080435694,1.194504420310872,0.9130654291944614,3.137722492561202,7.8061723223013555,6.385549933937031,0.0,0.0,2.5211347791992953
2024-03-26,69.70529671591805,8.246432270841495,1.1936261223788796,0.9134674731514627,3.2406090498757534,7.8004325821288845,6.380854752231341,0.0,0.0,2.5192810334741282
2024-03-27,69.66325884763509,8.241522469077529,1.1929154553354002,0.9139963740519433,3.2976817533282556,7.795788321872619,6.377055687267344,0.0,0.0,2.51778109143182
2024-03-28,69.51662714830891,8.195554318562566,1.4028570969796557,0.9179320569706637,3.3120487280084356,7.779139659481997,6.363436866078262,0.0,0.0,2.5124041256095015
2024-04-02,69.45361006679465,8.186490258889465,1.419854431496703,0.9187607959741377,3.3825157360514675,7.7725665941141555,6.355920873197106,0.0,0.0,2.5102812434823063
2024-04-03,69.42686056458511,8.182207014542344,1.4194824636441403,0.9185201026518393,3.4479255774165956,7.7705303678357565,6.362275449101797,0.0,0.0,2.4721984602224123
2024-04-05,69.42029915215277,8.181244721001594,1.4193155210571895,0.9189466593963499,3.464092119190429,7.761597759031765,6.362596358426618,0.0,0.0,2.4719077097432938
2024-04-08,69.4068467081489,8.18098231659076,1.419269998075566,0.9189171851946886,3.4789488314409733,7.760814249363868,6.3623922851583385,0.0,0.0,2.4718284260268995
2024-04-09,63.8804839288965,7.529532159426921,1.3062537822319966,0.8457439742586826,3.2132367049932844,7.142822000167278,5.855756126600838,0.0,7.951174152411035,2.274997171013466
2024-04-10,63.87608416516207,7.529013563441188,1.30616381409673,0.8466696512468822,3.2248225240693276,7.142330038815942,5.853384956731786,0.0,7.950626515863372,2.270904770572695
2024-04-11,63.867914783096325,7.52805064611177,1.3059967632923908,0.8563993841401327,3.228345294722396,7.141416576074926,5.851652540913854,0.0,7.949609676673569,2.2706143349746424
2024-04-12,63.866207575012304,7.527791441219872,1.3064436792916871,0.8583374323659616,3.228234136743729,7.141170683718642,5.851451057550418,0.0,7.949827840629611,2.2705361534677815
2024-04-15,63.85207406132435,7.52612555017335,1.3061545649020139,0.8650323342103323,3.242272984336964,7.139590351373282,5.8501561385822125,0.0,7.948560328505741,2.270033686591753
2024-04-16,63.84660018489014,7.525422395310871,1.306032532798332,0.8679018902067228,3.247870812926575,7.138923309927027,5.849609567081686,0.0,7.947817706182018,2.269821600676619
2024-04-17,63.818712645485995,7.522019502988361,1.302001415539478,0.8861866939289085,3.2798246303869143,7.1356951871657746,5.84696445423089,0.0,7.939800251651463,2.2687952186222082
