date,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,ICBC INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,5.981091732959825,10.735428284311613,7.804584421926246,2.6163243355549226,0.0,4.787029178412399,7.961747298511081,0.0,1.124524947122122,41.01073019879821
2024-03-04,0.0,5.979325014681429,10.766098513624577,7.807905852289632,2.6171016915974175,0.0,4.787029178412399,7.93559986799081,3.110766875869667,1.126645009056198,44.13047200352213
2024-03-05,28.803486371181858,5.979325014681429,10.804966315749304,7.872182314019334,3.0583572488097617,0.0,4.787029178412399,7.460847332220065,3.110766875869667,1.132863857396154,73.00982450833997
2024-03-06,28.803486371181858,6.000525634022188,10.850547647331938,7.657948924881258,3.0262026934680186,5.277187497570762,4.787029178412399,7.444452186596544,3.110766875869667,1.128694402259138,78.08684141159377
2024-03-07,28.803486371181858,6.003493720729895,10.874009666069044,7.89999752659441,3.0263440309302903,5.277187497570762,4.787029178412399,7.467278186753429,3.110766875869667,1.131309145311165,78.38090219942292
2024-03-08,28.803486371181858,6.014730048980497,10.895704966527756,7.902965613302117,3.0070516086676613,5.281074277783235,4.787029178412399,7.42777436604848,3.110766875869667,1.1333585385141052,78.36394184528778
2024-03-11,28.803486371181858,6.027309083122682,10.921145709736667,7.905721693816416,3.006627596280846,5.295066686548136,4.787029178412399,7.373642117998407,3.110766875869667,1.1371746499954418,78.36796996296252
2024-03-12,28.803486371181858,6.031054525872882,10.92333644040188,7.907841755750492,2.9773707415905974,5.295066686548136,4.787947871917165,7.375832848663618,3.110766875869667,1.1361852877595398,78.34888940555584
2024-03-13,28.803486371181858,6.057201956393152,10.92333644040188,7.91144586103842,2.9789024156692365,5.295490698934952,4.805120373583181,7.314845733693367,3.110766875869667,1.1296837644950402,78.33028049126075
2024-03-14,28.803486371181858,6.122075851575878,10.92333644040188,7.916109997293387,2.962931282432531,5.305384321293973,4.805120373583181,7.163190636675799,3.112180250492384,1.1322985075470673,78.24611403247793
2024-03-15,28.803486371181858,6.142287108680735,10.92333644040188,7.812587090377534,2.957419121403933,5.305384321293973,4.805120373583181,7.08234560825637,3.112180250492384,1.136538631415219,78.08068531708706
2024-03-18,28.803486371181858,6.2092103970664,10.947363808988072,7.8970927590698015,2.955440396932129,5.337891937616471,4.787453190799214,6.767233736121544,3.112180250492384,1.1398600617786048,77.95721291004648
2024-03-19,28.74659804261748,6.284401926994961,10.988987691627099,7.959089871545448,2.9469601491958253,5.337891937616471,4.787453190799214,6.507879492852918,3.112180250492384,1.1408494240145068,77.8122919777563
2024-03-20,28.68016943534977,6.3334460264032515,11.072800806754234,7.996261624122912,2.940811969587005,5.366159430070818,4.7839197542424206,6.432051944344135,3.112180250492384,1.1385880246181592,77.85638926598509
2024-03-21,28.651477930508612,6.348286459941783,11.16537684454222,7.995201593155874,2.901308148882056,5.366159430070818,4.7839197542424206,6.334034414258688,3.112180250492384,1.141344105132458,77.79928893122731
