date,MIRAE ASSET SECURITIES (HK) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD
2024-11-26,78.1248632803955,21.875136719604498,0.0,0.0
2025-01-02,78.1248632803955,19.578247364046025,2.296889355558472,0.0
2025-02-13,85.6163398379441,11.506928129644724,2.5171405283597834,0.3595915040513976
