date,GOLDMAN SACHS (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,FIRST SHANGHAI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-03-01,75.40453698113332,0.0,4.601427893113259,0.8869093619213998,0.0,1.6829103851654679,0.4803776295610675,0.24008952217417553,0.6185929376117094,1.649807322424307,85.56465203310471
2024-03-04,75.48292422427106,0.0,4.514546862549816,0.9009096194179087,2.3205675031979554,1.6843997742608412,0.4859380155171278,0.25756502089322225,0.6058834839978574,1.578824477881608,87.8315589819874
2024-03-05,75.4045366336092,7.516781293220536,4.428360880230882,0.905973542342178,2.3205675031979554,1.7201451125498,0.4862358933362025,0.2921188479058827,0.6058834839978574,1.6214667302545123,95.30206992064501
2024-03-06,75.40672107094908,7.516781293220536,4.424786346401985,0.9596749059186545,2.3205675031979554,1.681222410857378,0.4921934497176957,0.3106865652948698,0.6058834839978574,1.5652373272738522,95.28375435682986
2024-03-07,75.40453613714617,7.516781293220536,4.374147117159294,1.0080304052151075,2.324042744420493,1.7391100003642201,0.5003354434390697,0.3160483660382137,0.6058834839978574,1.529050633349631,95.31796562435059
2024-03-08,75.40672057448606,7.516781293220536,4.307521778292928,1.042187061802335,2.333972005056315,1.7740609978023136,0.5003354434390697,0.3104879800821534,0.6058834839978574,1.4746382850653266,95.27258890324488
2024-03-11,75.40672057448606,7.516781293220536,4.3122878233981226,1.075549377538697,2.333972005056315,1.8130829921010938,0.499143932162771,0.30780707971048143,0.6058834839978574,1.4451483809769354,95.31637694264886
2024-03-12,75.40681986709241,7.516781293220536,4.298982614146121,1.0963015322675649,2.333972005056315,1.8304591982137826,0.49348425360035253,0.30621839800874995,0.6058834839978574,1.42926156395962,95.3181642095633
2024-03-13,75.4103944009213,7.516781293220536,4.3307562481807516,1.1019612108299834,2.333972005056315,1.8694811925125627,0.4937821314194272,0.30999151705036226,0.6058834839978574,1.3827926241839732,95.35579610737307
2024-03-14,75.41466398299471,7.516781293220536,4.337706730625826,1.1046421112016553,2.322950525750553,1.8753394562876977,0.49646303179109913,0.3144596843364822,0.6058834839978574,1.3770336530151965,95.36592395322161
