date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA CONSTRUCTION BANK (ASIA),CHINA SECURITIES DEPOSITORY AND CLEARING
2024-03-01,35.65731728998492,25.185480744521392,0.0,19.954144897577354,0.0,14.357588591283536,0.0,0.0,0.0,4.845468476632807
2024-03-04,35.51396293465823,25.0853767317132,0.0,20.127867605928422,0.0,14.386141427158746,0.0,0.0,0.0,4.886651300541399
2024-03-05,33.21633963560559,23.46525314710638,0.0,18.83415963934314,0.0,13.439427969839848,6.440322354964374,0.0,0.0,4.604497253140665
2024-03-06,33.20812105585208,23.461835519691707,0.0,18.711815559759334,0.0,13.56517795851983,6.439384345810939,0.0,0.0,4.613665560366105
2024-03-07,31.16244405350017,22.007124339991734,0.0,17.64503148122775,0.0,12.740825374208537,6.04012127918625,6.0411467112754424,0.0,4.363306760610118
2024-03-08,31.149869705662013,22.001426512062245,0.0,17.738633608182468,0.0,12.650770786118354,6.037828526995867,6.038014898422846,0.0,4.383455962556206
2024-03-11,31.14104856650572,21.994932870167048,0.0,17.778190701026332,0.0,12.632271380331304,6.036046483624387,6.03623280004451,0.0,4.381277198300705
2024-03-12,31.144728555533852,21.993058187116986,0.0,17.741976945882456,0.0,12.617874211695144,6.036137493065233,6.163613637498255,0.0,4.3026109692080725
2024-03-13,31.157178361372928,22.001849700703268,0.0,17.70108096642506,0.0,12.614484616330813,6.038550381001393,6.169199264244664,0.0,4.3176567099218754
2024-03-14,27.651403171307336,19.526391114653187,0.0,15.692744911232975,11.252839300765404,11.154480325108992,5.359144713237556,5.479932226411683,0.0,3.8830642372828654
2024-03-15,27.62873556970022,19.525655560784784,0.0,15.662220600653168,11.252415409354562,11.114364265997056,5.358942835706678,5.482206790901444,0.0,3.975458966902094
2024-03-18,27.78383439547707,19.62281427136756,0.0,15.328247613717776,11.308406880099872,11.1230018369291,5.385608674115186,5.378585773915145,0.0,4.069500554378288
2024-03-19,27.81416330106389,19.612934566658456,0.0,15.292709886060935,11.302713317537401,11.154948991029286,5.382897125066044,5.377954495761392,0.0,4.061678316822595
2024-03-20,27.806969630532002,19.60412803279467,0.0,15.289330553164252,11.297638211247454,11.103981965733322,5.380480114717283,5.386084781503446,0.0,4.131386710307569
2024-03-21,27.824097224052117,19.60754985658172,0.0,15.207584459854958,11.299610169760685,11.145907057059985,5.381419256453731,5.387024901512538,0.0,4.146807074724266
2024-03-22,27.791738935040055,19.589420794323843,0.0,15.253774814975502,11.286772373200773,11.178369906439004,5.375305278663346,5.382978361044153,0.0,4.141639536313326
2024-03-25,27.78249944514053,19.591387221147492,0.0,15.122154328331968,11.287905362898638,11.305923921434658,5.375844862992881,5.352615903708343,0.0,4.181668954345488
2024-03-26,27.586686585765722,19.46695324795795,0.0,15.613628834057975,11.216210648408136,11.290293293764995,5.341700382665794,5.31309590685121,0.0,4.171431100528218
2024-03-27,27.59139674573593,19.459583875182997,0.0,15.60908317853957,11.214339041015837,11.276417230120508,5.340809032972297,5.312209330280301,0.0,4.196161566152556
2024-03-28,27.59072298481491,19.46054079122918,0.0,15.543744683148098,11.214890500956837,11.366484147480257,5.336208652007677,5.31350085503778,0.0,4.173907385325261
2024-04-02,27.629239714324367,19.481438655896564,0.0,15.577626324961777,11.226933705021038,11.268618523895372,5.341938984347507,5.294453065293244,0.0,4.179751026260134
2024-04-03,27.621449405144233,19.478385468239882,0.0,15.546715192860065,11.225174187358302,11.262232499838943,5.340854281575894,5.293623303229294,0.0,4.231565661753387
2024-04-05,27.582815061150416,19.51394467209043,0.0,15.484904909325062,11.245666556083474,11.175967222541944,5.34957127132391,5.302460694740421,0.0,4.344669612744343
2024-04-08,27.575508647252967,19.483678368261234,0.0,15.558109094395597,11.22822442603403,11.165565040019573,5.341315299102835,5.294236530476036,0.0,4.353362594457729
2024-04-09,27.595005176899,19.503323484794617,0.0,15.4783905241752,11.239593290075273,11.176870459831926,5.34738436127053,5.301662217668046,0.0,4.357770485285407
2024-04-10,27.607695397413927,19.50684981839777,0.0,15.508907784588551,11.239583776554174,11.04651546135915,5.348362531132421,5.30263202381043,0.0,4.439453206743573
2024-04-11,27.579458124528866,19.487694312986996,0.0,15.584543611987822,11.22854663268671,11.04594407326687,5.343069230012277,5.297424899268585,0.0,4.433319115261872
2024-04-12,27.57670397572816,19.47292699037063,0.0,15.6217479223904,11.220037900561984,11.057780561080929,5.33902037611433,5.290317748694283,0.0,4.421464525059282
2024-04-15,27.587117820667444,19.49363173074331,0.0,15.557461997049804,11.23196769271997,11.054552352489587,5.343665073053063,5.296974777804048,0.0,4.434628555472768
2024-04-16,26.196771664278902,18.52590034048676,0.0,14.775526425547014,10.674373917443592,10.547509911097059,5.07838703242734,5.151242556285266,4.828826457704527,4.221461694729545
2024-04-17,26.202044102864043,18.535142539562134,0.0,14.807967260462322,10.680484197659139,10.450793888112948,5.082883161972669,5.155775031986131,4.831235462103899,4.253674355276714
2024-04-18,26.169038376380964,18.5416382976642,0.0,14.725196689137594,10.684227240994945,10.522269238713328,5.085646146675422,5.144192156005001,4.832928599171982,4.294863255256563
2024-04-19,26.179590641819246,18.500922956579416,0.0,14.867471851769468,10.659982285706057,10.451912421232887,5.074478642802558,5.133875592214351,4.822316034457111,4.309449573418903
2024-04-22,26.188503842898196,18.530495577822258,0.0,14.741800618995619,10.66917310184726,10.444641922251266,5.082589894076923,5.16696162408036,4.830024218850666,4.345809199177456
2024-04-23,26.191289917624978,18.527688135647804,0.0,14.740351912876692,10.668537598149333,10.33233354686731,5.082016045440997,5.168729194886193,4.829292451389906,4.459761197116784
2024-04-24,26.21785944294116,18.51577463405523,0.0,14.622640596749964,10.661677614392296,10.445990541494638,5.080316713653796,5.141055322734904,4.82618716470279,4.4884979692752225
2024-04-25,26.173264148935242,18.480383068949884,0.0,14.649599016285675,10.641298588136058,10.427902338543909,5.070019007573545,5.131228567021962,4.81696225671887,4.609343007834854
2024-04-26,26.092436502483135,18.49344081260161,0.0,14.626381809310477,10.648817444675283,10.37707245132097,5.073640511370985,5.173039226067468,4.81868173370537,4.696489508464706
2024-04-29,26.023559118739907,18.4453149915052,0.0,14.792262433347833,10.621105831221417,10.369833506955203,5.051062341665669,5.1421555642955665,4.806141989620601,4.748564222648603
2024-04-30,26.150439531523055,18.44069166872511,0.0,14.781752961544159,10.618443648409041,10.255778567249589,5.0497572391700976,5.138718796089574,4.80493732893819,4.759480258351183
2024-05-02,26.282294792913845,18.43377179578036,0.0,14.690137412613097,10.61445907547447,10.227258187462317,5.048916337751892,5.1319107644531226,4.803134275320622,4.768117358230271
2024-05-03,26.281673723622063,18.42865658034289,0.0,14.578829800651242,10.61319934744051,10.294196342539166,5.0473413009767665,5.127398389467472,4.8025642375208175,4.826140277439075
2024-05-06,26.289894579574895,18.435050756049066,0.0,14.584567618111608,10.616881800425421,10.29776811131575,5.050068740855975,5.093723015078884,4.8042305792555515,4.827814799332848
2024-05-07,26.31287598025024,18.450952669714134,0.0,14.509608035184792,10.62603982987794,10.306650876089005,5.054424886015672,5.099093826117586,4.808374666565608,4.8319792301850235
2024-05-08,26.316331654310094,18.459048266998206,0.0,14.409393988503307,10.62885610616748,10.30426161331705,5.05576448733391,5.10361161792804,4.809649055875405,4.913083209566511
2024-05-09,26.31627611988042,18.462298237084955,0.0,14.409855888134393,10.629196818949586,10.306116509626175,5.05592655214756,5.103775216503067,4.809803231347763,4.906751426326082
2024-05-10,26.309555944434326,18.463672510291293,0.0,14.339564636518244,10.629988021659326,10.342264569499848,5.056302898813865,5.105054308119413,4.810161257397592,4.943435853266092
2024-05-13,26.202385212134704,18.498845452095864,0.0,14.689644581210887,10.650825485831545,10.155621990751552,5.06589588940394,5.112311666466558,4.819324522283424,4.805145199821529
2024-05-14,26.079758995089968,18.508785176007834,0.0,14.801383282883146,10.656480651782568,10.156428970298832,5.06595993605889,5.108990810966079,4.821883392483821,4.800328784428863
2024-05-16,26.021658754855792,18.469575707990117,0.0,14.734585147424312,10.630564577266998,10.023458532287876,5.053713441363568,5.096917303516351,4.810599077787419,5.158927457507572
2024-05-17,25.988325451381133,18.44957464640828,0.0,14.57349862576077,10.620738771193642,10.015326680886764,5.0490423058030585,5.091698424257748,4.806152652266794,5.4056424420418105
2024-05-20,26.017420230883907,18.468863255544512,0.0,14.591266862748459,10.632405297375973,10.032233075263264,5.055800772666527,5.097330589866807,4.811314734389584,5.293365181260965
2024-05-21,26.002175292607184,18.461192905756093,0.0,14.528683816064547,10.628528412993184,10.078698442287825,5.053297881941973,5.096534945221688,4.809825742128302,5.341062560999204
2024-05-22,26.02156586256684,18.47198836153018,0.0,14.453238676092578,10.634743602283054,10.16208092727892,5.056252872666369,5.099515219458738,4.8126383589155965,5.287976119207728
2024-05-23,25.983135279469227,18.448506849907083,0.0,14.44834152138281,10.621224762263335,10.124277709533859,5.051739633944012,5.092993671505758,4.806520553872043,5.423260018121874
2024-05-24,26.016074630875245,18.469728362846016,0.0,14.436264209877244,10.63344246966662,10.030660272781624,5.057550703581142,5.098852196099488,4.812049545402637,5.445377608869983
2024-05-27,25.994260384314995,18.47788132874689,0.0,14.380847446318521,10.638136317467788,10.116084011654294,5.0599006090744965,5.101298590007114,4.814173695530145,5.4174176168857615
2024-05-28,25.99810238164528,18.497234908072937,0.0,14.314358985137007,10.651237086642166,10.11504618070401,5.065200306917414,5.103586428913929,4.8192160210461585,5.436017700921104
2024-05-29,26.02198535649502,18.514366734828343,0.0,14.299844701847347,10.661102082648647,10.104772484805165,5.070675724953251,5.108313284520506,4.823679497580881,5.395260132320846
2024-05-30,26.035725533135672,18.557900741283678,0.0,14.225962197333459,10.685717650755198,10.086763856417708,5.082344182971064,5.120107940700504,4.834816958818601,5.370660938584119
2024-05-31,26.0271201695559,18.551794959190037,0.0,14.162809873117133,10.682201915629806,10.158004971736172,5.079886361110712,5.120701794931338,4.8332262434017705,5.38425371132713
2024-06-03,26.004521294968587,18.526235589416864,0.0,14.24305725323829,10.66748472253049,10.188927440134298,5.072103063376779,5.1156083100965635,4.826567361227605,5.355494965010528
2024-06-04,25.999832826805775,18.525651052364157,0.0,14.215502674466308,10.667148143625974,10.25317522310067,5.071943029129057,5.1154469031777134,4.826415074086141,5.3248850732442055
2024-06-05,26.023593169792903,18.551110706978974,0.0,14.204407238518826,10.681807920315826,10.317782597352066,5.074003123114935,4.964720929906793,4.833047977861918,5.349526336157757
2024-06-06,26.01742130809755,18.547465426956574,0.0,14.35372392011266,10.680161256566675,10.306530193694217,5.073220935579993,4.963955588867062,4.832302934985054,5.225218435140217
2024-06-07,25.99804940463689,18.536257813917107,0.0,14.295217932868306,10.673707592316209,10.417155823557025,5.0701553578419665,4.960956036523686,4.82938293593731,5.219117102401499
2024-06-11,26.03701186918071,18.56403752448728,0.0,14.212120013786997,10.689703944471095,10.396562320748842,5.077753841300742,4.969196740487094,4.836620581288365,5.216993164248874
2024-06-12,26.021068024753635,18.55491059599226,0.0,14.234489911595,10.684561525262822,10.432778251612598,5.075311122678783,4.961698281858504,4.834293862914352,5.200888423332046
2024-06-13,26.030579329946242,18.551240366772596,0.0,14.000226525945699,10.68244807989177,10.58969796711656,5.074307207565046,4.96071683978046,4.833337621896627,5.277446061084999
2024-06-14,26.049000393583594,18.553064497343485,0.0,14.016650505449343,10.68349847758644,10.53993971572351,5.074806160665777,4.96120462361928,4.83381288062549,5.288022745403084
2024-06-17,26.06237520732414,18.567379226923414,0.0,13.954988422589453,10.691741395714391,10.555581689420574,5.078721658176762,4.957719244096624,4.837542438307782,5.293950717446862
2024-06-18,26.01222858088694,18.531854816392705,0.0,14.213514604231921,10.671330402531861,10.513415103426631,5.069026160567498,4.947469877997132,4.8283073621799515,5.212853091785359
2024-06-19,26.01889258272829,18.537021930038968,0.0,14.142686433560565,10.67430581851116,10.512067769520412,5.07043952336939,4.948849348070385,4.829653606962606,5.266082987238221
2024-06-20,26.01752673434483,18.55049455822213,0.0,14.104608105887747,10.682063858284158,10.432264301510358,5.072396252306471,4.952446150590912,4.833163778528764,5.355036260324632
2024-06-21,26.01161402023187,18.560738471981566,0.0,14.10426088437631,10.687962684355538,10.45583013549572,5.073232093477996,4.955180979633107,4.835832737718886,5.315347992729009
2024-06-24,25.987008348106066,18.543180951525546,0.0,14.217595336178634,10.67785241187112,10.454381928704834,5.064506337440113,4.947587845056151,4.831258284372509,5.276628556745028
2024-06-25,26.014810299345847,18.56179834060866,0.0,14.12567078841647,10.688572996081756,10.475215829552754,5.063695095449265,4.952476619152905,4.836108876915198,5.281651154477141
2024-06-26,26.048152934993617,18.57542859719836,0.0,14.00636178957228,10.69642180414663,10.45910990520163,5.0674134562555,4.956113310266278,4.839660117138719,5.35133808522699
2024-06-27,26.057862968819528,18.5827310145782,0.0,14.039116988975955,10.700626807335437,10.38861192850633,5.069208814575055,4.958061669507842,4.841562696019578,5.362217111682072
2024-06-28,26.061519403277533,18.578355294522737,0.0,14.07335877538982,10.700577014686276,10.396158314867526,5.069185226299287,4.958038598427084,4.841540167037205,5.321267205492527
2024-07-02,26.05985090893662,18.583591580026887,0.0,14.022413658310965,10.703592958531669,10.444787750875403,5.070613969624382,4.958451964999086,4.842904748895636,5.313792459799351
2024-07-03,26.048945633534892,18.571625754186957,0.0,14.153925074706711,10.696678344023667,10.380451572840201,5.067338308726712,4.955248761735729,4.839776190142765,5.286010360102367
2024-07-04,26.044517142666702,18.57261934752571,0.0,14.144532937601163,10.697250622858597,10.401463049600796,5.068160156017477,4.9555138705757775,4.8400351211295956,5.275907752024186
2024-07-05,26.10284813581172,18.635270093374213,0.0,13.889731705489783,10.733335502299134,10.420643184694727,5.085256506721314,4.9722302332085775,4.85636194098186,5.304322697418671
2024-07-08,26.09768546530577,18.63440217307692,0.0,13.88659822272587,10.732835607224182,10.391187205204035,5.0846644397233645,4.971998656230053,4.856135760460812,5.3444924700489915
2024-07-09,26.005955486567327,18.62487415920972,0.0,13.899227437402404,10.727347767821007,10.42165463013021,5.082064584206574,4.9694564082038335,4.853652754650541,5.415766771808387
2024-07-10,26.02203462296531,18.646779107101594,0.0,13.779372584212036,10.739964335957975,10.447893168827056,5.087923176759858,4.975301048159095,4.8587687600332075,5.441963195983869
2024-07-11,26.020139412506833,18.648053285131304,0.0,13.77190098860542,10.740698222840967,10.417284817593892,5.088270846450772,5.015139483920049,4.859100771066852,5.439412171883908
2024-07-12,26.057226419337464,18.669619722990245,0.0,13.760287252757891,10.753119819735973,10.316789760231156,5.094155421925839,5.019159996738162,4.864720311789266,5.464921294494008
2024-07-15,26.030991039553708,18.678158138836448,0.0,13.80232412017038,10.755759502900927,10.263986498015178,5.095405938662594,5.020392103546949,4.865914506639179,5.487068151674634
2024-07-16,26.045216196617787,18.673825568733402,0.0,13.82764058169621,10.753264605828559,10.230919005066628,5.094224012518237,5.0192275775497,4.864785813137457,5.490896638852019
2024-07-17,26.074042225104705,18.652268205205967,0.0,13.875770604439138,10.740850864821859,10.223848150969783,5.08834315867156,5.013433300789542,4.85916982642542,5.472273663572025
2024-07-18,26.045093472566332,18.630007269161187,0.0,13.857380894667498,10.728031973760578,10.209713145283574,5.082270370076474,5.116238480111298,4.853765068315261,5.4774993260577975
2024-07-19,26.033517660900866,18.628075922372915,0.0,13.793372211525801,10.726919813695494,10.228102480204596,5.0817434982178336,5.116102564749103,4.853261885281552,5.538903963051841
2024-07-22,43.59938956090819,14.212920356648958,0.0,10.566823392425057,8.184466158477665,7.755539177249375,3.877288020194426,3.9035034317147983,3.702659268170952,4.197410634210573
2024-07-23,43.59865883346586,14.215871587803546,0.0,10.561288259508352,8.186165615795685,7.752904867350216,3.8780931167483623,3.905367621428209,3.703428104069053,4.1982219938307095
2024-07-24,43.61506364414418,14.221752180440228,0.0,10.56301805865963,8.189257122829103,7.743906957775994,3.879256522911893,3.9068424842683185,3.7048267044112437,4.176076324559408
2024-07-25,43.61373598622353,14.221368363655584,0.0,10.562781679511131,8.1890361110791,7.751136328816943,3.8791518294995386,3.9067370463657727,3.7047267185125086,4.171325936335893
2024-07-26,43.61060434356839,14.219993736584758,0.0,10.560194868820268,8.18884680327084,7.741564316551792,3.8787768735191914,3.9063594240185266,3.7043686223358923,4.189291011330341
2024-07-29,43.62331649203348,14.221014277563407,0.0,10.512423291311359,8.189434500697816,7.762386691182008,3.87905524570555,3.9067903461647466,3.7046344775851376,4.200944677756497
2024-07-30,43.54923754999802,14.188793928470384,0.0,10.710697184512433,8.170879815825357,7.690987438198972,3.869966067056955,3.897938787033323,3.6962409401200804,4.225258288784479
2024-07-31,43.6146782418612,14.207684219111218,0.0,10.594709862597737,8.181758139613159,7.647704119027261,3.8751183572477506,3.90312831878341,3.701161940875284,4.274056800882983
2024-08-01,43.68027263963262,14.21647937496655,0.0,10.521240190800677,8.186822993033234,7.578712499226457,3.8775172189752656,3.9055445198586622,3.7034531162430486,4.329957447263485
2024-08-02,43.68161860025027,14.219927658404274,0.0,10.592315644084604,8.188808750926583,7.480308634725443,3.8784577316052236,3.9060100421506845,3.704351408689885,4.3482015291630365
2024-08-05,43.68015274542002,14.223248418668188,0.0,10.590181074554382,8.190721072238063,7.495307779070994,3.8793634625364755,3.906771613266058,3.705216480809593,4.329037353436225
2024-08-06,43.708114124927,14.23320711652031,0.0,10.61114184261769,8.196455972870352,7.496095066364347,3.8820796780903897,3.826275679379929,3.707810763797765,4.338819755432214
2024-08-07,43.66625148467661,14.219408183349264,0.0,10.580823329613947,8.188449380229706,7.544412005783648,3.8777138321526112,3.821060614331166,3.7042160832368984,4.39766508662615
2024-08-08,43.664048731249174,14.223441429075645,0.0,10.551645708493277,8.19077198241136,7.60778431030283,3.8788137212998945,3.822144434149423,3.705266760838573,4.356082922179817
2024-08-09,43.641146077788235,14.212833890714323,0.0,10.56905588434426,8.184663479877322,7.5662954427464335,3.87592098499903,3.8194444443921927,3.7025034521484423,4.42813634298976
2024-08-12,43.644444758447,14.212518118693612,0.0,10.567557031698625,8.1844816380472,7.573500881886963,3.875834872165308,3.81935958631959,3.702421192199036,4.419881920542661
2024-08-13,43.6433819703015,14.212270033100532,0.0,10.573632448251068,8.18433877441359,7.562895426115713,3.8757672178070233,3.819292917761615,3.702356564850833,4.4260646473981256
2024-08-14,43.644734888703866,14.212710604861911,0.0,10.58070184027979,8.184592483957607,7.547389402193462,3.8743825392812172,3.819260831032211,3.7024713356614933,4.433756074028449
2024-08-15,43.5818321160296,14.19203087074304,0.0,10.633437732685442,8.172683763577297,7.510682704745252,3.868745247211137,3.896544032458127,3.697084177297906,4.446959355252201
2024-08-16,44.8238225778932,13.891279624889407,0.0,10.347518599909906,7.999491861287211,7.352460943341033,3.7867605077762976,3.813970193452381,3.618737203388747,4.365958488061816
2024-08-19,44.81228119460365,13.886399691964336,0.0,10.398332462285738,7.99668168218407,7.307122449812758,3.785430238875213,3.812630365932897,3.6174659601841705,4.383655954157173
2024-08-20,44.80825604345224,13.880370651225876,0.0,10.407489498794089,7.992680703534869,7.313267425477858,3.7837867233759455,3.8139143153907282,3.615895369525128,4.3843392692232666
2024-08-21,44.80314572201564,13.878377944389303,0.0,10.415531945129906,7.991533250784457,7.350540146999765,3.7832435118248084,3.8129259507691775,3.6153762609505633,4.349325267136382
2024-08-22,44.81725963989486,13.875667571694436,0.0,10.429298392494529,7.989514887069,7.339774740632812,3.7824966549551564,3.812173234236154,3.61466254305521,4.339152335967846
2024-08-23,44.850248405940704,13.873466314543084,0.0,10.399795879467048,7.98824741819299,7.323833182668802,3.7818965938936855,3.8115684652367023,3.6140891074542556,4.356854632602735
2024-08-26,44.85928634451714,13.878443779907169,0.0,10.392747336567032,7.9911134088504285,7.280585190582103,3.78325344724813,3.8129359641434943,3.617442957631143,4.384191570553366
2024-08-27,44.84842357731547,13.875083082043421,0.0,10.425228934239597,7.989178341908633,7.2673340190982705,3.7823373235112174,3.8120126527151728,3.6145102813469063,4.385891787821315
2024-08-28,44.85192499554328,13.87444629728546,0.0,10.42336230317395,7.988828602500188,7.2492408593673465,3.7821717454803547,3.811845775598017,3.614352050220561,4.403827370830841
2024-08-29,44.837855405244866,13.87472661450006,0.0,10.422836832909306,7.988990007585032,7.259171125783522,3.78224815990628,3.811922789553559,3.6144250740427446,4.407823990474627
2024-08-30,44.78835299795224,13.863676224202889,0.0,10.429381685070789,7.982627254637398,7.267657322602624,3.7792358253551943,3.8103546905488708,3.6115464005468416,4.467167599083158
2024-09-02,44.94215561612342,13.819225642668066,0.0,10.384134625078493,7.957032858323894,7.222905334283867,3.7671186042460483,3.7981376941974156,3.599966835707896,4.509322789370901
2024-09-03,44.85782451392743,13.813685345210361,0.0,10.41541174818164,7.953842786024929,7.211819153551575,3.7656083200835604,3.7966149741004083,3.598523564744427,4.58666959417567
2024-09-04,44.85011002944838,13.814581992452421,0.0,10.393492393813752,7.954342226566894,7.210663065353767,3.7658447715084633,3.798754841528286,3.598749524523593,4.61346115480444
2024-09-05,44.853757166200054,13.816210020315042,0.0,10.381352532555052,7.9552796339224505,7.195246040958413,3.766288570692374,3.7992025191148135,3.5991736317821204,4.633489884459679
2024-09-09,44.89975549015469,13.825509078417209,0.0,10.295124616011583,7.960633968246121,7.212121476461468,3.7688234870114585,3.8017595883049315,3.6015960706906567,4.6346762247018845
2024-09-10,44.872039409834365,13.812237520828585,0.0,10.366113829519293,7.952992295772993,7.204818096304513,3.7652056702883616,3.7989876072922826,3.59813878102472,4.629466789134886
