date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD
2024-03-04,29.765013054830288,0.0,70.23498694516971
2024-03-25,31.723237597911226,0.0,68.27676240208878
2024-05-02,32.89817232375979,0.0,67.1018276762402
2024-05-20,34.85639686684073,0.0,65.14360313315926
2024-09-11,34.66057441253263,0.0,65.33942558746736
2024-09-25,34.368932038834956,0.7119741100323626,64.91909385113269
2024-09-26,97.43119266055047,2.0183486238532113,0.5504587155963303
