date,CINDA INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.9609230769230769,0.0,0.0,0.9609230769230769
2024-03-06,0.0,0.0,0.0,0.0,0.9653846153846154,0.9609230769230769,0.0,0.0,1.9263076923076925
2024-03-07,0.0,1.6692307692307693,0.0,0.0,0.9653846153846154,0.9609230769230769,0.0,0.0,3.595538461538462
2024-03-13,0.0,1.6692307692307693,0.0,1.0028461538461537,0.9653846153846154,0.9609230769230769,0.0,0.0,4.5983846153846155
2024-04-05,0.0,1.665076923076923,0.0,1.0028461538461537,0.9653846153846154,0.9609230769230769,0.0,0.0,4.594230769230769
2024-04-08,0.0,1.665076923076923,0.0,1.0028461538461537,0.9692307692307692,0.9604615384615385,0.0,0.0,4.597615384615385
2024-04-24,0.0,1.6573846153846155,0.0,1.0028461538461537,0.976923076923077,0.9604615384615385,0.0,0.0,4.597615384615385
2024-05-06,0.0,1.6573846153846155,1.151230769230769,1.0028461538461537,0.976923076923077,0.9604615384615385,0.0,0.0,5.748846153846154
2024-05-07,0.0,1.6573846153846155,1.151230769230769,1.0028461538461537,0.9801538461538463,0.9604615384615385,0.0,0.0,5.752076923076923
2024-05-10,0.0,1.6573846153846155,1.151230769230769,1.0028461538461537,0.9955384615384616,0.9604615384615385,0.0,0.0,5.767461538461538
2024-05-14,0.0,1.6573846153846155,1.151230769230769,1.0028461538461537,1.0087692307692309,0.9604615384615385,0.0,0.0,5.780692307692307
2024-05-16,0.0,1.657076923076923,1.151230769230769,1.0070000000000001,1.014923076923077,0.9606153846153845,0.4644615384615384,0.0,6.255307692307692
2024-05-17,0.0,1.657076923076923,1.151230769230769,1.010076923076923,1.022923076923077,0.9606153846153845,0.4644615384615384,0.0,6.266384615384616
2024-05-20,0.0,1.657076923076923,1.157846153846154,1.0202307692307693,1.022923076923077,0.9607692307692308,0.46292307692307694,0.0,6.281769230769231
2024-05-21,0.0,1.6573846153846155,1.157846153846154,1.0225384615384616,1.022923076923077,0.9607692307692308,0.46292307692307694,0.0,6.2843846153846155
2024-05-22,0.0,1.644769230769231,1.1624615384615384,1.0225384615384616,1.022923076923077,0.9607692307692308,0.4909230769230769,0.0,6.304384615384616
2024-05-23,0.0,1.644769230769231,1.1624615384615384,1.0225384615384616,1.022923076923077,0.9609230769230769,0.4909230769230769,0.0,6.304538461538462
2024-05-24,0.0,1.6463076923076925,1.1624615384615384,1.0243846153846154,1.0213846153846153,0.9609230769230769,0.4909230769230769,0.0,6.306384615384615
2024-05-28,0.0,1.6463076923076925,1.1624615384615384,1.0243846153846154,1.0361538461538462,0.9609230769230769,0.5004615384615384,0.5249230769230769,6.855615384615385
2024-05-29,0.0,1.6463076923076925,1.1624615384615384,1.0253076923076925,1.0361538461538462,0.9609230769230769,0.5004615384615384,0.5249230769230769,6.856538461538461
2024-05-30,0.0,1.647846153846154,1.1644615384615384,1.0243846153846154,1.0361538461538462,0.961076923076923,0.5278461538461539,0.5249230769230769,6.886692307692307
2024-06-03,0.0,1.647846153846154,1.1644615384615384,1.0320769230769231,1.0361538461538462,0.961076923076923,0.5278461538461539,0.5249230769230769,6.894384615384615
2024-06-04,0.0,1.650153846153846,1.1644615384615384,1.0320769230769231,1.0592307692307692,0.961076923076923,0.5278461538461539,0.5249230769230769,6.919769230769231
2024-06-06,0.0,1.6524615384615384,1.1706153846153846,1.0320769230769231,1.0699999999999998,0.9613846153846153,0.5447692307692308,0.5249230769230769,6.9562307692307686
2024-06-07,0.0,1.6524615384615384,1.1706153846153846,1.0320769230769231,1.0699999999999998,0.9615384615384616,0.5447692307692308,0.5249230769230769,6.956384615384616
2024-06-12,0.0,1.654,1.1783076923076923,1.0368461538461538,1.0776923076923077,0.9616923076923076,0.5447692307692308,0.5249230769230769,6.97823076923077
2024-06-13,0.0,1.654,1.1936923076923078,1.0368461538461538,1.0776923076923077,0.9616923076923076,0.5447692307692308,0.5249230769230769,6.993615384615384
2024-06-14,0.0,1.654,1.2090769230769232,1.0368461538461538,1.0776923076923077,0.9616923076923076,0.5447692307692308,0.5249230769230769,7.009
2024-06-17,0.0,1.654,1.2244615384615385,1.0368461538461538,1.0776923076923077,0.9616923076923076,0.5447692307692308,0.5249230769230769,7.024384615384616
2024-06-18,0.0,1.654,1.2398461538461538,1.0368461538461538,1.0776923076923077,0.9616923076923076,0.5447692307692308,0.5249230769230769,7.039769230769231
2024-06-19,0.0,1.654,1.2475384615384615,1.0368461538461538,1.0776923076923077,0.9616923076923076,0.5447692307692308,0.5249230769230769,7.047461538461539
2024-06-20,0.0,1.654,1.262923076923077,1.0368461538461538,1.0776923076923077,0.9616923076923076,0.5447692307692308,0.5249230769230769,7.062846153846154
