date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA INTERNATIONAL CAPITAL CORPORATION,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CMB INTERNATIONAL SECURITIES LTD
2024-03-01,35.3911144517247,24.479272916769183,19.193375158372785,7.784550120783258,0.0,9.423655222850266,0.0,2.612828260692767,1.1152038688070447,0.0
2024-03-04,35.41294070067935,24.601950353414846,19.07646632381995,7.699163015472339,0.0,9.47839873136561,0.0,2.621103916957908,1.109976958289992,0.0
2024-03-05,35.32581265829765,24.64097113896611,19.11955856218519,7.735882141348277,0.0,9.454627180871016,0.0,2.6561163494494573,1.0670319688822985,0.0
2024-03-06,35.161693278828466,24.499285191730316,19.48302388724101,7.708155432545019,0.0,9.432607250084832,0.0,2.6635248426666362,1.0517101169037237,0.0
2024-03-07,33.12736936943417,23.182372546553637,18.73064072993341,7.257632886180063,0.18177097716689025,8.939935866913169,2.6417632015481907,2.517913556777706,0.9972134700181757,2.4233873954745877
2024-03-08,32.98267872895675,23.137510464990285,18.85900104109249,7.293678324302625,0.18183342788263215,8.941535316157069,2.638238915385311,2.5417296035737342,0.9975560807909224,2.4262380968681794
2024-03-11,32.91241102222891,23.244975550073292,18.799234699082593,7.3315297928074825,0.1818435746363805,8.932141063531725,2.6383861356237213,2.5269129012823455,1.0061917737955146,2.426373486938039
2024-03-12,32.82484604259025,23.145942256611306,18.769935468431704,7.509260224189395,0.18186796595910543,8.964130969739914,2.638740031700806,2.5178797373770148,1.0219648594310575,2.4254324439694437
2024-03-13,32.41247055679377,23.092771905011432,19.19138875824074,7.488833547568387,0.2916385224133052,8.953676718165651,2.6395827333981257,2.5071239042757583,0.9987000092533017,2.423813344879527
2024-03-14,32.35509921615024,23.039197629064194,19.330681391721097,7.496921968859302,0.2914985226361166,8.92922111880592,2.635707005280911,2.5006636299137197,0.9993082983006216,2.421701219267877
2024-03-15,32.298085284622346,22.987479277923146,19.57067231452483,7.5301163533243995,0.2921368778053434,8.969333366219905,2.6435387310250835,2.531926564477558,0.7497067060872015,2.427004523990187
2024-03-18,32.2156705886496,22.853210100996286,19.90127339941993,7.456479576815313,0.29180220680738483,8.953518952944952,2.6371076655280774,2.5151384927166935,0.7515748601295953,2.424224155992159
2024-03-19,32.28536763485113,22.86365141864291,19.756512482760417,7.474017065083498,0.2919771802016127,8.958729395579795,2.638688954731576,2.54625941742759,0.7573371398656602,2.4274593108558165
2024-03-20,32.19218740001498,22.730902765474177,19.69680946937751,7.513739525843668,0.2912775339844511,8.93734115489739,2.632366033384883,2.5730568159421625,1.0126119812031544,2.4197073198776198
2024-03-21,32.27658068438801,22.664224116827295,19.780789206567313,7.379874662248446,0.2916743357226513,8.941824986697961,2.635952054604364,2.599927120568792,1.0061491921211434,2.4230036402540294
2024-03-22,31.99333829475274,22.45120665382303,19.54112037970665,7.272744106945275,0.28895259894494774,8.858267492566357,2.6113548694132,2.598860164046166,0.7300286431968286,3.654126796604811
2024-03-25,31.74308872194571,22.188803767424815,19.801210050314104,7.371251766939295,0.2866267712528424,8.854065422623346,2.601923922143194,2.5403665555034154,0.9760857250411429,3.6365772968121357
2024-03-26,31.771471932220752,22.165603430902756,19.781246357419562,7.4156138665219276,0.2862503780452557,8.831685271730862,2.59523442421404,2.5432106905810046,0.9794013072228908,3.630282341140948
2024-03-27,31.677642027580973,22.258568930207606,19.832545657896635,7.382182385920058,0.28567307825679633,8.828005134805206,2.5956530311389048,2.529008293107589,0.9791521561145927,3.631569304971642
2024-03-28,31.604951985822993,22.382210791929822,19.819009884366697,7.364249082978517,0.2856442306258468,8.827230560713083,2.595390918792959,2.5428575286579655,0.9772539672098084,3.60120104890231
2024-04-02,31.5728510928252,22.41425203068196,19.777707421774345,7.373668497349627,0.28619164498970695,8.84110230255364,2.601145532343536,2.546281632578466,0.9828744158850995,3.6039254290184197
2024-04-03,31.53556287959127,22.283842212683744,20.17517895758457,7.198099571407847,0.2853496712429609,8.83184624530888,2.596770430077155,2.5203047837462083,0.9738311728285683,3.599214075528797
2024-04-05,31.74459623615492,22.29940250883284,19.89748397390669,7.277388508005986,0.28584768679143174,8.826084839688422,2.6002089939496473,2.4642467310995055,1.0027206730972782,3.6020198484732786
2024-04-08,31.80927684984586,22.288177446600862,19.95539112005036,7.230121648015926,0.28539789486380085,8.804663170668404,2.596195455259655,2.443093886435168,0.9898098544304625,3.597872673829504
2024-04-09,31.85384994677211,22.277171252915288,19.94553688677961,7.202727914542646,0.28525696164860853,8.802599189335755,2.5985769762245114,2.4320270320190702,1.0061578425408886,3.5960959972215094
2024-04-10,31.581499150527748,22.465748653607257,20.13328435017575,7.130452733187945,0.2814093021831612,8.743189790031549,2.6202794303735955,2.4105017862597156,1.0177566734035346,3.615878130249746
2024-04-11,31.180070358541766,22.648866480531865,20.569030114025445,7.091675639953323,0.28087372956551154,8.618454830137361,2.599347953822945,2.397920132213228,1.008047013046565,3.6057137481619947
2024-04-12,31.086098774756127,22.461155842212808,20.543808758869005,7.31759748913049,0.282529709283257,8.682288713461562,2.6140824351989758,2.369674983162247,1.0218365816602395,3.620926712265292
2024-04-15,30.99122892680559,22.258679580313757,20.660680468927623,7.433262135027427,0.28305016508586067,8.641422193597968,2.615752540060262,2.3534971944136016,1.1348298741183305,3.6275969216495794
2024-04-16,30.00516614720274,22.57766365398455,20.7156502202138,7.9033530647105374,0.28428191219653054,8.68542408991299,2.5907668515914617,2.296444510216702,1.2981033734163,3.6431461765543878
2024-04-17,29.69825940392407,22.886013566055176,20.83869166110913,7.937970780472914,0.2871159167161401,8.725945473356642,2.6172322991726826,2.290176131869222,1.0375746977333622,3.681020069590661
2024-04-18,29.8802381030666,22.57371104937822,20.692164134094224,8.077885099369778,0.2892022635340012,8.79112936431707,2.6362505909533525,2.3199941553758543,1.0316567942757828,3.7077684456351214
2024-04-19,29.954451544460724,22.426401606613368,20.50419708445183,8.286818784122534,0.29048499694919655,8.821809644365947,2.6483066173560132,2.318381098587889,1.0229171759758722,3.7262314471166236
2024-04-22,29.87603172183817,21.8216109845902,20.858750610664707,8.699785652694723,0.3011018009338789,8.757287923453347,2.6352821366949177,2.310351923086896,1.030044593578393,3.7097526524647693
2024-04-23,30.437210914929118,21.850610289691836,20.84707475512231,8.11063792483802,0.2999741522920125,8.743131710501421,2.6254128090683073,2.3013794750100485,1.0895086363895918,3.695059332157333
2024-04-24,30.668049661487828,21.734197297087114,20.70047395937194,8.14638811667449,0.2248858320624561,8.725763551654547,2.6232853420444466,2.260384680660552,1.2229419401527803,3.6936296188038473
2024-04-25,30.92102313641486,21.608923776102905,20.42135711704262,8.514763727559851,0.2255888220399524,8.744420970617847,2.6314856954711483,2.2279225764807586,1.0006612711556089,3.7038529071144444
2024-04-26,31.40652863308684,21.368086596365465,20.48307959216854,8.14016470246701,0.18750686351729745,8.773686205666872,2.64055890069387,2.242161404451558,1.0439769543929014,3.714250147189645
2024-04-29,31.420914656737047,21.0811211221747,20.586765957911858,8.190677793863275,0.18697753556747032,8.748797931357654,2.6331046582033113,2.2334330155879067,1.2144424318063787,3.703764896790395
2024-04-30,31.148568214721468,21.112602679132824,21.055310623620237,8.166002995093594,0.18668849495193934,8.734232186526544,2.6335200709052606,2.219526890510427,1.2001489759098145,3.543398868627893
2024-05-02,30.995720480510414,20.870213951464383,21.543342831424187,8.272845117083104,0.1866756481497642,8.755177608393053,2.633659241032906,2.241761648843432,0.9575685878497204,3.543034885249039
2024-05-03,30.83000248882208,20.693980578186423,21.757905815964428,8.282645015006093,0.1867734516696995,8.888069309755997,2.6299100924704493,2.246542472459058,0.9415235449718774,3.542647230693897
2024-05-06,30.83067566222856,20.706322816703697,21.770882597410722,7.979761786765074,0.18688484650166487,8.89777263218047,2.6314786151390397,2.2507290267539206,1.2010927377283815,3.5443992785884717
2024-05-07,30.882760413696154,20.75215097412852,21.81906688603519,7.997945327974246,0.18729846838139733,8.904526717348817,2.6373027210076763,2.2613360328975376,1.0052078261259179,3.5524046324045466
2024-05-08,30.913893981726847,20.85638194492755,22.07943626993317,7.9031313813766335,0.18671387674006734,8.703966616932327,2.635480414304936,2.236051893456709,0.9437869007921855,3.5411567198095755
2024-05-09,30.49477481745207,21.047692675720807,22.400676643041688,7.7780359909092365,0.18577985398665467,8.490013060214208,2.6152817808908555,2.2503826558967654,1.1979773841561399,3.5393851377315713
2024-05-10,30.117435118582954,21.33134610712867,22.827786562818602,7.7871239257086415,0.1855637702319711,8.200078277912922,2.5692444085770734,2.2537049447164113,1.1965887732608445,3.531128111061906
2024-05-13,30.098178138785727,21.572830360903218,22.860479176143823,7.649999410926737,0.1857003063823187,8.104097686842282,2.5711348354659576,2.248391212074867,1.1754625891618318,3.5337262833132344
2024-05-14,29.899059846023015,21.770894660298996,23.237450478854715,7.626387779008177,0.1853812509422262,7.809466738277399,2.5139007859538878,2.234418294541617,1.1953852491536168,3.5276549169463554
2024-05-16,29.819780654327353,21.94952554366437,23.26611997127831,7.689360986875174,0.1761831354519077,7.645946320792335,2.5135172134697474,2.214378364412472,1.1969547673694374,3.528233042358893
2024-05-17,29.6040161435549,22.11178559917064,23.349783786816722,7.801611849350257,0.1767121694170659,7.509958472855245,2.51938674866746,2.2093766785159037,1.191890917833058,3.5254776338187463
2024-05-20,29.214302249234148,22.0194647533601,23.71191829007009,8.11579282303988,0.17645648639534897,7.285905583916053,2.5046420296878464,2.1793521232464452,1.284437556738054,3.507728104312033
2024-05-21,29.249727441351013,22.06018905787286,23.708456739516347,8.237247380927657,0.1768138665370779,7.180082331793414,2.505055625097999,2.1802066559011695,1.194246408390356,3.5079744926121044
2024-05-22,28.84514512677233,22.47974262166009,23.86282956238065,8.66260262778747,0.17052514992436874,6.728967983416874,2.5231841185965775,2.189772740451897,1.246154187516618,3.291075881493121
2024-05-23,28.724457687200545,22.45975913774725,24.457975587038895,8.70951965000904,0.17066699986218448,6.233892133212116,2.5224087244688014,2.1529910538645005,1.2745154908083127,3.29381353578836
