date,CEPA ALLIANCE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,CHEONG LEE SECURITIES LTD,CINDA INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-05-06,0.0,6.985745280027851,7.921222934371095,4.666198347621209,74.2886627419044,2.465513275601614,2.7726145257648,0.0,0.9000428947090309
2024-05-07,0.0,6.987857422640031,7.9097731271644305,4.666778579822059,74.2979003848569,2.465819857124205,2.7729592946984254,0.0,0.8989113336939424
2024-05-08,0.0,6.98430068082196,7.907482824012186,4.666894643578823,74.29974818913794,2.46961171386825,2.7730282587745205,0.0,0.8989336898063232
2024-05-09,0.0,6.984040139019281,7.9071878438955245,4.666720550108492,74.29697651718156,2.4695195876673237,2.7729248139466924,0.0,0.902630548181123
2024-05-10,0.0,6.985429919967166,7.8652314236143495,4.667649198738877,74.33663538732284,2.4700110068466317,2.773476608896268,0.0,0.9015664546138588
2024-05-13,0.0,6.985429919967166,7.863987712130539,4.667649198738877,74.33663538732284,2.4700110068466317,2.7747203203800783,0.0,0.9015664546138588
2024-05-14,0.0,6.984995554007922,7.844844203732146,4.667358956342223,74.3543984230719,2.4760755880834977,2.7745477835330403,0.0,0.8977794912292703
2024-05-16,0.0,6.9831161966356765,7.845527191318678,4.667765305805167,74.37579677248843,2.488728584310189,2.7747893411274522,0.0,0.864276608314418
2024-05-20,0.0,6.98407169912242,7.84660069783497,4.668403997935105,74.38597364149196,2.4890691180037687,2.775169016624892,0.0,0.8507118289868955
2024-05-21,0.0,6.983897951948852,7.846405492981398,4.668287859093086,74.38536697618588,2.4890071958553865,2.7750999769881894,0.0,0.8519345469472035
2024-05-22,0.0,6.9839848244550184,7.84650309419411,4.668345927791771,74.38629225363063,2.4890381565444537,2.7751344963771496,0.0,0.8507012470068724
2024-05-24,0.0,6.982421449935021,7.844746643784083,4.667300912194302,74.36964078074381,2.510866118230828,2.7745132787384734,0.0,0.8505108163734836
2024-05-31,70.88273880954306,6.982074128422113,7.8443564282560985,4.667068750038862,3.4832026562373697,2.510741222043288,2.77437526814194,0.0,0.8554427373172749
2024-06-05,70.8845017876574,6.979760609357998,7.825897714907508,4.667184828229442,3.485776465101819,2.5145344318358465,2.7744442717239233,0.0,0.8678998911860717
2024-06-06,70.89331799384347,6.995553620845123,7.801996206585617,4.667765305805167,3.483722521065887,2.5148471751500265,2.7747893411274522,0.0,0.868007835577252
2024-06-07,70.89596328335375,7.010740116543013,7.7774115510668596,4.667939477235555,3.4838525115205936,2.521159957462422,2.7748928786870564,0.0,0.8680402241307471
2024-06-11,70.89772691936939,7.010914518486272,7.7626791877856895,4.668055598743742,3.4839391772132218,2.5336608725395693,2.7749619080195282,0.0,0.8680618178425945
2024-06-12,70.8986087702823,7.015977063678146,7.737899037893441,4.668113661664377,3.483982511676503,2.5523499157301623,2.7749964239736804,0.0,0.8680726151014037
2024-06-13,70.91713270835018,7.017810153591579,7.739920746993797,4.66933331674453,3.4712070220402986,2.551772617277653,2.775721457409285,0.0,0.8571019775926744
2024-06-14,70.91360359295592,7.01746091976188,7.739535578101382,4.6691009523572555,3.4772547726721363,2.551645631037765,2.7755833265944676,0.0,0.8558152265191996
2024-06-17,70.87833174789696,7.008996574213966,7.77796429970343,4.666778579822059,3.4755252146556495,2.5628112584634324,2.774202774202774,0.0,0.8553895510417249
2024-06-19,70.88626485347062,7.0060502048861775,7.778834853657171,4.667300912194302,3.475914215183341,2.5630981028597013,2.7745132787384734,0.0,0.8480235790102039
2024-06-20,70.89067290172936,6.987830434485204,7.779318578952932,4.667591147371759,3.4885673243745767,2.563257488604635,2.7746858112940034,0.0,0.8480763131875306
2024-06-21,70.91801504208425,6.9594212094631995,7.782319019091877,4.669391411455126,3.4899128454920403,2.564246122837467,2.7782443436662128,0.0,0.8384500059098345
2024-06-26,70.90390033648254,6.958036086353488,7.7807701158719,4.66846206952314,3.489218253400588,2.582394685939259,2.7776913938836056,0.0,0.8395270585454748
2024-06-27,70.899490643133,6.963822602011306,7.78028621004907,4.668171726029442,3.4890012500699665,2.5822340802656862,2.7775186422125615,0.0,0.8394748462289556
2024-07-02,70.90037253792238,6.963909222645828,7.780382986398323,4.668229791838994,3.4890446485767064,2.582266199802225,2.7775531908277307,0.0,0.8382414219878226
2024-07-03,70.90301835393046,6.964169097479211,7.780673329891842,4.668403997935105,3.489174850574998,2.5823625632063094,2.777656841830293,0.0,0.8345409651517884
2024-07-16,70.88476624193841,6.962376355826604,7.779913993150293,4.66720224045605,3.4882766545374957,2.5816978020748094,2.7769418073376926,0.0,0.8588249046786434
2024-07-17,70.88652932090706,6.962549527298775,7.778863875478484,4.6673183252870905,3.4883634165814783,2.58176201526672,2.777010876729569,0.0,0.8576026424508334
2024-07-18,70.88741089328087,6.961392477477702,7.7789606164468745,4.6673763698681245,3.4884067992219796,2.5817941230605452,2.777045412713968,0.0,0.8576133079299384
2024-07-19,70.91827974648581,6.9208775950491574,7.782348066916995,4.669408840150197,3.4899258717349597,2.582918399187799,2.7782547135772426,0.0,0.8579867668978354
2024-07-22,70.78705267550221,7.094352931825859,7.767947622548532,4.66076857352912,3.483468118504977,2.5768970930117034,2.773113835515727,0.0,0.8563991495618654
2024-07-23,70.83103443133864,7.03662834334909,7.772774041544266,4.6636644249265595,3.48563248385798,2.5784981832460994,2.7748368400908623,0.0,0.856931251646511
2024-07-24,70.83191462393224,7.0354731199097325,7.772870631099933,4.663722378659959,3.485675798598771,2.5785302253449016,2.7748713220217667,0.0,0.856941900432696
2024-07-25,70.85833057773159,7.000803061079881,7.775769434451071,4.665461660670643,3.4869757415883704,2.5794918587507554,2.7759061785978005,0.0,0.8572614871298895
2024-07-26,70.89534603147753,6.952221511886786,7.779831393454245,4.667898836072546,3.488797291549026,2.5808393511458925,2.777356275233146,0.0,0.8577093091808229
2024-07-30,70.90240097919947,6.9529133423391825,7.7806055811384685,4.668363348683082,3.5015834869552025,2.563681551195265,2.7776326559044286,0.0,0.8528190545848975
2024-07-31,70.88476624193841,6.951184024314719,7.778670400760084,4.66720224045605,3.5255844262437788,2.563043916221668,2.7769418073376926,0.0,0.852606942727596
2024-08-01,70.87507087507088,6.95023326602274,7.776363039520934,4.6665638770901925,3.525102209312735,2.5763709974236293,2.7765619870883027,0.0,0.8537337484705907
2024-08-05,70.87154594465554,6.949887600214853,7.780949728450076,4.666331788250741,3.524926890405236,2.5762428631109873,2.77642389639326,0.0,0.8536912885193069
2024-08-06,70.87418960959512,6.950146846347244,7.78123997503239,4.666505852715973,3.5250583779509155,2.5726087421447774,2.7765274631267705,0.0,0.8537231330868071
2024-08-07,70.87771480299726,6.950492537944447,7.779140066799138,4.66673795887103,3.525233709938548,2.572736700480725,2.7766655641244364,0.0,0.8512786588444198
2024-08-09,70.8803589281895,6.950751829210667,7.779430271136026,4.666912053640266,3.52536522037574,2.56910213237964,2.776769148888546,0.0,0.8513104161796233
2024-08-12,70.88124034709425,6.950838263931894,7.77828348019429,4.666970088116573,3.5254090593686347,2.569134079949065,2.776803678860727,0.0,0.851321002484574
2024-08-13,70.8821217879207,6.949681154806554,7.778380206727087,4.667028124036252,3.5254528994518446,2.569166028313055,2.7768382096917,0.0,0.8513315890528159
2024-08-14,70.87154594465554,6.948644239759684,7.792139972546601,4.666331788250741,3.524926890405236,2.568782700379971,2.77642389639326,0.0,0.8512045676089682
2024-08-15,70.86273515239218,6.966428468420085,7.76630713152621,4.665751667139085,3.5244886694216113,2.587111436002248,2.7760787297419602,0.0,0.851098745356626
2024-08-19,70.86185419365427,6.967585052872889,7.7662105815396165,4.6656936629611305,3.524444853315962,2.5870792732806054,2.776044217797017,0.0,0.8510881645785211
2024-08-20,70.84952307084207,6.983774216242688,7.764859133746498,4.664881755874917,3.523831542207671,2.5866290791302164,2.775561140652462,0.0,0.8509400613034821
2024-08-22,70.83719623891771,6.999957746233823,7.76350815621963,4.664070131309792,3.5232184445145913,2.5874217994636255,2.77507823160532,0.0,0.8495492517355114
2024-08-30,70.83543561307448,6.99978376551234,7.763315197804848,4.663954207997693,3.5231308765450207,2.5873574902880887,2.7750092583157073,0.0,0.8520135904618222
2024-09-04,70.85568809574717,7.0017850661071135,7.765534798844431,4.63669678240591,3.5241381710779516,2.5880972388657124,2.7758026582070774,0.0,0.8522571887446361
2024-09-05,70.94122830380768,7.0102379393688965,7.619336836419484,4.664696906713529,3.5283926708999083,2.6036675370450117,2.779153733375483,0.0,0.8532860723700096
2024-09-11,70.95889114906097,7.011983338354401,7.621233887974584,4.6658583162575535,3.504373308501871,2.6043157944532553,2.779845683085143,0.0,0.853498522312214
2024-09-20,69.2594824737057,6.844051947042012,7.43871143340397,4.554114742306123,3.42044637128915,2.5419445146489883,2.713270602873418,2.3949199992223495,0.8330579155082917
2024-09-24,69.25359207447312,6.843469872257497,7.438078783858325,4.553727422721495,3.4201554682393303,2.5417283266631188,2.7130398438999737,2.3947163154173072,0.8414918924698261
2024-09-25,69.25443349873397,6.843553019736298,7.438169155776306,4.553782750057104,3.420197022788354,2.540544218348294,2.7130728070644383,2.394745410982538,0.8415021165126869
2024-09-30,69.2628488660335,6.844384605663515,7.439072995751879,4.554336097366553,3.4206126238225316,2.5408529294539655,2.7134024827693475,2.382885028531433,0.8416043706072773
2024-10-02,69.26705731666712,6.844800474418582,7.439524998116422,4.55461282145383,3.4208204622178586,2.539792101611128,2.713567350668731,2.3781689678722375,0.841655506974099
2024-10-03,69.2275180598806,6.965988641828967,7.435278343203315,4.552012941902324,3.4188677778695413,2.6379327934396604,2.7120183829423397,2.218924131498278,0.8314589274349868
2024-10-04,69.23172221803863,6.966411683399691,7.444232025865944,4.552289383740505,3.4190754042768203,2.67453074252844,2.717041449153551,2.158329304937801,0.836367788058621
2024-10-07,69.32771576123048,6.988233748732033,7.302519393516277,4.558601380229681,3.180560995010837,2.6782391246706934,2.720808774699519,2.404577088771099,0.838743733139378
2024-10-08,69.23929098966026,7.003615019824302,7.293205317577548,4.552787063670995,3.1765043147010807,2.696688175386768,2.7197679390499885,2.46467581435124,0.8534653657778123
2024-10-09,69.19306321332586,7.013506000373885,7.349031661289031,4.549747384623601,3.174383514085037,2.6754651109152663,2.742230347349177,2.4630302677164586,0.8395425003216871
2024-10-10,69.16535616518144,7.022831848098317,7.346088881122954,4.547925524685965,3.1731123924903413,2.652552080299765,2.741132273283243,2.46204399402023,0.8889568408177528
2024-10-14,69.16451690405061,7.036094170523296,7.345999742756533,4.547870339585644,3.1730738895454804,2.6525198938992043,2.7410990120394794,2.462014119268749,0.8768119283309995
2024-10-15,69.16451690405061,7.065216072377634,7.345999742756533,4.547870339585644,3.1730738895454804,2.6525198938992043,2.7471660749258,2.462014119268749,0.8416229635903423
2024-10-16,69.17458938206461,7.037118841944559,7.347069545947704,4.548532649192599,3.173535986563139,2.652906182266548,2.7475661466841097,2.462372664144019,0.8563086011927155
2024-10-17,69.1762684136304,7.025153462090191,7.3569568267267975,4.548643052882223,3.1736130158183067,2.6529705745999306,2.747632836639635,2.4624324317764223,0.8563293858360984
2024-10-18,69.19390316738127,7.006307570541363,7.358832298257285,4.549802615286755,3.1744220488193338,2.6536468828753588,2.7422636360546364,2.4630601671336243,0.8577616136503791
2024-10-22,69.19306321332586,7.008650346815055,7.358742968406689,4.549747384623601,3.174383514085037,2.653614669900532,2.742230347349177,2.4630302677164586,0.8565372877775916
2024-10-23,69.19222327966283,7.008565268902831,7.358653640724844,4.549692155301338,3.174344980286286,2.653582457707771,2.7421970594519003,2.463000369025191,0.8577407889370132
2024-10-24,69.19138336639143,6.999983005625138,7.370703154398751,4.549636927319915,3.1743064474230454,2.653550246297047,2.7421637723627765,2.4629704710597933,0.8553026091220949
2024-10-25,69.19054347351094,7.001111904172311,7.370613683704534,4.549581700679281,3.174267915495283,2.653518035668332,2.7421304860817757,2.4629405738202403,0.8552922268672949
2024-10-30,69.19474314182979,7.001536851663466,7.37106105889808,4.549857847290844,3.1744605844892098,2.6257584108031202,2.7362272112576207,2.491010753105873,0.8553441406619874
2024-10-31,69.1838250644502,6.998004592834983,7.412379292431533,4.5491399358168305,3.173959693746268,2.625344098498347,2.735795468338083,2.4663426759818035,0.855209177901958
2024-11-05,69.19138336639143,6.998769121706429,7.413189091553553,4.549636927319915,3.1743064474230454,2.625630916166749,2.7360943527692334,2.4666121228159192,0.8443776538537173
2024-11-07,69.20986616997457,7.00306708985869,7.263393323312068,4.550852252720433,3.175154386569886,2.626332289923772,2.7368252341600474,2.588691836392733,0.8458174170877946
2024-11-11,69.20986616997457,7.000638673501849,7.263393323312068,4.550852252720433,3.175154386569886,2.6287607062806133,2.7368252341600474,2.588691836392733,0.8458174170877946
2024-11-12,69.20986616997457,6.994567632609747,7.263393323312068,4.550852252720433,3.175154386569886,2.6348317471727163,2.7368252341600474,2.588691836392733,0.8458174170877946
2024-11-14,69.20566466577306,7.000213687666336,7.262952386502709,4.550575985391534,3.174961633350817,2.6346717951706586,2.7366590904675876,2.5885346853934768,0.8457660702838161
2024-11-15,69.03969419049142,7.066999995155109,7.24553422188631,4.539662698701085,3.1673473738269307,2.8039805622980287,2.730095977287152,2.582326807265398,0.8243581730885694
2024-11-18,68.93615786138268,7.191855374359619,7.234668356610372,4.53285473095548,3.1625974176757143,2.8142884095339915,2.7296299700551008,2.5784541852713665,0.819493694155665
2024-11-19,68.90532408470762,7.2176513680729,7.231432432889841,4.53082727490323,3.161182850552814,2.8130296341248178,2.7284090606874574,2.577300893835029,0.8348424002262995
2024-11-20,68.89033384014058,7.218498384098661,7.229859246170543,4.529841600576261,3.1604951402099584,2.826920892141909,2.7278154995999526,2.5767402060908724,0.839495190971257
2024-11-21,68.87035699009958,7.213988656931379,7.227762728329398,4.528528035068302,3.159578658405446,2.8261011403481215,2.7270244864325397,2.5759930018051285,0.870666302580101
2024-11-22,68.82877574135836,7.2712167720028695,7.229436497605484,4.525793885589669,3.1576710274324933,2.8304324620656844,2.7217554477372237,2.5744377172030886,0.8604804490051222
2024-11-25,68.8321003934298,7.275190737372933,7.229785702727441,4.526012496045173,3.1578235531371743,2.8450601495950982,2.7098111102255515,2.5745620708560057,0.849653786610828
2024-11-26,68.8321003934298,7.275190737372933,7.229785702727441,4.526012496045173,3.1578235531371743,2.8547207952643516,2.7098111102255515,2.5745620708560057,0.8399931409415748
2024-11-27,68.83625666020976,7.2720070720196315,7.230222256573258,4.526285788815195,3.158014230990324,2.854893170960278,2.709974735886152,2.574717529816968,0.837628554728447
2024-11-28,68.79056531362463,7.267180141974072,7.225423061976678,4.523281382376582,3.1559180402654112,2.8529981824808535,2.7130033478075117,2.5730085131341704,0.898622016360086
2024-11-29,68.77645480300976,7.260863060045465,7.2239409632564815,4.522353554415448,3.155270689646851,2.8524129676195624,2.7124468490730864,2.5724807305266104,0.9237763824067416
2024-12-02,68.60221187973671,7.122714914481927,7.2056393425260294,4.510896317986898,3.1472769134300265,2.8271332579912554,2.705574952730669,2.5659634338175206,1.3125889872989625
2024-12-03,68.60468894995108,7.122972099556237,7.205899521813282,4.511059196217835,3.147390554458282,2.82723533935851,2.7056726449033333,2.566056084935012,1.309025608806435
2024-12-04,68.60551467977474,7.1218542265209654,7.205986252417743,4.511113491575363,3.147428436624753,2.8272693681191376,2.70570521052866,2.5660869701277145,1.30904136431093
2024-12-05,68.60468894995108,7.121768508522027,7.205899521813282,4.511059196217835,3.147390554458282,2.82723533935851,2.7056726449033333,2.566056084935012,1.3102291998406446
2024-12-06,68.70805945537411,7.132499273743758,7.066081482936896,4.51785626032881,3.152132903084268,2.8314952922925225,2.709749432555807,2.5699225045413616,1.3122033951424608
2024-12-09,68.71137245541897,7.131637729535162,7.066422198836246,4.518074104612462,3.152284894226678,2.8316318227680557,2.6978254658811873,2.570046422367601,1.320704906353632
2024-12-11,68.71302907525522,7.1318096721424125,7.066592569107828,4.518183034632573,3.1523608952946045,2.826878125990764,2.6978905100073898,2.570108385762178,1.32314773180702
2024-12-12,68.70847356290804,7.127117908562282,7.066124070627488,4.517883489715426,3.1521519011755177,2.8266907106143746,2.6977116462068103,2.569937993616139,1.3339087165739303
2024-12-13,68.71344324269589,7.11196192551945,7.066635162959356,4.518210267958319,3.152379896134206,2.826895164984594,2.6979067715290066,2.5785623701074822,1.3340051981117063
2024-12-16,68.66295163959902,7.159738936230187,7.061442500198761,4.5148902236003,3.1500634831149372,2.824817922716836,2.6959243117442555,2.598350643624826,1.3318203391708887
2024-12-17,68.65468140614423,7.169716781372178,7.061796440074099,4.514346419477695,3.1496840680187224,2.8244776824106705,2.6955995962622947,2.5980376805798793,1.331659925660229
2024-12-18,68.65550833983754,7.169803139363455,7.060677015581186,4.514400793994931,3.1497220054153536,2.8245117027529654,2.6956320642904634,2.598068973491747,1.3316759652723575
2024-12-19,68.65468140614423,7.169716781372178,7.060591971979255,4.514346419477695,3.1496840680187224,2.8244776824106705,2.6955995962622947,2.5980376805798793,1.3328643937550737
2025-01-02,68.653854492371,7.1684259718736,7.060506930425943,4.514292046270289,3.149646131535967,2.8244436628878944,2.6955671290162506,2.5980063884218287,1.3352572471972366
2025-01-03,68.65550833983754,7.166189691556095,7.060677015581186,4.514400793994931,3.1280413185711944,2.8245117027529654,2.6956320642904634,2.598068973491747,1.3569700999238767
2025-01-06,68.65054703646429,7.162058649246289,7.060166784697432,4.514074566538037,3.1278152746262764,2.8267163841154677,2.6954372678527556,2.5978812273272536,1.365302809132209
2025-01-07,68.68777429920394,7.162327286399098,7.063995314770763,4.516522422340638,3.129511400965485,2.8282492329865203,2.696898927747692,2.599289985322507,1.3154311302633515
2025-01-08,68.50286390043289,7.191118183063688,7.044978740076098,4.50436375261092,3.121086623674109,2.82063546621607,2.6896387615643653,2.4721121235647447,1.6532024487971138
2025-01-09,68.60014779119558,7.201330602164877,6.904544699615599,4.510760595112299,3.125519014276052,2.8246411730865972,2.6934584343279955,2.4756228773068307,1.6639748129141583
2025-01-10,68.59849660979009,7.201157268672631,6.90437850965554,4.510652022692864,3.1254437841337697,2.8245731849680236,2.6933936037317583,2.4755632899357582,1.6663417264195675
2025-01-14,68.59024189491974,7.200290726358628,6.903547679844818,4.510109238985249,3.125067687738712,2.8639434335071754,2.693069497558428,2.453605319714761,1.660124521372479
2025-01-15,68.59189267895866,7.199260651598912,6.903713829810278,4.5102177852760885,3.1251428997764146,2.864012360981081,2.6931343125527976,2.453664371445556,1.6589611096002175
2025-01-23,68.60923070997313,7.177007000548874,6.905458887423086,4.511357836859286,3.1259328448035126,2.864736299819931,2.693815058402103,2.454284586274302,1.6581767758957717
2025-02-05,68.60840489069598,7.17692061405726,6.905375769437243,4.511303535619798,3.1258952193182012,2.864701818243095,2.6937826341294318,2.454255045125072,1.6593604733739207
2025-02-06,68.60757909129863,7.176834229645214,6.905292653452285,4.5112492356874965,3.125857594738641,2.864667337496329,2.693750210637304,2.4542255046869808,1.6605441423571157
2025-02-07,68.60923070997313,7.177007000548874,6.905458887423086,4.511357836859286,3.1259328448035126,2.864736299819931,2.693815058402103,2.454284586274302,1.6581767758957717
2025-02-13,68.71261491280731,7.187821713668506,6.756740466426052,4.518155801635119,3.1306431741852734,2.8690530437277437,2.697874248681803,2.4579828387230545,1.6691138001451402
2025-02-14,68.69025755231306,7.18427788462929,6.754541992644117,4.516685707124023,3.1296245414624035,2.8982468318125068,2.6969964281066074,2.4571830727923913,1.6721859891156068
2025-02-18,68.69439670652548,7.184710796589866,6.7549490094750055,4.516957874667676,3.129813127137661,2.898421475073575,2.6971589443720005,2.4573311383264116,1.6662609278323182
2025-02-19,68.68860203029047,7.1732591657106495,6.7543791996452285,4.516576849289977,3.1295491135555147,2.911432675529505,2.6969314270840363,2.4571238515747766,1.672145687319843
2025-02-27,68.68777429920394,7.17317272444634,6.754297806088388,4.516522422340638,3.129511400965485,2.911397591348715,2.696898927747692,2.457094242036436,1.6733305858223615
2025-02-28,68.6869465880663,7.173086285265325,6.754216414493188,4.516467996703026,3.1294736892843544,2.911362508013477,2.6968664291946034,2.457064633211705,1.6745154557680164
2025-03-03,68.68777429920394,7.1719676757744235,6.754297806088388,4.516522422340638,3.129511400965485,2.911397591348715,2.696898927747692,2.457094242036436,1.6745356344942772
2025-03-06,68.76483872835718,7.180014283784045,6.684666164803985,4.521589746559345,3.1330225645183085,2.878472021155442,2.6999247205976027,2.459850985388075,1.6776207848360263
2025-03-07,68.72918530594133,7.131677884395099,6.77766229131046,4.5192453776608446,3.131398144553152,2.8769795814030883,2.698524854643802,2.4585755936634106,1.6767509664288076
2025-03-10,68.73332915306068,7.126078630928551,6.7780709327956865,4.51951785378371,3.1315869440438346,2.8771530413895228,2.6986875551675404,2.458723827071767,1.676852061758705
2025-03-11,68.73830242923573,7.119358635460281,6.778561367626914,4.519844868504833,3.1318135334864063,2.877361220985201,2.698882821695255,2.458901730758099,1.6769733922472843
2025-03-12,68.73913137856931,7.119444491342487,6.778643113665581,4.519899375559259,3.131851301581482,2.8773959205134454,2.6989153688638265,2.458931383875488,1.675787666029121
2025-03-18,68.73830242923573,7.119358635460281,6.778561367626914,4.519844868504833,3.1318135334864063,2.877361220985201,2.698882821695255,2.458901730758099,1.6769733922472843
2025-03-20,68.73001403539234,7.128146508274129,6.777744015665619,4.519299870257027,3.131435902630068,2.877014271727125,2.6985573931790885,2.4610168183550134,1.6767711845195894
2025-03-21,68.72918530594133,7.120825907767844,6.77766229131046,4.5192453776608446,3.131398144553152,2.8769795814030883,2.698524854643802,2.4609871440250224,1.6851913926944493
2025-03-24,68.72172764012,7.112819375186875,6.776926860791481,4.51875500342403,3.1310583628314315,2.8658166070274596,2.698232043133132,2.460720107254121,1.7139440002314839
2025-03-25,68.71509996238753,7.11213339891406,6.776273278747022,4.518319204544358,3.130756396531937,2.854690468612871,2.706410516062456,2.4604827898812793,1.7258339843184909
2025-03-27,68.69108534325056,7.109647843702474,6.773905100252832,4.516740138008826,3.129662256779328,2.853692808645918,2.6970289297928907,2.459622897992533,1.7686146815746409
2025-03-31,68.67536072636845,7.108020318268128,6.772354432331879,4.515706175481209,3.1289458211645416,2.8530395473691312,2.696411531677414,2.459059846359965,1.7911016009792866
2025-04-01,68.65468140614423,7.105879972345412,6.7703151611216965,4.514346419477695,3.1280036423115187,2.852180448592097,2.6955995962622947,2.458319381577901,1.8206739721671514
2025-04-02,68.64723989922103,7.103905425781494,6.769581324096867,4.513857107759306,3.127664596811878,2.851871299672902,2.6953074192009945,2.4580529234089497,1.8325200040465741
2025-04-03,68.75073876890345,7.114615924600944,6.629018601296374,4.520662612383335,3.132380150576179,2.8561710421888304,2.6993711116632615,2.461758909251437,1.8352828791362013
2025-04-09,68.74576369307067,7.102040422509051,6.628538899247656,4.520335479326822,3.132153479138676,2.8318430377426305,2.699175774475301,2.461580766623811,1.8785684478653835
2025-04-10,68.74244737584753,7.1016978178493995,6.628219136450141,4.520117416924149,3.132002383071509,2.8317064287454383,2.6978395575398406,2.461462019194821,1.8845078643771815
2025-04-14,68.74244737584753,7.1016978178493995,6.628219136450141,4.520117416924149,3.132002383071509,2.8256763895019428,2.6978395575398406,2.461462019194821,1.8905379036206766
2025-04-22,68.73830242923573,7.101269608505219,6.627819476334729,4.519844868504833,3.1318135334864063,2.8255060103806895,2.697676886564918,2.461313601018774,1.8964535859687035
2025-04-28,68.73332915306068,7.097138281811473,6.627339947810904,4.51951785378371,3.1315869440438346,2.8253015825547574,2.6974817072876625,2.4611355228315235,1.9071690068154523
2025-04-29,68.73167155425219,7.094555486957864,6.6271801203889495,4.5194088593918815,3.131511421515666,2.825233446519525,2.6974166538045994,2.461076169161908,1.9119462880074087
2025-05-02,68.73498683182358,7.090074185550701,6.627499782942146,4.51962685343289,3.131662470214839,2.8253697218765375,2.697546763908585,2.4611948793640686,1.9120385108866573
