date,CHINA SECURITIES DEPOSITORY AND CLEARING,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MIB SECURITIES (HONG KONG) LTD
2024-03-01,0.0,20.987546301822917,36.17404955476913,14.662030971907555,19.404798496157202,3.4388529001766024,0.0,0.0,5.332721775166598,0.0
2024-03-04,56.04752997571683,8.772333750571724,15.119958819416295,6.1240907055668705,8.276844916521398,1.4438397316391118,0.0,1.9756502828681008,2.2397518176996756,0.0
2024-03-05,53.99005088244553,8.451224147732429,14.575122816781954,5.875780764106748,7.948164903037632,1.3816878218767525,2.3150619766898397,1.9042689840813392,2.2045939350562986,1.3540437681914792
2024-03-06,53.987966795290376,8.450995605118301,14.574728668359011,5.863972771484925,7.950862238564241,1.394131632398821,2.3145833323582417,1.9042174878005618,2.204534317224349,1.3540071514011758
2024-03-07,54.002508068355084,8.468143073818952,14.574869304898225,5.865619992635079,7.927710160225794,1.3816224144550966,2.315233511130795,1.9047523926240713,2.2051535826430477,1.3543874992138554
2024-03-08,54.002283334596534,8.46810783327756,14.57480865095313,5.865595582605354,7.928301400166743,1.3816166647740316,2.3152238761870216,1.9047444659151165,2.204936328652447,1.3543818628720607
2024-03-11,54.005766918062626,8.474688721215285,14.575748843835779,5.865973960898429,7.928812839646082,1.3817057902085998,2.3153732268277234,1.9048673373183025,2.192593130545256,1.3544692314419235
2024-03-12,54.00599168081646,8.474723991418518,14.592456820636471,5.878067677474294,7.926764923628621,1.381711540631492,2.315382863014603,1.8944706931562212,2.1759549407124084,1.3544748685109222
2024-03-13,53.990041028366576,8.477284129045627,14.589434156621014,5.8833432446598595,7.924421753028884,1.377323290618663,2.3150022946112294,1.8966559948909465,2.192241868200007,1.3542522399571943
2024-03-14,53.982403656213464,8.49293519377452,14.58716232341885,5.882927048965948,7.91976430033827,1.3771284559723975,2.3152989003286266,1.8963876960083468,2.1919317560630613,1.354060668916522
2024-03-15,53.91402350718384,8.556130045770068,14.599808848255902,5.894863837779567,7.909234993296383,1.372259938718541,2.3141050328257142,1.8954098371051764,2.190801501955571,1.3533624571092422
2024-03-18,53.90460889207114,8.609725271118712,14.594764778736605,5.893834460438306,7.908061745149632,1.359547257256056,2.313700937438333,1.895078855424783,2.167551673132819,1.3531261292336207
2024-03-19,54.029450139622526,8.629698383700974,14.380594797672739,5.907507163749112,7.926615483009565,1.3526995866861176,2.3451141444413928,1.8994751192008916,2.1725800279562395,1.3562651539604427
2024-03-20,53.900435756138165,8.631694780741633,14.412266006343355,5.924296495127923,7.928449228638796,1.3592649612458203,2.345656663858619,1.899914544350899,2.2101804476665374,1.3878411158882513
2024-03-21,53.89955622765888,8.632054590133734,14.41203308346754,5.924543447502247,7.925028102713699,1.3593216217640423,2.345754441794441,1.903536939050917,2.2102725783203097,1.387898967594194
2024-03-22,53.89100437156128,8.633890084737176,14.424270194160743,5.917881452565283,7.926713257292227,1.357525986962518,2.346253236093522,1.9035247661381787,2.2107425641559275,1.3881940863331388
2024-03-25,53.8789590964346,8.622248135104906,14.44162184938677,5.917474363828141,7.930962408933478,1.3532635362160697,2.346091838256382,1.913816491087901,2.2074636877437306,1.388098593008029
2024-03-26,53.73667775982936,8.584728640573232,14.665409186005467,5.914204795244475,7.913458359536134,1.3502802197655115,2.3409197973432274,1.9066855028357594,2.202597257401515,1.3850384814653087
2024-03-27,53.718130515634535,8.601102364716489,14.660347411874106,5.926718045681371,7.893053653152806,1.3466953394738377,2.3461415661992833,1.906027409274749,2.201837029733953,1.3999466642588743
2024-03-28,53.67748351882404,8.603052117463218,14.615837807368559,5.963832246531244,7.8969225924477335,1.347000616963374,2.3466734045345263,1.9126985543650201,2.205039755206829,1.4314593862954612
2024-04-02,53.519563101046344,8.597347379299993,14.5821284759909,5.970805157667364,7.87719765382999,1.422299840150042,2.345380457411778,1.9318913053136106,2.2321361121737056,1.5212505171162767
2024-04-03,53.48672816509104,8.602436188364731,14.567171386704098,5.9493169589148955,7.876302981188971,1.4255725976440152,2.3609374986819063,1.930706065307768,2.2643440567898767,1.5364841013127066
2024-04-05,53.54821931406002,8.657006909523762,14.605612404591033,5.964088061472769,7.692070048075743,1.402736660439021,2.3651226294190355,1.9433160733456725,2.283565453100412,1.5382624459725365
2024-04-08,53.53766530886751,8.696379101593495,14.608127871033574,5.973908320396722,7.665035571463402,1.4024601901812304,2.364863945983074,1.9429330584071463,2.270667367608556,1.5379592644652857
2024-04-09,53.52578314677068,8.701708752519584,14.605715422806863,5.983575771202548,7.663334391656387,1.4031860317436058,2.3643390875197654,1.9425018433847856,2.2722376229732735,1.5376179294225027
2024-04-10,53.51469766677415,8.699940295071045,14.624314465101598,5.982359722786952,7.661984342751878,1.4008270744925535,2.3642733376477905,1.9421070666861582,2.271775833724347,1.5377201949635326
2024-04-11,53.51514158263835,8.700012462936751,14.620080789618259,5.982409347740507,7.662047900550936,1.40083869465278,2.3659519925818224,1.9421231768797027,2.271794678590832,1.5395993738100633
2024-04-12,53.51958114637541,8.70073420745055,14.621086259651086,5.982076052354517,7.658120790403933,1.3978439435836434,2.3686370402623913,1.9422842935164897,2.269494373832249,1.5401418925697317
2024-04-15,53.51491962378565,8.699976378854236,14.61960539254605,5.993997786460384,7.657661152282265,1.397722192236185,2.363868384708667,1.942115121749521,2.270333599706064,1.5398003676709737
2024-04-16,53.514992517520334,8.700156802260112,14.619701195672683,5.994122092257129,7.6549165867252285,1.3977511787284937,2.3639174075067113,1.9421553980686295,2.2703806827443036,1.5419061385163728
2024-04-17,53.515383786899385,8.700355276650074,14.619827322553514,5.995295777184629,7.655298604844132,1.397783065258682,2.361482672702701,1.9421997039491559,2.2704324763419628,1.541941313615762
2024-04-18,53.5191867305172,8.701040985132122,14.62118697227245,6.0073829619173,7.65590194838805,1.3978932299213234,2.3616687902401345,1.9230641238036634,2.270611417863021,1.5420628399447391
2024-04-19,53.446800854617415,8.689272636032946,14.601411495656718,5.999257844475711,7.647618416244867,1.5246267666430195,2.358474581314138,1.9204631373254142,2.2720971016160463,1.5399771660737225
2024-04-22,53.472717528302226,8.738039444155252,14.60496898623165,5.97957941944523,7.625423694635519,1.440403907290377,2.3596182197572335,1.9317556204214708,2.3067692695406685,1.5407239102203696
2024-04-23,53.48526384775633,8.740864719521866,14.615340556863194,5.9449631410922485,7.628692018983816,1.4357213878472517,2.360437134840387,1.9324260440524141,2.315032524333782,1.5412586247087092
2024-04-24,53.51504266213117,8.745731342012487,14.567307787537773,5.921102111649256,7.632395793586906,1.4358985133767799,2.3617513476576217,1.9335019545428767,2.3163214573754156,1.5709470301297106
2024-04-25,53.52703298963911,8.747690869238303,14.571608962596805,5.922428765800967,7.586597855834601,1.4362202340105885,2.3863457065195615,1.9339351658516777,2.3168404414125385,1.5712990090958452
2024-04-26,53.524622560613025,8.748144588665724,14.572157283798035,5.9227359464076805,7.587198821806476,1.4362947269290014,2.386469479915738,1.9340354739180272,2.3169606097557294,1.571380508190563
2024-04-29,53.55873577408913,8.73212953968721,14.582275062681921,5.926510724183527,7.549060897150412,1.437210130462746,2.387990464818161,1.935268105963539,2.3184372940949194,1.572382006868436
2024-04-30,53.58621349235769,8.675127870028495,14.590379462207013,5.934951665238795,7.555426356512665,1.4396091399158302,2.389215596970216,1.9362609739060181,2.3196267427603843,1.5731887001028975
2024-05-02,53.58824683282889,8.675524304861973,14.590007623546544,5.935222879866448,7.553694447635506,1.43967492698182,2.3882861911548185,1.9363494569011115,2.319732744753124,1.5732605914697682
2024-05-03,53.75316091605864,8.700139056293457,14.636782563301951,5.954529897394792,7.275656466416638,1.4399382897133317,2.392510622785486,1.9423084369829462,2.3268715601006833,1.5781021909520785
2024-05-06,53.65688860415281,8.68455704238809,14.610241234319354,5.979846459986556,7.344092903930084,1.4292479874733282,2.456444252925712,1.944861273704634,2.318544442955374,1.5752757981640553
2024-05-07,53.65688860415281,8.68455704238809,14.611281152528205,5.979846459986556,7.344092903930084,1.4292479874733282,2.456444252925712,1.943821355495782,2.318544442955374,1.5752757981640553
2024-05-08,53.661018031314775,8.685225404767523,14.627797608787787,5.980306668191664,7.3459061022529095,1.4293579822123859,2.4537213054813374,1.92213098867699,2.3187228778338778,1.5758130304807427
2024-05-09,53.645761493661915,8.732521560000773,14.49794711634223,6.089277946013583,7.302701955864517,1.4289626746467423,2.457825365730062,1.9515430640526368,2.3180816048234454,1.5753772188641002
2024-05-10,53.503293334196556,8.866739472831119,14.498291121970434,6.093930990606567,7.30807729096917,1.4290785692431602,2.4551132793784016,1.951701342011756,2.3182696105263383,1.5755049882664962
2024-05-13,53.443206991406264,8.891109446780888,14.495856148570702,6.176627137427241,7.261508762707772,1.4289176918062172,2.4579559305205145,1.9514816307122245,2.318008633081773,1.5753276269863976
2024-05-14,53.515402568372274,8.924150283556958,14.42832427490361,6.163460415207543,7.278567495017571,1.414223690593524,2.461333803030692,1.922097389853324,2.3149475414560508,1.577492538008457
2024-05-16,53.64094425297975,9.390680856514885,13.93330101851656,6.169570873635622,7.181686721775808,1.4175413153521548,2.446236861376263,1.9207625601615657,2.318082364830981,1.5811931748564056
2024-05-17,53.69603623274195,9.668082980418694,13.591617507757633,6.156572684835828,7.197352952258916,1.4065712086717894,2.4531186494519432,1.920795510712912,2.3269119522120842,1.5829403209382455
2024-05-20,53.775886597392194,9.683176103455345,13.430564566168387,6.176647217861467,7.2284692743039916,1.4087670475320158,2.456948283690155,1.9237941199542845,2.33033529493844,1.5854114947037157
2024-05-21,53.7796461588935,9.809803552078499,13.191343441588693,6.199713388249163,7.237208948227431,1.408920364317714,2.4572156745367413,1.992650401821156,2.3368675876322755,1.586630482654823
2024-05-22,53.85716908676363,9.891864504430673,13.007398777543896,6.211817014719367,7.221560953664915,1.4179619217263506,2.462012867377574,2.006815829779068,2.3343000954800974,1.589098948514423
2024-05-23,53.97398439287515,9.929484713969664,12.755305944465823,6.246006914027154,7.234557180016004,1.427369829537376,2.473705674402452,2.011207734150123,2.3520181105473323,1.5963595060089149
2024-05-24,53.97228644169449,9.929442979152709,12.763238260605652,6.2447197252746545,7.23452677230318,1.4162255618197177,2.4736952771203677,2.0175039609783676,2.3520082247326957,1.596352796318161
2024-05-27,53.97897940565488,9.930674303752566,12.67570380053567,6.309389465150199,7.235634089365514,1.420604825632285,2.474002033688049,2.0114486844351336,2.367012635876821,1.5965507559088739
2024-05-28,53.97478192910376,9.929902081435921,12.667782652258802,6.3088988387133265,7.237173094153756,1.4289009864388802,2.4738096520306305,2.011292271535526,2.3710318883106045,1.5964266060187797
2024-05-29,53.95199082222415,9.92570913333028,12.662013467178026,6.356233197412968,7.2267644693208455,1.428297626241055,2.4727650742080964,2.010442993863836,2.370030708884767,1.5957525073359722
2024-05-30,53.928879221498605,9.921457223013135,12.553905759654135,6.464803459402914,7.22429867621851,1.4612836995097627,2.4717058072892635,2.009581773451994,2.3690154506409793,1.595068929320698
2024-05-31,53.93737383149667,9.923020001823646,12.516609436759287,6.465821763229999,7.232367274082216,1.4825158800790812,2.47209513814809,2.009898312821458,2.364978184879923,1.5953201766796308
2024-06-03,53.88983845275548,9.977225267561831,12.494876879162401,6.434943193392488,7.234806407849721,1.4893928925336235,2.498454019861434,2.0186187241990066,2.367510282710993,1.5943338799730196
2024-06-04,53.944737991757286,9.987389429924027,12.40111115446517,6.441498704133715,7.244277255731045,1.4913302887356843,2.5009992858678975,2.020675164532857,2.3720226389521972,1.5959580859001203
2024-06-05,54.00855494167739,9.999204571767507,12.299163519225175,6.449119035893876,7.252847279352386,1.491412163630321,2.5039579830850536,2.0230656354217786,2.3748287560193058,1.5978461139272107
2024-06-06,54.1992426527217,10.045060695066416,11.888641665702426,6.47188890538094,7.2780327883300036,1.581093773466298,2.5191298855875157,2.030208462252224,2.3832135509855212,1.6034876205069528
2024-06-07,54.243315505604315,10.0532289730818,11.898309076711543,6.483487950025979,7.2892313031990135,1.5823794614180302,2.42824536413725,2.0318593539344416,2.385151493566997,1.6047915183206272
2024-06-11,54.22911004148481,10.05059619184173,11.894981942232832,6.481790027349518,7.297674081815711,1.581965061331068,2.44365730266581,2.0313272421916553,2.3845268602154834,1.6043712488713817
2024-06-12,54.23393768732282,10.05153006591628,11.895664840338082,6.482392297657437,7.292228068305386,1.5757767840377772,2.4481078734497377,2.0315159875966238,2.3847484239687495,1.6040979714071055
2024-06-13,54.20190010070192,10.04637470038254,11.888930427877293,6.480544991377774,7.292920345039024,1.5834112713516448,2.4886435856887807,2.0304740360295477,2.3835253017424862,1.6032752398090002
2024-06-14,54.115284388336896,10.063560290749367,11.87662282390645,6.486370403035297,7.333782342870627,1.6016723682029759,2.5061965706662948,2.027940027347424,2.3872964144812494,1.6012743704034234
2024-06-17,54.07934328879159,10.056876496581449,11.853145740237396,6.482062428181644,7.328911552590061,1.6425873917804472,2.536131646962818,2.0350197112218673,2.3857108724472966,1.600210871205433
2024-06-18,54.00680990581228,10.048647344727716,11.819897254413627,6.515444698472692,7.3146637140512185,1.661422423853776,2.6191968250153805,2.032290261211791,2.3825110613943954,1.599116511047118
2024-06-19,53.97830627163693,10.048600642671488,11.82858815972123,6.512005986715806,7.311854543298013,1.6605455607866397,2.6388415018424336,2.031217662066522,2.391767139558533,1.5982725317023994
2024-06-20,53.96196716698232,10.045558955207142,11.825007674277959,6.510034818024573,7.3098514690332586,1.6810635854201819,2.6399345909128633,2.0379600510574365,2.391043157346011,1.5975785317382623
2024-06-21,53.95191355073693,10.043687374165748,11.823150921458346,6.537825055034937,7.308279408219644,1.6807503876429473,2.6394427465512997,2.037580360150073,2.380089308037266,1.5972808880028098
2024-06-24,53.92984600534888,10.039579280264975,11.839113060563335,6.54145338417262,7.299407874222931,1.684264553983505,2.6383631551378475,2.0331119028963407,2.387098896965974,1.6077618864435939
2024-06-25,53.86877069545388,10.029655095944435,11.83748397277093,6.534987118276761,7.29638984346061,1.7035870368322623,2.67961875921955,2.0311021595888405,2.412232714274772,1.6061726041779543
2024-06-26,53.86846400352267,10.037441495643018,11.858496249117668,6.506038176677009,7.291997795883049,1.707368350075344,2.6796243830513355,2.0311064223507898,2.4132871485572576,1.606175975121867
