date,ASTRUM CAPITAL MANAGEMENT LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,VALUABLE CAPITAL LTD,BANK OF CHINA (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,KGI ASIA LTD
2024-03-01,0.0,13.578509239338066,86.42149076066194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,12.86528999552706,80.10287759057701,0.4733860146115998,2.2718801252422844,0.0,0.0,0.0,0.0,4.286566274042046
2024-03-05,0.0,12.252978462740364,76.3391985227535,0.5166811668826903,2.1572770369844285,3.0166367784662915,0.0,0.0,1.5269615241206653,4.1902665080520585
2024-03-06,0.0,12.206823978454349,76.68503754436657,0.5190218845310075,2.181318779317602,2.978579199885851,0.0,0.0,1.5338791089232524,3.8953395045213766
2024-03-07,0.0,12.051181383396388,76.72746091798129,0.5193090156328075,2.289599543150832,2.980226996930545,0.0,0.0,1.5347276750660288,3.897494467842102
2024-03-08,0.0,12.179018183764878,76.72335337889685,0.5192812148682168,2.360855832545192,2.980067453023787,0.0,0.0,1.463266653580542,3.774157283320544
2024-03-11,0.0,12.228077046320362,76.56389076797095,0.5180332538184925,2.757503471356855,3.471356855484744,0.0,0.0,1.459750062306405,3.001388542742194
2024-03-12,0.0,12.224214132306217,76.33965814089707,0.5165160900974458,2.868350520953513,3.461190294467421,0.0,0.0,1.5974724436003478,2.992598377677985
2024-03-13,0.0,11.895168233632951,74.05895925887661,0.4804215311499122,3.1632055653132207,3.3474532493026143,0.0,2.963460412577057,1.5497468746771361,2.541584874470503
2024-03-14,0.0,11.916108941382928,73.99652461159954,0.48001651669734874,3.186346196858387,3.396245892331779,0.0,2.9609620976205635,1.524353526142835,2.539442217366619
2024-03-15,0.0,12.178170364283758,73.62537660914818,0.4776088742810189,3.178923582580115,3.51615995617639,0.0,2.946110654615174,1.5509449465899754,2.5267050123253902
2024-03-18,0.0,11.614843207877607,70.74645606846644,0.45600237914284775,3.2134950269305755,3.570366454085847,2.755840465254601,2.8202755840465255,1.5580081287380632,3.2647126854574897
2024-03-19,0.0,11.920529801324504,70.42436822509967,0.4612698098909427,3.232183453592962,3.5435405752693487,2.797271918552931,2.812098448156568,1.5534908240255674,3.2552469440875096
2024-03-20,0.0,11.736748300217837,70.56076308667238,0.49508218364248463,3.193280084494026,3.5414878869892403,2.8351706383259625,2.8170176249257377,1.5595088784738265,3.2609413162584993
2024-03-21,0.0,11.699560316043506,70.67506363846738,0.49588416145988296,3.214982313464908,3.4744950246289132,2.790174881814275,2.821580878706734,1.5620351085986313,3.2662236768157626
2024-03-22,0.0,11.69717193075195,70.59766089599577,0.5170477071494648,3.3484207744152243,3.4062376106779437,2.7884234174705957,2.819809700013215,1.561054579093432,3.264173384432404
2024-03-25,0.0,11.716517746544007,70.58483492163113,0.5169537714502782,3.3445092242390206,3.4056187754967215,2.78791682494591,2.819297405321486,1.560770971311543,3.263580359059904
2024-03-26,0.0,11.46999570659533,70.57201360679018,0.5168598698768123,3.5404075431817428,3.4710525446679212,2.787410416460253,2.818785296740315,1.560487466560983,3.2629875491264575
2024-03-27,0.0,11.431401684001981,70.55803202905729,0.5167574706950635,3.4934786197787684,3.4835727257718343,2.743932639920753,2.818226844972759,1.725276539541027,3.2293214462605255
2024-03-28,67.42830803674316,11.620518223422119,3.0899153853751686,0.5169064629769862,3.4570177460244293,3.4998189181180654,2.735982616139334,2.810061567839858,1.7202778783788235,3.1211931649820563
2024-04-02,67.37506990821463,11.907425074842912,3.0874757377372766,0.542816725334737,3.852353850708951,3.562851597197092,2.733822416685857,2.8242918709083136,1.8834095469947691,2.2304832713754648
2024-04-03,67.6409875319957,12.07662455618859,3.0996614647840808,0.544959128065395,3.467921724052514,3.5339773759392292,2.704978944760961,2.8354388572372224,1.8957972091487079,2.1996532078275948
2024-04-05,67.6242364206703,12.238732045567112,3.1220075945187387,0.4886907710087502,3.3300313686643555,3.562819877827307,2.7043090638930165,2.834736668317649,1.895327719993396,2.199108469539376
2024-04-08,67.54840199215015,12.126059566608397,3.1663313433820375,0.52442362874765,3.4681222995481384,3.585210594016953,2.7523994854711566,2.8315577690557077,1.8932022823971766,2.104291038622646
2024-04-09,67.5695738959732,12.194196539038915,3.0980385687655687,0.5245880004619013,3.5665385440208515,3.462610732608588,2.753262178524885,2.8324452729342284,1.893795674623468,2.1049505930483843
2024-04-10,67.57960732552384,12.199307045042072,3.0786998845075066,0.5246658967167134,3.5687180333278334,3.4631248968817028,2.75367101138426,2.832865863718858,1.894076885002475,2.1052631578947367
2024-04-11,67.56400105568751,12.186592768540512,3.077988915281077,0.531142781736606,3.5612958564264976,3.528305621536025,2.7530351016099233,2.8322116653470575,1.8606492478226444,2.1047769860121406
2024-04-12,67.58741316436479,12.166064386251506,3.0790554923023614,0.5247264986881838,3.5592297411019254,3.5295282411761795,2.7539890764483608,2.8331930762503506,1.861293995346765,2.105506328069567
2024-04-15,67.69464690035863,12.079594096550812,3.0839407010759086,0.5255590262283703,3.455798502652586,3.5913200125605305,2.7583585370287733,2.8376882013651312,1.8642471119044077,2.108846910274844
2024-04-16,67.67116045466561,12.11340206185567,3.082870737509913,0.5253766851704996,3.4512952683055778,3.590074015331747,2.757401533174729,2.8367036743325404,1.8636003172085647,2.1081152524451494
2024-04-17,67.71703010564254,12.020764792434738,3.0849604047150625,0.5257328020897053,3.486699621406253,3.592507480946319,2.7592705870682956,2.8386264817233458,1.8648635243936715,2.109544199580075
2024-04-18,67.60526185485335,11.95470975621833,3.079868618680575,0.5248650700645353,3.7912423457177282,3.586577978774325,2.7547163582946834,2.83394127453084,1.8617855315496725,2.007031211315959
2024-04-19,67.64992485176805,11.876723867408788,3.0819033147802535,0.5318182568913407,3.79044378747089,3.605463524204337,2.756536244570334,2.835813500255999,1.8630155086131435,2.008357144036864
2024-04-22,67.60972550055297,11.896076457091924,3.0800719673835895,0.5315022366010267,3.821203968109866,3.6033210636647244,2.7548982387798557,2.8341283858508164,1.8619084561675718,2.007163725797666
2024-04-23,67.63428609170919,11.895444262809399,3.081190865408431,0.5316953154670498,3.8572678786677894,3.604630042436552,2.755899010914615,2.8351579399283366,1.7965357243110252,2.0078928683476165
