date,THE HONGKONG AND SHANGHAI BANKING,THE BANK OF EAST ASIA LTD,SHANGHAI COMMERCIAL BANK LTD,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,NANYANG COMMERCIAL BANK LTD,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-04-08,3.5403007205349097,0.0,6.050181872972508,5.001055227240692,2.875203740788383,3.013743648114445,2.035308721813546,1.4474291594854223,1.7832881157073326,1.6536492611631841,27.400160467820424
2024-04-09,3.5403007205349097,0.0,6.050181872972508,5.001055227240692,2.874234430764898,3.013743648114445,2.0372473418605166,1.4525180371087207,1.7832881157073326,1.6536492611631841,27.406218655467207
2024-04-10,3.5403007205349097,0.0,6.050181872972508,5.001055227240692,2.8744767582707693,3.014955285643802,2.03773199687226,1.451306399579364,1.7832881157073326,1.6536492611631841,27.40694563798482
2024-04-11,3.5403007205349097,0.0,6.050181872972508,4.997904969664364,2.876173050811869,3.014955285643802,2.044759494542529,1.4619688098377037,1.7832881157073326,1.6536492611631841,27.423181580878204
2024-04-12,3.5403007205349097,0.0,6.050181872972508,4.997904969664364,2.8764153783177404,3.014955285643802,2.0450018220484,1.4639074298846748,1.7832881157073326,1.6536492611631841,27.425604855936914
2024-04-15,3.5403007205349097,0.0,6.050181872972508,4.997904969664364,2.873022793235541,3.014955285643802,2.0450018220484,1.4639074298846748,1.7832881157073326,1.6536492611631841,27.42221227085472
2024-04-16,3.5403007205349097,0.0,6.050181872972508,4.997904969664364,2.870841845682699,3.014955285643802,2.0450018220484,1.4631804473670607,1.7832881157073326,1.6536492611631841,27.41930434078426
2024-04-17,3.5403007205349097,0.0,6.053816785560579,4.997904969664364,2.870841845682699,3.0181055432201296,2.0450018220484,1.4631804473670607,1.7832881157073326,1.6536492611631841,27.42608951094866
2024-04-18,3.5403007205349097,0.0,6.053816785560579,4.99184678201758,2.878596325870582,3.0181055432201296,2.0450018220484,1.4677846699786163,1.7832881157073326,1.6536492611631841,27.432390026101316
2024-04-19,3.540058393029039,0.0,6.035642222620226,5.0168065151223304,2.878596325870582,3.0181055432201296,2.0450018220484,1.4680269974844877,1.7832881157073326,1.6536492611631841,27.439175196265715
2024-04-22,3.540058393029039,0.0,6.035642222620226,5.018260480157559,2.878596325870582,3.0181055432201296,2.0450018220484,1.4665730324492596,1.7832881157073326,1.6536492611631841,27.439175196265715
2024-04-23,3.540058393029039,0.0,6.035642222620226,5.018260480157559,2.878838653376454,3.0181055432201296,2.0450018220484,1.4665730324492596,1.7832881157073326,1.6536492611631841,27.43941752377158
2024-04-24,3.512190729853832,0.0,6.035642222620226,5.018260480157559,2.878838653376454,3.0181055432201296,2.0450018220484,1.4665730324492596,1.7832881157073326,1.6536492611631841,27.41154986059638
2024-04-25,3.512190729853832,0.0,6.035642222620226,5.020441427710401,2.9212459669039417,3.0181055432201296,2.0450018220484,1.4665730324492596,1.7832881157073326,1.6536492611631841,27.456138121676705
2024-04-26,3.5097674547951185,0.0,6.0307956725028,5.020441427710401,2.934573979726866,3.0144706306320592,2.0450018220484,1.4646344124022888,1.7832881157073326,1.6536492611631841,27.456622776688448
2024-04-29,3.5097674547951185,0.0,6.0307956725028,5.020441427710401,2.9367549272797087,3.0144706306320592,2.0450018220484,1.4537296746380777,1.7832881157073326,1.6536492611631841,27.44789898647708
2024-04-30,3.4898965993136666,0.0,6.026676104902986,5.020441427710401,2.9365125997738373,3.012047355573346,2.0450018220484,1.4508217445676213,1.7832881157073326,1.6536492611631841,27.418335030760776
2024-05-02,3.4898965993136666,0.0,6.026676104902986,5.020441427710401,2.9163994167865144,3.012047355573346,2.0450018220484,1.4493677795323932,1.7954044910009004,1.6536492611631841,27.40888425803179
2024-05-03,3.4862616867255967,0.0,6.026676104902986,5.032557803003969,2.9096142466221164,3.012047355573346,2.0450018220484,1.4425826093679952,1.7954044910009004,1.6536492611631841,27.40379538040849
2024-05-06,3.4862616867255967,0.0,6.026676104902986,5.027468925380671,2.9096142466221164,3.012047355573346,2.0450018220484,1.4425826093679952,1.7949198359891574,1.6536492611631841,27.398221847773453
2024-05-07,3.4862616867255967,0.0,6.026676104902986,5.027468925380671,2.913491486716058,3.012047355573346,2.0450018220484,1.4425826093679952,1.7949198359891574,1.6536492611631841,27.40209908786739
2024-05-08,3.471722036373315,0.0,6.020617917256202,5.024560995310214,2.9163994167865144,3.012047355573346,2.0450018220484,1.4425826093679952,1.7949198359891574,1.6536492611631841,27.38150124986833
2024-05-09,3.471722036373315,0.0,6.020617917256202,5.017291170134073,2.9122798491867012,3.012047355573346,2.0450018220484,1.4459751944501942,1.7949198359891574,1.6535886792867165,27.373443860298107
2024-05-10,3.468814106302859,0.0,6.020617917256202,5.015352550087102,2.9302120846211817,3.0118050280674744,2.0450018220484,1.4459751944501942,1.7944351809774148,1.6535886792867165,27.385802563097545
2024-05-13,3.4632405736678176,0.0,6.0133480920800615,4.998389624676107,2.950082940102633,3.0118050280674744,2.0450018220484,1.444521229414966,1.7944351809774148,1.6535886792867165,27.374413170321592
2024-05-14,3.4632405736678176,0.0,6.005835939398049,4.99523936709978,2.960018367843359,3.0118050280674744,2.0450018220484,1.4469445044736795,1.7944351809774148,1.6591622119217577,27.38168299549773
2024-05-16,3.4632405736678176,0.0,6.005835939398049,4.99523936709978,2.960018367843359,3.0118050280674744,2.0450018220484,1.4457328669443228,1.7944351809774148,1.6591622119217577,27.38047135796837
2024-05-17,3.4632405736678176,0.0,6.005835939398049,4.999116607193721,2.9624416429020726,3.0118050280674744,2.0450018220484,1.4481561420030364,1.7944351809774148,1.6591622119217577,27.389195148179745
2024-05-20,3.4632405736678176,0.0,6.005835939398049,5.002751519781792,2.956383455255289,3.0118050280674744,2.0450018220484,1.4481561420030364,1.7944351809774148,1.6591622119217577,27.38677187312103
2024-05-21,3.4426427356687523,0.0,6.005835939398049,4.998389624676107,2.962683970407944,3.0118050280674744,2.0450018220484,1.4658460499316457,1.7944351809774148,1.6591622119217577,27.385802563097545
2024-05-22,3.4002354221412645,0.0,6.005835939398049,4.988454196935382,2.968015175537114,3.0118050280674744,2.0450018220484,1.4665730324492596,1.7823188056838468,1.6591622119217577,27.327401634182547
2024-05-23,3.4002354221412645,0.0,6.005835939398049,4.988454196935382,2.9636532804314295,3.0118050280674744,2.0450018220484,1.4786894077428276,1.7823188056838468,1.6591622119217577,27.335156114370427
2024-05-24,3.395388872023837,0.0,6.005835939398049,4.972945236559615,2.9859474109715944,3.0125320105850886,2.0450018220484,1.4745698401430145,1.7823188056838468,1.658677556910015,27.33321749432346
2024-05-27,3.401447059670621,0.0,6.005835939398049,4.981911354276855,2.9651072454666574,3.014955285643802,2.0450018220484,1.5089803459767475,1.7823188056838468,1.658677556910015,27.364235415074994
2024-05-28,3.401447059670621,0.0,6.005835939398049,4.997662642158493,2.9692268130664705,3.014955285643802,2.0450018220484,1.5092226734826188,1.7823188056838468,1.658677556910015,27.38434859806232
2024-05-29,3.401447059670621,0.0,6.005835939398049,4.997662642158493,2.973346380666284,2.9977500327269353,2.0450018220484,1.5128575860706892,1.7823188056838468,1.658677556910015,27.374897825333335
2024-05-30,3.401447059670621,0.0,6.005835939398049,5.000570572228949,2.963410952925558,2.9977500327269353,2.0450018220484,1.5143115511059175,1.7823188056838468,1.658677556910015,27.369324292698295
2024-05-31,3.401447059670621,0.0,6.005835939398049,5.000570572228949,2.952506215161347,2.9977500327269353,2.0450018220484,1.520854393764444,1.7823188056838468,1.658677556910015,27.364962397592606
2024-06-03,3.4002354221412645,0.0,6.005835939398049,4.999358934699592,2.9784352582895823,2.9977500327269353,2.0450018220484,1.5223083587996722,1.7823188056838468,1.658677556910015,27.389922130697357
2024-06-04,3.4002354221412645,0.0,6.017225332174004,5.007355742393347,2.9849781009481093,2.9977500327269353,2.0450018220484,1.5225506863055436,1.7823188056838468,1.657950574392401,27.41536651881385
2024-06-05,3.4002354221412645,0.0,6.017225332174004,5.009779017452061,2.9934595636536065,2.9977500327269353,2.0450018220484,1.5225506863055436,1.7823188056838468,1.657950574392401,27.42627125657806
2024-06-06,3.3970851645649365,0.0,6.017225332174004,4.989181179452996,2.961230005372716,2.9977500327269353,2.0450018220484,1.5009835382829926,1.7823188056838468,1.657950574392401,27.34872645469923
2024-06-07,3.3970851645649365,0.0,6.017225332174004,4.990877471994095,2.959291385325745,2.9977500327269353,2.0450018220484,1.5009835382829926,1.7823188056838468,1.657950574392401,27.348484127193355
2024-06-11,3.3970851645649365,0.0,6.017225332174004,4.9957240221115224,2.9595337128316164,2.9977500327269353,2.0450018220484,1.5009835382829926,1.7823188056838468,1.657950574392401,27.353573004816656
2024-06-12,3.367278881342759,0.0,6.017225332174004,4.9957240221115224,2.956383455255289,2.9977500327269353,2.0450018220484,1.499044918236022,1.7823188056838468,1.657950574392401,27.31867784397118
2024-06-13,3.367278881342759,0.0,6.017225332174004,4.9957240221115224,2.959291385325745,2.998719342750421,2.0450018220484,1.4803857002839271,1.7823188056838468,1.657950574392401,27.303895866113027
2024-06-14,3.367278881342759,0.0,6.017225332174004,5.032315475498097,2.974800345701512,2.998719342750421,2.0450018220484,1.4988025907301505,1.7823188056838468,1.657950574392401,27.374413170321592
2024-06-17,3.367278881342759,0.0,6.017225332174004,5.014140912557745,2.978919913301325,2.998719342750421,2.0450018220484,1.5070417259297766,1.7823188056838468,1.6577688287629975,27.368415564551274
2024-06-18,3.367278881342759,0.0,6.017225332174004,5.010505999969675,2.9917632711125073,2.983210382374654,2.0450018220484,1.5082533634591335,1.7823188056838468,1.6577688287629975,27.363326686927973
2024-06-19,3.367278881342759,0.0,6.017225332174004,5.010505999969675,2.992490253630121,2.983210382374654,2.0450018220484,1.511403621035461,1.7823188056838468,1.6577688287629975,27.367203927021915
2024-06-20,3.367278881342759,0.0,6.017225332174004,5.010505999969675,2.9907939610890213,2.983210382374654,2.0450018220484,1.511403621035461,1.7823188056838468,1.6577688287629975,27.365507634480817
2024-06-21,3.366309571319274,0.0,6.017225332174004,5.0056594498522475,3.002668008876718,2.983210382374654,2.0450018220484,1.5225506863055436,1.7823188056838468,1.6529222786455702,27.37786633728026
2024-06-24,3.3655825888016597,0.0,6.017225332174004,5.0056594498522475,3.0033949913943325,2.983210382374654,2.0450018220484,1.5278818914347136,1.7823188056838468,1.6529222786455702,27.383197542409427
2024-06-25,3.3575857811079053,0.0,6.017225332174004,4.998389624676107,3.013330419135058,2.958977631787518,2.0450018220484,1.5324861140462693,1.7823188056838468,1.6529222786455702,27.358237809304676
2024-06-27,3.3575857811079053,0.0,6.017225332174004,4.998389624676107,3.026900759463854,2.958977631787518,2.0450018220484,1.5353940441167258,1.7832881157073326,1.6529222786455702,27.375685389727415
2024-06-28,3.3575857811079053,0.0,6.017225332174004,4.992331437029323,2.992490253630121,2.9553427191994475,2.0450018220484,1.5373326641636966,1.7832881157073326,1.6529222786455702,27.333520403705798
2024-07-02,3.3575857811079053,0.0,6.014802057115289,4.992331437029323,2.9961251662181914,2.9553427191994475,2.0450018220484,1.5373326641636966,1.7832881157073326,1.6529222786455702,27.334732041235156
2024-07-03,3.3575857811079053,0.0,6.014802057115289,4.992331437029323,2.9973368037475483,2.9553427191994475,2.0450018220484,1.5341824065873688,1.7832881157073326,1.6529222786455702,27.332793421188185
2024-07-04,3.3575857811079053,0.0,6.014802057115289,4.99184678201758,3.002668008876718,2.9553427191994475,2.0450018220484,1.5356363716225971,1.7832881157073326,1.6529222786455702,27.33909393634084
2024-07-05,3.3575857811079053,0.0,6.014802057115289,4.987000231900153,3.005091283935432,2.9553427191994475,2.0450018220484,1.538301974187182,1.7832881157073326,1.6529222786455702,27.339336263846715
2024-07-08,3.3575857811079053,0.0,6.014802057115289,4.993058419546937,3.00654524897066,2.9553427191994475,2.0450018220484,1.5470257643985508,1.7832881157073326,1.6529222786455702,27.355572206740092
2024-07-10,3.3575857811079053,0.0,6.014802057115289,4.987000231900153,3.007029903982403,2.9553427191994475,2.0450018220484,1.5581728296686335,1.7832881157073326,1.6529222786455702,27.361145739375136
2024-07-11,3.357525199231437,0.0,6.014802057115289,4.987000231900153,3.012361109111573,2.9553427191994475,2.0450018220484,1.5581728296686335,1.7832881157073326,1.652982860522038,27.366476944504303
2024-07-12,3.357525199231437,0.0,6.014802057115289,4.987000231900153,3.016723004217257,2.9553427191994475,2.0450018220484,1.557930502162762,1.7832881157073326,1.6554061355807517,27.373019787162832
2024-07-15,3.357525199231437,0.0,6.014802057115289,4.987000231900153,3.0169653317231284,2.9553427191994475,2.0450018220484,1.557930502162762,1.7832881157073326,1.6553455537042838,27.373201532792237
2024-07-16,3.357525199231437,0.0,6.014802057115289,4.987727214417768,3.025931449440369,2.9553427191994475,2.0450018220484,1.557930502162762,1.7832881157073326,1.6553455537042838,27.38289463302709
2024-07-17,3.357525199231437,0.0,6.004381974362821,4.963736791336503,3.0239928293933978,2.9553427191994475,2.0450018220484,1.559869122209733,1.7832881157073326,1.6553455537042838,27.348484127193355
2024-07-18,3.357525199231437,0.0,6.004381974362821,4.963736791336503,3.024719811911012,2.9553427191994475,2.0450018220484,1.5596267947038616,1.7832881157073326,1.6553455537042838,27.348968782205098
2024-07-19,3.357525199231437,0.0,6.004381974362821,4.963736791336503,3.025931449440369,2.9553427191994475,2.0450018220484,1.5596267947038616,1.7832881157073326,1.6553455537042838,27.350180419734453
2024-07-22,28.12083017216092,0.0,6.004381974362821,4.963736791336503,3.026416104452111,2.9553427191994475,2.0450018220484,1.5596267947038616,1.7832881157073326,1.6553455537042838,52.113970047675686
2024-07-23,28.12083017216092,0.0,5.980149223775685,4.967371703924573,3.0271430869697253,2.9553427191994475,2.0450018220484,1.5668966198800025,1.7832881157073326,1.6553455537042838,52.10136901737037
2024-07-24,28.12083017216092,0.0,5.980149223775685,4.96155584378366,3.0222965368522985,2.9553427191994475,2.0450018220484,1.5695622224445875,1.7832881157073326,1.6553455537042838,52.093372209676616
2024-07-25,28.118649224608077,0.0,5.980149223775685,4.96155584378366,3.02980868953431,2.9553427191994475,2.0450018220484,1.5698045499504587,1.7832881157073326,1.6553455537042838,52.09894574231166
2024-07-26,28.11840689710221,0.0,5.980149223775685,4.961313516277789,3.0317473095812812,2.9553427191994475,2.0450018220484,1.57004687745633,1.7832881157073326,1.6512259861044705,52.096522467252946
2024-07-29,28.11840689710221,0.0,5.980149223775685,4.961313516277789,3.038290152239808,2.9553427191994475,2.0450018220484,1.5722278250091724,1.7832881157073326,1.6512259861044705,52.10524625746431
2024-07-30,28.11840689710221,0.0,5.980149223775685,4.961313516277789,3.0441060123807206,2.9553427191994475,2.0450018220484,1.5722278250091724,1.7832881157073326,1.6512259861044705,52.11106211760522
2024-07-31,28.11840689710221,0.0,5.980149223775685,4.962525153807146,3.044832994898335,2.9553427191994475,2.0450018220484,1.5722278250091724,1.7832881157073326,1.6512259861044705,52.11300073765219
2024-08-01,28.11840689710221,0.0,5.980149223775685,4.962525153807146,3.039017134757422,2.9553427191994475,2.0450018220484,1.5722278250091724,1.7832881157073326,1.6512259861044705,52.10718487751128
2024-08-05,28.11840689710221,0.0,5.980149223775685,4.962525153807146,3.040955754804393,2.9553427191994475,2.0450018220484,1.5722278250091724,1.7832881157073326,1.6512259861044705,52.10912349755825
2024-08-06,28.11840689710221,0.0,5.980149223775685,4.962525153807146,3.0411980823102645,2.9553427191994475,2.0450018220484,1.5722278250091724,1.7832881157073326,1.6512259861044705,52.109365825064124
2024-08-07,28.11840689710221,0.0,5.969244486011474,4.962525153807146,3.0513758375568614,2.9553427191994475,2.0450018220484,1.5724701525150437,1.7832881157073326,1.6512259861044705,52.10888117005238
2024-08-08,28.11840689710221,9.971049884088817,5.969244486011474,4.962525153807146,3.0569493701919024,2.9553427191994475,2.0450018220484,1.5724701525150437,1.7832881157073326,1.6512259861044705,62.08550458677624
2024-08-09,28.11840689710221,9.971049884088817,5.969244486011474,4.962525153807146,3.0571916976977738,2.9553427191994475,2.0450018220484,1.5724701525150437,1.7832881157073326,1.6512259861044705,62.08574691428211
2024-08-12,28.119073297743352,9.971049884088817,5.981360861305042,4.962525153807146,3.0472562699570482,2.956796684234676,2.0450018220484,1.5724701525150437,1.7832881157073326,1.6512259861044705,62.09004822751133
2024-08-13,28.12028493527271,9.971049884088817,5.981360861305042,4.962525153807146,3.0562223876742887,2.9558273742111902,2.0450018220484,1.5748934275737572,1.7832881157073326,1.6512259861044705,62.10167994779315
2024-08-15,28.12028493527271,9.971049884088817,5.981360861305042,4.962525153807146,3.0562223876742887,2.9558273742111902,2.0450018220484,1.5748934275737572,1.7832881157073326,1.6510375764686558,62.10149153815734
2024-08-19,28.12028493527271,9.971049884088817,5.96318629836469,4.96858334145393,3.0613112652975873,2.9558273742111902,2.0450018220484,1.5770743751265994,1.7832881157073326,1.6510375764686558,62.09664498803992
2024-08-20,28.12028493527271,9.971049884088817,5.96318629836469,4.967371703924573,3.07609324315574,2.9558273742111902,2.0450018220484,1.5770743751265994,1.7832881157073326,1.6510375764686558,62.11021532836871
2024-08-21,28.12028493527271,9.971049884088817,5.96318629836469,4.942896625831565,3.054768422639061,2.9565543567288044,2.0450018220484,1.580951615220541,1.7832881157073326,1.6510375764686558,62.069019652370585
2024-08-23,28.12028493527271,9.971049884088817,5.96318629836469,4.942896625831565,3.0664001429208856,2.9565543567288044,2.0452441495542715,1.5811939427264128,1.7832881157073326,1.6510375764686558,62.08113602766415
2024-08-26,28.12028493527271,9.971049884088817,5.96318629836469,4.942896625831565,3.0542837676273176,2.9565543567288044,2.0459711320718856,1.5811939427264128,1.7832881157073326,1.6510375764686558,62.06974663488819
2024-08-27,28.12028493527271,9.971049884088817,5.96318629836469,4.942896625831565,3.03683618720458,2.9565543567288044,2.049606044659956,1.582163252749898,1.7832881157073326,1.6510375764686558,62.05690327707701
2024-08-28,28.12028493527271,9.971049884088817,5.96318629836469,4.942896625831565,3.0458023049218204,2.9565543567288044,2.051544664706927,1.582163252749898,1.7832881157073326,1.6510375764686558,62.06780801484122
2024-08-29,28.12028493527271,9.971049884088817,5.96318629836469,4.942896625831565,3.0378054972280655,2.9565543567288044,2.051544664706927,1.582163252749898,1.7881346658247594,1.6510375764686558,62.0646577572649
2024-08-30,28.121254245296196,9.971049884088817,5.96318629836469,4.942896625831565,3.052345147580347,2.9565543567288044,2.051544664706927,1.5848288553144831,1.7881346658247594,1.6510375764686558,62.08283232020525
2024-09-02,28.121254245296196,9.971049884088817,5.96318629836469,4.942896625831565,3.0528298025920897,2.9565543567288044,2.0517869922127985,1.5848288553144831,1.7881346658247594,1.6510375764686558,62.083559302722854
2024-09-03,28.121254245296196,9.971049884088817,5.96318629836469,4.942896625831565,3.0608266102858446,2.9565543567288044,2.0544525947773833,1.5845865278086118,1.7881346658247594,1.6510375764686558,62.09397938547533
2024-09-04,28.121254245296196,9.971049884088817,5.96318629836469,4.942896625831565,3.0579186802153884,2.9565543567288044,2.054937249789126,1.5841018727968688,1.7881346658247594,1.6510375764686558,62.091071455404865
2024-09-05,28.121254245296196,9.971049884088817,5.910601229590605,4.942896625831565,3.0857863433905943,2.9560697017170616,2.0619647474593954,1.587494457879068,1.7881346658247594,1.6510375764686558,62.07628947754672
2024-09-09,28.121254245296196,9.971049884088817,5.910601229590605,4.942896625831565,3.0860286708964657,2.9560697017170616,2.0626917299770096,1.5891907504201674,1.7881346658247594,1.6510375764686558,62.07895508011131
2024-09-10,28.121254245296196,9.971049884088817,5.910601229590605,4.942896625831565,3.0860286708964657,2.9560697017170616,2.0626917299770096,1.5891907504201674,1.7881346658247594,1.6510072855304216,62.07892478917307
2024-09-11,28.118830970237486,9.971049884088817,5.910601229590605,4.942896625831565,3.088694273461051,2.9560697017170616,2.0626917299770096,1.5891907504201674,1.7881346658247594,1.6510072855304216,62.079167116678946
2024-09-12,28.118830970237486,9.971049884088817,5.910601229590605,4.935626800655426,3.1357058096000943,2.9597046143051324,2.0801393103997476,1.6080922958781334,1.7367612345800314,1.6534305605891353,62.1099427099246
2024-09-13,28.118830970237486,9.971049884088817,5.910601229590605,4.935626800655426,3.0508911825451186,2.9597046143051324,2.0801393103997476,1.6080922958781334,1.7367612345800314,1.6534305605891353,62.02512808286963
2024-09-16,28.118830970237486,9.971049884088817,5.910601229590605,4.935626800655426,3.05113351005099,2.9597046143051324,2.0801393103997476,1.6073653133605192,1.7367612345800314,1.6534305605891353,62.02464342785788
2024-09-19,28.108410887485014,9.971049884088817,5.910601229590605,4.935626800655426,3.0525874750862183,2.9597046143051324,2.0823202579525897,1.6066383308429053,1.7367612345800314,1.6534305605891353,62.01713127517587
2024-09-20,28.11156114506134,9.971049884088817,5.893395976673738,4.930780250537998,3.0664001429208856,2.9597046143051324,2.0903170656463446,1.6068806583487767,1.7367612345800314,1.6534305605891353,62.0202815327522
2024-09-23,28.11156114506134,9.971049884088817,5.893395976673738,4.930780250537998,3.0748816056263832,2.9597046143051324,2.0917710306815724,1.6068806583487767,1.7367612345800314,1.6534305605891353,62.03021696049292
2024-09-24,28.23490584554986,9.971049884088817,5.893395976673738,4.930780250537998,3.046286959933563,2.9597046143051324,2.0971022358107425,1.6068806583487767,1.7367612345800314,1.6541799584010426,62.13104761822971
2024-09-25,28.23490584554986,9.971049884088817,5.893395976673738,4.930780250537998,3.044832994898335,2.9597046143051324,2.0971022358107425,1.6068806583487767,1.7367612345800314,1.6541799584010426,62.12959365319448
2024-09-26,28.23490584554986,9.971049884088817,5.893395976673738,4.930780250537998,3.066157815415014,2.9597046143051324,2.0971022358107425,1.6126965184896893,1.7367612345800314,1.6541799584010426,62.15673433385207
2024-09-27,28.23490584554986,9.971049884088817,5.893395976673738,4.930780250537998,3.0487102349922766,2.9597046143051324,2.0971022358107425,1.6102732434309757,1.7367612345800314,1.6541799584010426,62.13686347837062
2024-09-30,28.23490584554986,9.971049884088817,5.905512351967306,4.903397242374535,3.0790011732261964,2.9597046143051324,2.0971022358107425,1.610515570936847,1.7367612345800314,1.6541799584010426,62.15213011124051
2024-10-02,28.23490584554986,9.971049884088817,5.905512351967306,4.90800146498609,3.0215695543346843,2.9597046143051324,2.0971022358107425,1.615846776066017,1.7367612345800314,1.6536528960757726,62.104106857764464
2024-10-03,28.231755587973538,9.971049884088817,5.875948396251,4.915998272679845,3.0242351568992696,2.9587353042816464,2.0971022358107425,1.6260245313126138,1.7367612345800314,1.6562129650115505,62.09382356888905
2024-10-04,28.237813775620317,9.971049884088817,5.888064771544569,4.9281146479734135,3.038532479745679,2.9587353042816464,2.0971022358107425,1.6269938413360996,1.7367612345800314,1.6562129650115505,62.139381139992864
2024-10-07,28.236602138090966,9.971049884088817,5.888064771544569,4.945077573384408,3.007029903982403,2.9587353042816464,2.0971022358107425,1.6282054788654563,1.7367612345800314,1.6562129650115505,62.124841489640595
2024-10-08,28.236602138090966,9.971049884088817,5.887822444038697,4.950166451007706,3.0196309342877132,2.9587353042816464,2.0971022358107425,1.6226319462304148,1.7367612345800314,1.6562129650115505,62.13671553742829
2024-10-09,28.230543950444183,9.971049884088817,5.892426666650253,4.951862743548807,3.0150267116761573,2.956796684234676,2.0971022358107425,1.6049420383018056,1.7319146844626043,1.6562129650115505,62.107878564229594
