date,UBS SECURITIES HONG KONG LTD,CMB INTERNATIONAL SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CITIBANK N.A.,HSBC BROKING SECURITIES (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,53.33288090446187,0.0,46.66711909553813,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,32.18615866107874,24.04329475742784,0.0,21.038265341487353,22.73228124000606
2024-03-08,63.351744618318776,0.0,0.0,12.578017978502878,0.0,7.75529258692856,5.793260002259896,0.0,5.044315052627833,5.477369761362056
2024-03-11,60.11454579207229,0.0,0.0,11.935296214771956,0.0,7.359006356598863,5.497668494533237,5.112067054015557,4.783933408986498,5.197482679021595
2024-03-12,60.11507142663965,0.0,0.0,11.935400575608082,0.0,7.359070702890954,5.497716565504455,5.112111753332816,4.783100850820932,5.197528125203104
2024-03-13,60.11585989572625,0.0,0.0,11.935557120284262,0.0,7.359167224439006,5.497788673537531,5.112178803774396,4.781851986273008,5.197596295965547
2024-03-14,60.11664838549623,0.0,0.0,11.935713669066974,0.0,7.359263748519042,5.497860783462169,5.112245855974865,4.780603088964446,5.197664468516267
2024-03-18,60.11296894352133,0.0,0.0,11.934983143213424,0.0,7.358813324473991,5.503644790839333,5.111932960753762,4.780310491952748,5.197346345245417
2024-03-20,60.116911220016014,0.0,0.0,11.935765852907137,0.0,7.359295923775069,5.507066178872464,5.10352405629124,4.780623990121628,5.196812778016449
2024-03-22,60.11034104642564,0.0,0.0,11.934461393779145,0.0,7.358491626768772,5.517393305893282,5.102966292455874,4.780101516014958,5.196244818662329
2024-03-26,52.561861104102746,0.0,12.547384975353587,10.435766811697322,0.0,6.443990440592952,4.824535272176993,4.46215078493442,4.180594943142387,4.543715667999588
2024-03-27,52.55724025158215,0.0,12.54628190148458,10.434849375777755,0.0,6.443423932314047,4.833666857365769,4.461758505432348,4.179462958130881,4.543316217912465
2024-03-28,52.536757562391955,0.0,12.541392345041915,10.430782690093965,0.0,6.440912791145019,4.878778907319042,4.451231823090747,4.178598291248284,4.541545589669072
2024-04-03,52.53093696720794,0.0,12.540002872770096,10.42962705418668,0.0,6.440199196555017,4.890081549215733,4.450738667066003,4.177371265298591,4.541042427699934
2024-04-05,52.53093696720794,0.0,12.544969361843517,10.42962705418668,0.0,6.440199196555017,4.885115060142311,4.450738667066003,4.177371265298591,4.541042427699934
2024-04-09,52.53113765591655,0.0,12.545017288529126,10.428902821276854,0.0,6.440223800632815,4.8950667392856735,4.450755670627085,4.1770051854088,4.531890838323101
2024-04-11,52.524315099960184,0.0,12.543387986628504,10.424874426502985,0.0,6.439387367438865,4.937595794839969,4.450177622426228,4.148959449625915,4.531302252577346
2024-04-12,52.52010205359168,0.0,12.542381864509533,10.424038233222575,0.0,6.4388708554669885,4.945220878880682,4.44982066765898,4.148626655975792,4.530938790693769
2024-04-15,52.519700846329485,0.0,12.542286051773221,10.423958602763438,0.0,6.438821668172095,4.94518310175436,4.449786674953378,4.149358875936772,4.530904178317244
2024-04-19,52.524716377723934,0.0,12.533934006675379,10.424954070955069,0.0,6.439436563377124,4.9456553573212885,4.450211621105149,4.149755131805975,4.531336871036079
2024-04-26,48.69260900786849,0.0,11.619481074938408,9.664368463249545,7.297233840385172,5.969627033426009,4.584829375753614,4.125532309597511,3.845580085311468,4.200738809469782
2024-04-29,48.69450583030493,0.0,11.619933712265752,9.664744939090717,7.3024760183401165,5.961006162736598,4.585007977956378,4.125693019865589,3.845729890029998,4.200902449409924
2024-04-30,27.055464964928255,0.0,6.456225483478247,5.369890578739633,4.057375276790905,3.31203265423161,2.567772234529779,2.2923026130302038,2.136750512817196,2.334090203875877
2024-05-02,48.66830827379009,0.0,11.606603285145848,9.659545323704421,7.32296958611933,5.957799152147399,4.6189977089275835,4.123473404444756,3.8436608942692456,4.198642371451329
2024-05-03,48.66761924506429,0.0,11.606438962954343,9.659408567272108,7.322865910101363,5.957714803730452,4.618932314788796,4.123415025764121,3.845022241769528,4.198582928554999
2024-05-06,48.66725586963031,0.0,11.606521123468488,9.659476945004224,7.322917747743392,5.95775697764038,4.618965011626732,4.123444214897811,3.8450494601958938,4.19861264979277
2024-05-07,48.67431933637143,0.0,11.608205670387576,9.660878901883,7.323980581162594,5.95862167439616,4.619635398833797,4.109528886183674,3.8456075228705764,4.199222027911192
2024-05-08,48.676387080379186,0.0,11.608698801016686,9.66128930771366,7.324291712723674,5.958874803858056,4.619831646537807,4.105455342891233,3.8457708889334206,4.199400415946277
2024-05-10,48.675525499026264,0.0,11.608493324829595,9.661118301046734,7.324162071360756,5.958769330635342,4.621519893743912,4.10538267554715,3.8457028180537955,4.199326085756449
2024-05-13,48.68190192337981,0.0,11.610014020883424,9.662383893752425,7.325121526136484,5.959549920911205,4.622125306252534,4.105920474817001,3.8462065996330215,4.186776334234091
2024-05-14,48.67828266672278,0.0,11.60915087423399,9.661665543691138,7.324576939877534,5.959106858091718,4.621781674284116,4.070212832709778,3.8887575420980585,4.186465068290887
2024-05-17,48.70069623861253,0.0,11.59324501296193,9.666114189439815,7.32794948966381,5.937057605089036,4.623909741055175,4.07208693349836,3.8905480930780176,4.188392696601328
2024-05-20,48.7003512581015,0.0,11.59316289003766,9.667816639571916,7.3278975807599345,5.937015548828555,4.623876986723746,4.07205808810723,3.889457980532936,4.188363027336524
2024-05-22,48.7003512581015,0.0,11.59316289003766,9.667816639571916,7.3278975807599345,5.937015548828555,4.634502517907332,4.0702871662433,3.8806033712132812,4.188363027336524
2024-05-23,48.700523747746075,0.0,11.593203951354361,9.667850881588922,7.327923535119946,5.937036576884317,4.6345189326491445,4.069947396988174,3.8806171157526728,4.188377861916384
2024-05-24,48.70207620953306,0.0,11.59357351629408,9.66815907065756,7.328157132633704,5.93722583608944,4.6346666705581105,4.056263457844719,3.8807408209886436,4.199137285400677
2024-05-28,48.7036287703011,0.0,11.593943104796331,9.668467279375555,7.328390745041051,5.937415107361252,4.626313420864746,4.056392766408123,3.8861776572503275,4.1992711486015155
2024-05-30,48.70328374824269,0.0,11.59386097198167,9.668398786851144,7.328338829885579,5.937373046035767,4.628760087432985,4.0563640304593385,3.884379098624844,4.199241400485983
2024-05-31,27.055071436616444,0.0,6.440484351006033,5.370874399519146,4.0709520035481885,3.2982591633184235,2.5713139893360273,2.253343310161476,2.1581978058105866,2.332712854784558
2024-06-05,48.70242121448282,0.0,11.593655645036012,9.668227559785622,7.328209045214853,5.937267895329224,4.628678112224447,4.056292192368571,3.8860813035173645,4.199167032041086
2024-06-06,48.703111239046606,0.0,11.593819906010717,9.668364540952846,7.3283128725836715,5.937352015596501,4.62874369215899,4.056349662637622,3.884719544426776,4.199226526586271
2024-06-07,48.69603941405724,0.0,11.592136451643066,9.666960667971683,7.327248781506452,5.936489895840978,4.637987870301771,4.055760669569621,3.888759461702435,4.198616787406755
2024-06-11,48.67311323349169,0.0,11.586678853517455,9.692498279608989,7.3237990999587375,5.934402958566338,4.644653954448324,4.053851210349528,3.894362338782525,4.196640071276411
2024-06-12,48.67311323349169,0.0,11.586678853517455,9.69072834821868,7.3237990999587375,5.934402958566338,4.646423885838632,4.053851210349528,3.894362338782525,4.196640071276411
2024-06-13,48.67070120703976,0.0,11.586104668427822,9.690248118137603,7.323436164531266,5.934108875530313,4.651149191712745,4.053650319227058,3.894169351230455,4.196432104162975
2024-06-14,48.66725586963031,0.0,11.585284502725376,9.689562157723632,7.322917747743392,5.940767681045891,4.650819942741399,4.053363366445543,3.89389368790505,4.196135044039407
