date,HUARONG INTERNATIONAL SECURITIES LTD,WELL LINK SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,FULBRIGHT SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD,LONG BRIDGE HK LTD,CCB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL
2024-04-03,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-14,0.0,34.78523739935241,8.877618269864467,0.4183500959912891,24.325911917246913,0.20774234218745524,15.688988223158256,6.073813003237915,7.072122410384251,2.5502163385770364
2024-05-16,0.0,34.84760168262673,9.38136189396006,0.45942026904799504,24.376552338018463,0.1966893026861729,15.701549107719694,5.7835269119779475,6.53697615321666,2.716322340746271
2024-05-17,0.0,34.91527374205241,9.330533099341178,0.47469720072499205,24.42389021548376,0.17980954572916366,15.73204062257257,5.714203515636238,6.545355159814724,2.684196898644955
2024-05-20,0.0,35.11225552598079,9.238514060872584,0.4773753037842842,24.561682675616247,0.14321259113528526,15.835262122439534,5.622034486749219,6.41737067469043,2.592292558731628
2024-05-21,0.0,35.222823642089075,9.512849907852157,0.49629231907823135,24.49391243778207,0.12189635907184629,15.870615721728026,5.446735644526999,6.102363918677715,2.7325100491938876
2024-05-22,0.0,35.698380715661905,9.185357316194315,0.5662347594605327,24.49663935993411,0.32650419896165783,16.08489109173003,5.152589237127351,5.799420528583825,2.689982792346271
2024-05-23,0.0,35.74043261231281,8.842784150309955,0.562484354983582,24.525495854990943,0.7067866240631395,16.103838734851944,5.269094282390705,5.670784680399923,2.578298705696995
2024-05-24,0.0,35.74095888797267,8.68535752149841,0.5139003416185652,24.525856991400634,0.8496289315584875,16.108493344327954,5.317764165390505,5.670868182353634,2.5871716338791377
2024-05-27,0.0,35.70835907847118,8.543560773236827,0.4457586724335776,24.503486627239827,0.9621325801041575,16.093800570806486,5.387942448583282,5.783387765910495,2.57157148321417
2024-05-28,0.0,35.70415698273072,8.44399988232179,0.44570621635138713,24.500603100820804,0.9826130446294608,16.091906681180312,5.4490894648583446,5.781236209584891,2.6006884175222855
2024-05-29,0.0,35.63339548130423,8.51241246678509,0.421333881409927,24.45204574482141,0.9880059309717104,16.104056256147512,5.557203047697344,5.784459092443884,2.5470880984188966
2024-05-30,0.0,35.56395604395605,8.506080586080586,0.35018315018315016,24.404395604395603,0.9860805860805861,16.266080586080587,5.602051282051282,5.773186813186813,2.547985347985348
2024-05-31,0.0,35.562392861852224,8.546730546642639,0.35016775819377904,24.403322930860185,1.019735396246319,16.265365624954214,5.639898612515201,5.777328469078282,2.435057799657158
2024-06-03,0.0,35.612587445419976,8.291762524062163,0.32131790224893186,24.437767031316024,1.0651908540307056,16.288323395464577,5.788417296586694,5.785482886520494,2.409150664350439
2024-06-04,0.0,35.57239960254302,8.151971603516147,0.38690502360999973,24.483467137987333,1.1255418868654539,16.28899460384736,5.799471816020799,5.790678520029663,2.4005698055802256
2024-06-05,0.0,35.57239960254302,8.084556334250767,0.26526442906594677,24.483467137987333,1.1401973801840144,16.28899460384736,5.796540717357087,5.9240435092285635,2.444536285535907
