date,YUET SHEUNG INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,USMART SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,INNOVAX SECURITIES LTD,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,RUIBANG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,53.82830794298252,0.0,0.0,0.0,22.870287993324776,23.3014040636927,0.0,0.0,0.0
2024-03-04,0.0,53.70458489514276,0.0,0.0,0.0,22.89363983142716,23.40177527343008,0.0,0.0,0.0
2024-03-05,0.0,53.40145403326386,0.0,0.0,0.0,23.10496820162836,23.49357776510778,0.0,0.0,0.0
2024-03-06,0.0,53.653408939620306,0.0,0.0,0.0,23.213980403730268,23.132610656649423,0.0,0.0,0.0
2024-03-07,0.0,34.95781110375469,33.439922711534734,0.0,0.0,15.58860115561249,16.013665029098085,0.0,0.0,0.0
2024-03-08,0.0,34.955958314811355,33.438150371759725,0.0,0.0,15.593075020008829,16.012816293420094,0.0,0.0,0.0
2024-03-11,0.0,30.21362021814643,28.74480361526459,14.21394972552087,0.0,13.260045392349335,13.567581048718777,0.0,0.0,0.0
2024-03-12,0.0,30.480340043835817,28.63447477023877,14.15939347676504,0.0,13.209150437118158,13.516641272042209,0.0,0.0,0.0
2024-03-13,0.0,30.492775330407678,28.63122350101693,14.157785764363103,0.0,13.203108863996075,13.515106540216216,0.0,0.0,0.0
2024-03-14,0.0,31.05890208201722,28.508864637902775,14.097280820511173,0.0,13.086762767950994,13.248189691617837,0.0,0.0,0.0
2024-03-15,0.0,31.064126840832873,28.509509287126413,14.097599591575955,0.0,13.085928077056572,13.242836203408185,0.0,0.0,0.0
2024-03-18,0.0,31.209214506677863,28.449039421613698,14.067697991279395,0.0,13.058172274494023,13.21587580593502,0.0,0.0,0.0
2024-03-19,0.0,31.200062417945386,28.440696753037898,14.063572644893304,0.0,13.049831439244889,13.245836744878522,0.0,0.0,0.0
2024-03-20,0.0,31.261116355237323,28.45931404276998,14.072778664312297,0.0,12.997428314536311,13.209362623144095,0.0,0.0,0.0
2024-03-21,0.0,31.311480622978095,28.491792049835468,14.08883863695267,0.0,13.012261088369101,13.095627601864665,0.0,0.0,0.0
2024-03-22,39.49446957246922,14.508688081355897,13.699978605084173,8.899879026407195,0.0,5.88355838793534,5.873660240321965,0.0,5.8215129581803975,5.8182531282458125
2024-03-25,39.495113309232394,14.453506552334542,13.819730952548873,8.823960150980744,0.0,5.890174052632994,5.877559174462344,0.0,5.821607845438008,5.8183479623701
2024-03-26,39.50648945324936,14.782664993508444,13.823711577907785,8.21129337280267,0.0,6.0614334003271395,5.99283744351691,0.0,5.801545883557384,5.820023875130307
2024-03-27,39.610033738923626,14.767464946768447,13.881738537862221,8.232814710651605,0.0,6.12091165581386,5.735007170945626,0.0,5.816751408842801,5.835277830191809
2024-03-28,39.58415070405236,14.688658786491965,13.899894499768076,8.2274350073257,0.0,6.22581970519268,5.729626034964385,0.0,5.812950473439795,5.831464788765036
2024-04-02,39.57725427331991,14.7007996816894,13.900739494950049,8.226001606971654,0.0,6.224735030301696,5.728083364121995,0.0,5.811937729460746,5.830448819184555
2024-04-03,39.58415070405236,14.703361331014953,13.903161731884294,8.211098846744605,0.0,6.216018008844023,5.737794115254932,0.0,5.812950473439795,5.831464788765036
2024-04-05,39.7184620691523,14.67894216387838,13.94760405044847,8.238959590892486,0.0,6.058987379489685,5.673119294076544,0.0,5.832674158284853,5.851251293777282
2024-04-08,39.749084952475116,14.690259609463363,13.955076789678749,8.226720359731859,0.0,6.011165321276456,5.663823071747955,0.0,5.8481072946050014,5.855762601021501
2024-04-09,39.76756837984503,14.695996494462559,13.96156593650042,8.217416321154062,0.0,6.013960528707198,5.612297639189082,0.0,5.872709154356491,5.858485545785157
2024-04-10,39.682695838488804,14.73674384002738,13.979461391318557,8.447054351926784,0.0,5.851862463686157,5.555950772699131,0.0,5.880236590878285,5.8659947509749
2024-04-11,39.69508963593423,14.741346456213078,13.996429976676152,8.44969255677744,0.0,5.85369013180499,5.513851288795042,0.0,5.8820731208745105,5.867826832924558
2024-04-12,39.614343124340266,14.795570282101412,13.933509243582225,8.432504456076352,0.0,5.949506191751632,5.548568027866205,0.0,5.870107991438923,5.8558906828429835
2024-04-15,39.72161221834226,14.589413612865041,13.85159413884238,9.125272290755186,0.0,5.632871944299947,5.337734064851922,0.0,5.859235287946588,5.882266442096682
2024-04-16,38.78101746861879,14.300155543376208,13.538048079420234,8.930603868106495,0.0,7.756096418561981,5.23596556003659,0.0,5.715136759908688,5.742976301971007
2024-04-17,38.76960149989894,14.282565551107213,13.534062883994983,8.927974966105916,0.0,7.753278038127422,5.256368195395169,0.0,5.734863123423349,5.741285741947015
2024-04-18,38.757777494964365,14.278744690135795,13.529935247389647,8.925252100356179,0.0,7.77499090706167,5.260650705956675,0.0,5.733114097195399,5.739534756940276
2024-04-19,38.74803330074141,14.275154833582778,13.526533650977376,8.923008179378874,0.0,7.773036176259835,5.2844693735827235,0.0,5.731672719983492,5.738091765493507
2024-04-23,38.60840972696744,14.338643887039085,13.697418900551256,8.895030353100616,0.0,7.830250267430013,5.196445484227984,0.0,5.713701230949768,5.720100149733846
2024-04-24,38.51557719465369,14.301507328282902,13.696401613617509,8.873642572600833,0.0,7.816742323020873,5.379180529891271,0.0,5.710602063237812,5.70634637469511
2024-04-25,38.522339681688074,14.30401835797333,13.698806400072137,8.875200588791055,0.0,7.818114770805917,5.380124995513716,0.0,5.6940469217218315,5.707348283433945
2024-04-26,38.06590048256241,14.053627075954395,13.417663167873052,8.713358481071763,0.0,9.367970365759678,5.187993292261177,0.0,5.590214163685031,5.603272970832491
2024-04-30,36.05423426353064,14.510597363486486,13.848806943315958,8.99334093593855,0.0,9.668987171830773,5.37087086663549,0.0,5.769842017649682,5.7833204376124225
2024-05-02,36.04976404002518,14.508259181314376,13.849246163715149,9.003007285827982,0.0,9.667788351924807,5.370204953361133,0.0,5.769126637502609,5.782603386328768
2024-05-03,36.017228006563464,14.510136456173125,13.851038166553728,9.004172216714561,0.0,9.669039301179708,5.395161109867304,0.0,5.769873125158927,5.783351617789181
2024-05-06,36.016645466454875,14.559501820886867,13.850814140838144,9.00402658386742,0.0,9.668882914819177,5.347091191228545,0.0,5.769779803637453,5.783258078267517
2024-05-07,36.00267015483292,14.502654819274474,13.845439696846231,9.125562663450129,0.0,9.665131159206714,5.3024415718025635,0.0,5.775085897450634,5.781014037136333
2024-05-08,36.00286418211288,14.50273297766258,13.845514313339748,9.125611843360787,0.0,9.665183246985238,5.301931223275587,0.0,5.775117020814633,5.781045192448542
2024-05-09,36.062334923521526,14.733978004192178,13.868384799344236,9.356611798958141,0.0,9.092750271967388,5.310689131511746,0.0,5.784656553258839,5.790594517245946
2024-05-10,36.068175965247775,15.069484222049445,13.870631071374607,9.358127295945508,0.0,8.71791109866101,5.3385444246677975,0.0,5.785593498145276,5.791532423908582
2024-05-13,36.066812886275265,15.068914720084905,13.870106876151455,9.520817981430497,0.0,8.552917642496071,5.33834267180799,0.0,5.790773669907769,5.7913135518460415
2024-05-14,36.05688499118715,15.064766790382759,13.866288935088528,9.518197243014527,0.0,8.550563332196468,5.364399618003521,0.0,5.789179678399421,5.789719411727633
2024-05-16,36.02188900591221,15.750578381965399,13.636607633553172,9.508959099158172,0.0,8.122759379729999,5.359193054816312,0.0,5.815913401957474,5.78410004290727
2024-05-17,36.01004466196391,15.778819435182076,13.632123785660763,9.50583246184767,0.0,8.119549506056355,5.357430900537946,0.0,5.814001073631355,5.782198175119929
2024-05-20,35.99335930414001,15.881419886662421,13.58270470859022,9.501427907020568,0.0,8.114709724594169,5.3355523525348,0.0,5.811307139502345,5.779518976955466
2024-05-21,35.985991628724825,15.501098542085174,13.415629391713074,9.917492581041131,0.0,8.113048680765667,5.478285648108458,0.0,5.810117591608802,5.7783359359528665
2024-05-22,35.910936053550714,15.684862624631831,13.387648565431936,9.896807779087228,0.0,8.096127387018008,5.459333968993903,0.0,5.79799949515153,5.766284126134848
2024-05-23,35.94823122368969,15.72213824980396,13.242810723972806,9.907086072290262,0.0,8.104535590243772,5.498904474626607,0.0,5.804020986134526,5.7722726792383705
2024-05-24,35.98676703146243,15.700206848521642,13.335654586196902,9.91770627671963,0.0,7.974781775124259,5.496180253955509,0.0,5.810242784243003,5.778460443776626
2024-05-27,35.97920827986189,15.717913390369423,13.332853531565917,9.915623136599615,0.0,7.973106731782523,5.495025822348604,0.0,5.809022386147599,5.777246721324429
2024-05-28,35.8943423926939,15.903818391625524,13.314299895082026,9.892234679917483,0.0,7.954300181871403,5.482064440936394,0.0,5.79532036595459,5.76361965191868
2024-05-29,35.94300910479759,15.895789723773554,13.332351854155892,9.90457083467134,0.0,7.9618567073514805,5.495415517476761,0.0,5.803177849028468,5.6638284087449176
2024-05-30,35.94358926530484,15.661461988311142,13.332567053278254,10.11994567010132,0.0,7.9614471832433,5.5137974916368755,0.0,5.8032715188320925,5.663919829292179
2024-05-31,36.07265537880663,16.047620410604647,12.474372944557905,10.188682498955203,0.0,7.9900351196957935,5.718265949026319,0.0,5.824109885724247,5.684257812629255
2024-06-03,36.113215443422256,16.06458318898138,12.380283812368186,10.200138645339939,0.0,8.003343721023205,5.717127491152903,0.0,5.8306585101826585,5.690649187529469
2024-06-04,36.2199244884542,16.344644167220782,11.855715721712864,10.230278499702749,0.0,8.026992381355617,5.767093336383155,0.0,5.847887217011705,5.70746418815893
2024-06-05,35.94236609847011,16.206139197108264,11.857515795531976,10.231831780577712,0.0,8.027668877313507,6.165442740975348,0.0,5.860704747707029,5.708330762316052
2024-06-06,35.943145714179714,16.08393816597661,11.85777299355744,10.448960891428102,0.0,7.919389415672547,6.177506368481423,0.0,5.8608318705981075,5.708454580106058
2024-06-07,35.943145714179714,16.08285363010122,11.85777299355744,10.448960891428102,0.0,7.919389415672547,6.1785909043568115,0.0,5.8608318705981075,5.708454580106058
2024-06-11,35.87622214819156,15.998241421558651,11.835694668534993,10.75426063790743,0.0,7.904644079124651,6.083191777696203,0.0,5.849919420932281,5.697825846054231
2024-06-12,35.72982297004492,16.129470678594448,11.844221009413664,10.762007922259116,0.0,7.910338522233458,6.068074726061861,0.0,5.854133656639817,5.701930514752716
2024-06-13,35.53137793288632,16.16728460487023,11.875644905123886,10.78760063182492,0.0,7.943809067610689,6.110737662657298,0.0,5.868055142622364,5.715490052404295
2024-06-14,35.434162682741835,16.172864789317575,11.87854708741436,10.790236916739172,0.0,7.9457503838237535,6.192062146273127,0.0,5.869489183960792,5.716886809729391
2024-06-17,35.36398984554584,16.153757225453592,11.864114695107581,10.777126817404678,0.0,7.967556054467805,6.3011567738012335,0.0,5.862357775555376,5.709940812663901
2024-06-19,34.91331809303015,16.613368382872242,11.861927129170203,10.775139675832431,0.0,7.966086955872854,6.29999493439908,0.0,5.861276844149021,5.708887984674014
2024-06-20,34.701108739256185,16.81695435497383,11.879321242272365,10.790940143679862,0.0,7.977768280162173,6.328241783726362,0.0,5.869871713367152,5.635793742562077
2024-06-24,34.71242021891266,16.800704902804092,11.883193530664487,10.772726398735708,0.0,7.991234411431907,6.330304593267573,0.0,5.871785108554921,5.637630835628647
2024-06-25,34.70582095975814,16.819238005265454,11.880934389031674,10.77067837059887,0.0,7.989715179223002,6.329101124299561,0.0,5.870668809795379,5.633843162027913
2024-06-27,34.649358642291254,17.158466086352654,11.861605496335127,10.753155734779373,0.0,7.92736805497765,6.164250510826144,0.0,5.86111791726741,5.62467755717039
2024-06-28,34.649170741777326,17.158915328918948,11.861541171861138,10.753097421333813,0.0,7.927325065537441,6.164217082621861,0.0,5.861086132925304,5.624647055024171
2024-07-02,34.6418442109888,17.176431989329682,11.859033061429212,10.750823690169609,0.0,7.9256488409721815,6.16291366538918,0.0,5.859846812413794,5.623457729307538
2024-07-03,34.643722513236575,17.17844771849654,11.85967606554643,10.745442338362327,0.0,7.926078574560911,6.162705616191704,0.0,5.860164536937129,5.623762636668385
2024-07-05,34.68641483214073,17.200160020254337,11.874291038648607,10.782570685760465,0.0,7.78872712429476,6.1697571968768035,0.0,5.867386163110417,5.6306929389138825
2024-07-08,34.68057840105171,17.19780865727804,11.872293037941029,10.780756380907269,0.0,7.787416571752733,6.1850025473024335,0.0,5.8663989006568205,5.629745503109969
2024-07-09,34.679072544108344,17.20140399105008,11.871777533998214,10.78028827231164,0.0,7.787078436235503,6.184733989814064,0.0,5.866144177179751,5.629501055302404
2024-07-10,34.6775668179302,17.23267854289152,11.871262074820597,10.779820204365505,0.0,7.765030894567423,6.178495360880332,0.0,5.865889475822293,5.629256628722134
2024-07-11,34.72015397224862,16.945189241456397,11.885841046655306,10.901739271156162,0.0,7.774567047168052,6.263246248995282,0.0,5.873093312862915,5.636169859457269
2024-07-12,34.71996530311831,16.945640560852237,11.885776459058858,10.901680031163481,0.0,7.77452480021245,6.263212214548784,0.0,5.873061398505378,5.636139232540506
2024-07-16,34.89174430857951,16.764627420434415,11.944582014924086,10.95561671391245,0.0,7.512095236762159,6.3651912488294276,0.0,5.902118704215221,5.664024352342734
2024-07-17,34.88336257943737,16.76060020514348,11.941712675682123,10.952984944887978,0.0,7.510290673854452,6.387684294699748,0.0,5.9007008914539565,5.662663734840899
2024-07-18,34.90909203439274,16.52382265849934,11.95052070723812,10.961063705418148,0.0,7.66116177300939,6.422445527545517,0.0,5.905053161606986,5.666840432289754
2024-07-19,34.909282764565354,16.523912938462644,11.950586000396562,10.961123592555015,0.0,7.661203630721011,6.4219342549206235,0.0,5.905085424600469,5.666871393778318
2024-07-23,34.82765041112348,16.57139659394889,11.922640583505553,10.93549194835132,0.0,7.762117059261911,6.435806610563861,0.0,5.891276890528415,5.653619902716573
2024-07-24,34.82765041112348,16.545777606730642,11.922640583505553,10.93549194835132,0.0,7.767567907606219,6.455974749437801,0.0,5.891276890528415,5.653619902716573
2024-07-25,34.83486583481235,16.419448413217612,11.92511065835369,10.937757510533155,0.0,7.769177154650561,6.566351819465813,0.0,5.892497416700346,5.654791192266468
2024-07-26,34.82746057191768,16.421408753871695,11.92257559535411,10.935432340968049,0.0,7.767525568002337,6.580763305779692,0.0,5.89124477824657,5.653589085859865
2024-07-29,34.86546964223058,16.3291036139376,11.935587339726883,10.947366763114376,0.0,7.776002684066019,6.589036598198467,0.0,5.8976742087399145,5.659759149986158
2024-07-30,34.8725104158197,16.33240113215946,11.937997626149938,10.949577487122026,0.0,7.777572979114061,6.570173079341501,0.0,5.898865191945711,5.660902088347605
2024-07-31,34.87403311915108,16.33311428419001,11.93851889716079,10.950055598904575,0.0,7.777912585759643,6.566093478905344,0.0,5.899122765076296,5.66114927085227
2024-08-02,26.02914533657196,11.816293426192754,8.640172033065811,7.916898819855757,24.253946090167823,5.629443591534197,4.740572650740977,2.6071016969887237,4.269326536523352,4.097099818358642
2024-08-05,26.033875876346073,11.800266909532983,8.641742298893947,7.9183376379295245,24.25835400503307,5.630466687239858,4.741434202942804,2.6075755119416657,4.270102444403866,4.097844425736205
2024-08-06,26.048180787210985,11.61700477864696,8.646490702623392,7.832163868288634,24.271683314637972,5.63435108501951,4.968572328708659,2.609008304179326,4.272448750237902,4.1000960804466615
2024-08-07,26.132061328406504,11.352222077219478,8.648953250845562,7.8573850593334456,24.34984316575347,5.636631773346698,5.005987332967293,2.61740985169337,4.286206920773021,4.113299239661156
2024-08-09,26.11373101080688,11.344259068349961,8.64288644815442,7.8518735016407675,24.332762983936966,5.711937775897073,4.99336100773236,2.615573871237524,4.283200363687145,4.110413968556909
2024-08-13,26.111971825275127,11.343494847549294,8.644681843087032,7.851344549946522,24.331123775638037,5.711552983762641,4.997383619574818,2.615397669693991,4.282911820311009,4.110137065161527
2024-08-14,26.104627200030507,11.340304214563893,8.642250316700542,7.849136168910742,24.324280057089766,5.709946470990981,5.024105409075885,2.614662025680659,4.28170714750857,4.108980989448454
2024-08-16,26.088710795699992,11.33338985161487,8.63698099991191,7.844350426369684,24.309449158587725,5.769416205680327,5.019062535660457,2.6130678248644785,4.279096522899286,4.106475678711269
2024-08-19,26.100077674566307,11.346249658949056,8.64074414166182,7.847768218140988,24.320040811278282,5.7719299464187195,4.969757403426021,2.6142063412774705,4.2809609297768025,4.108264874504534
2024-08-20,26.102042047828416,11.347103613091768,8.641394471019773,7.848358865657334,24.32187121341343,5.772364359871388,4.970527564551815,2.614403094601444,4.273360694630361,4.1085740753342685
2024-08-23,26.098733800050862,11.345665448589507,8.640299235865323,7.847364142113208,24.318788589600313,5.7716327538334475,4.970293657087692,2.614071737644333,4.285097292359703,4.10805334285561
2024-08-26,26.097596783547992,11.345171163734543,8.639922812897979,7.847022264127785,24.317729118126792,5.771381307087413,4.962948145489104,2.6139578530885474,4.296396180349176,4.107874371550669
2024-08-27,26.08313431395975,11.338884025716059,8.635134838665612,7.842673690510282,24.304252995373307,5.768182988585976,4.960197835289377,2.6125092796329614,4.349432115849542,4.105597916417132
2024-08-28,26.065491171954292,11.331214182872746,8.696935819749706,7.837368752692663,24.28781312347093,5.764281276837836,4.956842660495973,2.6107421272786344,4.346490074929944,4.102820809717271
2024-08-29,26.0635322960857,11.330362618561978,8.696282226936294,7.836779758131939,24.285987843804627,5.763848079112211,4.96398535142625,2.6105459245783473,4.346163427161649,4.102512474201003
2024-09-02,26.05693614302338,11.327495132864545,8.694081373729203,7.834796427621972,24.27984155130415,5.780184037845651,4.97024237311494,2.609885248185788,4.345063501070521,4.101474211239848
2024-09-04,26.056936307885476,11.327495204533545,8.694081428736608,7.834796477192688,24.279841704922575,5.780184074416845,4.970241771862178,2.609885264698518,4.345063528561714,4.101474237189852
2024-09-09,26.034493194619667,11.588379862275659,8.686593124972047,7.8280482845934305,24.25892922192685,5.7787614101913105,4.7778948844002755,2.60763734307357,4.341321079650362,4.097941594296828
2024-09-10,26.023080585535507,11.738109884110527,8.682785227085677,7.82461674266572,24.248294957839562,5.732786633012877,4.70826852640821,2.6064942462824283,4.339417996689594,4.096145200369901
2024-09-12,26.010445862004666,12.032012103419055,8.678569562054733,7.8208177355130735,24.236521928052422,5.730003251009684,4.454933253250181,2.605228741451889,4.337311122889903,4.094156440354394
2024-09-16,26.002337345502852,12.06022452912148,8.675864098070017,7.817590450598795,24.228966415969207,5.728216975366323,4.453544468913684,2.604416585429915,4.335959006167259,4.092880124860467
2024-09-17,26.003363460519118,12.107660728046822,8.676206468615858,7.817898951594139,24.229922549486655,5.728443024639384,4.40281370172918,2.604519361996937,4.336130113579143,4.093041639792762
2024-09-24,26.001208712515982,12.097187241690575,8.67548752167688,7.833034785445636,24.275265729717173,5.727968341770487,4.357070849841067,2.604303540574339,4.335770803610733,4.092702473157128
2024-09-25,25.9930034190815,12.124927043342606,8.672749767382856,7.830562886942466,24.26760509821674,5.7261607465333855,4.355695873576192,2.6034816912911327,4.334402549076813,4.091410924556308
2024-09-26,25.993516098197063,12.123193818676073,8.672920826402413,7.830717334891036,24.26808374603277,5.7262736878114575,4.355781784168058,2.603533041674517,4.3344880396847865,4.091491622461831
