date,CHEONG LEE SECURITIES LTD,PRUDENTIAL BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL,CHEER UNION SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,THEIA SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,VALUABLE CAPITAL LTD
2024-06-11,50.114366626729115,0.0,18.26961478415568,18.258359655810914,6.537414225029953,0.0,0.0,1.1026395091311767,3.217514431979087,2.5000907671640706
2024-06-12,50.10345203092671,0.0,18.04784202693383,18.35602018222077,6.673926458310646,0.0,0.0,1.1023993611383354,3.2168136774474574,2.499546263022251
2024-06-13,50.110727899800324,0.0,18.035941187148303,18.358685786894174,6.674895625340352,0.0,0.0,1.1025594481757126,3.2172808132147392,2.499909239426393
2024-06-14,50.110727899800324,0.0,18.028680341259758,18.36594663278272,6.674895625340352,0.0,0.0,1.1025594481757126,3.2172808132147392,2.499909239426393
2024-06-18,50.09981488875177,0.0,18.046531886319915,18.36194693477551,6.673441980327392,0.0,0.0,1.1023193350513594,3.2165801604297486,2.499364814344307
2024-06-19,50.096178274598046,0.0,18.045221935905346,18.3678728269154,6.6729575726781105,0.0,0.0,1.1022393205821508,3.2163466773128153,2.49918339200813
2024-06-20,50.07073675046251,0.0,18.036057605107555,18.387564842021256,6.669568687198462,0.0,0.0,1.1016795443827765,3.214713244096202,2.5196793267312367
2024-06-21,50.164908847087816,0.0,17.87539415026639,18.465804066543438,6.6637671704541335,0.0,0.0,1.1007212496828676,3.2119169294335106,2.51748758653184
2024-06-24,50.14310038763903,0.0,17.88935985218998,18.465021917907475,6.653624606021085,0.0,0.0,1.1002427272397928,3.2105205955874365,2.5381299134152084
2024-06-25,49.65243658332423,0.0,18.575535902755032,18.265822324125633,6.684135822688067,0.0,0.0,1.105288059103978,3.2252429304509223,2.4915383775521343
2024-06-26,49.66689722960428,0.0,18.60278859805599,18.29298481925079,6.613273144271724,0.0,0.0,1.105609960318905,3.2261822417998474,2.49226400669846
2024-06-27,49.67413071181504,0.0,18.48898598215911,18.39759694156199,6.614236300746404,0.0,0.0,1.1057709812488623,3.2266521026761334,2.492626979792463
2024-06-28,49.67413071181504,0.0,18.48170398689241,18.40487893682869,6.614236300746404,0.0,0.0,1.1057709812488623,3.2266521026761334,2.492626979792463
2024-07-02,49.77242107562903,0.0,18.475767396132976,18.311546444306888,6.614717984196919,0.0,0.0,1.1058515093034265,3.226887084440884,2.4928085059898772
2024-07-03,49.76879665028218,0.0,18.474421991625707,18.317494993628255,6.614236300746404,0.0,0.0,1.1057709812488623,3.2266521026761334,2.492626979792463
2024-07-08,49.757926540715665,0.0,18.46310654872411,18.34261584944123,6.612791671216919,0.0,0.0,1.1055294674383895,3.225947362673365,2.4920825597903247
2024-07-09,49.75430422596731,0.0,18.454482582899573,18.370400029119498,6.597750518691078,0.0,0.0,1.105448986277436,3.2257125177446953,2.491901139300404
2024-07-10,49.76879665028218,0.0,18.4598580010923,18.37575095576188,6.570544329146186,0.0,0.0,1.1057709812488623,3.2266521026761334,2.492626979792463
2024-07-11,49.503329330859074,0.0,18.20761925553979,18.254557362733326,6.558963723028781,0.0,0.0,1.1050467561765456,3.879489138740312,2.4909944329221703
2024-07-12,49.5105353178791,0.0,18.195713089995998,18.257214600240186,6.559918483205357,0.0,0.0,1.1052076130863568,3.8800538593107463,2.4913570362822517
2024-07-15,49.50693206215203,0.0,18.107055783996216,18.35049670681562,6.559441068374514,0.0,0.0,1.1051271787780648,3.8797714784760378,2.491175721407518
2024-07-16,49.503329330859074,0.0,18.069351963031693,18.392824655241423,6.558963723028781,0.0,0.0,1.1050467561765456,3.879489138740312,2.4909944329221703
2024-07-17,49.5321658717734,0.0,16.57989587505006,19.845268868096262,6.5627844322277635,0.0,0.0,1.1056904649215422,3.88174900790039,2.492445480030582
2024-07-18,49.5321658717734,0.0,16.550770014927004,19.74332835766556,6.693850802781521,0.0,0.0,1.1056904649215422,3.88174900790039,2.492445480030582
2024-07-19,49.866217058241396,0.0,15.900010995858228,19.964446725066892,6.738994978558075,0.0,0.0,1.113147381153099,3.9079280137814756,2.509254847340835
2024-07-22,49.869872805249074,0.0,15.893845533521498,19.965910340530037,6.739489021663429,0.0,0.0,1.1132289872072139,3.908214508265826,2.509438803562919
2024-07-23,49.91012142778532,0.0,15.833302762390403,19.982024285557063,6.744928280567885,0.0,0.0,1.1141274441468874,3.9113687222568694,2.504127077295572
2024-07-24,49.94676750247806,0.0,15.7715040933955,19.996695913946912,6.749880685781416,0.0,0.0,1.1149454825801242,3.9142406108887995,2.5059657109291824
2024-07-25,49.93356871783955,0.0,15.720357334233764,19.78587839772152,6.7480969823314805,0.0,0.0,1.1146508503938164,4.192144225616783,2.5053034918630854
2024-07-26,49.95190224774381,0.0,15.674727017719064,19.807829286023747,6.750574602918174,0.0,0.0,1.1150601038323995,4.19368340664263,2.506223335120171
2024-07-29,49.889623105074406,0.0,15.618513982295692,19.790467249965165,6.742158106651217,0.0,0.0,1.260350125778322,4.188454796811171,2.5104326334240303
2024-07-30,49.379408548087575,0.0,15.623784323368147,19.81378586475437,6.894400364060746,0.0,0.0,1.5916647705169515,4.191836524981467,2.505119604230738
2024-07-31,49.397537282199266,0.0,15.5928071605319,19.821060128789714,6.896931515298367,0.0,0.0,1.5922491207201652,4.193375480024378,2.5060393124362106
2024-08-01,49.401164626489745,0.0,15.586608998318416,19.822515622590522,6.897437968585926,0.0,0.0,1.5923660422525903,4.19368340664263,2.506223335120171
2024-08-05,49.401164626489745,0.0,15.520520483767926,19.888604137141012,6.897437968585926,0.0,0.0,1.5923660422525903,4.19368340664263,2.506223335120171
2024-08-08,44.260946828118456,0.0,15.513177315484539,25.036165103795682,6.897437968585926,0.0,0.0,1.5923660422525903,4.19368340664263,2.506223335120171
2024-08-12,44.61073693274275,0.0,15.415824461292607,24.879050795017548,6.854153136652534,0.0,0.0,1.582373158397852,4.1673659707678725,2.49049554512883
2024-08-13,44.643313543788935,0.0,15.35405758684397,24.89721851016131,6.859158323657634,0.0,0.0,1.5835286729321385,4.170409154307329,2.4923142083086876
2024-08-14,44.48737820274922,0.0,15.264042613574343,24.83208534357922,6.835199860283363,0.0,0.0,1.9418429497675027,4.1558422657381335,2.483608764308221
2024-08-16,50.7746268765327,0.0,15.264042613574343,18.544836669795735,6.835199860283363,0.0,0.0,1.9418429497675027,4.1558422657381335,2.483608764308221
2024-08-20,46.62240740598116,0.0,16.339985058648654,19.627467440947004,7.234232638380789,0.0,0.0,2.825378732449688,4.398456573809505,2.9520721497831963
2024-08-21,46.504001049455596,0.0,16.3637906953415,19.565016089080263,7.2481885316109915,0.0,0.0,2.8308293014175367,4.40694184009692,3.081232492997199
2024-08-22,54.20992308252893,0.0,13.936571243068482,16.797622912263733,6.222961289510471,0.0,0.0,2.4304198329148474,3.783597564611338,2.618904075102192
2024-08-23,54.14916976801268,0.0,13.955061993750869,16.819909646347046,6.231217784146318,0.0,0.0,2.433644463019351,3.788617562574217,2.622378782149515
2024-08-26,53.839402663546124,0.0,14.019853591398993,16.97096428880127,6.245304220051729,0.0,0.0,2.4391460163163807,3.7971821995864388,2.688147020299067
2024-08-27,51.43758139903875,0.0,14.191364594971606,17.026530301928457,6.375073548370036,0.0,0.0,3.7474960498740586,4.502813018557328,2.7191410872597697
2024-08-28,51.36303630363036,0.0,14.254785478547854,17.006270627062705,6.417821782178218,0.0,0.0,3.740924092409241,4.4957095709570964,2.7214521452145215
2024-08-29,54.870805780063684,0.0,13.216997305902522,15.775471467058535,5.971711976487876,0.0,0.0,3.4701812392848397,4.170340435953956,2.5244917952485917
2024-08-30,53.646216017634096,0.0,14.570168993387215,15.689750183688464,5.928851334802841,0.0,0.0,3.4701812392848397,4.170340435953956,2.5244917952485917
2024-09-02,45.93010714028906,0.0,19.073847702595813,14.463579492341985,7.523549291723593,0.0,0.0,4.255051412957504,4.897533616164521,3.856331343927519
2024-09-03,46.030833363280266,0.0,18.28871240162432,14.543069680526107,7.688935206813527,0.0,0.0,4.633988572249973,4.8952456247529375,3.919215150752866
2024-09-04,45.52368767103813,0.0,18.421295802679747,14.432597647226073,7.653978746845789,0.0,0.0,5.293741337029534,4.841312151259907,3.8333866439208157
2024-09-05,45.55930997688067,0.0,18.79139249510937,14.443891161301798,7.226035923884047,0.0,0.0,5.29788369197937,4.845100480170728,3.836386270674017
2024-09-09,29.79732165137106,0.0,24.29367565918984,18.765538211291947,9.06461123279822,0.0,0.0,6.883023262261902,6.2947662221236405,4.9010637609633925
2024-09-11,29.652077144512607,0.0,24.644305671795532,18.710855229879243,9.00203253901831,0.0,0.0,6.849472551526244,6.26408292023434,4.877173943033726
2024-09-12,29.63708565440406,0.0,24.70538488408435,18.7013954001434,8.97450039527145,0.0,0.0,6.84600959682312,6.260915926681743,4.874708142591878
2024-09-13,29.514995056574755,0.0,25.015562635028743,18.624354608370865,8.937529752096378,0.0,0.0,6.817807316269361,6.235123951810758,4.854626679849134
2024-09-16,30.90095022784273,0.0,24.352679359920874,17.966459429863292,8.621816383482285,0.0,0.0,7.460083365714083,6.014871595605638,4.683139637571091
2024-09-17,28.26159934980035,0.0,26.976218240927242,17.972808226439096,8.624863069366409,0.0,0.0,7.462719530725467,6.016997067034171,4.684794515707269
2024-09-19,26.320520037041746,0.0,27.686888311876963,18.46140577052276,8.863690011439363,0.0,0.0,7.669366114066784,6.183610843789152,4.8145189112632325
2024-09-20,26.3683990322522,0.0,27.555345351354298,18.494988448874903,8.87981372673858,0.0,0.0,7.683317264839102,6.194859294562785,4.823276881378131
2024-09-23,26.34443778056449,0.0,27.53030550860549,18.478181851225848,8.87174454319103,0.0,0.0,7.676335350671537,6.18922995838104,4.9097650073605585
2024-09-24,26.251403527835127,0.0,27.396863341663952,18.412926944112424,9.22978014415589,0.0,0.0,7.649226701437938,6.167372958093376,4.892426382701293
2024-09-25,26.23714885606719,0.0,27.43628728641761,18.402928612800462,9.224768317405156,0.0,0.0,7.645073124818998,6.164024037069215,4.889769765421373
2024-09-26,26.199211972238288,0.0,27.559282822440718,18.376319404279933,9.193355986119144,0.0,0.0,7.63401894158473,6.155111336032388,4.8826995373048
2024-09-27,25.770694069122456,0.0,28.504124591096573,18.031307779832172,9.042988195135827,0.0,0.0,7.793610439482293,6.054437491110795,4.802837434219883
2024-09-30,25.75924510866668,0.0,28.535887548202517,18.02329714072468,9.038970731967373,0.0,0.0,7.790148028361736,6.051747729817141,4.800703712259876
2024-10-03,25.68848798468845,0.0,28.253703834975546,17.97378960799603,9.43946267810307,0.0,0.0,7.768749556957538,6.035124406323102,4.840681930956263
2024-10-04,25.532383351240906,0.0,28.187694854948653,17.86456590280591,9.884099836189739,0.0,0.0,7.721540168742185,5.998449967414087,4.811265918658517
2024-10-07,25.437619001658344,0.0,28.083075222209548,17.798260930603938,9.847414647842836,0.28341040107397625,0.0,7.692881397573024,5.976186506857128,4.881151892181207
2024-10-08,23.01597970944353,0.0,28.828005269808838,18.340816820369422,10.094193351795589,0.2894809955278323,0.0,7.938321727206732,6.104195233870173,5.389006891977881
2024-10-09,18.68470067809435,0.0,41.71226099356829,14.889336748057392,8.667530048601613,0.0749396117691569,0.0,6.444442827624341,4.955472774366287,4.57131631791857
2024-10-10,18.603652143522833,0.0,41.76447460391426,14.900177656104379,8.673840866728797,0.07499417520969245,0.0,6.449135018639329,4.959080848089468,4.574644687791239
2024-10-14,18.35462155864331,0.0,42.18880354420184,14.71800293432295,8.733206754696356,0.0740772705043008,0.0,6.39186156899974,4.898449411697016,4.640976956934495
2024-10-15,18.320364095790502,0.0,42.1315970826394,14.690532935163384,8.882013438235802,0.07393901108367312,0.0,6.379931660253833,4.889306839717452,4.6323149371159476
2024-10-16,18.313790777444495,0.0,42.1523601762418,14.685261994632375,8.878826585530376,0.07391248188067798,0.0,6.3776425506264625,4.887552563973765,4.630652869670049
2024-10-17,18.287544606388924,0.0,42.041790274732364,14.66421600240767,9.059575504822506,0.07380655516860857,0.0,6.3685025151554235,4.88054803158634,4.624016509738166
2024-10-18,18.2600669700352,0.0,42.05732520534616,14.642182536275437,9.045963195100311,0.07369565839558112,0.0,6.358933630977933,4.873214847886437,4.688617955982942
2024-10-21,22.53699588031223,0.0,39.93048026886383,13.866340524718126,8.465009757155247,0.069790763226366,0.0,6.021994254119687,4.614998915871639,4.494389635732871
2024-10-22,22.51868602069003,0.0,39.979282890104535,13.855075014894656,8.458132481178573,0.06973406272003466,0.0,6.017101771109787,4.6112495260791855,4.490738233223203
2024-10-23,22.523260695857093,0.0,39.9874046887062,13.857889675907742,8.45985075233284,0.06974822920757887,0.0,5.998009128214852,4.612186302260384,4.491650527513307
2024-10-25,22.48671525345809,0.0,39.91576186162229,13.835404356585585,8.446124099138688,0.1642846518923158,0.0,5.988276971753857,4.604702732668983,4.558730072880187
2024-10-28,22.526311512048437,0.0,39.91832256491528,13.8597667520013,8.460996654340553,0.1916642962601758,0.0,5.998821569344549,4.61281103119455,4.43130561989516
2024-10-29,22.468486969209774,0.0,40.05904049069808,13.824189037653511,8.439277463285462,0.1911722982558061,0.0,5.983422727211316,4.600970047421538,4.433440966264507
2024-10-30,22.485195100186584,0.0,40.01446688840215,13.834469051675185,8.445553121873395,0.1913144587761283,0.0,5.987872150563803,4.604391444255159,4.4367377842675975
2024-10-31,22.479116541861536,0.0,39.990132734989594,13.830729096266658,8.443269984590847,0.19126273958530454,0.0,5.98625341299235,4.603146711362223,4.4760887783514915
2024-11-01,22.45938390481721,0.0,40.04281064729158,13.818588193984901,8.435858306210921,0.19109484516590813,0.0,5.980998554971842,4.5991059732332165,4.472159574324416
2024-11-04,22.451803650502214,0.0,40.04279619829355,13.813924289880116,8.43301112431148,0.1910303488497678,0.0,5.97897991143752,4.597553731504482,4.490900745220866
2024-11-05,22.462417439928682,0.0,39.98068533300917,13.820454637546092,8.436997717357537,0.1911206558882721,0.0,5.981806394100247,4.599727163445304,4.526790658724692
2024-11-06,21.937947682931654,0.0,39.00761143430026,13.497764058728084,8.305961190919046,0.18665822417454853,0.0,5.842138588784676,6.8008231429815185,4.421095677180207
2024-11-07,21.755710211663747,0.0,38.500431699850864,13.385638784961145,8.236963972685173,0.18510766332644357,0.0,6.80744878469951,6.744329033777243,4.3843698490358705
2024-11-12,21.802771477640704,0.0,38.36739777390301,13.414594176488325,8.25478191328972,0.18550808238394273,0.0,6.8221744431480005,6.75891815357185,4.393853979574446
2024-11-13,21.791343999371044,0.0,38.39970124611817,13.407563190376981,8.25045533760499,0.18541085210372527,0.0,6.81859873946827,6.755375604386965,4.391551030569859
2024-11-15,16.98685335178477,0.0,40.885533260070275,13.882331393219097,8.881788703922288,0.23267803600743484,0.0,7.0736158031123235,6.994586674264316,5.062612777619494
2024-11-18,14.365872615460137,0.0,42.98035098245088,13.952370563290017,9.30158037552668,0.3293017167323452,0.0,7.061578739244856,7.029875778938326,4.979069228356764
2024-11-19,14.006945480689664,0.0,43.55915189169391,13.880448200550754,9.253632133700503,0.3276042161238249,0.0,7.025177367500033,6.993637831165131,4.953402878576176
2024-11-20,36.79940263801467,0.0,31.898227959748226,10.25563284288177,6.786974301407208,0.24205187828248406,0.0,5.190584532734635,5.167281401595638,3.6598444453353647
2024-11-21,36.82708607079451,0.0,31.84699639908924,10.26334794427114,6.792080002407294,0.2422339689258453,0.0,5.194489302586838,5.1711686409821755,3.6625976709429566
2024-11-22,36.804935994466554,0.0,32.02832883907896,10.257174935092275,6.787994827430656,0.24208827450705214,0.0,5.191365016991289,5.168058381867939,3.5200537305652735
2024-11-26,36.810471015219264,0.0,32.0381584487979,10.188536423973853,6.789015660403843,0.2421246816787311,0.05012933368089671,5.192145735998877,5.16883559583726,3.5205831044093765
2024-11-27,44.911349687887956,0.0,28.51016768372646,8.198186777639838,5.92007483694987,0.2111346190834222,0.039341854487594204,4.527591753947299,4.507265129128709,3.174887657148852
2024-11-28,45.06172839506173,0.0,28.776312441320734,7.71473321224565,5.941632226872691,0.21190344573429148,0.03948511411197979,4.5440785490536735,4.523677906762484,3.1864487088367683
2024-11-29,42.64707163833143,0.0,29.67618533074235,7.661624127504204,5.970441890255061,0.21044467875598002,1.7645982380159815,4.512796605000131,4.492536403008096,3.064301088386765
2024-12-02,38.688415618498404,0.0,31.182178405863407,7.590191389625077,6.268722428930307,0.20848260918359418,3.9581480873986727,4.470721790101608,4.450650483006293,3.1824891873926293
2024-12-03,37.92435247600634,0.0,31.253157060493635,7.657286931075927,6.358973019107836,0.21032554736897113,4.341502499520998,4.5537876016791206,4.489993206876731,3.210621657870443
2024-12-04,38.45619714821498,0.0,30.72524148179599,7.777173336163889,6.104712875490924,0.21361851183526165,4.409475285709232,4.625084032126809,4.560290839613629,3.1282064890492873
2024-12-05,38.393369658327224,0.0,30.838418538110336,7.764467444386552,6.0947393519785935,0.21326951438134178,4.402271342405751,4.617527839840335,4.552840502662557,3.1230958079073097
2024-12-06,38.37981231847595,0.0,30.862840647262907,7.761725681294526,6.0925871977541775,0.21319420535501468,4.400716826893367,4.615897313664733,4.551232818665748,3.1219929906335797
2024-12-09,38.57733568772904,0.0,30.507023257052097,7.801671739265465,6.1239429621019195,0.21429141858257095,4.423365306973566,4.639653229455975,4.574655935827928,3.1380604630114375
2024-12-10,38.63733314374078,0.0,30.35895202715913,7.81380530029683,6.133467233074421,0.2146246956150797,4.43024475213736,4.6024333019320665,4.581770675956702,3.2273688700876275
2024-12-11,38.9225363145997,0.0,29.956355334721007,7.871483247163097,6.178741690727187,0.21620895722822805,4.462946798272119,4.636406365406566,4.615591217350433,3.1397300745316588
2024-12-12,38.9504333997805,0.0,30.00022397921473,7.8771250027997395,6.1831702018052725,0.1267722355365422,4.461665957399153,4.639729433108608,4.618899366138822,3.1419804242166323
2024-12-13,39.04838890760076,0.0,29.788256427528907,7.896934994947793,6.198720107780398,0.12709105198158752,4.4728864937689465,4.6513977770293025,4.666442124172,3.1498821151903
2024-12-16,39.04663538181736,0.0,29.78691874172037,7.896580371376609,6.1984417450659,0.12708534476951747,4.472685632171004,4.651188899117588,4.666232570671577,3.1542313132900732
2024-12-17,39.074710706662174,0.0,29.76789124817436,7.902258173238962,6.202898550724638,0.12717672171666106,4.475901584091675,4.65453319851702,4.669587686776767,3.1250421300977416
2024-12-18,39.07646675505022,0.0,29.764734961687978,7.902613306968069,6.203177313888951,0.12718243713906927,4.476102734647103,4.65474237691841,4.66979754173876,3.1251825719614406
2024-12-20,38.81481150815794,0.0,29.788630225654533,7.849697564895209,6.608039640202665,0.12633082606075485,4.4461308394527155,4.623574314220029,4.638528669955137,3.1042564114010225
2024-12-23,38.80441816356131,0.0,29.807430547807655,7.847595671092268,6.606270222023876,0.12629699877273234,4.444940310164007,4.622336271337722,4.63728662278255,3.1034251924578826
2024-12-30,35.72272260859651,0.0,31.34009805039334,8.019382054497777,6.978907764223008,0.12906168053813705,4.542241477596625,4.723520693193479,4.738798312621138,3.8052673583399836
2025-01-02,35.71457882138379,0.0,31.35575059842699,8.017553858429272,6.977316767354383,0.12903225806451613,4.5412059728713094,4.722443861848855,4.737717998404194,3.8043998632166875
2025-01-03,35.750439287099795,0.0,31.286825951028046,8.025604162387896,6.984322585061957,0.12916181739348714,4.545765728760184,4.727185595947148,4.74247506903083,3.80821980329066
2025-01-06,35.72109355405067,0.0,31.315867478395692,8.019016348587455,6.978589506806212,0.1290557949700162,4.5693959915178874,4.7233052876393735,4.7385822103655055,3.8050938276671915
2025-01-10,35.696675553125075,0.0,31.36281814660378,8.013534759723836,6.973819126392781,0.12896757581971882,4.566272472486157,4.720076560257024,4.735343040080206,3.8024927655114267
2025-01-13,35.80109234671725,0.0,31.162046664686123,8.036975250805549,6.994218332228799,0.12934482049406978,4.579629333394273,4.733883315432254,4.749194451427135,3.8136154848145525
2025-01-14,35.942368137288646,0.0,30.89040310184229,8.068690205795306,7.021818432101315,0.12985523206460642,4.597701149425287,4.752563837841558,4.767935393580655,3.8286645100603387
2025-01-15,35.94071898873569,0.0,30.89357406685173,8.068319988988048,7.02149624905366,0.12984927389937828,4.597490192479754,4.752345775310285,4.767716625754204,3.8284888389272522
2025-01-16,35.958867950513,0.0,30.76686482888425,8.072394243349324,7.11685449996557,0.12991484380379645,4.599811784148552,4.754745564303257,4.77012417655565,3.8304221084765993
2025-01-17,36.093076834466075,0.0,30.508466766501556,8.102522750835158,7.143416657067158,0.13039972353415505,4.616979610643935,4.772491648427601,4.7879276581039045,3.8447183504204583
2025-01-20,36.113044881399695,0.0,30.470021437956706,8.10700537101496,7.147368663700698,0.130471865563265,4.619533897328323,4.775131970217377,4.790576519674512,3.846845393144464
2025-01-23,36.15471602317048,0.0,30.389790219473355,8.116360111698322,7.155616071634626,0.130622418130207,4.624864415776234,4.780642034571092,4.796104405621842,3.851284299923842
2025-01-24,36.123037192464665,0.0,30.450782817219675,8.109248541585004,7.14934630727017,0.13050796651986443,4.620812100809333,4.776453226959349,4.791902049851276,3.8479097973206673
2025-01-27,36.029990110623025,0.0,30.48733929762425,8.088360433292703,7.130930751362665,0.13017179917665186,4.608909638692762,4.764149858558911,4.779558887790069,3.9805892228789586
