date,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES (INTERNATIONAL),INTERACTIVE BROKERS HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.6448780487804878,0.4948780487804878,0.0,0.0,1.1397560975609755
2024-03-04,28.265365853658537,21.380243902439027,0.4278048780487805,0.0,0.0,0.6448780487804878,0.49,0.0,0.0,51.208292682926825
2024-03-05,28.265365853658537,21.380243902439027,0.4280487804878049,0.0,0.0,0.6448780487804878,0.49,0.0,0.0,51.20853658536585
2024-03-07,28.265365853658537,21.380243902439027,0.4482926829268293,0.0,0.0,0.6448780487804878,0.4739024390243903,0.0,0.0,51.21268292682927
2024-03-14,28.265365853658537,21.380243902439027,0.4482926829268293,0.0,0.0,0.6448780487804878,0.4763414634146342,0.3490243902439024,0.0,51.56414634146341
2024-03-18,28.265365853658537,21.380243902439027,0.4482926829268293,0.0,0.0,0.6429268292682927,0.47804878048780486,0.3490243902439024,0.0,51.56390243902439
2024-03-21,28.265365853658537,21.367560975609756,0.46243902439024387,0.0,0.0,0.6429268292682927,0.4770731707317073,0.3490243902439024,0.0,51.56439024390244
2024-03-26,28.265365853658537,21.368048780487804,0.46243902439024387,0.0,0.0,0.6429268292682927,0.4770731707317073,0.3490243902439024,0.0,51.564878048780486
2024-04-05,28.265365853658537,21.368048780487804,0.4648780487804878,0.0,0.0,0.6429268292682927,0.4746341463414634,0.3490243902439024,0.0,51.564878048780486
2024-04-08,28.265365853658537,21.368048780487804,0.4648780487804878,0.0,0.0,0.6429268292682927,0.4741463414634146,0.34658536585365857,0.0,51.561951219512196
2024-04-16,28.265365853658537,21.368048780487804,0.46243902439024387,0.0,0.20853658536585368,0.6490243902439025,0.46804878048780485,0.3429268292682927,0.0,51.76439024390243
2024-04-18,28.265365853658537,21.368048780487804,0.46243902439024387,0.0,0.20853658536585368,0.6490243902439025,0.47048780487804875,0.3429268292682927,0.0,51.76682926829268
2024-04-22,28.265365853658537,21.368048780487804,0.4648780487804878,0.0,0.20853658536585368,0.6490243902439025,0.47804878048780486,0.3429268292682927,0.0,51.77682926829268
2024-04-26,28.265365853658537,21.368048780487804,0.4648780487804878,0.0,0.20853658536585368,0.6490243902439025,0.48048780487804876,0.3429268292682927,0.0,51.77926829268292
2024-04-29,28.265365853658537,21.368048780487804,0.4648780487804878,0.0,0.20853658536585368,0.6490243902439025,0.4841463414634146,0.3429268292682927,0.0,51.78292682926829
2024-04-30,28.265365853658537,21.368048780487804,0.46634146341463417,0.0,0.20853658536585368,0.6490243902439025,0.4826829268292683,0.3429268292682927,0.0,51.78292682926829
2024-05-02,28.265365853658537,21.368048780487804,0.46634146341463417,0.0,0.20853658536585368,0.6490243902439025,0.48,0.3429268292682927,0.0,51.780243902439025
