date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BOOM SECURITIES (H.K.) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,MERRILL LYNCH FAR EAST LTD,INTERACTIVE BROKERS HONG KONG LTD,NANYANG COMMERCIAL BANK LTD,ONE CHINA SECURITIES LTD
2024-11-05,0.0,98.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2024-12-04,0.0,64.0,0.0,34.0,0.0,0.0,0.0,2.0,0.0,0.0
2024-12-13,0.0,38.0,0.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0
2024-12-17,0.0,39.21568627450981,0.0,58.82352941176471,0.0,0.0,0.0,1.9607843137254901,0.0,0.0
2025-01-22,0.0,56.33802816901409,0.0,42.25352112676056,0.0,0.0,0.0,1.4084507042253522,0.0,0.0
2025-01-23,0.0,56.33802816901409,0.0,42.25352112676056,0.0,0.0,0.0,1.4084507042253522,0.0,0.0
2025-01-24,0.0,26.030368763557483,67.17570498915401,6.507592190889371,0.0,0.0,0.0,0.21691973969631237,0.0,0.06941431670281996
2025-01-27,25.162337662337663,17.857142857142858,50.272727272727266,4.870129870129871,1.2987012987012987,0.3246753246753247,0.0,0.16233766233766234,0.0,0.05194805194805195
2025-02-04,25.080906148867317,18.12297734627832,50.11003236245954,4.854368932038835,1.2944983818770228,0.3236245954692557,0.0,0.16181229773462785,0.0,0.0517799352750809
2025-02-12,29.7790585975024,53.02593659942363,9.041306436119116,5.763688760806916,1.536983669548511,0.38424591738712777,0.0,0.19212295869356388,0.19212295869356388,0.08453410182516811
2025-02-18,39.577329490874156,43.22766570605187,9.041306436119116,5.763688760806916,1.536983669548511,0.38424591738712777,0.0,0.19212295869356388,0.19212295869356388,0.08453410182516811
2025-02-25,49.279538904899134,33.525456292026895,9.041306436119116,5.763688760806916,1.536983669548511,0.38424591738712777,0.0,0.19212295869356388,0.19212295869356388,0.08453410182516811
2025-03-04,58.88568683957733,23.919308357348704,9.041306436119116,5.763688760806916,1.536983669548511,0.38424591738712777,0.0,0.19212295869356388,0.19212295869356388,0.08453410182516811
2025-03-11,68.58789625360231,14.217098943323728,9.041306436119116,5.763688760806916,1.536983669548511,0.38424591738712777,0.0,0.19212295869356388,0.19212295869356388,0.08453410182516811
2025-03-12,68.58789625360231,12.295869356388089,9.041306436119116,5.763688760806916,3.45821325648415,0.38424591738712777,0.0,0.19212295869356388,0.19212295869356388,0.08453410182516811
2025-03-18,78.29010566762729,2.5936599423631126,9.041306436119116,5.763688760806916,3.45821325648415,0.38424591738712777,0.0,0.19212295869356388,0.19212295869356388,0.08453410182516811
2025-03-25,78.13998082454458,2.7804410354745923,9.023969319271332,5.752636625119846,3.451581975071908,0.38350910834132307,0.0,0.19175455417066153,0.19175455417066153,0.08437200383509108
2025-03-31,50.84217092950717,36.74360573923893,5.871490954460387,3.7429819089207736,2.245789145352464,0.2495321272613849,0.0,0.12476606363069245,0.12476606363069245,0.054897067997504684
2025-04-01,65.28866714183891,20.527441197434072,6.70848182466144,4.276550249465432,2.565930149679259,0.2851033499643621,0.0,0.14255167498218105,0.14255167498218105,0.06272273699215966
2025-04-10,62.61107313738893,22.829801777170196,6.433356117566643,4.101161995898838,2.460697197539303,0.2734107997265892,0.9569377990430622,0.1367053998632946,0.1367053998632946,0.06015037593984962
2025-04-15,68.85578876100203,16.723087339201083,6.37237643872715,4.062288422477995,2.4373730534867977,0.2708192281651997,0.9478672985781991,0.13540961408259986,0.13540961408259986,0.05958023019634394
2025-04-16,64.24510423247,22.299431459254578,5.9456727732154135,3.790271636133923,2.274162981680354,0.2526847757422615,0.8843967150979154,0.12634238787113075,0.12634238787113075,0.05559065066329754
2025-04-24,68.30087306917395,18.200134318334452,6.32102081934184,4.029550033579583,2.41773002014775,0.2686366689053056,0.1343183344526528,0.1343183344526528,0.1343183344526528,0.05910006715916723
2025-04-29,74.91616364855801,11.602951039570758,6.312541918175721,4.0241448692152915,2.414486921529175,0.2682763246143528,0.1341381623071764,0.1341381623071764,0.1341381623071764,0.059020791415157606
