date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BOCI SECURITIES LTD,ORIENT SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CCB INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-04-16,0.0,75.78298452738089,0.0,0.0,0.0,0.0,0.0,24.217015472619106
2024-04-23,0.0,51.9076202049796,31.97480292729268,0.0,0.0,0.0,0.0,16.11757686772772
2024-04-24,0.0,52.12492572469786,32.108661908701684,0.0,0.0,0.0,0.0,15.766412366600461
2024-04-25,0.0,52.12862455063016,32.11094036473146,0.0,0.0,0.0,0.0,15.760435084638388
2024-05-10,0.0,52.118145906942125,32.124587094764436,0.0,0.0,0.0,0.0,15.757266998293435
2024-05-17,0.0,52.092275544974456,32.158279035834234,0.0,0.0,0.0,0.0,15.74944541919131
2024-06-12,0.0,52.07996534976759,32.174311063990075,0.0,0.0,0.0,0.0,15.745723586242338
2024-06-25,0.0,52.06643085328216,32.191937545543226,0.0,0.0,0.0,0.0,15.74163160117462
2024-07-02,0.0,52.06397079149425,32.19514137612315,0.0,0.0,0.0,0.0,15.740887832382588
2024-07-10,0.0,52.04737145299302,32.31122622764971,0.0,0.0,0.0,0.0,15.641402319357278
2024-07-12,0.0,52.046756865946456,32.316748801684845,0.0,0.0,0.0,0.0,15.636494332368702
2024-07-17,0.0,49.35262556948886,30.643915188427695,5.176367287200426,0.0,0.0,0.0,14.82709195488302
2024-07-18,0.0,49.191792005531745,30.869937333625437,5.159498202941084,0.0,0.0,0.0,14.77877245790173
2024-07-19,0.0,49.123809479823635,30.965474334226922,5.152367832102327,0.0,0.0,0.0,14.75834835384712
2024-07-22,0.0,49.08004941617494,31.02697109657253,5.147778042616093,0.0,0.0,0.0,14.745201444636441
2024-07-24,0.0,49.053830780691584,31.063816591320663,5.145028091920157,0.0,0.0,0.0,14.737324536067597
2024-07-26,0.0,49.02109685202184,31.10981813848938,5.141594782433733,0.0,0.0,0.0,14.727490227055052
2024-08-13,0.0,49.0151003700241,31.106012645010043,5.153198291040202,0.0,0.0,0.0,14.725688693925651
2024-09-04,0.0,48.97371017967044,31.1641893136146,5.148846736996935,0.0,0.0,0.0,14.713253769718026
2024-09-09,47.928086495265724,25.35085250418066,16.439602264393567,2.665259661099247,0.0,0.0,0.0,7.616199075060802
2024-09-10,48.0356812835629,25.29847072243392,16.405633558304697,2.6597525070560812,0.0,0.0,0.0,7.6004619286424004
2024-09-11,47.977302252512075,25.267724823377648,16.50722799776661,2.656520039647524,0.0,0.0,0.0,7.591224886696153
2024-09-17,47.95146259346344,25.254116109179126,16.552195610789276,2.6550892886703417,0.0,0.0,0.0,7.587136397897819
2024-09-23,47.91851621302507,25.236764569268406,16.60953073596497,2.6532650360392176,0.0,0.0,0.0,7.581923445702341
2024-09-26,47.90754414467448,25.23098602002095,16.628624940061044,2.6526575087694204,0.0,0.0,0.0,7.5801873864741
2024-09-30,47.90480191263953,25.229541796164924,16.633397124892664,2.652505670420614,0.0,0.0,0.0,7.579753495882269
2024-10-03,47.882875352710464,25.21799395465239,16.67155494500759,2.65129158911305,0.0,0.0,0.0,7.576284158516507
2024-10-16,41.75140552538992,21.98879420631793,14.552702806528172,2.311789955964881,12.789177235890309,0.0,0.0,6.606130269908792
2024-10-17,41.73558166633468,21.98046041309739,14.585087488443088,2.310913783343429,12.784330114327178,0.0,0.0,6.603626534454232
2024-10-18,41.729130641047405,21.97706291627838,14.598289982299004,2.3105565878124725,12.782354053767921,0.0,0.0,6.60260581879482
2024-10-24,38.04175498227217,20.03506974259019,13.308318724486078,2.106385305323741,11.652847148743941,8.836454539381425,0.0,6.0191695572024635
2024-10-25,38.04417600019603,20.03634479583038,13.309165680105858,2.106519357934645,11.65358874838424,8.83701690078755,0.0,6.013188516761299
2024-11-06,34.482781807750065,18.16070101809821,12.063267086870827,11.27053104359125,10.562672144238695,8.009765426899682,0.0,5.4502814725512705
2024-11-18,34.40410860507272,18.11926699111265,12.035744485539892,11.244817086462811,10.538573182297311,7.99149097612185,0.0,5.665998673392766
2024-11-20,34.404532900619344,18.119490450594792,12.035892918764661,11.244955765417327,10.538703151357703,7.9903562627921545,0.0,5.666068550454018
2024-11-21,34.40495720663152,18.11971391558872,12.036041355650639,11.245094447792457,10.538833123623874,7.989632616540411,0.0,5.665727334172382
2024-12-05,34.40524008312069,18.119862895313542,12.036140315608696,11.245186904609614,10.538919773582368,7.9892872086050755,0.0,5.66536281916002
2024-12-06,34.40538152310963,18.119937386094634,12.036189796197963,11.245233133588329,10.538963099095941,7.989320052575695,0.0,5.664975009337811
2024-12-09,34.40552296426149,18.120011877488196,12.03623927719406,11.245279362947137,10.539006424965738,7.989352896816358,0.0,5.664587196327015
2024-12-18,34.4060887404985,18.12030984918725,12.036437205246859,11.245464284183434,10.539179732007257,7.989484276479524,0.0,5.663035912397181
2025-01-14,34.406230187465205,18.120384343643252,12.036486688277188,11.245510515442797,10.53922305965824,7.989517122070458,0.0,5.662648083442862
2025-01-16,34.406230187465205,18.120384343643252,12.03689779855413,11.245510515442797,10.53922305965824,7.989517122070458,0.0,5.662236973165921
2025-02-05,34.40552296426149,18.120011877488196,12.038705888153249,11.245279362947137,10.539006424965738,7.989352896816358,0.0,5.662120585367825
2025-02-06,34.4056644065763,18.120086369494228,12.038755379696507,11.245325592686049,10.539049751191765,7.988974637810483,0.0,5.6621438625446645
2025-02-10,34.403401469084066,18.11889457089027,12.044951863947524,11.244585962472973,10.538356574320288,7.988449185082155,0.0,5.6613603742027205
2025-02-11,34.39491810401952,18.11442672205419,12.066640265406281,11.241813215487326,10.535757972955807,7.986479352802705,0.0,5.659964367274176
2025-02-14,34.38375471873494,18.108547413834994,12.095180352959778,11.238164516809164,10.532338435070546,7.983887221435712,0.0,5.658127341154859
2025-02-17,34.33677847113309,18.083806904429288,12.215278888064969,11.222810556683209,10.517948798388927,7.972979364920114,0.0,5.650397016380406
2025-02-18,34.33480630531701,18.082768243629136,12.22032088774752,11.222165963791104,10.517344689908194,7.972521429200576,0.0,5.650072480406469
2025-02-19,34.20570156921835,18.01477394649325,12.550387473993474,11.179968703019425,10.477797677509907,7.9425433869187865,0.0,5.628827242846816
2025-02-20,34.20570156921835,18.01477394649325,12.614146891909355,11.179968703019425,10.477797677509907,7.878783969002905,0.0,5.628827242846816
2025-02-21,34.208777524239906,18.016393928889187,12.617324976619198,11.18097406409361,10.478739895704607,7.866821190229787,0.0,5.630968420223701
2025-02-25,34.208777524239906,18.016393928889187,12.620186233417058,11.18097406409361,10.478739895704607,7.863959933431929,0.0,5.630968420223701
2025-02-27,34.204862768395266,18.01433218367241,12.630594436611911,11.179694545013014,10.477540738318112,7.862651299881566,0.0,5.630324028107719
2025-02-28,34.19256508098874,18.007855483925592,12.660372163430706,11.175675105153077,10.473773744085117,7.857781651583283,0.0,5.6319767708334805
2025-03-03,34.194940081423795,18.009106301596255,12.661251547277013,11.176451362598923,10.474501247773123,7.850972908252479,0.0,5.632776551078413
2025-03-04,34.19535923339714,18.00932705216422,12.661406745343115,11.176588360401302,10.474629641268107,7.849843371354457,0.0,5.632845596071654
2025-03-07,34.195219514930955,18.009253468040257,12.661355012231667,11.176542694094005,10.474586843086712,7.8498112977602545,0.0,5.633231169856152
2025-03-10,34.20080914428789,18.012197302099793,12.663424666489743,11.178369637510016,10.476299043182232,7.834748215629964,0.0,5.634151990800368
2025-03-11,34.20248638945298,18.01308063999716,12.664045694714712,11.17891783700872,10.47681281236951,7.830228330667803,0.0,5.634428295789121
2025-03-12,34.202905726448925,18.01330148800912,12.664200961288541,11.179054895284844,10.476941262540112,7.829506970968306,0.0,5.634088695460152
2025-03-13,34.20304550773258,18.013375105216532,12.664252717659213,11.17910058212373,10.476984079963586,7.829130286310751,0.0,5.634111720993608
2025-03-19,34.20612098505742,18.014994836028727,12.65721708027456,11.180105787065044,10.477926151831522,7.829425548622432,0.0,5.634209611120297
2025-03-20,34.20695984759251,18.015436631350816,12.657527482766904,11.18037996524173,10.478183109926773,7.827982638528537,0.0,5.633530324592728
2025-03-21,34.20709966201517,18.01551026601121,12.65757921799579,11.180425662911937,10.478225937501294,7.827605902991391,0.0,5.633553350573211
2025-03-25,34.20723947758076,18.015583901273537,12.657630953647594,11.180471360955707,10.478268765425916,7.827229164374562,0.0,5.633576376741924
2025-03-26,34.2073792942893,18.015657537137816,12.657682689722321,11.180517059373043,10.478311593700642,7.827261156942085,0.0,5.633190668834798
2025-03-27,34.209057183946804,18.01654121446354,12.658303555608905,11.181065469520988,10.478825560307087,7.827645088152625,0.0,5.628561928000047
2025-04-01,34.209197015514945,18.016614858153776,12.658355297182098,11.181111172795113,10.478868393133565,7.827677084120291,0.0,5.628176179100207
2025-04-03,32.068191212486575,16.889032794630328,11.86612354337126,10.48133374468411,9.823041305795197,7.337776603447418,6.259717361995756,5.274783433589356
2025-04-07,32.07015736309017,16.890068287458824,11.866851073833223,10.481976371533001,9.823643571712365,7.338226493926189,6.260101154988261,5.268975683457968
