date,FUTU SECURITIES INTERNATIONAL,HUATAI FINANCIAL HOLDINGS (HONG KONG),STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA CITIC BANK INTERNATIONAL LTD,UOB KAY HIAN (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,58.68663807549225,29.266099375808512,1.882454506306839,4.675171591520082,0.0,0.0,0.02128755219908537,0.0,0.7274803108971061,4.740868587776132
2024-03-04,56.282210862522405,28.062886431203083,1.8050607339121683,4.479962656080876,4.119450049986596,0.0,0.003282525429918473,0.0,0.7014160020930337,4.545730738771917
2024-03-05,56.29106939617894,28.06886747921086,1.8047085250881514,4.479327194971336,4.118646250629354,0.0,0.01023351392989198,0.0,0.6823038777338184,4.544843762257654
2024-03-06,56.291848834156625,28.07636305900188,1.8053516521723891,4.480953296825091,4.120084128091677,0.0,0.025667516752934494,0.0,0.6780701315231613,4.521661381476251
2024-03-07,56.28806881415031,28.077437553114613,1.805491757374502,4.481301043407623,4.120403869245039,0.0,0.005790563588927796,0.0,0.6756751956832913,4.545831203435697
2024-03-08,56.322244875693094,28.053241351242164,1.8031252410175815,4.47706777681624,4.114867069419782,0.0,0.02512827657300791,0.0,0.6722931789176991,4.5320322303204295
2024-03-11,56.32457937350943,28.05519027983302,1.803263921111915,4.479021876690756,4.115183547798752,0.0,0.01022498429421545,0.0,0.6699898600947296,4.542546156667186
2024-03-12,56.3354245293682,28.033927389682606,1.8035338171669362,4.479751885553148,4.112758349861279,0.0,0.023196001219286774,0.0,0.6681819837087865,4.543226043439766
2024-03-13,56.330747363261565,28.057319010901168,1.8034752627528607,4.480112335975328,4.111866354412129,0.0,0.00411446025326745,0.0,0.6691364598846475,4.543228752559038
2024-03-14,56.343101475901925,28.02971145840203,1.803378653439398,4.478984762349043,4.109800487119391,0.0,0.023278824658879226,0.0,0.6698101763563815,4.541934161772952
2024-03-15,56.347694644171355,28.066202021097858,1.8036881445498218,4.480869961305493,4.110709627024183,0.0,0.0022359770386981264,0.0,0.6720154457239262,4.5165841790886665
2024-03-18,56.346416773739506,28.040270325233575,1.8027646651259208,4.480314990619847,4.11130240611192,0.0,0.002235164733339572,0.0,0.6729335957174339,4.54376207871846
2024-03-19,56.329571008866566,28.04066319630388,1.79402555246733,4.480580232956461,4.111252676054587,0.0,0.02583969023987333,0.0,0.6740970171227855,4.54397062598852
2024-03-20,56.36328190111498,28.04817809611932,1.7772165708139442,4.482897071926336,4.113520265341216,0.0,0.001997911210666861,0.0,0.6717752799090008,4.541132903564541
2024-03-21,56.3380486585783,28.053517652419057,1.7765648796992661,4.481554009876705,4.11228786743644,0.0,0.027097868540089484,0.0,0.6711566692096531,4.539772394240492
2024-03-22,56.34697633784798,28.045010016553007,1.777236673153946,4.482652234628117,4.113246457221315,0.0,0.016461693826344125,0.0,0.6713508177874256,4.547065768981874
2024-03-25,56.330706528394494,28.05237107927282,1.776947337041585,4.481982087953404,4.112546999056929,0.0,0.027670226172910328,0.0,0.6714502405040599,4.546325501603802
2024-03-26,56.355375247248965,28.045391872356788,1.7772717952268449,4.483888304712396,4.113735875712743,0.0,0.00578546761987395,0.0,0.6714721078818652,4.5470793292405185
2024-03-27,56.35815829811451,28.054021541986675,1.7769702661732456,4.482203250393364,4.113037945948319,0.0,0.023108127328751348,0.0,0.6714774547657811,4.521023115289358
2024-03-28,56.34854789052841,28.037193674480278,1.7766672504423917,4.481349492479122,4.11221732765241,0.0,0.0280827664594391,0.0,0.6707369029415291,4.545204695016416
2024-04-02,56.35762925944733,28.06662868693566,1.7775893327077705,4.483675292592201,4.1143515498418886,0.0,0.0036687611236166156,0.0,0.6724570693653381,4.524000047986202
2024-04-03,56.343543110056046,28.040836419317067,1.7770786481313847,4.482594567506533,4.113150776186912,0.0,0.027849784512143247,0.0,0.6676792021369503,4.547267492152965
2024-04-05,56.34459166120847,28.063577740665917,1.7772763172148425,4.48309317816769,4.11235580758153,0.0,0.002027832973767732,0.0,0.6693041656359261,4.5477732965518625
2024-04-08,56.368463928462376,28.054857455044196,1.7777592810366574,4.491768725156882,4.113473314779625,0.0,0.002028384024807757,0.0,0.6689789488876995,4.522669962607755
2024-04-09,56.33232952099141,28.047219616015518,1.7774756206415006,4.49084324477754,4.112816966376113,0.0,0.023441991976647196,0.0,0.669438870111734,4.54643416910954
2024-04-10,56.34023019981036,28.068009291560543,1.7779348246765279,4.49215259758223,4.113968993291585,0.0,0.007100045106765557,0.0,0.6691941673738023,4.531409880598184
2024-04-11,56.34485353212918,28.0453202319845,1.7773287890481426,4.490621380304469,4.111880780609198,0.0,0.028062458312263876,0.0,0.6720675457228255,4.529865281889422
2024-04-12,56.34172038290836,28.04941250163253,1.7775648073820993,4.49183155057955,4.114184857398021,0.0,0.004324975200443063,0.0,0.6717432171667465,4.549217707732243
2024-04-15,56.32457367919268,28.060373850294912,1.7775015154341756,4.490914876621643,4.11393688993826,0.0,0.028119645171944294,0.0,0.6706371367094668,4.5339424066369185
2024-04-16,56.345605678274225,28.047832718673,1.7781713069608025,4.492230318445384,4.115141910472812,0.0,0.0012229513803031654,0.0,0.670058044076349,4.549737071717132
2024-04-17,56.32352737034558,28.055021133902454,1.7781278156834717,4.492120445547396,4.114742987036036,0.0,0.01765779291583546,0.0,0.6691766622749469,4.549625792294281
2024-04-18,56.32594217171064,28.052285003136184,1.7778099155594564,4.492061283698639,4.114316636808768,0.0,0.026361781490783675,0.0,0.6677522750470904,4.543470932548438
2024-04-19,56.31750731748662,28.05838556405454,1.7780755659328857,4.4927325128030775,4.114931421179926,0.0,0.026365720616691346,0.0,0.6678520543540187,4.54414984357224
2024-04-22,56.33609837022908,28.066509806022065,1.7790381401418631,4.494410793016768,4.1164685721153935,0.0,0.004654512290982636,0.0,0.6686087559527557,4.534211050231085
