date,ABCI SECURITIES CO LTD,CINDA INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,CHINA CITIC BANK INTERNATIONAL LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,PRUDENTIAL BROKERAGE LTD,SDICS INTERNATIONAL SECURITIES (HONG
2024-03-05,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,14.6917736245297,85.3082263754703,0.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,8.350039914326063,48.484758441024695,0.0,0.0,43.165201644649244,0.0,0.0
2024-03-13,0.0,0.0,0.0,8.322163742949316,48.32289461171015,0.0,0.0,43.35494164534054,0.0,0.0
2024-03-14,0.0,0.0,0.0,5.622049044671014,32.63909597320752,0.0,0.0,29.284279294904923,0.0,32.45457568721655
2024-03-18,0.0,0.0,0.0,5.622276249988023,32.6840613437527,0.0,0.0,29.285462768031483,0.0,32.40819963822779
2024-03-21,0.0,0.0,0.0,5.617508791545654,32.73710458526799,0.0,0.0,29.264667801997312,0.0,32.38071882118904
2024-03-22,0.0,0.0,0.0,5.6213221110431615,32.819937031394616,0.0,0.0,29.2853415915178,0.0,32.27339926604442
2024-03-25,0.0,0.0,0.0,5.621276683933083,32.81967180644169,0.0,0.0,29.285913051844776,0.0,32.27313845778045
2024-03-26,0.0,0.0,0.0,5.621094982834661,32.818610949495415,0.0,0.0,29.288198800793797,0.0,32.272095266876136
2024-04-02,0.0,22.014131351065632,0.0,4.400167513042424,25.58726220437349,0.0,0.0,22.837271545463185,0.0,25.161167386055265
2024-04-03,0.0,11.067698133909397,48.68472196836689,2.270690708653111,13.204215152065649,0.0,0.0,11.78834359207662,0.0,12.984330444928341
2024-04-05,0.0,11.067626165902897,48.684405394645346,2.2710010697778684,13.204129291299443,0.0,0.0,11.788266938053535,0.0,12.984571140320908
2024-04-08,0.0,11.06708643568603,48.682031222958685,2.2699149893431785,13.208362028601789,0.0,0.0,11.787692064654705,0.0,12.984913258755618
2024-04-09,0.0,11.067014475634453,48.681714684229355,2.270550446741914,13.208276145617287,0.0,0.0,11.787615419104508,0.0,12.984828828672484
2024-04-10,0.0,11.082405178919672,48.677916540529715,2.2713485476227793,13.231626863287884,0.0,0.0,11.786695750240577,0.0,12.950007119399373
2024-04-11,0.0,11.083017672062025,48.68060683109244,2.265297159912433,13.232358137824876,0.0,0.0,11.787347167527843,0.0,12.951373031580385
2024-04-12,0.0,11.083053703178756,48.68076509273915,2.264979422398062,13.232401156491344,0.0,0.0,11.787385488434145,0.0,12.951415136758538
2024-04-16,0.0,11.083630232909643,48.683297419041075,2.2605455790917275,13.232439255290915,0.0,0.0,11.787998656823063,0.0,12.952088856843574
2024-04-17,0.0,11.08359419804421,48.68313914092873,2.2608633475496607,13.232396234262797,0.0,0.0,11.787960331929831,0.0,12.952046747284776
2024-04-18,0.0,11.081072339595826,48.67206222999688,2.2603489316271914,13.251488443971043,0.0,0.0,11.785278208530046,0.0,12.94974984627901
2024-04-19,0.0,11.081036321360786,48.67190402493121,2.26066662738957,13.251445370953311,0.0,0.0,11.785239901324072,0.0,12.949707754041059
2024-04-22,0.0,11.081000303359895,48.67174582089399,2.260659279277874,13.251402298215584,0.0,0.0,11.785201594367127,0.0,12.94999070388553
2024-04-23,0.0,11.07426905053115,48.719492690694125,2.2479164689887225,13.243352615266144,0.0,0.0,11.772845058412628,0.0,12.942124116107228
2024-04-24,0.0,9.989834959785968,18.34921345719705,2.0277920308884956,11.946513701002532,0.0,35.42380019176697,10.587476960794776,0.0,11.675368698564206
2024-04-25,0.0,9.989864233522429,18.349267226858025,2.027797973033661,11.94654870849716,0.0,35.423903995983494,10.587214950596794,0.0,11.675402911508437
2024-04-26,0.0,9.400708254339987,17.294136160491487,1.9082078292179057,11.241996530642021,0.0,33.3347660099851,9.96282998947761,5.870513567412044,10.986841658433843
2024-04-29,0.0,9.399934963953534,17.306500101212468,1.9077751317619085,11.241071778207791,0.0,33.332023934240084,9.956725529525762,5.870030666381355,10.9859378947171
2024-05-03,0.0,9.400168236292462,17.30692958586026,1.9078224758306541,11.23886910309711,0.0,33.332851114344436,9.956972619389816,5.870176339281049,10.986210525904214
2024-05-06,0.0,9.400142316571944,17.30605465397321,1.9078172152625312,11.239941060492782,0.0,33.33275920341654,9.956945164354861,5.870160153046262,10.986180232881873
2024-05-07,0.0,9.400245996311671,17.306245532704807,1.9078382577090884,11.238962073207365,0.0,33.33312685016934,9.957054985403134,5.870224898520993,10.986301405973597
2024-05-08,0.0,9.409690436006759,17.323633140682958,1.9100310822022837,11.25025387339828,0.0,33.36661668719156,9.967058851832505,5.876122721309082,10.896593207376577
2024-05-09,0.0,9.411534832968046,17.32702875253017,1.8968779914530751,11.246385478941773,0.0,33.373156890277386,9.969012498786599,5.877274502333658,10.898729052709294
2024-05-10,0.0,9.408447642320047,17.349179660281326,1.8962557737064973,11.247664063990316,0.0,33.36220976000858,9.965742443189692,5.875346626891305,10.895154029612238
2024-05-13,0.0,9.40855150535044,17.349371183733744,1.8962767071142754,11.246684296985682,0.0,33.36257805670725,9.965852458385568,5.8754114868265965,10.895274304896443
2024-05-16,0.0,9.410473385125599,17.352915130490135,1.861054922209647,11.264163841070198,0.0,33.369393012652154,9.967888177727817,5.8766116539831295,10.897499876741321
2024-05-17,0.0,9.409979854594212,17.369670681813147,1.8413595204130384,11.270749752917988,0.0,33.3676429610244,9.967365413681012,5.876303456174831,10.89692835938137
2024-05-21,0.0,8.39589571892142,15.49779552878742,1.642921956616421,10.056136257651897,10.776687637409648,29.771716307148694,8.893213577369405,5.243032588076563,9.722600428018533
2024-05-22,0.0,8.3954615175757,15.496994046265536,1.6428369914205259,10.060787785968053,10.776130311255153,29.7701766358953,8.892753656780545,5.242761439901121,9.722097614938063
2024-05-23,0.0,8.39544084244135,15.49350816398688,1.6428329456780206,10.064456993827891,10.776103773352325,29.770103322188806,8.892731756986684,5.242748528782784,9.722073672755261
2024-05-24,0.0,8.395399492478141,15.493431853998569,1.642824854252789,10.064899952269773,10.776050697938784,29.769956695859083,8.89268795772255,5.242722706736885,9.722025788743423
2024-05-27,0.0,8.39537881764928,15.493393699286298,1.6430670723586769,10.064875166065832,10.776024160428072,29.769883383235857,8.892666058252276,5.242709795809321,9.722001846914385
2024-05-28,0.0,8.398605322539938,15.499348107256372,1.6412349501820012,10.0687432903819,10.780165592924524,29.781324519653467,8.860115349009105,5.244724669606427,9.725738198446265
2024-05-29,0.0,8.398729468409549,15.499577214349191,1.6286947446852884,10.079978417105592,10.780324942361807,29.781764738986173,8.860246316792757,5.244802195681291,9.725881961628353
2024-05-30,0.0,8.399101928040444,15.500264576268632,1.6287669726390195,10.075990721326754,10.78080301894042,29.783085475074145,8.860639243375903,5.245034787658121,9.726313276676562
2024-05-31,0.0,8.399164007857356,15.500379142515744,1.6287790112541383,10.076065195438932,10.780143578031007,29.78330560914434,8.860704734528015,5.245073554993261,9.72638516623721
2024-06-04,0.0,8.398853617949396,15.49980632821531,1.6250233342208165,10.083083807361296,10.779745199362624,29.782204971333464,8.860377288448328,5.244879724048126,9.72602572906064
2024-06-06,0.0,8.389263541052303,15.593830479829181,1.6243982531816443,10.164344444808021,10.767436545099141,29.748198707046434,8.758716829572124,5.238890954371022,9.714920245040123
2024-06-07,0.0,8.384332365274268,15.594010199116937,1.6261487757046185,10.205098437966981,10.761107488678046,29.730712834039043,8.75356849061897,5.2358115550826865,9.70920985351845
2024-06-11,0.0,8.384146785719764,15.593665039915274,1.6283261912327256,10.204872557415106,10.760869301372642,29.7300547718103,8.753374738359396,5.23569566516641,9.708994949008384
2024-06-12,0.0,8.364193476320175,15.73026100942824,1.6249416593763455,10.244376874615263,10.73525966451078,29.659300645422743,8.73254270870761,5.223235308948995,9.685888652669849
2024-06-14,0.0,8.36231374259074,15.727368281281596,1.620406480809585,10.242074596361803,10.758848218847042,29.652635138703832,8.730580193717998,5.222061460972522,9.683711886714887
2024-06-17,0.0,8.359525007723445,15.756943501263427,1.6372761516549612,10.257295101055968,10.717742819275667,29.642746328015313,8.727668646250708,5.220319963903212,9.680482480857298
2024-06-25,0.0,8.359381520230537,15.759125119110951,1.637248048545038,10.256383415579485,10.717558854032983,29.642237523585685,8.72751883973756,5.22023035945522,9.680316319722541
