date,THE HONGKONG AND SHANGHAI BANKING,KGI ASIA LTD,CITIC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL,USMART SECURITIES LTD,VALUABLE CAPITAL LTD,CHINA GALAXY INTERNATIONAL SECURITIES,GAOYU SECURITIES LIMITED,FORTUNE ORIGIN SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD
2025-01-09,26.110590040927693,0.5371759890859482,21.749232605729876,6.276645634379263,7.920148362892224,12.450972032742156,12.179186562073669,1.0903393587994543,4.907060027285129,6.7786493860845844
2025-01-13,25.696007706080053,0.41566763341674606,21.380184066423062,12.044938173365862,7.70712707702939,9.974976180255265,11.917201520275576,1.0711032468144364,5.02989247086662,4.762901925472992
2025-01-14,25.729177452592616,0.4187862047217516,21.37903575104542,11.509427976782074,7.701478304833012,7.296302651764718,11.474742009375994,1.07104571857588,5.473535695713294,7.946468234595237
2025-01-15,25.766887458487176,0.4129979121125805,21.348332581049796,11.134350521051758,7.686988986966309,7.384820894306725,11.621447577547677,1.428240880875405,5.441116796541441,7.774816391061136
2025-01-16,25.788260284206505,0.4132398706799825,21.360839695047808,11.132504266047805,7.691492479086662,7.389147358513207,11.628256107868369,1.4290776287312814,5.444304524097795,7.722877785720585
2025-01-17,25.745477327314354,0.41272173475199553,21.33405665864872,11.05480913291552,7.7027458951688885,7.4112285179643145,11.613676156375773,1.6028231420495218,5.437478247213632,7.6849831875972825
2025-01-20,25.747992399654997,0.4128123147243464,21.338738840611914,11.077092124972815,7.697120754290661,7.41076487015276,11.61622500800281,1.6031749133851834,5.438671609684807,7.657407164519711
2025-01-21,25.79196221701576,0.4135340589268236,21.376046620678192,10.905919117135145,7.731516519429348,7.4237215489876105,11.636534341700367,1.6059778389715125,5.44818036115238,7.66660737600286
2025-01-22,25.800605805261977,0.41367264544075666,21.383210315466762,10.854068543776986,7.733060288441893,7.428303985091866,11.640434060946863,1.6295560412805503,5.4500061946169565,7.667082119675392
2025-01-23,25.808782215010396,0.41383733761991986,21.391723441831704,10.791337661617886,7.736138989836679,7.429165977374308,11.645068373785845,1.6312524928461143,5.452175961959653,7.700517548117496
2025-01-24,25.79232719900145,0.41372463933423637,21.385897939054278,10.811441801040763,7.713084162170422,7.425048020861777,11.641897129620348,1.681083661092277,5.450691197709788,7.684804250114665
2025-01-27,25.77116441175956,0.4134691284583683,21.367456504356134,10.843494816928954,7.697853090336306,7.391153205176047,11.634707247632313,1.7815809028763112,5.447324922778098,7.651795769697904
