date,FUTU SECURITIES INTERNATIONAL,USMART SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA GALAXY INTERNATIONAL SECURITIES
2024-05-22,21.844608990992132,41.49948315507457,15.408307491087061,8.016370271923718,8.30327194481362,4.927958146108896
2024-05-23,21.867815889933283,41.49014700402838,15.404841079576212,8.008942569301396,8.301403955259032,4.926849501901702
2024-05-24,21.876603611773056,41.4854805035956,15.403108458634723,8.00804178353262,8.300470275627912,4.9262953668360785
2024-05-27,21.872209997961324,41.487813622591375,15.403974720384678,8.008492151087179,8.300937089188675,4.926572418786775
2024-05-28,21.85656737508876,41.49014700402838,15.404841079576212,8.008942569301396,8.312652470103558,4.926849501901702
2024-05-29,21.872209997961324,41.487813622591375,15.403974720384678,8.008492151087179,8.300937089188675,4.926572418786775
2024-06-03,21.86114487672234,41.46682499420324,15.396181870560213,8.004440665818818,8.347327520183248,4.9240800725121385
2024-06-04,21.86360282491831,41.47148729840835,15.39791293348793,7.994097185622431,8.34826604827659,4.924633709286392
2024-06-05,21.792535790917725,41.518168067818074,15.415244996306587,7.986211263146786,8.357662949804777,4.9301769320060504
2024-06-06,21.801337919682613,41.51349526241374,15.413510034397621,7.985312427459008,8.356722307805938,4.929622048241079
2024-06-07,21.730865362274965,41.55090718354185,15.42740067449114,7.992508783170109,8.36425337773616,4.934064618785775
2024-06-14,21.735273618180667,41.54856696305996,15.426531776036498,7.992058630958667,8.363782288212558,4.93378672355165
2024-06-17,21.78373168037487,41.52284192529322,15.416980348838027,7.9871103012052425,8.358603803586883,4.930731940701757
2024-06-19,21.9174321613346,41.5415478830113,15.423925667828106,7.821771724210749,8.362369337979095,4.932953225636153
2024-06-20,21.855825519714273,41.57432389593739,15.436095045543244,7.827943051573408,8.368967193366819,4.936845293864871
2024-06-21,21.8470166341405,41.579010406025205,15.437835095852384,7.828825464818899,8.369910594136835,4.937401805026174
2024-06-24,21.83924253213105,41.60715166982748,15.44828364154229,7.789003179616613,8.37557546830606,4.940743508576505
2024-06-25,21.803959739591047,41.62593368458918,15.45525719968683,7.792519237958202,8.379356313083223,4.942973825091517
2024-06-26,21.861278113348508,41.59542151521345,15.44392836250097,7.7868072539663515,8.373214172440283,4.93935058253043
2024-06-27,21.883301273243568,41.58369797281586,15.439575538503817,7.784612566145954,8.370854207622552,4.937958441668252
2024-06-28,21.733041946913918,41.7389828350767,15.49723112176699,7.813682431237757,8.402113258789331,4.814948406215301
2024-07-02,21.764028024234882,41.722458271179015,15.491095730616689,7.810588975531816,8.398786841900614,4.8130421565369845
2024-07-03,21.715324594477966,41.748431321227216,15.500739242082329,7.8154512206336975,8.404015251731382,4.816038369847412
2024-07-05,21.77287668327855,41.717739370162235,15.489343653907328,7.809705580885732,8.397836920793129,4.812497790973032
2024-07-09,21.77730026224085,41.7153803199197,15.488467764167012,7.809263958493847,8.39736204081344,4.812225654365144
2024-07-15,21.77287668327855,41.717739370162235,15.489343653907328,7.809705580885732,8.397836920793129,4.812497790973032
2024-07-26,21.78519644941118,41.68476146691658,15.498108002970612,7.814124553524065,8.402588676309367,4.815220850868196
2024-08-01,21.787662075844068,41.678161407380685,15.499862063111433,7.81500894821354,8.403539672771258,4.815765832679017
2024-08-02,21.793828584366974,41.689957475111264,15.50424895102916,7.817220811015432,8.377615351414077,4.817128827063094
2024-08-05,21.820896155995953,41.68193749690457,15.503371374799238,7.816778338297828,8.36016046753504,4.816856166467379
2024-08-06,21.8550445869782,41.66071466455459,15.495477657009102,7.8127983367395295,8.361561145330212,4.81440360938837
2024-08-07,21.854520003676235,41.64893353788291,15.491095730616689,7.810588975531816,8.38181959575536,4.8130421565369845
2024-08-08,21.82356976653724,41.66542898163275,15.49723112176699,7.813682431237757,8.38513929260996,4.814948406215301
2024-08-09,21.863358427879685,41.6442229526738,15.489343653907328,7.809705580885732,8.380871593680416,4.812497790973032
2024-08-12,21.86777689029002,41.64186805962976,15.488467764167012,7.809263958493847,8.380397673054222,4.812225654365144
2024-08-13,21.903106608166063,41.62303849876711,15.481464210771742,7.805732776588453,8.376608236715487,4.810049668991147
2024-08-21,21.911934045905067,41.61833376897699,15.479714311953826,7.804850480032215,8.375661413039639,4.809505980092262
2024-08-22,22.01490692006076,41.51329965735279,15.480589211911406,7.805291603377018,8.37613479812074,4.809777809177294
2024-08-23,22.03186265851849,41.49634391889505,15.480589211911406,7.799639690557774,8.381786710939984,4.809777809177294
2024-08-26,22.036269100619556,41.4939987142625,15.479714311953826,7.799198886636101,8.381313006435752,4.809505980092262
2024-08-27,21.98572530045484,41.49707503059369,15.499862063111433,7.809349998938947,8.39222177422207,4.815765832679017
2024-08-28,21.990139838870537,41.49472686504877,15.498984983413145,7.80890809679085,8.39174688952234,4.815493326354357
2024-08-30,22.012560803778154,41.43507537190317,15.514787620456975,7.816869994972846,8.40030304532227,4.8204031635665885
2024-09-03,22.129891768626315,41.17451867750157,15.470096935209437,7.794353329897416,8.624621401995185,4.806517886770074
2024-09-04,22.10789471825764,41.18614981532616,15.474466988227483,7.796555109074088,8.627057718518936,4.807875650595688
2024-09-16,22.195808438145896,41.139664646835165,15.457001573070167,7.787755447549044,8.617320701744486,4.802449192655243
2024-09-19,22.26540184081532,41.07627746235497,15.454385160630531,7.786437211270586,8.615862044645063,4.801636280283528
2024-09-20,22.35620802176349,41.01234063246622,15.443057601364446,7.780730007259196,8.609546899336804,4.798116837809837
2024-09-23,22.373122652214057,40.99542600201566,15.443057601364446,7.780730007259196,8.609546899336804,4.798116837809837
2024-09-25,22.432720170905217,41.0116122482074,15.449154992138642,7.693555096486714,8.61294621138945,4.8000112808725754
2024-09-27,22.4239689176897,41.016239237891085,15.450897988252466,7.694423094551429,8.613917936495625,4.800552825119697
2024-09-30,3.519222222222222,6.463111111111111,2.4346666666666668,1.2453333333333334,1.3573333333333333,0.7564444444444445
2024-10-02,22.145136184029806,40.975650985723036,15.43348570543116,8.04637370841756,8.604210541143988,4.7951428752544425
2024-10-03,22.342047394563604,40.872015006639174,15.394451196807577,8.026022748828485,8.582448695701048,4.783014957460113
2024-10-04,22.610124315138524,41.016239237891085,15.450897988252466,7.508267697102604,8.613917936495625,4.800552825119697
2024-10-07,22.61448968799577,41.01392561255068,15.450026441036488,7.507844174158294,8.613432046536225,4.800282037722545
2024-10-08,22.52978944320052,41.034913863127485,15.477090205329963,7.520995641947492,8.628520169236529,4.808690677158014
2024-10-09,22.589049921764925,40.8040158310972,15.513908850829432,7.623848599202781,8.649046664920244,4.8201301321854135
2024-10-10,22.866627334181587,40.380719500145716,15.575664091099723,7.654196373355322,8.68347538047071,4.839317320746938
2024-10-14,22.872215458875292,40.28961363490741,15.59983767967365,7.694553013960973,8.696952222293415,4.846827990289258
2024-10-15,23.105814476568582,39.8323419994716,15.646175926653195,7.831656515312717,8.722785921869086,4.861225160124815
2024-10-16,23.08164649601942,39.61872121666488,15.645282210560138,8.071114919138909,8.722287672700011,4.86094748491664
2024-10-17,22.81873947130865,39.44074434738107,15.574999822300567,8.597809321401408,8.728596103406854,4.839110934201455
2024-10-21,22.614029725560997,39.361135001812535,15.574999822300567,8.882128412717591,8.728596103406854,4.839110934201455
2024-10-24,22.600086707461816,39.356659061995835,15.573228715805634,8.903861324918445,8.727603533684428,4.838560656133843
2024-10-28,22.645572589070596,39.356659061995835,15.573228715805634,8.858375443309667,8.727603533684428,4.838560656133843
2024-10-29,22.670134373645425,39.34994706062092,15.570572811187619,8.845495178608227,8.72611510229025,4.837735473647559
2024-10-30,22.684846201420335,39.365611959821145,15.576771331688835,8.803520270702561,8.729588898920175,4.839661337446951
2024-10-31,3.5501111111111108,6.152888888888889,2.4346666666666668,1.376,1.3644444444444446,0.7564444444444445
2024-11-01,22.737573436956104,39.33876547770429,15.566148316011565,8.797516463375649,8.723635511163838,4.836360794788551
2024-11-04,23.22995904037449,39.03924651208697,15.447630193095376,8.730533603107574,8.753093121461857,4.799537529873738
2024-11-05,23.281880754950933,39.012843183531416,15.437182531015972,8.724628900333233,8.747173161057606,4.79629146911084
2024-11-06,26.590667889192915,33.0313115925811,15.819682191306105,10.725501945693845,8.917703287103551,4.9151330941224884
2024-11-07,26.501054571368925,32.934299843793866,15.773220365824688,11.028009127621132,8.862718562615624,4.900697528775762
2024-11-08,27.67539487948082,31.325529113039934,15.942144972243847,11.146114502317257,8.957634579146871,4.953181953771272
2024-11-11,29.262165248462075,28.608686042656643,16.143220245330976,11.79946218735035,9.170810770987586,5.015655505212362
2024-11-12,30.19017844545272,27.01261668015713,16.27173017087099,11.988445229944379,9.481446277002592,5.055583196572184
2024-11-13,31.3242777999113,25.3895708519067,16.47134878336628,12.099435469928062,9.597762927437966,5.117604167449692
2024-11-14,30.88832583292365,25.546269334039255,16.573006088567862,12.186211851907878,9.656998071323224,5.149188821238135
2024-11-15,30.453573575401567,25.70021990062622,16.67288069820351,12.259650137342778,9.733456092160427,5.180219596265494
2024-11-18,30.514956257530514,25.27708553168242,16.398374531330685,12.057804419897773,10.656847997724944,5.094931261833667
2024-11-19,30.523275391165754,25.27405921923989,16.396411227261503,12.056360792882318,10.655572100958551,5.094321268491982
2024-11-20,30.42748492001049,25.30890562361845,16.419017646397663,12.072983402645086,10.670263384661496,5.101345022666816
2024-11-21,30.34740812393614,25.327124528528262,16.430837063865205,12.11766734903531,10.671945650462286,5.105017284172797
2024-11-22,30.361979068982333,25.33928504445028,16.438726133763456,12.081473423609287,10.671067932030459,5.107468397164185
2024-11-26,30.363801420993795,25.340805930060696,16.43971280019807,12.08219856400099,10.6657063329507,5.107774951795749
2024-11-27,30.394870064124195,25.331683353958073,16.43379457756778,12.077849026887163,10.65586680166498,5.105936175797803
2024-11-28,30.515771111127748,25.287683334955492,16.40524979972598,12.05687033473837,10.637358030052333,5.097067389400077
2024-11-29,30.53840223354965,25.281626359478736,16.40132036916444,12.053982439988323,10.628822072021498,5.0958465257973495
2024-12-03,30.543414102018097,25.23629136499824,16.371909533095735,12.032367247214937,10.72930909525624,5.086708657416747
2024-12-04,30.551716409547648,25.23327481229689,16.369952560606627,12.030928990325354,10.728026595943371,5.086100631280117
2024-12-09,30.553542477605028,25.234782998498282,16.370930988367316,12.031648075788027,10.722690833563696,5.086404626177651
2024-12-10,30.520320220057854,25.24685498157464,16.378762623053753,12.037403855497335,10.727820425614615,5.088837894201805
2024-12-11,30.53045421590391,25.245345352078992,16.377783258963607,12.036684081888916,10.721199482775374,5.088533608389204
2024-12-12,30.45578926177499,25.183605603978553,16.337729926408638,12.007247295312371,10.939538767810676,5.076089144714768
2024-12-17,30.492165513328708,25.213684784150374,16.3572436342463,12.021588695048486,10.833165371494264,5.082152001731873
2024-12-18,31.940092131268273,23.470177574377587,16.46639763735149,12.101810311788444,10.905456485635488,5.116065859578721
2024-12-19,31.948274437022402,23.46735594009933,16.464418012277683,12.100355406613719,10.904145408642467,5.115450795344398
2024-12-20,32.40495103823001,22.88239405394437,16.467387628416617,12.102537895583296,11.026355936661583,5.116373447164125
2024-12-30,33.10964161570768,21.727754612699155,16.5220210672357,12.444296992226086,11.06293780113555,5.13334791099583
2025-01-02,32.908596029585844,21.72644404400178,16.5210244965355,12.600372461943286,11.110524688798245,5.133038279135346
2025-01-03,33.00961371968893,21.69373113203996,16.496149242270253,12.581400426105352,11.09379587596269,5.125309603932817
2025-01-10,32.908596029585844,21.72644404400178,16.5210244965355,12.600372461943286,11.110524688798245,5.133038279135346
2025-01-13,32.926691346668576,21.72644404400178,16.5210244965355,12.600372461943286,11.092429371715513,5.133038279135346
2025-01-14,32.85189293610728,21.744806405119267,16.534987435763927,12.532542503339144,11.198394192530882,5.137376527139505
2025-01-15,32.779851449685175,21.729065339516644,16.523017758172152,12.52347019567922,11.310937676733401,5.1336575802133995
2025-01-16,32.78172918096588,21.73430982856022,16.52700572471584,12.52649283844837,11.295565796519917,5.134896630789769
2025-01-17,32.62484632268089,21.73430982856022,16.52700572471584,12.52649283844837,11.452448654804915,5.134896630789769
2025-01-20,32.25265681061359,21.85828826300339,16.621280275504244,12.59794737201417,11.505639796406005,5.164187482458602
2025-01-21,32.63551803200748,20.92525707975799,16.80277899192528,12.790724424302377,11.62514282208777,5.220578649919099
2025-02-03,32.467174520537455,20.891934310760632,16.77602113080427,12.87447842897064,11.778126555142977,5.212265053784022
2025-02-04,32.29933309286816,20.941958358594967,16.816189957253478,12.905305326815192,11.812467863364619,5.224745401103582
2025-02-05,32.96854255082385,20.39553962686968,16.816189957253478,12.78865413689631,11.8063283270531,5.224745401103582
2025-02-06,33.192253332824016,20.303296535390963,16.740135222888576,12.730814775201496,11.832384735856985,5.201115397837961
2025-02-11,33.30430597887114,20.30081505755819,16.73808923619864,12.729258809420141,11.727051202725516,5.200479715226375
2025-02-13,33.30634133671497,20.302055720648113,16.739112167024437,12.730036744765208,11.721656493739639,5.200797537107629
2025-02-17,33.33893270823948,20.29213465987615,16.73093221956676,12.723815923095131,11.7159284399887,5.198256049233777
2025-02-18,33.343004390150796,20.290895209009353,16.729910288222943,12.723038747852645,11.715212826875359,5.19793853788891
2025-02-20,33.55506112805927,20.319440940125848,16.753446338050786,12.74093783211383,11.425862635808274,5.205251125841992
2025-02-25,33.47756618529589,20.316955514613134,16.75139709648566,12.831117600740022,11.41834917091593,5.204614431949361
2025-02-26,33.62981044280865,20.272321598840534,16.714596285136732,12.833441397459858,11.356649757809222,5.1931805179450015
2025-02-27,33.609553241005685,20.278509022929306,16.719697836786082,12.837358360993475,11.360115981839686,5.194765556445767
2025-03-03,34.55917161986489,19.970092952306526,16.465407765312335,12.582000165315337,11.307569188226543,5.115758308974368
2025-03-04,34.04874802429082,20.098161550619746,16.571000748689794,12.753439057407112,11.380084851509856,5.148565767482663
2025-03-05,34.050808104490145,20.099377566686584,16.572003357963442,12.754210689516954,11.374723005831058,5.148877275511825
2025-03-06,33.85872162258512,20.157919887135066,16.62027169502196,12.791359157760601,11.40785351830642,5.163874119190831
2025-03-11,33.912224324057405,20.031755437548906,16.646534630900018,12.811571742218778,11.425879921902895,5.172033943372003
2025-03-13,33.924271770916405,20.028103756029015,16.643500056967074,12.809236261440887,11.423797045307813,5.171091109338803
2025-03-14,33.88926406203762,20.007436016116426,16.62632501460646,12.899211630536229,11.412008407250875,5.165754869452391
2025-03-17,34.05777895573814,19.967437810003407,16.593086214077466,12.837075460982167,11.389193896482526,5.155427662716292
2025-03-18,34.04952796263069,19.962600407307303,16.5890662972132,12.86424856344682,11.380378084141512,5.154178685260472
2025-03-20,34.05352208637723,19.961391422839622,16.58806162231727,12.863469472727962,11.379688860289942,5.153866535447973
2025-03-21,34.14731634476881,19.885519498638754,16.52501150084088,12.977473434942949,11.330402190061765,5.134277030746838
2025-03-24,34.157620380358935,19.89152000241402,16.529997963171116,12.951214176329032,11.333821166424007,5.135826311302892
2025-03-25,34.30004147343815,19.883120310673753,16.523017758172152,12.837160200580627,11.323002676921917,5.1336575802133995
2025-03-27,34.41571699725497,19.939654716082245,16.5699982607249,12.571177942966901,11.355197785827178,5.148254297143808
2025-03-28,34.37809778208262,19.95293263009739,16.581032303955322,12.579549152106303,11.356705586790868,5.1516825449675
2025-03-31,5.15011111111111,2.929777777777778,2.4346666666666668,1.841777777777778,1.663111111111111,0.7564444444444445
2025-04-01,34.84908881685331,19.83167743439707,16.480268353402177,12.467001105603984,11.251588835656104,5.12037545408735
2025-04-03,34.774522427281696,19.854375145888394,16.499130316926067,12.48126981258518,11.264466481435466,5.126235815883199
2025-04-09,34.87078072952305,19.826905580076847,16.47630290771556,12.464001323397824,11.242866058605468,5.119143400681249
2025-04-10,34.94332479512045,19.806650792100776,16.459471031421124,12.451268337752671,11.22537126202799,5.113913781576991
2025-04-11,34.94368279267314,19.786437345699856,16.44267351027667,12.438561341107434,11.279950173716635,5.108694836526268
2025-04-14,35.04327301337529,19.757970851597918,16.419017646397663,12.420666142145292,11.257727323817017,5.101345022666816
2025-04-16,35.10162829870859,19.7402208497099,16.404267265581137,12.409507767172002,11.247613700168445,5.096762118659929
2025-04-17,35.01030927835052,19.76982193064667,16.42886597938144,12.42211808809747,11.264479850046861,5.104404873477039
2025-04-22,35.02020497364732,19.768636183021822,16.42788061447111,12.421373038543143,11.257806467091008,5.104098723225598
2025-04-23,35.109720215322646,19.74140319090793,16.40524979972598,12.404261531665755,11.242297872977607,5.097067389400077
2025-04-25,35.12526291364456,19.736674675708652,16.40132036916444,12.401290428820575,11.239605086864422,5.0958465257973495
2025-04-29,35.278840180529464,19.585800145201972,16.4003383056277,12.400547875485564,11.238932091881413,5.095541401273886
2025-04-30,5.2283333333333335,2.8533333333333335,2.4346666666666668,1.8408888888888888,1.6684444444444442,0.7564444444444445
