date,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF COMMUNICATIONS TRUSTEE LTD,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,20.995962314939433,33.54384511854229,21.171963971425615,1.977430375815302,0.0,9.183145253131794,4.793456879594161,0.0,0.0,8.334196086551403
2024-03-04,19.75645396980029,32.362396492937165,20.613735996103262,1.860691670725767,0.0,8.69946419873356,4.851436921578179,3.9162201656113007,0.0,7.9396005845104725
2024-03-05,18.89323644494131,31.432830258990123,20.29998136761692,1.7980249673933295,3.092975591578163,8.337991429103782,4.713992919694429,3.819638531768213,0.0,7.611328488913732
2024-03-06,18.95858651958493,31.354585397775075,20.145835280919886,1.8042441806113863,3.1036739272693277,8.404225483780499,4.730298214452651,3.84219874731233,0.0,7.656352248293914
2024-03-07,18.986986237243702,31.233030615110945,20.147926224136317,1.8069469150828572,3.10832319071248,8.472989420466249,4.737384140061792,3.829229472895796,0.0,7.677183784289861
2024-03-08,18.849335440096663,30.430337391950925,18.496142764197415,1.793847011804071,6.013570034389813,8.392973324658426,4.619388418998048,3.7828794497629894,0.0,7.621526164141648
2024-03-11,18.861607142857142,30.459449404761905,18.51748511904762,1.795014880952381,6.0174851190476195,8.37983630952381,4.631696428571429,3.7109375,0.0,7.626488095238096
2024-03-12,18.757478140819146,30.013805798435346,19.420156465715603,1.8131615278416935,5.9549010584445465,8.25586746433502,4.583525080533824,3.635526921306949,0.0,7.565577542567878
2024-03-13,18.436764971955853,29.54586574995477,20.21892527591822,1.7821603039623668,6.21494481635607,8.114709607381943,4.640853989506062,3.5914601049393884,0.0,7.45431518002533
2024-03-14,18.219202574646882,29.61737886644019,20.346862149114965,1.841587698909351,6.141605578401573,8.054711246200608,4.675487216163061,3.6027176828178082,0.0,7.50044698730556
2024-03-15,17.98974540311174,29.535007072135784,20.694837340876944,1.82991513437058,6.073196605374823,8.132956152758133,4.738330975954738,3.58026874115983,0.0,7.425742574257425
2024-03-18,17.883821073908077,29.387468143070567,20.59056156076984,1.8367167589419104,6.037437384655945,8.419017488355744,4.710431496616574,3.7349503471306793,0.0,7.399595746550664
2024-03-19,16.685120517843455,29.503449450643043,22.195724384635042,1.8056383612980156,5.851290350055362,8.236095732901799,4.590750361979389,3.6964483434119755,0.0,7.435482497231923
2024-03-20,16.603101957793033,29.527926095431816,22.128993982540894,1.8306636155606408,5.822527332824816,8.19560979744046,4.720739045681838,3.7121789982201885,0.0,7.458259174506314
2024-03-21,20.404897175322077,28.262783067936304,21.20508922141314,1.736416740017604,5.497319356645595,7.7618628470833,4.457069696727214,3.5928622869488676,0.0,7.081699607905898
2024-03-22,20.15650936684847,28.187495059679073,21.350090901904988,1.7468974784602007,5.430400758833294,7.7148051537427875,4.402814006797882,3.754643901667852,0.0,7.256343372065449
2024-03-25,20.119930566514125,27.994319078428276,21.43758876439956,1.7437273157645574,5.420545999684393,7.70080479722266,4.521066750828467,3.8109515543632635,0.0,7.251065172794697
2024-03-26,20.565325624347548,27.42311089697262,21.601220589416208,1.7666425760860835,5.5167429535051795,7.604593270697824,4.713723600738778,3.7501003774190957,0.0,7.05854011081667
2024-03-27,20.547175866495508,27.46309370988447,21.437740693196407,1.7008985879332479,5.5118741976893455,7.790436456996148,4.709563543003851,3.770860077021823,0.0,7.068356867779205
2024-03-28,20.613329040566644,26.851255634256276,20.218931101094658,1.7063747585318738,5.5296200901481,7.751126851255634,6.471345782356728,3.766902768834514,0.0,7.09111397295557
2024-04-02,20.50953372856914,26.814613042781605,20.525556801794583,1.698445761897132,5.503925652940234,7.699086684826149,6.441275436628745,3.749399134754046,0.0,7.058163755808364
2024-04-03,20.46526500919338,26.772723638979933,20.665121112798783,1.6947797585738267,5.492045727076505,7.690462866735951,6.427372291949796,3.741306259493165,0.0,7.050923335198657
2024-04-05,20.403283653462978,26.699609468398823,20.594564437714194,1.6896469275524029,5.475412449191042,7.667171435402885,6.718737546823942,3.729975292898701,0.0,7.021598788555034
2024-04-08,20.374054914444887,26.93991245523279,20.588937524870673,1.7111022682053323,5.467568643056108,7.672105053720653,6.510147234381218,3.724631914046956,0.0,7.011539992041385
2024-04-09,21.936425061425062,26.819717444717444,19.924754299754298,1.6507985257985258,5.27487714987715,7.4324324324324325,6.480343980343981,3.7162162162162162,0.0,6.76443488943489
2024-04-10,22.029454853882335,26.83321767291233,20.040095612614696,1.657799367723032,5.297247281980106,7.494795281054822,6.476983576220217,3.685712082658647,0.0,6.4846942709538125
2024-04-11,21.98030466225573,26.75026927219572,20.28773657485767,1.654100630866287,5.285428527465764,7.462686567164178,6.454839206031697,3.6697953531312506,0.0,6.454839206031697
2024-04-12,22.08223836759932,26.74292780955325,20.157675065697944,1.6540423558509816,5.30993971247488,7.605503168959654,6.477044365435153,3.6636265265110524,0.0,6.307002627917761
2024-04-15,22.07541338278473,26.78102302580745,20.166898470097358,1.5917168907433161,5.30829856281873,7.672693555864626,6.428681811157472,3.6702209859372585,0.0,6.30505331478906
2024-04-16,22.066888082181197,26.770680466517337,20.205453000695144,1.6219973739090139,5.306248551788059,7.623387657372365,6.433922916505755,3.6688035838418167,0.0,6.30261836718931
2024-04-17,22.07040296433534,26.663578817353713,20.19453450671607,1.6211208893006022,5.45777366064536,7.634707426277599,6.40728732437857,3.651381812567547,0.0,6.299212598425196
2024-04-18,22.05507984262902,26.62963820103371,20.249942143022448,1.581424053074134,5.45398441718738,7.667978091491168,6.40283884903186,3.6874180359484683,0.0,6.27169636658181
2024-04-19,22.14733906576807,26.640328453017275,20.311410643736927,1.5880393523898055,5.4767991323882566,7.475404756371523,6.375397009838098,3.7028429777674488,0.0,6.282438608722598
2024-04-22,22.186869470743442,26.509390035697656,20.277820890889338,1.5908738165450877,5.4865745770603755,7.40338351699519,6.386776346422474,3.8646593201924566,0.0,6.293652025453982
2024-04-23,22.252554402932688,26.378597613290694,20.193432649559316,1.5989392403088682,5.51439045316278,7.729506278761407,6.403556664846735,3.619062475625926,0.0,6.309960221511582
2024-04-24,22.438065277231615,26.386158081006684,20.322453794730635,1.5729453401494298,5.560361777428234,7.290601651592607,6.409752261108927,3.649233189146677,0.0,6.3704286276051905
2024-04-25,22.38173687926571,26.40621322664156,20.24005648387856,1.5689966266572528,5.546403075233388,7.437044010355377,6.377971287361732,3.6479171569781124,0.0,6.393661253628305
2024-04-26,22.46279820486576,26.344382332099837,20.195260215731047,1.5668057633257224,5.566490827493898,7.487599401621919,6.401070781828203,3.5902684827966302,0.0,6.385323990236989
2024-04-29,22.476775310974652,26.436781609195403,20.1936702881436,1.5588096362777515,5.5660525901432845,7.573610455046449,6.243111321051803,3.5584947252401196,0.0,6.392694063926941
2024-04-30,22.489168964159116,25.301299724300907,20.338716029933043,1.5596691610870421,5.5691217014572665,7.435998424576605,6.2386766443481685,3.5525797558093735,0.0,7.514769594328476
2024-05-02,22.249064837905237,24.92986284289277,21.056733167082296,1.5663965087281795,5.509663341645886,7.45791770573566,6.172069825436409,3.5458229426433916,0.0,7.512468827930174
2024-05-03,22.407974256337805,25.445412448002514,20.069068361981007,1.5775841770661645,5.549014990974021,7.566125107919315,6.216152578290559,3.5946942940114592,0.0,7.573973785417157
2024-05-06,22.27336557965361,25.542206272429397,20.08113590263692,1.568107349040412,5.515681073490404,7.583086284911842,6.210017163364019,3.690123264159775,0.0,7.5362771103136215
