date,KINGSTON SECURITIES LTD,GLOBAL MASTERMIND SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,KGI ASIA LTD,BOCI SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD
2024-03-04,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,64.70292076526943,0.0,0.0,35.297079234730575,0.0
2024-03-11,0.0,0.0,0.0,0.0,64.64717563822877,0.0,0.0,35.352824361771226,0.0
2024-03-13,0.0,0.0,40.59754331680888,0.0,38.39870224588694,0.0,0.0,21.00375443730418,0.0
2024-03-14,0.0,0.0,40.59822849467243,0.0,38.39825933590918,0.0,0.0,21.003512169418386,0.0
2024-03-18,0.0,0.0,27.35532012035369,32.619424209744935,25.872968233970976,0.0,0.0,14.1522874359304,0.0
2024-03-25,0.0,0.0,27.354376914363797,32.6182994984944,25.87207613917892,0.0,0.0,14.155247447962887,0.0
2024-03-27,0.0,0.0,27.35329275555995,32.6172381796176,25.871234325742577,0.0,0.0,14.158234739079873,0.0
2024-03-28,0.0,0.0,27.35612236444179,32.6068194282103,25.873910620515804,0.0,0.0,14.163147586832107,0.0
2024-04-03,0.0,0.0,27.356413470083652,32.60610227484968,25.874185953447064,0.0,0.0,14.163298301619607,0.0
2024-04-09,0.0,0.0,27.34698351569887,32.59486271461078,25.86526693365117,0.0,0.0,14.192886836039179,0.0
2024-04-10,0.0,0.0,21.710554164333118,25.876804000643165,20.5342310758188,20.61352663154918,0.0,11.264884127655733,0.0
2024-04-16,0.0,0.0,21.943389077219063,25.799845691116964,20.473161721543974,20.552221450163643,0.0,11.231382059956358,0.0
2024-04-17,0.0,0.0,18.255560811092973,21.463897407714853,17.032421358786433,17.098194229077617,16.80610161515424,9.34382457817389,0.0
2024-04-22,0.0,0.0,18.46285515535042,21.320845466928606,17.014269503267375,17.079972277850292,16.78819095395518,9.333866642648127,0.0
2024-04-23,0.0,0.0,18.46470396597438,21.320362028298444,17.013883713916073,17.079584998724144,16.787810290812608,9.33365500227435,0.0
2024-04-25,0.0,0.0,18.46840133570902,21.319395216805397,17.013112187696482,17.07881049315752,16.787049016313105,9.333231750318479,0.0
2024-05-03,0.0,0.0,18.468809734868884,21.31988131866373,17.013500102333193,17.079199905776143,16.787431776501176,9.331177161856875,0.0
2024-05-07,0.0,0.0,18.582504220774137,21.282510687650973,16.995133743130506,17.060762622531826,16.76930946185438,9.309779264058182,0.0
2024-05-08,0.0,0.0,18.649795280608704,21.270838141489552,16.985812639711476,17.037823295504342,16.755584803728656,9.300145838957272,0.0
2024-05-09,0.0,0.0,18.830158801367435,21.204041377591913,16.950511361633684,17.002413924710464,16.720762003603706,9.292112531092794,0.0
2024-05-10,0.0,0.0,19.51401687162571,21.05469493785663,16.831123812888958,16.882660810606257,16.49083817873729,9.226665388285156,0.0
2024-05-13,0.0,0.0,19.510646415408925,21.054666602411938,16.832086361152847,16.883626306198455,16.491781266545065,9.227193048282773,0.0
2024-05-14,0.0,0.0,19.508920406838474,21.05280424420874,16.830597504800778,16.882006384673566,16.490322511357572,9.235348948120867,0.0
2024-05-16,0.0,0.0,19.61774320464019,21.049233225762098,16.827742665442543,16.879142825239075,16.487525390119185,9.138612688796911,0.0
2024-05-17,0.0,0.0,19.822830344748485,21.045955470794233,16.829806660196876,16.88191035535629,16.49022871004176,8.929268458862355,0.0
2024-05-20,0.0,0.0,19.8228748075855,21.045778375962037,16.82984440964726,16.88194822167586,16.49026569781488,8.92928848731446,0.0
2024-05-22,0.0,0.0,20.4648952439598,21.02725810211821,16.815034155464804,16.867092116166365,16.475754272719303,8.349966109571518,0.0
2024-05-23,0.0,0.0,20.689385422024156,21.025373355960497,16.813526965565746,16.86558026013153,16.474277493654235,8.131856502663831,0.0
2024-05-24,0.0,0.0,21.01562150191419,21.01548397924896,16.805618649304392,16.857647460374427,16.46652874487214,7.8390996642858966,0.0
2024-05-27,0.0,0.0,21.117150207389816,20.98727980997793,16.783064397707932,16.835023382672805,16.444429574351716,7.833052627899803,0.0
2024-05-28,0.0,0.0,21.293198529239458,20.940441043370875,16.74560846995584,16.797451494453615,16.407729401399667,7.815571061580544,0.0
2024-05-29,0.0,0.0,21.292248134875706,20.939506393881047,16.74486105138997,16.79670176194143,16.40699706362882,7.819685594283023,0.0
2024-05-31,0.0,0.0,2.4978706405935243,2.456459725469217,1.9644002143942325,1.9704818356515903,1.924764167970365,0.9173621452479648,0.0
2024-06-04,0.0,0.0,21.29223601789531,20.93949559348074,16.744851522234022,16.796692203284,16.406987726744315,7.819736936361613,0.0
2024-06-05,0.0,0.0,21.3955782308218,20.90963083236654,16.72096933326859,16.772736077028693,16.383587412879283,7.817498113635091,0.0
2024-06-06,0.0,0.0,21.393672389807886,20.907768277795853,16.71947431881469,16.771242022136306,16.382128021947675,7.825714969497589,0.0
2024-06-12,0.0,0.0,19.820539509421188,19.372070796393963,15.491411416040155,15.539376727324864,15.178843558056505,7.2509080073604775,7.34684998540285
2024-06-13,0.0,0.0,19.820562548595415,19.371977075387644,15.491429423084133,15.539394790123188,15.17886120177509,7.250916435735134,7.346858525299392
2024-06-18,0.0,0.0,19.820568958294263,19.371376090060902,15.487667636617239,15.539472656343714,15.178937261400943,7.255082057672961,7.346895339609978
2024-06-19,0.0,0.0,19.82003313457885,19.367362016590825,15.48724894734381,15.53905256658788,15.178526918258095,7.261079690943507,7.346696725697033
2024-06-21,0.0,0.0,19.818805604308366,19.36616252196973,15.48628976292871,15.538090173776995,15.17758685417611,7.266823366100795,7.346241716739296
2024-06-24,0.0,0.0,19.83607261982694,19.292346324793634,15.493326542302821,15.54515049061994,15.184483362749774,7.299040901191228,7.349579758515665
2024-06-25,0.0,0.0,19.83566293432757,19.291947869177463,15.493006549966484,15.54482942793462,15.184169749124315,7.300955505934232,7.349427963535316
2024-06-26,0.0,0.0,19.83484361409551,19.29115100732025,15.492366604946053,15.54418734234886,15.18354256073522,7.304784478169625,7.34912439238448
2024-06-27,0.0,0.0,19.834433979360732,19.29075260107716,15.492046652260324,15.543866319446774,15.183228985969976,7.306698845671813,7.348972616213216
2024-07-04,0.0,0.0,19.96212861943521,19.22703587439872,15.475764896910793,15.527530102917106,15.167271790299552,7.299019687088815,7.341249028949805
2024-07-09,0.0,0.0,19.958208848593884,19.22549971438633,15.474528447811146,15.526289517993296,15.166059988513073,7.308750988945564,7.340662493756707
2024-07-10,0.0,0.0,19.950327838534843,19.22541071744082,15.47445681452278,15.526217645097265,15.165989783159015,7.316968688219876,7.340628513025404
2024-07-11,0.0,0.0,20.01255093023168,19.227716099255456,15.47631240719936,15.458320465588793,15.167808386546005,7.315782959404145,7.34150875177456
2024-07-12,0.0,0.0,20.011312351803166,19.226526094319397,15.47535457694737,15.457363748859551,15.16686964963331,7.321519193245115,7.34105438519209
2024-07-15,0.0,0.0,20.053328297569468,19.20156997256686,15.455267493555839,15.437300017647921,15.147182981135614,7.373825575624713,7.331525661899585
2024-07-17,0.0,0.0,20.09999324404803,19.09292091805109,15.467395222149113,15.449413647185878,15.158952868889283,7.394045398986904,7.3372787006897076
2024-07-19,0.0,29.75364842019463,14.119244925859196,13.410258251670134,10.865075368682337,10.85244420717019,10.648409965947762,5.196845731868867,5.154073128606887
2024-07-22,0.0,29.701380158272034,14.094441635132899,13.562370531737267,10.84598868065138,10.83337970831244,10.62970389423181,5.187716428126059,5.145018963536112
2024-07-24,0.0,29.700521298200016,14.096925723537227,13.561978355398338,10.845675052578553,10.83306644484701,10.62939652035883,5.187566417504287,5.144870187575736
2024-07-25,0.0,29.700453579196,14.09712158779744,13.561947433258705,10.845650323776487,10.83304174479334,10.629372284685038,5.187554589535762,5.144858456957226
2024-07-29,0.0,29.700560933499087,14.096811086019393,13.561996453837175,10.845689526114894,10.833080901557182,10.629410705271807,5.187573340303531,5.144877053396928
2024-07-30,0.0,29.700387921686705,14.09731148957867,13.561917452447561,10.845626347765984,10.833017796656076,10.629348786791049,5.187543121632999,5.144847083440958
2024-08-05,0.0,29.69995851413354,14.097107670960243,13.558829778957774,10.84546954193958,10.832861173123828,10.62919510790085,5.191805513628825,5.144772699355358
2024-08-07,0.0,29.700055301512073,14.097153611162339,13.558873964998963,10.845504885577029,10.83257059178803,10.62922974673477,5.191822432886314,5.144789465340485
2024-08-08,0.0,29.70020048376268,14.096896636549285,13.558777301861927,10.845557901465122,10.832623544449648,10.62928170540896,5.191847811979312,5.144814614523066
2024-08-12,0.0,29.70019760672707,14.096895270993738,13.55878567535678,10.84555685086426,10.832622495101724,10.629280675758606,5.1918473090490025,5.144814116148826
2024-08-13,0.0,29.700627021194,14.097099088182038,13.558981712393303,10.845713659215345,10.831333286107697,10.629434357123143,5.191922374352409,5.144888501432062
2024-08-15,0.0,29.701056448078322,14.094411208782459,13.559177755098636,10.845870472100867,10.831489891074412,10.62958804293169,5.193443293067316,5.1449628888663
2024-08-19,0.0,29.701153242612975,14.094131245963432,13.559221943907321,10.845905818351497,10.831525190459315,10.629622684326685,5.1934602182877265,5.144979656091046
2024-08-21,0.0,29.700723812929702,14.093927468074153,13.559025899924205,10.845749004443892,10.831368584471866,10.629468997516431,5.194830964467792,5.144905268171959
2024-08-28,0.0,29.700772209034128,14.093950433547647,13.558885047922223,10.845766677144555,10.83138623374023,10.629486317797745,5.194839429230584,5.144913651582889
2024-09-03,0.0,29.694955414380225,14.090537080153261,13.556229586659985,10.843642570835764,10.829264943792095,10.627404569257607,5.214059797080092,5.1439060378409724
2024-09-11,0.0,29.694102291224233,14.09013226515032,13.555822053170088,10.84333103770014,10.814498696603593,10.627099248545736,5.231256151948515,5.143758255657371
2024-09-13,0.0,29.689810591362797,14.088095812992352,13.553862825069618,10.841763846954464,10.812935673007106,10.62556330986252,5.244953114424509,5.143014826326638
2024-09-17,0.0,29.676085484529086,14.127811460878542,13.547597099166412,10.836751879410668,10.80793703224982,10.620651288239902,5.242528459622089,5.140637295903482
2024-09-20,0.0,29.676085784627006,14.127810592500358,13.547597236165807,10.836751988996776,10.807937141544539,10.620651395640703,5.242528512636894,5.140637347887918
2024-09-23,0.0,29.675657079500795,14.127606500058143,13.547401525571587,10.836595439674104,10.807781008485415,10.620497968139176,5.24389739309061,5.140563085480166
2024-09-24,0.0,29.675723485114126,14.1274143422588,13.547431840772525,10.836619688868137,10.80780519320101,10.620521733769017,5.243909127429691,5.14057458858669
2024-09-26,0.0,29.672747013579965,14.12591604044399,13.546073034971032,10.835532777202896,10.806721171626258,10.619456496702957,5.253494475905727,5.14005898956718
2024-09-30,0.0,5.378109780495331,2.5600097381340556,2.4682815715587303,1.9639127034407282,1.9586906733512128,1.9247494282320685,0.9532297144601718,0.9316225933332966
2024-10-02,77.80043123970155,6.574996957214417,3.153739972744698,3.017840507307928,2.400977402169773,2.394593220115036,2.353098421293378,1.165369010285386,1.1389532691678286
2024-10-03,77.7756070473382,6.572899038389887,3.184715802673648,3.016787997602043,2.400211309695197,2.3938440112629724,2.3523476058167887,1.1649973298571463,1.138589857364113
2024-10-04,77.76569357346077,6.572061240198527,3.184309870812549,3.0157275566962074,2.3999053727437247,2.393524041207704,2.3520477696930193,1.1782858453413416,1.1384447298461595
