date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,DBS BANK LTD
2024-03-01,56.5874347418335,1.2227745271834674,5.2214803802780585,3.0008906647501887,2.113837551287204,0.9988974822575207,0.9497863497361165,1.5776667636551531,0.0,0.0
2024-03-04,56.55592026735954,1.2286765312368948,5.207337842263242,2.971603361617144,2.0937930092189605,1.0503451402326798,0.9407663058054069,1.5680899268892143,2.902115615780565,0.8488028376648407
2024-03-05,56.515699724434654,1.2148680689232159,5.213573922017807,2.9838528039921814,2.091120403609861,1.066826208155458,0.9340847917826588,1.561074337165329,2.9024496914817024,0.0
2024-03-06,56.41458614555707,1.2168725231300404,5.202438065313228,2.988307146674013,2.0998063718394335,1.0759576106532136,0.9370914730928955,1.5661968312494359,2.9031178428839772,0.0
2024-03-07,56.412470332783194,1.2196564873061853,5.203551650983685,2.9899775251797003,2.057378757794984,1.0780734234270837,0.9379823416292619,1.561631130000558,2.9017815400794276,0.0
2024-03-08,56.359686372003495,1.216428480843945,5.249376202436583,2.990757035149021,2.0123898967084815,1.0863139573884728,0.9491181983338417,1.566642265517619,2.9031178428839772,0.0
2024-03-11,56.48429660852774,1.1988338272507089,5.2286145111965645,2.990645676581975,1.9842161792458943,1.1169375633260676,0.940654947238361,1.573212420973321,2.898886217336237,0.8822104077785803
2024-03-12,56.59198034286103,1.1822414007608848,5.2171445787908475,2.993095565056983,1.975418852449276,1.1373161810954486,0.9461115170236052,1.5335687711050168,2.89164791047826,0.0
2024-03-13,56.58325745926648,1.176116679573366,5.214891293865959,2.9682626046057696,1.9881137290924973,1.1395433524363647,1.1387618380128373,1.5242146514731696,2.8939864403862217,0.0
2024-03-14,56.51967171748332,1.1833549864313428,5.2231318278273475,2.960356146345518,1.9953829936321128,1.158697025968242,1.1485613919128677,1.5119652090981317,2.8951000260566797,0.0
2024-03-15,56.51878084894696,1.2136667883812093,5.2271407362409965,2.960912939180747,1.9927103880230137,1.1607014801750664,1.1491181847480965,1.5077335835503913,2.8945432332214507,0.0
2024-03-18,56.46800134237407,1.2134440712471177,5.299316677886061,2.956792672200052,1.995828427900296,1.1984520344035923,1.1496749775833255,1.5163081932129179,2.887750360631657,0.0
2024-03-19,56.40129756071364,1.2096578799675606,5.292523805296267,2.942650134185236,1.995271635065067,1.199788337208142,1.158806380081081,1.5170877031822385,2.887639002064611,0.0
2024-03-20,56.36699912206353,1.2078761428948277,5.2919948521028,2.949665723909121,2.004625754696914,1.2543540350605833,0.0,1.5087358106538036,2.887750360631657,0.0
2024-03-21,56.334705137620254,1.2075420671936903,5.282529373903907,2.9511133852807165,2.0097482487810208,1.2934408920936586,1.1591404557822185,1.5097380377572156,0.0,0.0
2024-03-22,56.25831794904522,0.0,5.283977035275502,2.9634741862228005,2.0061847746355554,1.3096992428823455,1.1596972486174475,1.50962667919017,0.0,0.0
2024-03-25,56.18677457974026,1.2101033142357438,5.302629595255674,2.9601334292114263,1.9911513680843724,1.3174943425755514,1.1536282067134516,1.5190921573890628,0.0,0.0
2024-03-26,56.19969217351757,1.2153371668868962,5.306304427968185,2.964253696192121,1.997944240674166,1.3029063702925516,1.161757382107795,1.5513861418323445,2.894877308922588,0.0
2024-03-27,56.19309863276278,1.2280320435301173,5.342518233971479,2.9884185052410595,1.9911513680843724,1.3047994659323303,1.1500647325679858,1.5873549589881373,2.895545460324863,0.0
2024-03-28,56.152118680089934,1.2216846052085066,5.338397966990784,2.9699329831114567,1.9864743082684488,1.2939976849288877,1.1571916808589169,1.5911411502676946,2.8896434562714357,0.0
2024-04-02,56.126394851102354,1.211328425511098,0.0,2.9325165045840684,1.9797927942457012,1.2972270833732158,1.1933832151488017,1.6134128636768545,2.891759269045306,0.0
2024-04-03,56.087909386010615,1.2210166208440825,5.339845628362379,2.929398464706786,1.9905945752491434,1.2928840992584298,1.2086393388340761,1.6159741107189078,2.891202476210077,0.0
2024-04-05,56.07079953193901,1.2156714096258843,5.340179704063517,2.9268372176647324,1.9974988064059829,1.238429759973034,1.223672745385259,1.6444819038826324,2.8907570419418938,0.0
2024-04-08,56.07881734876631,1.2421747485827843,5.340736496898746,2.924387329189725,1.9866970254025407,1.208028871169531,1.2150981357227324,1.6506066250701512,2.8910911176430307,0.0
2024-04-09,56.07981957586971,1.2389453501384562,5.322794961369162,2.935857261595442,2.0115299858537536,1.224175863391172,1.21754802419774,1.6566199876906245,2.889977531972573,0.0
2024-04-10,56.093293962482264,1.2399475772418682,5.3225722442350705,2.9363026958636254,1.971997694552495,1.1672716356307686,1.218104817032969,1.6553950434531208,2.8909797590759854,0.0
