date,SOOCHOW SECURITIES INTERNATIONAL,CHINA SUNRISE SECURITIES (INTL) LTD,MONMONKEY GROUP SECURITIES LTD,THE CORE SECURITIES COMPANY LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,DBS BANK (HONG KONG) LTD,BOCOM INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD
2024-07-31,0.0,79.29496480875198,0.0,0.0,0.0,0.0,20.705035191248015,0.0,0.0,0.0
2024-08-06,0.0,75.68101203682758,0.0,0.0,0.0,0.0,19.783640310137212,4.535347653035196,0.0,0.0
2024-08-07,0.0,75.59821609666109,0.0,0.0,0.0,0.0,19.850995296367483,4.550788606971421,0.0,0.0
2024-09-04,28.595695993925897,36.170072561509336,22.88547900917938,0.0,0.0,0.0,9.225161110110035,2.5209045142320976,0.03265646968400784,0.5700303413592439
2024-09-05,28.55290379418548,31.317853651265203,22.88908000565975,0.0,0.0,4.79809198953529,9.135077568241593,2.703752377880168,0.032607600715271017,0.5706330125172427
2024-09-09,28.528069924357986,31.32377598048969,22.905533002188626,0.0,0.0,4.79391885209374,9.13731335295069,2.7211810440017548,0.02734329094541465,0.5628645529720994
2024-09-10,28.543762562276587,31.377969324906967,23.200156466374573,0.0,0.0,4.7965558770644625,8.616710352683823,2.8583053783569983,0.04307482038090947,0.5634652179556806
2024-09-11,28.531804701450724,31.368606141641663,23.202946945325458,0.0,0.0,4.794546452150832,8.613100547461077,2.881254651149936,0.044511395790094735,0.5632291650302182
2024-09-12,28.526327362970488,31.36258421364626,23.21303601938579,0.0,0.0,4.793626028292178,8.611447064004407,2.8868097622384297,0.04304850927084552,0.5631210401916008
2024-09-13,28.52972970457055,31.366324836250705,23.2219136064641,0.0,0.0,4.7941977651668095,8.60171074234954,2.879881497754811,0.04305364367640881,0.5631882037670775
2024-09-16,28.533796982440336,31.353339838851678,23.22522418726117,0.0,0.0,4.79488123937689,8.602937026233299,2.880001117226764,0.04305978152397877,0.5667598270858827
2024-09-17,28.536785925658233,31.230341005178776,23.33008023343174,0.0,0.0,4.795383507889204,8.603838192323964,2.893687647706157,0.04306429207832347,0.566819195733609
2024-09-19,28.54276569105606,31.002310243125585,23.598938533795963,0.0,0.0,4.796388360658696,8.559075343960801,2.8852718944866735,0.04307331602251687,0.5721766168937038
2024-09-20,28.549329706579975,31.03010818546279,23.604365611205363,0.0,0.0,4.797491392088756,8.535135531664421,2.8646849160983368,0.04250101594894289,0.5763836409514173
2024-09-23,28.55556416114081,31.00514723994617,23.630193025865477,0.0,0.0,4.798539043378555,8.548063714200362,2.8449288418389838,0.0425102971003901,0.5750536765292498
2024-09-24,28.571370304723214,31.001674585111928,23.64055036399211,0.0,0.0,4.801293054725255,8.547725675689849,2.8491836251912606,0.04253469490970409,0.5456676956566833
2024-09-25,28.58002967839853,31.034384278142312,23.600796397559982,0.0,0.0,4.802748224366828,8.547110669186106,2.845384402870855,0.04283900809336689,0.5467073413820156
2024-09-26,28.59686333467658,31.022871542282232,23.61421570828651,0.0,0.0,4.80547904622887,8.526602404664,2.84146211315812,0.048695116667084606,0.5438107340366036
2024-09-27,28.654347456423757,31.04578887180647,23.66168393705177,0.0,0.0,4.815138802941137,8.381001466127431,2.1070980084858917,0.7839019324950286,0.5510395246685144
2024-09-30,28.690476469087667,31.006824420942262,23.661971171736226,0.0,0.0,4.821210000725505,8.342129097636494,2.1047815412987463,0.8211655343339052,0.5514417642391917
2024-10-02,28.652087182417674,31.549636973646844,23.55639617025603,0.0,0.0,4.230457753268289,8.332135515815281,2.0803460933035574,0.8957337830115587,0.7032065282807637
2024-10-03,28.66707861969623,31.56614447625356,23.56872142368161,0.0,0.0,4.232671226990601,8.272188318267037,2.0913728968034278,0.8967870586729071,0.7050359796346324
2024-10-04,28.68315796922692,31.376636015231558,23.619033248707066,0.0,0.0,4.234354521481445,8.219918344717234,2.2100497639880436,0.9483171537501951,0.7085329828975403
2024-10-07,28.683452682011605,31.428160361578538,23.6195167255807,0.0,0.0,4.23444119786927,8.16130903782585,2.216235943096297,0.9483365656121406,0.7085474864255987
2024-10-08,28.697886921758997,31.443975807735157,23.63140266451957,0.0,0.0,4.236572075909784,8.116556347192706,2.215888344833397,0.9488137925869059,0.7089040454634823
2024-10-09,28.71090697172054,31.458241740872417,23.654125012220458,0.0,0.0,4.238494181890773,8.06140495175919,2.21133227295851,0.9562691978285928,0.7092256707495195
2024-10-10,28.71998599253599,31.40289553957138,23.702596709768507,0.0,0.0,4.239834487055686,8.06395414546564,2.2108603522596115,0.949837233502434,0.710035539840753
2024-10-14,28.724191187710517,31.441755968539503,23.706067256214233,0.0,0.0,4.24045528580992,7.9872391591714,2.242810899074681,0.9470478988363084,0.7104323446434396
2024-10-15,28.73008053022124,31.36999790868633,23.667285469001985,0.0,0.0,4.24132470954465,7.917994728952276,2.2409275356885314,1.1218111127839017,0.7105780051210824
2024-10-16,28.746455378505203,31.175085252616192,23.71071902918107,0.0,0.0,4.243698808866506,8.033498504782235,2.2524391802150627,1.1271280916894963,0.7109757541442325
2024-10-17,28.74721361076773,31.080658897894036,23.71134443610164,0.0,0.0,4.24381074299219,8.118115354609243,2.252791664541889,1.1350707858628735,0.710994507230398
2024-10-18,28.800051205832766,31.237906879374442,23.493024673342607,0.0,0.0,4.2516108990910375,8.106024260524942,2.262217318258931,1.136863443087242,0.7123013204880292
2024-10-21,28.79573927920967,31.154553877262963,23.569944797573488,0.0,0.0,4.250974350423266,8.10481063136968,2.272447049235961,1.139335339769115,0.712194675155855
2024-10-22,29.120378705243205,31.407271696066214,23.008073255883733,0.0,0.0,4.259727973284477,8.072373367786756,2.2738905892029466,1.144623183340923,0.7136612291917448
2024-10-23,29.057039751883156,31.399719735515802,22.958029013890528,0.0,0.0,4.2504627534136326,7.991999488079954,2.4855714278166317,1.1450688655746097,0.7121089638256866
2024-10-24,29.05797799142389,31.333219047797968,23.052410094074215,0.0,0.0,4.250599999060666,7.992257546367834,2.4577652324614756,1.1433445896757892,0.7124254991381618
2024-10-25,29.083456286970556,31.58395427123602,22.829126468025297,0.0,0.0,4.254283986765076,7.976562128164404,2.421114297818682,1.1413975641959009,0.710104996824065
2024-10-28,29.095728358745916,31.613472488222506,22.83899017474308,0.0,0.0,4.256122121465429,7.978538920691354,2.3818929344445974,1.140127186345985,0.6951278153411329
2024-10-29,29.11986473034319,31.550270751113718,22.899413784420457,0.0,0.0,4.259652789054171,7.985157520432826,2.355628822697439,1.1348954766561001,0.6951161252821059
2024-10-30,29.16270869230098,31.44615544173351,23.09964195554969,0.0,0.0,4.266480298126807,7.909564901744023,2.2854502898062226,1.1325895877185332,0.697408833020231
2024-10-31,29.190021652822267,31.475925022605406,23.0548587317026,0.0,0.0,4.270519307935455,7.898472977619912,2.2669696842793194,1.1413296401832969,0.7019029828517434
2024-11-01,29.197808084693644,31.47131842950495,23.070805377838717,0.0,0.0,4.271615310367938,7.888700355643451,2.268141473878968,1.1265779170668737,0.7050330510054538
2024-11-04,29.24672905811292,31.546226908999802,23.123204394425187,0.0,0.0,4.278253717073424,7.623531163617411,2.325733930696568,1.1324650215147674,0.7238558055599217
2024-11-05,29.24878320878347,31.54557449622155,23.118885391473807,0.0,0.0,4.278165237795009,7.626327952487679,2.324504050849671,1.1321461555779173,0.7256135068108991
2024-11-06,29.350673530643007,31.655465862153616,22.991000221762885,0.0,0.0,4.293068546077465,7.522742554637276,2.3171849632905346,1.1387583413084958,0.731105980126725
2024-11-07,29.313077398786042,31.654245854409385,22.990114144191313,0.0,0.0,4.292903090389796,7.522452626691988,2.341405626037991,1.1470154178557304,0.7387858416377566
2024-11-08,29.326475087354257,31.80816049814022,22.82628617320432,0.0,0.0,4.294430858310829,7.5251297339009255,2.3268173274312245,1.1474236202594263,0.7452767013987951
2024-11-11,29.68609408588297,31.759923847028247,22.554453580510618,0.0,0.0,4.288758136716383,7.515189425778397,2.3053807618969766,1.142946165132767,0.7472539970536335
2024-11-12,29.77311057658892,31.784598513304868,22.386268654233778,0.0,0.0,4.301114872832497,7.536842130276219,2.3274685727287148,1.1462392126088095,0.7443574674261925
2024-11-13,29.76957359264546,31.778446610130732,22.463797815424844,0.0,0.0,4.300603909283524,7.478032777537212,2.3144212966675397,1.1407571348552537,0.7543668634554398
2024-11-14,29.745367828732967,31.66684570784871,22.595689598379963,0.0,0.0,4.297107070385738,7.472545864712527,2.35912970554353,1.1279594468755139,0.7353547775210532
2024-11-15,29.722523360273655,31.639263762931474,22.622814904079952,0.0,0.0,4.293806888404432,7.466806942965112,2.3926044184661808,1.127389698469217,0.7347900244099737
2024-11-18,29.618066266932843,31.32922725612632,22.54648885484887,0.0,0.0,4.278759383166502,7.360562984080382,2.4905946720279695,1.6606328370345944,0.7156677457825245
2024-11-19,29.61043505398868,31.328391167938264,22.585226936889864,0.0,0.0,4.279492811359966,7.361824668584899,2.49693232677399,1.6307727226516047,0.7069243118127289
2024-11-20,29.628374141305148,31.359074656462898,22.605001549969355,0.0,0.0,4.283239743580642,7.378918996945022,2.5076966035557007,1.5206855833919009,0.7170087247893343
2024-11-21,29.629951735407328,31.360744403543585,22.606205177173297,0.0,0.0,4.283467809208728,7.379311895287486,2.5104924313687906,1.514554513904912,0.7152720341058744
2024-11-22,29.64204062234969,31.349779630351886,22.61429955476276,0.0,0.0,4.285001547647723,7.3819541316275865,2.5238198668253573,1.5059233775295755,0.6971812689054194
2024-11-25,29.6545770918355,31.365321299609068,22.64049623719162,0.0,0.0,4.28659983150102,7.365465761137599,2.537194403181469,1.4514239229475363,0.6989214525961928
2024-11-26,29.652139887560963,31.36027315925035,22.622480348031786,0.0,0.0,4.285990820892562,7.383066423326985,2.54216167802561,1.455065528266335,0.6988221546454062
2024-11-27,30.090151195012325,31.3670761112354,22.633975021395518,0.0,0.0,3.841250563740896,7.380122939904332,2.5413617139143683,1.4390929009485052,0.7069695538486487
2024-11-28,30.097989185195534,31.366662601544192,22.624182584778524,0.0,0.0,3.8422511464237386,7.382045340718438,2.525151465279315,1.4536759560635248,0.708041719996732
2024-11-29,30.09959291352195,31.37721452439085,22.64196519280364,0.0,0.0,3.8424558752832914,7.357276996416975,2.5187735779799136,1.4537534131087055,0.7089675064946752
2024-12-02,30.111002134519754,31.366601991428755,22.6398868538695,0.0,0.0,3.843912354391875,7.385236988550351,2.4963338853234593,1.4469011558625853,0.7101246360537207
2024-12-03,30.542234616487267,30.939987063420045,22.644642099801214,0.0,0.0,3.844367730577952,7.386111894308615,2.4889292729215584,1.4408530560893145,0.712874266394035
2024-12-04,30.563740561572374,30.943173349541425,22.64719089408701,0.0,0.0,3.8448004379027587,7.3531763944821416,2.49542962691775,1.4395342307022438,0.7129545047943007
2024-12-05,30.56611911268885,30.952390826402265,22.62859086064537,0.0,0.0,3.845062387028854,7.300357656799952,2.506559806058423,1.4879162714589638,0.7130030789173254
2024-12-06,30.573117060657363,31.148503668904414,22.4477811468741,0.0,0.0,3.8459054220854836,7.244775151831549,2.530812219528657,1.4935756396361375,0.7155296904822996
2024-12-09,30.581205608811647,31.166815143578063,22.45350242512289,0.0,0.0,3.8468856301022267,7.211651021764166,2.5305681657203856,1.493659946975072,0.7157120579255553
2024-12-10,30.594987698436466,31.114446346622422,22.463621587420562,0.0,0.0,3.8486193133065028,7.232987284529917,2.5441613974623616,1.485141762992841,0.7160346092289301
2024-12-11,30.609557065996047,31.128659748066116,22.473883202489795,0.0,0.0,3.8503774024813704,7.187644050994274,2.552146089139719,1.4813707395759732,0.7163617012567032
