date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BNP PARIBAS,DBS BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,139.45691201367873,111.0478759062569,37.18815523421562,49.06876851607034,25.94873993986866,19.98821090077242,13.01702437028772,9.651294729884652,6.888972387260487,7.844293422161843,420.10024742045744
2024-03-04,139.5909187771127,110.91407068052266,37.188797388651,49.079758511732344,25.342198730859145,20.13518865690502,12.998003163153957,9.667970986606404,6.790548356089585,7.8445035219207,419.5519587735535
2024-03-05,139.24872831193375,110.68360639331591,37.194724968054466,49.05899953590346,25.775070359544245,20.22341474874621,13.059869441111918,9.564804760188743,6.711410231403808,7.843306743639139,419.36393549384167
2024-03-06,139.48675592701133,110.4976648136285,37.19447344110178,49.099823829047025,25.79613928191393,20.238299559248247,13.248092480249717,9.563118693158424,6.7094057216355365,7.8441497771543,419.6779235241488
2024-03-07,139.69080323212464,110.35774199663993,37.20048005489729,49.21715051576363,25.181199549095624,20.21546487683626,14.549174885886687,9.556980355376169,7.491127780269373,7.846784256889173,421.30690750377875
2024-03-08,139.62567428273903,110.16840193809455,37.19630203348575,49.212925600612806,25.4800103416502,20.152484609122407,14.526202222598586,9.551447947932932,7.265768522030854,7.8503671493286005,421.0295846475957
2024-03-11,139.78726773726873,110.19759197355694,37.197248931364456,49.25503275366327,25.5924511222505,20.194867855649086,14.51737671548676,9.54501981737984,7.201333494607401,7.857405952284237,421.3455963535112
2024-03-12,139.65417256968504,110.2169290548109,37.19699404545011,49.265644899069294,26.328360105190825,20.197498910560302,13.528900160364074,9.54501981737984,6.608876280122518,7.858402510105947,420.40079835273883
2024-03-13,137.80795505524884,110.21405101742454,37.1868070392113,49.28832566200277,26.39918381183334,20.202786508974174,13.56334262393589,9.529586047163049,6.612705694003138,7.849815291686138,418.6545587514832
2024-03-14,138.21222025159477,110.20962509146996,37.2019962638467,49.327926502757464,25.901260819190814,20.218069455226146,13.592867501772593,9.378208841597196,6.649736731500444,7.8486561206027945,418.54056757955885
2024-03-15,138.7136880025826,110.22854065596634,37.20288414937935,49.3056708789912,26.461561903341796,20.41251783583944,13.294593879635954,9.394568960750764,6.814913473641552,7.848544813833995,419.677484553963
2024-03-18,139.0214504279663,110.21742835458267,37.20415528585143,49.306449697062824,26.322449254733677,20.411554077290432,13.116807002657893,9.393455629614806,6.869736206580357,7.8483132430652995,419.7117991794057
2024-03-19,139.05393402413125,110.21977304154672,37.2046950907491,49.34830756246838,26.524249348633116,20.43429991187336,13.30093474304783,9.38752805021134,6.7162605720436845,7.84936584944337,420.03934819414815
2024-03-20,139.22141461880048,110.21742835458267,37.19896239698402,49.34324099690426,25.957996316141124,20.419337186633165,13.294468939434529,9.391506114611,6.677975653916564,7.8484495773915794,419.57078015539946
2024-03-21,139.4635113854146,110.22838779027975,37.193292799008596,49.33143859355402,25.760315428893136,20.429004080710317,13.281994546165915,9.391506114611,6.6423920654475905,7.847290406308235,419.5691332103931
2024-03-22,139.74436589340624,110.32681195317463,37.19630611692934,49.32715374398923,25.525780343600047,20.202132762827965,13.395881326830692,9.398355761921671,6.623260341888949,7.8472568166916155,419.58730506126034
2024-03-25,139.99846330797067,110.21711221701447,37.19703020368447,49.23238656827632,25.425722473959567,20.16197762753706,13.38255553557376,9.398092313948183,6.670158823233227,7.844490612969998,419.52798968416766
2024-03-26,139.3398034618842,110.26213547568346,37.19647933397191,49.18899122049749,25.366833684997957,20.153384086365886,13.21876993045665,9.43660840767204,6.7467380777525205,7.841592685261636,418.75133636454376
2024-03-27,139.421495056053,110.14466402430546,37.2063823432953,49.115381419811364,25.434069559551542,20.155515512195386,13.63597931366995,9.433411598237756,6.783909071985743,7.839162114258243,419.1699700133637
2024-03-28,139.19298891177115,110.03262118186909,37.205964844119315,49.03715113684222,25.632093390199017,20.148643208358994,13.634293246639631,9.433411598237756,6.884955925318691,7.837057362536058,419.03918080589193
2024-04-02,139.43630359836672,109.87813509263012,37.20920070971567,49.01398174377992,25.84975568658214,20.186713021215763,13.621489016508209,9.433411598237756,6.900825306759644,7.837186452043067,419.367002225839
2024-04-03,139.30654348454138,109.82175722630383,37.209068985728926,48.97911545828076,25.789304782861734,20.41197921645765,13.619030388295638,9.433411598237756,6.866419199008171,7.836317073730559,419.2729474134464
2024-04-05,139.480598555113,109.64616915197448,37.205996721324105,48.926308168201125,25.900859653789187,20.394700915254486,13.690876338937278,9.432226082357063,6.903523672628088,7.834675595269752,419.4159348548486
2024-04-08,139.86009154092596,109.55683394416491,37.205996721324105,48.93875753391226,26.11134714220036,20.477992955862224,13.703936772222916,9.431620152018043,6.511275721454746,7.836565505169557,419.63441798925504
2024-04-09,138.09493150138638,109.55683394416491,37.20934988713066,48.80251133097967,26.363452231465256,20.443971350428054,13.716561528422396,9.47113734804115,6.567601820254255,7.832890405939407,418.05924134821214
2024-04-10,138.3439578059091,109.30165823704503,37.220478324702725,48.724962258607974,26.611949861767204,20.13365492866537,13.659942475476369,9.477512788999546,6.579666947096058,7.830817465560022,417.88460109382936
2024-04-11,138.54647744208614,109.10594273754124,37.2394755580709,48.646768133873195,26.311358160911848,20.121897838366568,13.663364796375957,9.483766780442163,6.782870757660235,7.826549608389527,417.72847181371776
2024-04-12,138.75047574587637,108.80105439782429,37.23976884152738,48.50797089835133,26.410087198974054,20.097992964424282,13.741658306858733,9.483740435644814,7.181458320867579,7.822516483363409,418.0367235937123
2024-04-15,139.0927034889436,108.6149020597581,37.23971661296664,48.462739054749335,26.30027661707906,20.089607547152166,13.845301637556378,9.519595704836448,7.085992349404988,7.8206448172357685,418.0714798896825
2024-04-16,139.37055574382939,108.38301515349451,37.23971661296664,48.48263273570929,26.360635577456716,20.09130000279584,13.800281276815094,9.515011710097767,7.015025327064896,7.8192737681197455,418.0774479083499
2024-04-17,139.64971608376553,108.22673781562177,37.2395291697335,48.463375940225234,26.414057294072517,20.100352075164867,13.716639179712583,9.515011710097767,7.060709247389403,7.817350597913288,418.20347911369646
2024-04-18,139.70024369266858,107.96916473194318,37.24019042414696,48.379846796441356,26.52115376908265,20.114839210950926,13.851083266782533,9.532886655098885,7.03841937538659,7.81750866669738,418.16533658919906
2024-04-19,140.01941828909182,107.82874696207439,37.23993619685254,48.397186546884335,26.42711766149616,20.12648268931116,13.804862571212045,9.560443313125667,6.923241831375712,7.817909107617081,418.14534516904087
2024-04-22,140.08063813158483,107.67713265333241,37.243728464568896,48.39547400333268,26.49081964493338,20.115534450152957,13.67078283268943,9.573352263826548,7.0147374442918675,7.817961797211778,418.0801616859248
2024-04-23,140.215606348398,107.50814796832051,37.24566546579396,48.49326035868376,26.246532637729697,20.11735632461361,13.824858733433693,9.574533762125647,7.267698344298641,7.8200226189843836,418.3136825623819
2024-04-24,136.71509817372268,107.12330316865012,37.24687857784988,48.55220671102757,26.13172201088389,20.120759413811136,17.48132903048149,9.572113268007238,7.555681161694914,7.817598568318333,418.31669008444726
2024-04-25,136.65163540104538,106.54732686421467,37.249901248173686,48.49619009773492,26.325289092163885,20.091525448399153,17.194595812685463,9.61145889353761,6.961051225910688,7.811080206834322,416.9400542906997
2024-04-26,133.83168150905107,105.97327372998566,37.25033817663771,48.35022892147001,26.616135193860003,20.062210077563364,17.154492247335366,9.623959368155601,7.107903251497941,7.811174191898863,413.78139666745557
2024-04-29,133.74088758981227,105.54343201644363,37.24923782031445,48.293546970320314,26.68796243969552,20.119196047674468,16.94499367675467,9.63191977798449,7.096576832773797,7.810797197848802,413.1185503696225
2024-04-30,133.88475079814032,105.19362579724707,37.24976379419352,48.22394737468661,26.56440217875426,20.060794110567866,16.979771575458727,9.618661824580728,7.400574981788336,7.8080309941271855,412.98432342954465
2024-05-02,133.5764000934318,105.20532288726992,37.24844655432609,48.116937574059754,26.709236588036557,20.136960212802734,17.112611922990073,9.618609134986032,7.4059292325395,7.792531296055028,412.92298549649746
2024-05-03,133.35159894972514,105.27990500856419,37.247583630488926,47.892186024434075,26.622726925604628,19.998067674976465,16.869739038646074,9.63681338995401,7.326482676138762,7.775976159539087,412.0010794780714
2024-05-06,133.17160609114106,105.27990500856419,37.24828189934266,47.59771277103898,26.706392601300767,20.063685978972835,17.00957412745949,9.639869386446465,7.048637205038298,7.768996039619545,411.5346611089243
2024-05-07,133.10490132770207,105.27990500856419,37.24827215176764,47.48027023307604,26.59756487793286,20.115683429981967,16.981355095365366,9.64289903814157,7.1001177052614555,7.765567461830587,411.3165363296237
2024-05-08,133.3206247128623,104.88636642576874,37.24807318268566,47.46792269000667,26.554949665465532,20.09927799777696,16.942990352502278,9.64289903814157,7.234211208940687,7.766429463599837,411.1637447377502
2024-05-09,133.1761645972883,104.55220901619735,37.248248639036,47.43026892736202,25.802650991336613,20.10712571773519,18.397470609661752,9.64289903814157,8.366625725753888,7.764756568968194,412.4884198314809
2024-05-10,134.17453974898083,103.76950508696632,37.25617473476635,47.3756729572664,25.73982813378692,20.042827353947985,18.420842001457725,9.66292108412661,8.252595036633593,7.757364218832137,412.4522703567648
2024-05-13,135.51515812130904,102.890537268223,37.24268619852379,47.44119418068454,25.777224244313484,20.04100659914122,18.763989902434346,9.667294320486501,8.18827935114213,7.7514891314373875,413.27885931769544
2024-05-14,135.7251844440426,102.2954609857097,37.242552696263225,47.335849107802154,25.85488330621411,20.551673492329233,19.367234389365635,9.673232767118874,8.335413924680948,7.73309091289893,414.1145760264254
