date,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,DBS BANK (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,14.446547139706434,21.224889700206585,17.519287935156065,22.642229105180874,12.602419639977871,1.9230076014516655,0.0,6.571402061674464,0.0,3.070216816646039
2024-03-04,13.985260137299171,20.518007916811474,16.646019758565817,21.73889090093225,11.958114765694019,2.028519758456746,3.8281851035962267,6.350445776257664,0.0,2.946555882386632
2024-03-05,13.962428442837915,20.524472107581918,16.963546806804775,21.19468679609825,11.962367076372809,2.1757959489272736,3.8293911718907,6.38881481171943,0.0,2.998496837766928
2024-03-06,13.925831812538048,20.468891019687934,16.90954299238595,21.326044432125208,11.949810232335272,2.245126588186377,3.818416419529881,6.382101213268264,0.0,2.9742352899430635
2024-03-07,13.357892676424473,19.638195281494525,16.290424946674626,20.051713479026436,11.316474053756068,2.2397643616332044,3.6586894079563614,6.122240293152425,4.448494225142277,2.876111274739602
2024-03-08,13.288068512036984,19.550537958653326,16.150152682757764,19.96300149690327,11.732363672006093,2.2769566601380227,3.6420148174298737,6.103559801198584,4.428220074649376,2.865124324226703
2024-03-11,13.301418653227762,19.575530343407515,16.134812371741504,19.98920130378073,11.620768256314468,2.3273680947514177,3.6461546213679683,6.103758021084323,4.433253542063086,2.867734792261228
2024-03-12,13.361247584977043,19.582436549735636,16.149001403695173,19.909716371688834,11.583492786062541,2.3581123594740205,3.647440977123223,6.105449636821466,4.434817584677986,2.868284745744078
2024-03-13,13.351504003011632,19.59801790253546,16.246250569700035,19.25161516213239,11.842553599369822,2.4431987616892394,3.83465853985522,6.111106698766005,4.437718399877277,2.883376363062918
2024-03-14,13.39667091588947,19.573568326600988,16.034724541736114,19.396326820342622,11.855567536001384,2.496611834185623,3.8357893561588163,6.105975589720062,4.439027054680618,2.8657380246843034
2024-03-15,13.36881941408331,19.532875136701495,16.11716350376212,19.332754873750307,11.809575035158566,2.4925284225754036,3.9661912260259675,6.095126366158735,4.429798376092686,2.855167645691407
2024-03-18,13.359859431870245,19.519783912385115,16.130054144745724,19.33740589536069,11.820097906230618,2.5056081523947036,3.963533025496953,6.092885103982531,4.4268294591354085,2.843942968398007
2024-03-19,13.377278474354076,19.54780059664732,16.07240399208305,19.454796067686132,11.614606597943949,2.599193517818904,3.965663313401719,6.097082245657227,4.429208755887219,2.841966438520401
2024-03-20,13.372215222184533,19.54943779228027,16.073328130226024,19.490583856129724,11.482738813605268,2.6454180570909043,3.9632402863952767,6.152862890120306,4.427532316177482,2.8426426357902144
2024-03-21,13.352257941762847,19.521089949352515,16.178876663962864,19.44952665450113,11.227707693883666,2.727551769730803,4.142378334955205,6.141102235506623,4.420924472784157,2.838584283560193
2024-03-22,13.352473203313822,19.521539267594747,16.161756083066106,19.43174480822011,11.227874054518487,2.7428058144286656,4.142473680356354,6.141243585670419,4.421026229500524,2.8570632733307666
2024-03-25,13.526045163267526,19.48367056573296,16.060056415058998,19.407311633683893,11.204813289180574,2.7893946763774937,4.135994246086947,6.130777920781732,4.4098204519131325,2.85211563791674
2024-03-26,13.526903525739945,19.490425257553728,16.055465356246536,19.39088479366533,11.194027974263806,2.821025765288335,4.136256716173668,6.133006399320318,4.410100299003715,2.8419039127446184
2024-03-27,13.51960470171607,19.461708218919824,15.994590847651766,19.431254399551197,11.177692728017535,2.861787422400432,4.179985557207017,6.113059397424254,4.407720704446186,2.852596022665724
2024-03-28,13.407221235755069,19.490227075297902,15.91243414199646,19.42720516060482,11.198623174932077,2.940917695661378,4.261627626285873,6.081698621750199,4.41611951350198,2.8639257542142436
2024-04-02,13.34059606842842,19.456249796813598,15.9739857530437,19.43957239125903,11.17759673628813,2.975667210607239,4.311723298908727,6.065227350109137,4.410838616829816,2.8485427777122028
2024-04-03,13.308784268285564,19.42458774702485,15.918970160659107,19.513825173748064,11.149764067803043,3.0395186074035676,4.388278012414068,6.046724478848742,4.40366065636186,2.805886827451131
2024-04-05,13.2309161466917,19.393150750453213,15.766792731869195,19.461161933499238,11.132863529583554,3.1982899397764726,4.562507909873794,6.010367044240937,4.515788430407178,2.728161583604723
2024-04-08,13.246013824031971,19.412985063421896,15.852533475148556,19.228161118950712,11.160989766008756,3.2256242288835315,4.567714145898723,6.032648046802138,4.520941355261613,2.7523889755921074
2024-04-09,13.246567234398773,19.414866255713132,15.85429456448406,19.230297213445706,11.152314014640567,3.2287369164840256,4.566385351230067,6.0333182256197215,4.5214435955892975,2.751776628394647
2024-04-10,13.243206936458938,19.40855653754888,15.755935122189818,19.296901040960627,11.15428719687758,3.252349610767402,4.565764950067258,6.03203952768514,4.520829300331995,2.770129777112366
2024-04-11,13.241529463349039,19.40563918278716,15.70033549800761,19.357881896009417,11.145898473932089,3.2732323353529025,4.56335087071514,6.0266860966261895,4.520256661875001,2.765189521345454
2024-04-12,13.24318857292908,19.409416049387456,15.65399995112652,19.39800437311688,11.14760874315424,3.2870893612222245,4.5642390232426955,6.022901566998693,4.521136427094285,2.752415931727926
2024-04-15,13.228215255532113,19.414960231185145,15.599062958344465,19.37418870791257,11.163651665455376,3.33098251254461,4.598947218654562,6.017971096174892,4.519157436714081,2.7528629174821857
2024-04-16,13.256830682294199,19.40139081015054,15.637377652903409,19.36901522084582,11.149242159135502,3.386074843402584,4.638338808451378,5.917007944297349,4.512842083111337,2.7318797954078797
2024-04-17,13.252992975987778,19.39780810891062,15.637977236225108,19.37102605143249,11.147526598291204,3.395688146194456,4.637701331638425,5.91619473173951,4.512221854122619,2.730862965457784
2024-04-18,13.21511317036235,19.34936681355754,15.56557397977728,19.434619166278228,11.120007697982242,3.521161088605354,4.717960992913279,5.86486795585591,4.501378919880276,2.709950214787536
2024-04-19,13.665429016141703,19.355718214552546,15.610365767836457,18.95319747951879,11.121775378214664,3.604607619520036,4.856660848292519,5.864050066241557,4.50285649084299,2.465339118838741
2024-04-22,13.670755428844537,19.3348489079756,15.64603704046994,18.880142249898153,11.114691971983214,3.656254897724488,4.9083124959668485,5.8446852780597744,4.4999146535771954,2.4443570755002493
2024-04-23,13.663635197127446,19.321034209454037,15.641906388725582,18.91314104744647,11.105341286818762,3.697639489161935,4.93242349215576,5.833330412397838,4.479305572636965,2.412242904075204
2024-04-24,13.429113305480772,19.401638957337045,15.41847586842918,19.073053173685313,11.144656692259595,3.741966580408164,4.989212357932159,5.8616975277383325,4.497567448459313,2.4426180882701263
2024-04-25,13.42735229601656,19.435615303980224,15.350934534177322,18.852682450891788,11.1644019301647,3.8666492133849752,5.082940934751851,5.880510255557374,4.505869561379289,2.4330435196959157
2024-04-26,13.422374563967468,19.44397512687185,15.426927895464345,18.56990297613776,11.183541699092164,3.960220289824746,5.158653589951687,5.894528123673177,4.507807666806709,2.4320680682100937
2024-04-29,13.506464694084109,19.536564440726664,15.607407864578748,17.766647078499958,11.237978517367956,4.097403790473179,5.314514283597243,5.955183044289029,4.527368575803421,2.450467710579689
