date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,UOB KAY HIAN (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,ORIENT SECURITIES (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,TOTAL_CCASS_PCT
2024-03-01,95.3043075173253,89.84521636777231,135.76313680368196,22.181135269533936,0.0,9.043538062741364,0.0,190.52830767603027,0.0,542.6656416970851
2024-03-04,96.5318904406708,89.92403983494684,133.5364928847273,22.229804792890018,0.0,9.083743321165953,0.0,190.33971327302544,0.0,541.6456845474263
2024-03-05,96.459679680474,89.99307649579433,136.29110590911495,22.522086441305614,0.0,9.241654763794106,0.0,190.39235042056816,0.0,544.8999537110511
2024-03-06,96.69218245781093,90.18854811405596,133.35185023541237,22.687139607469714,0.0,9.064963233349204,0.0,190.34500343860762,0.0,542.3296870867058
2024-03-07,96.68213114320478,90.58134290853303,133.35185023541237,22.726286832777866,0.0,8.949373115378512,0.0,190.34500343860762,41.36379410675554,583.9997817806698
2024-03-08,96.5578122520235,91.02069116013331,136.93652727080357,22.84055440935301,0.0,9.049357244881765,0.0,190.34500343860762,41.36379410675554,588.1137398825583
2024-03-11,96.55622520234883,91.15294529968789,135.83223297889225,22.84716711633074,0.0,9.141670634290854,0.0,190.34500343860762,41.36379410675554,587.2390387769137
2024-03-12,96.3644566999947,91.29048960482463,135.83223297889225,22.981272813839073,0.0,9.227106808443104,0.0,190.34500343860762,41.36379410675554,587.404356451357
2024-03-13,96.17268819764058,91.4862257313654,138.6872348304502,23.08654710892451,0.0,9.291117811987515,0.0,190.34553245516585,41.36379410675554,590.4331402422896
2024-03-14,96.17163016452415,91.61980241231551,138.6872348304502,22.84425752526054,0.0,9.878590699888907,0.0,190.34711950484052,41.36379410675554,590.9124292440354
2024-03-15,96.16951409829127,91.91869676770882,136.5853264032164,23.056128656826957,0.0,9.951859493202138,0.0,190.34500343860762,41.36379410675554,589.3903229646088
2024-03-18,96.11215944559065,92.01630032270009,139.13807199915357,23.27619954504576,0.0,10.000793524837327,0.0,190.34500343860762,41.36379410675554,592.2523223826905
2024-03-19,95.43686980902503,92.71645373750198,137.89716843887214,23.31561127863302,0.0,10.08596519071047,0.0,190.34500343860762,41.36379410675554,591.1608660001059
2024-03-20,95.43686980902503,92.79421917156007,139.15802914881237,23.366661376501085,0.0,10.099455112945035,0.0,190.34169708511877,41.36379410675554,592.5607258107178
2024-03-21,95.43686980902503,92.82252155742474,138.99594244299846,23.428027297254403,0.0,10.071681743638576,0.0,190.3427551182352,41.36379410675554,592.461592075332
2024-03-22,95.43686980902503,92.77385203406867,135.889491086071,24.08691742051526,0.0,10.087023223826906,0.0,190.34169708511877,41.36379410675554,589.9796447653811
2024-03-25,95.42285087023224,92.61646960799872,133.22831032111304,24.420726868750993,0.0,10.096545521874836,0.0,190.34169708511877,41.36379410675554,587.4903943818442
2024-03-26,95.4072448817648,92.52415621858964,133.8655266359837,24.836798391789664,0.0,10.13146061471724,0.0,190.34169708511877,41.36379410675554,588.4706779347193
2024-03-27,95.34773051896525,92.20515923398402,135.91094799767234,25.49039834946834,0.0,10.130402581600805,0.0,190.34169708511877,41.34924615140454,590.775581918214
2024-03-28,95.38132307041211,91.80442919113368,135.09438448923453,26.179706924826746,0.0,10.13807332169497,0.0,190.4045178014072,41.34924615140454,590.3516809501137
2024-04-02,95.38132307041211,91.79728746759773,136.25467915145742,26.593926889911657,0.0,10.185155795376396,0.0,190.4045178014072,41.34924615140454,591.966136327567
2024-04-03,95.37735544622547,91.80654525736655,135.22928503412157,26.930910437496692,0.0,10.219012855102365,0.0,190.4045178014072,41.34924615140454,591.3168729831244
2024-04-05,95.37788446278368,91.93007062371052,135.09015367931016,27.112098608686452,0.0,10.25683753901497,0.0,190.4045178014072,41.34924615140454,591.5208088663176
2024-04-08,95.43528275935037,91.90361979579961,135.4571523038671,27.563878749404857,0.0,10.28143680897212,0.0,190.4045178014072,41.34924615140454,592.3951343702058
2024-04-09,95.40988996455589,92.06496984605617,135.43440459186374,27.563878749404857,0.0,10.28143680897212,0.0,190.4045178014072,41.34924615140454,592.5083439136645
2024-04-10,95.02963286250859,91.89383298947257,135.25732423424853,28.215098132571548,0.0,10.311326244511452,0.0,190.4045178014072,41.34924615140454,592.4609784161245
2024-04-11,95.02963286250859,91.30583108501295,134.88344971697614,28.77453314288737,0.0,10.33671903930593,0.0,190.4769930698831,41.34924615140454,592.1564050679787
2024-04-12,95.13041051684917,91.02042665185421,134.85726339734435,29.423107443262975,0.0,10.394381844151722,0.0,190.47064487118445,41.34924615140454,592.6454808760515
2024-04-15,95.1629450351796,90.9968854150135,134.85197323176214,29.66063587790298,0.0,10.459979897370788,0.0,190.47064487118445,41.34924615140454,592.952310479818
2024-04-16,95.16109347722583,90.88843702057875,134.6081944664868,30.25683753901497,0.0,10.427180870761255,0.0,190.47064487118445,41.34924615140454,593.1616343966566
2024-04-17,95.15950642755118,90.80273633814738,134.52328730889275,30.78426704755859,0.0,10.468973178860498,0.0,190.47064487118445,41.34924615140454,593.5586613235994
2024-04-18,95.13279109136116,90.58927815690632,134.3122361529916,31.1812939745014,0.0,10.573189440829497,0.0,190.47064487118445,41.34924615140454,593.608679839179
2024-04-19,95.20657038565307,90.99635639845528,134.29451409829127,31.187113156641804,0.0,10.598053219065756,0.0,190.47064487118445,41.34924615140454,594.1024982806962
2024-04-22,95.65079220229593,90.63107046500556,134.2873723747553,31.644183462942387,0.0,10.656774057027985,0.0,190.47064487118445,41.34924615140454,594.6900835846162
2024-04-23,95.04386737554886,90.69957810929482,134.7425977358091,31.86240279320743,0.0,10.747500396762419,0.0,190.47064487118445,41.34924615140454,594.9158374332117
2024-04-24,95.14313865523991,90.46548828228323,134.36027085647783,32.39300640110036,0.0,10.892979950272444,0.0,190.47064487118445,41.34924615140454,595.0747751679628
2024-04-25,95.14155160556525,90.12744670158176,134.35762577368672,33.042109718034176,0.0,10.850923133894092,0.0,190.47064487118445,41.34924615140454,595.339547955351
2024-04-26,95.14102258900704,90.24224329471512,134.05791276516953,33.18388615563667,0.0,10.850923133894092,0.0,190.47064487118445,41.34924615140454,595.2958789610115
2024-04-29,95.1310876580437,90.34698857324234,136.14454716182615,33.17780246521716,0.0,10.890070359202243,0.0,190.47064487118445,41.34924615140454,597.5103872401206
2024-04-30,95.12976511664814,90.51230624768554,134.5796659260435,33.45368460032799,0.0,10.81124689202772,0.0,190.47064487118445,41.34924615140454,596.3065598053219
2024-05-02,95.06231550547533,90.6670435909644,136.69787203089456,33.66476220705708,0.0,10.694334232661483,0.0,190.47064487118445,41.34924615140454,598.6062185896419
2024-05-03,95.0586123895678,90.70354573348146,135.11625271120985,33.79331323070412,0.0,10.625562080093106,31.740993493096337,158.72965137808814,41.34924615140454,597.1171771676453
2024-05-06,95.04538697561233,90.59403930593028,136.6915053166164,33.79331323070412,0.0,10.625562080093106,31.740993493096337,158.74393482516004,41.34924615140454,598.5839813786172
2024-05-07,95.04538697561233,90.63080595672645,133.56342511770617,33.79331323070412,0.0,10.625562080093106,31.740993493096337,158.77805639316512,41.34924615140454,595.5267893985082
2024-05-08,95.04432894249591,218.93504337935775,136.65076442892664,33.877955880019044,0.0,10.709675712849812,31.740993493096337,30.489160450722107,41.34924615140454,598.7971684388722
2024-05-09,95.04406443421679,219.0305308681162,136.4802888430408,33.902819658255304,0.0,10.880548061154315,31.740993493096337,30.494979632862506,41.34924615140454,598.9234711421467
2024-05-10,95.04379992593768,219.0942773633815,136.4752631857377,34.04115748822938,0.0,10.95513939586309,31.740993493096337,30.4542453578797,41.34924615140454,599.15412236153
2024-05-13,95.03639369412262,218.52452653018037,133.80766941755277,34.59556684124213,0.0,11.047981801830398,31.740993493096337,30.47249642913823,41.34924615140454,596.5748743585674
2024-05-14,94.96778024652171,218.10369385811774,137.30025392794795,35.39834946833836,0.0,11.149817489287415,31.740993493096337,30.468528804951596,41.34924615140454,600.4786634396656
2024-05-16,94.96804475480083,218.11427418928213,137.19167327937365,35.48378564249061,0.0,11.34766968206105,31.740993493096337,30.465354705602287,41.34924615140454,600.6610418981114
2024-05-17,95.03787494048564,217.77914219965083,133.23021874834683,35.80542770988732,0.0,11.793630640639051,31.740993493096337,30.452393799925936,41.34924615140454,597.1889276834365
2024-05-20,95.03734592392742,217.7511043220653,136.23570068243137,35.92868856795218,0.0,11.91054330000529,31.740993493096337,30.444723059831773,41.34924615140454,600.3983455007142
2024-05-21,95.0198883775062,217.73734989155162,133.10137941067555,35.90382478971591,0.0,12.047823096862933,31.740993493096337,30.444987568110882,41.34924615140454,597.3454927789239
2024-05-22,95.01883034438978,217.64635904353807,134.60518303972916,36.311696556102206,0.0,11.944929376289478,31.740993493096337,30.445516584669104,41.34924615140454,599.0627545892187
2024-05-23,95.01856583611067,217.72915013489924,134.32191583346557,36.25905940855949,0.0,12.063429085330371,31.740993493096337,30.44313601015712,41.34924615140454,598.9254959530233
2024-05-24,95.01777231127335,217.85770115854626,135.5811458498651,36.13632756705285,0.0,11.95683224884939,31.740993493096337,30.44445855155266,41.34924615140454,600.0844773316404
2024-05-27,95.0164497698778,217.95213061418823,134.47795852510183,36.18764217320002,0.0,11.995185949320215,31.740993493096337,30.446574617785537,41.34924615140454,599.1661812939745
2024-05-28,94.90271120986087,217.81405729249323,134.14507353330157,36.64048034703486,0.0,11.999947098344178,31.740993493096337,30.462974131090302,41.34924615140454,599.0554832566258
