date,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),CITIBANK N.A.,OCBC BANK (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,97.21825875531236,0.0,0.0,2.781741244687639,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,97.21761368211617,0.0,0.0,2.782386317883834,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,97.21809748621077,0.0,0.0,2.78190251378924,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,97.21818977752335,0.0,0.0,2.781810222476652,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,94.83708491166716,0.0,2.4494695096007435,2.71344557873209,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,94.83046175302658,0.0,2.4565228587951293,2.713015388178286,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,94.82277498472708,0.0,2.464420282908746,2.712804732364175,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-25,94.82254490263283,0.0,2.4646569474700777,2.7127981498971017,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,94.82285167900663,0.0,2.464341394466411,2.712806926526965,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,93.64190246024448,0.0,2.433643436048438,2.6790209017048086,0.0,0.0,0.0,0.0,0.0,1.245433202002272
2024-04-08,93.2245509618564,0.0,2.4227969591199243,2.6670292769041293,0.0,0.0,0.0,0.0,0.4457403567693888,1.239882445350157
2024-04-09,93.22484748546199,0.0,2.4228046654213498,2.6670377600464907,0.0,0.0,0.0,0.0,0.4457417745561883,1.239568314513984
2024-04-10,93.16783422768438,0.0,2.4206704883234065,2.6615105011800333,0.0,0.06615923364171694,0.0,0.0,0.4453491337872352,1.2384764153832253
2024-04-11,93.17791006532555,0.0,2.4204781847174988,2.65176598994266,0.0,0.06615397780071969,0.0,0.0,0.4453137542323853,1.2383780279811982
2024-04-12,93.17849533455045,0.0,2.4202705311385144,2.6515384941106723,0.0,0.06614830243031514,0.0,0.0,0.4452755506264114,1.2382717871436357
2024-04-16,93.17790142769627,0.0,2.420257011107803,2.6515215935706915,0.0,0.0661478808101756,0.0,0.0,0.44527271250157835,1.2388993743134762
2024-04-22,93.17825882284951,0.0,2.4198226893787473,2.6515679315576612,0.0,0.06614903681043088,0.0,0.0,0.44528049408676323,1.2389210253168863
2024-04-23,93.17802038104051,0.0,2.4199072699696167,2.6516606123905855,0.0,0.06615134893215924,0.0,0.0,0.44529605807310724,1.2389643295940227
2024-04-24,93.19306465778887,0.0,2.4043173985859574,2.6519892602841373,0.0,0.06615954775722026,0.0,0.0,0.44535124824744887,1.2391178873363689
2024-04-25,93.1938050730492,0.0,2.4043365007938218,2.6512158341393937,0.0,0.06616007339224424,0.0,0.0,0.44535478654572913,1.239127732079607
2024-04-30,69.66535217210578,0.0,1.797312361628502,1.9818619359106795,0.0,0.049456603813513536,0.0,0.0,0.33291582226730165,0.9262844821297118
2024-05-02,93.19339407859006,0.0,2.4044816874936346,2.651375928734024,0.0,0.06616406849139614,0.0,0.0,0.44538167945014717,1.2392025572407306
2024-05-03,93.19328591390355,0.0,2.4045198974342354,2.651418062104087,0.0,0.06616511991347189,0.0,0.0,0.4453887570700787,1.2392222495745717
2024-05-08,93.19350223983896,0.0,2.404443478767394,2.651333796703013,0.0,0.06616301710273591,0.0,0.0,0.4453746020551512,1.239182865532737
2024-05-09,93.19451878757872,0.0,2.4040843760878934,2.6509378210524925,0.0,0.06615313568238429,0.0,0.0,0.4453080855350535,1.2389977940634622
2024-05-10,93.19454041295508,0.0,2.404076736770729,2.650929397323692,0.0,0.06615292547146577,0.0,0.0,0.4453066705058078,1.23899385697323
2024-05-13,93.21683483003154,0.0,2.4060875512777278,2.6531466839883127,0.0,0.0662082570090094,0.0,0.0,0.4456791332893041,1.2120435444041033
2024-05-14,93.21720154257845,0.0,2.405957472992458,2.6530032491531843,0.0,0.06620467764776053,0.0,0.0,0.4456550389135994,1.211978018714548
2024-05-16,93.21872691012024,0.0,2.4043903483225155,2.6530285600559655,0.0,0.06620530927162309,0.0,0.0,0.4456592906729471,1.2119895815567021
2024-05-17,93.21887786536466,0.0,2.4043368251377277,2.652969502034057,0.0,0.06620383550135756,0.0,0.0,0.44564937002733157,1.21196260193487
2024-05-20,93.21934149031081,0.0,2.4042545353935707,2.6527383573492176,0.0,0.06619806737447921,0.0,0.0,0.4456105420336041,1.211857007538309
2024-05-21,93.21936305144403,0.0,2.4042468903466707,2.652729922173633,0.0,0.06619785687791059,0.0,0.0,0.44560912508151235,1.2118531540762387
2024-05-22,93.23003535230174,0.0,2.4045221426688284,2.6530336222944766,0.0,0.06620543559784184,0.0,0.0,0.445660141034552,1.2005433061025539
2024-05-23,93.23007841121475,0.0,2.4045068492197297,2.6530167482412335,0.0,0.06620501451232078,0.0,0.0,0.445657306508489,1.200535670303483
2024-05-24,93.21928729091555,0.0,2.4049504382419857,2.6630483723495515,0.0,0.06621722816755135,0.0,0.0,0.44573952240607295,1.2007571479192969
2024-05-27,93.21924415541118,0.0,2.404965737334365,2.6630653133319564,0.0,0.06621764940845294,0.0,0.0,0.44574235797807565,1.2007647865359767
2024-05-29,93.22161627268467,0.0,2.402482270871191,2.663133079417033,0.0,0.06621933442565507,0.0,0.0,0.4457537006268653,1.2007953419745814
2024-05-30,93.22185343420864,0.0,2.4023982130220625,2.6630399019391753,0.0,0.06621701754911034,0.0,0.0,0.4457381046336004,1.2007533286474017
2024-05-31,69.62686685360981,0.0,1.794319059078815,1.9889888467432681,0.0,0.049456603813513536,0.8691924623957042,0.0,0.33291582226730165,0.8968265840216783
2024-06-03,91.44675773523872,0.0,2.3566285215775853,2.6123045517564254,0.0,0.06495547296205212,1.1415827844316486,0.7626479077297151,0.43724605056715043,1.1778769757367045
2024-06-05,91.30412118451514,0.0,2.3529340150491485,2.7642263320964235,0.0,0.06485415690839005,1.1398021698448728,0.7614583470534355,0.4365640442279976,1.1760397503045878
2024-06-06,91.30013925953095,0.0,2.3528313996729846,2.764105779576439,0.0,0.06485132851045608,1.1397524611715044,0.7614251385851076,0.43654500494201187,1.180349628010543
2024-06-07,91.30073544292769,0.0,2.352670165021346,2.7639163611453,0.0,0.06484688438353643,1.1396743563013227,0.7613729597009831,0.4365150894190356,1.1802687411007924
2024-06-18,91.30301064503166,0.0,2.349925308308272,2.7639852375709895,0.0,0.06484850035921365,1.1397027568337033,0.761391933013207,0.4365259673166237,1.1806096515663203
2024-07-02,91.30309191720109,0.0,2.349903348579456,2.76395940850908,0.0,0.06484789435889651,1.1396921064681862,0.7613848179103087,0.43652188804149544,1.1805986189314979
2024-07-05,91.30320027773084,0.0,2.349874069579459,2.763924970510785,0.0,0.06484708637609167,1.1396779062904632,0.7613753313132983,0.4365164491265858,1.1805839090724812
2024-07-08,91.30320738777488,0.0,2.349874252570943,2.763917398456641,0.0,0.06484709142592167,1.1396779950404752,0.7613753906037954,0.4365164831193831,1.1805840010079618
2024-07-09,91.30985738147245,0.0,2.3500133343410887,2.7640809861566606,0.0,0.064850929524175,1.1325807191630017,0.7614204540521714,0.4365423191763992,1.1806538761140388
2024-07-10,91.31042626368095,0.0,2.3500279754851445,2.7640982070410316,0.0,0.06485133356094679,1.131964751539778,0.7614251978833624,0.4365450389392568,1.1806612318695264
2024-07-15,91.31127960028483,0.0,2.3491153930024424,2.764124038769929,0.0,0.06485193962554425,1.1319753302545679,0.7614323137409819,0.43654911864708656,1.1806722656746147
2024-07-18,91.27395057159295,0.0,2.3481790824136763,2.8038144935217924,0.0,0.06482609093460541,1.1315241474429032,0.7611288219925101,0.43637511886677627,1.180201673234794
2024-07-19,91.27423479105637,0.0,2.3481863944473362,2.803511832713105,0.0,0.06482629279764153,1.1315276709146498,0.7611311920841303,0.4363764777024721,1.180205348284293
2024-07-23,91.21753400491149,0.0,2.346697201350512,2.8639708128441153,0.0,0.06478513774465634,1.130809319158888,0.7606479869957767,0.43609944355033575,1.1794560934442286
2024-07-24,91.20432826420337,0.0,2.343269333962258,2.881560074083174,0.0,0.06476780414381537,1.130506765239148,0.7604444716673224,0.4359827628741094,1.179140523826799
2024-07-25,91.20751300601293,0.0,2.3432698257614537,2.87837195761583,0.0,0.06476785643299639,1.1305076779344858,0.7604450855991849,0.4359831148573502,1.1791414757857717
2024-07-26,91.20160659073727,0.0,2.3503196988687516,2.877861617078139,0.0,0.06475637297527659,1.1303072368849214,0.7603102573144518,0.43590581426502345,1.178932411876163
2024-07-29,91.20189027950184,0.0,2.350327009697109,2.8775595120990696,0.0,0.06475657440435371,1.130310752782016,0.7603126223109211,0.43590717017953573,1.1789360790251524
2024-07-30,91.20189042134666,0.0,2.350326857824153,2.8775595165744914,0.0,0.06475657450506857,1.13031075453997,0.760312623493423,0.43590717085749503,1.1789360808587326
2024-08-02,91.20199988844398,0.0,2.350297614785454,2.8775237136460508,0.0,0.06475576879627619,1.130296691082784,0.7603031635957929,0.4359017472500405,1.178921412399611
2024-08-09,91.2020272547927,0.0,2.3502903041394805,2.877514763053148,0.0,0.06475556737221082,1.1302931752731686,0.7603007986581668,0.4359003913692646,1.1789177453418638
2024-08-13,91.20356633783096,0.0,2.3498791535202574,2.8770113818433596,0.0,0.06474423928581387,1.130095446193447,0.7601677946017686,0.4358241366548938,1.1787115100694991
2024-08-15,91.20373652264115,0.0,2.349883538367844,2.876830151458994,0.0,0.06474436009782283,1.1300975549386059,0.7601692130661668,0.43582494989774107,1.1787137095316766
2024-08-20,91.20329880147625,0.0,2.3500004736736626,2.876973308772136,0.0,0.06474758191772347,1.13015379104607,0.7602070407363268,0.43584663749330377,1.1787723648845256
2024-08-22,91.20332616032533,0.0,2.3499931648760954,2.8769643610226545,0.0,0.06474738054458568,1.1301502761253834,0.7602046763966461,0.43584528195534566,1.1787686987539487
2024-08-27,91.20346798746375,0.0,2.3499968192691965,2.876968834890438,0.0,0.06459197468930741,1.1301520335829938,0.7602058585646481,0.4358459597232708,1.1787705318163866
2024-08-29,91.20346798746375,0.0,2.3344461651001387,2.876968834890438,0.0,0.06459197468930741,1.1301520335829938,0.7602058585646481,0.45139661389232866,1.1787705318163866
2024-08-30,91.20532796294971,0.0,2.3339525600482656,2.876360516578278,0.0,0.06457831709227488,1.129913069514556,0.7600451174613146,0.45130116870607995,1.178521287649525
2024-09-02,91.31140315215539,0.0,2.324234219444,2.794928573401943,0.0,0.06430941956115283,1.125208226643831,0.7568803670492732,0.4494219966322063,1.1736140451122052
2024-09-30,71.83531834785825,0.0,1.7831393116194274,2.1442533505051027,0.0,0.04933782196630373,0.8632533700352137,0.5806743250692502,0.34479400698828294,0.9003900394379727
2024-10-04,88.0189454398573,3.5452671181714703,2.2616913158306122,2.740689961556859,0.0,0.06065563335830655,1.0612787071131677,0.7138776613616543,0.41804657204264223,1.1795475907079795
2024-10-07,88.56564353660174,3.590161834473069,2.3909787599319006,2.591673538233244,0.0,0.06903754532528433,0.7591068616696685,0.7416295878290037,0.6420575300616566,0.6497108058744306
2024-10-08,88.2259147066117,3.6101912445743123,2.3621720238610675,2.705564825113913,0.0,0.07790545182474007,0.7567773025268316,0.7437471003223598,0.7563668090536185,0.7613605361114469
2024-10-09,88.18874106084796,3.5984050983840152,2.2333053390997417,2.9591856960447656,0.0,0.10421761788037992,0.7543066611350536,0.7529965822091699,0.8114096077165498,0.5974323366823607
2024-10-10,88.17763427874569,3.5177889107544913,2.288617099707494,3.000889861167897,0.0,0.07711113593264705,0.7547363411390449,0.7285965150636547,0.8372850282648016,0.6173408292242786
2024-10-14,88.25685137040973,3.4989056928768263,2.280072358059286,2.9681265534439265,0.0,0.07630077853524456,0.75538935799033,0.7292269150804422,0.8187137987291744,0.6164131748750338
2024-10-15,88.41148654835948,3.4603140299668214,2.340616031457241,2.924724756834254,0.0,0.07635883475698704,0.7559641234502806,0.730952098221529,0.6762645979015184,0.6233189790518909
2024-10-16,88.37838929921665,3.4594536848705544,2.394148121506489,2.9052770428652073,0.0,0.07633984950059963,0.7557761665131554,0.7307703600764169,0.6766814734971739,0.6231640019537451
2024-10-17,88.36817892359194,3.4592715490324712,2.383784819872817,2.922673659915386,0.0,0.0772133091142162,0.755736375858899,0.7307318859460765,0.6766458470779421,0.6257636295902445
2024-10-18,88.39500226172137,3.459122818990766,2.37315303697363,2.9058766201196455,0.0,0.07750246971879166,0.7557038832658467,0.7307004684113928,0.6772017156734182,0.6257367251251259
2024-10-21,88.37112232309835,3.4586575384438647,2.3979837560301664,2.9098723710477157,0.0,0.07749204499744353,0.7556022348611787,0.7306021831722285,0.6762333033979983,0.6224342449510489
2024-10-22,88.49707071757236,3.4615018065561465,2.363370577426497,2.915484835793291,0.0,0.07755577150117852,0.7562236133348483,0.7312030025564149,0.6759113673513036,0.5216783079079635
2024-10-23,88.49492600871024,3.462059110938995,2.363751081859168,2.916246959669178,0.0,0.07756825803846441,0.7563453659028597,0.7313207267873555,0.6760201895875734,0.5217622985061724
2024-10-24,88.47948775234886,3.4513372969560043,2.405456777368094,2.9063400308472853,0.0,0.07732803324535063,0.7540030043023649,0.7290558651708268,0.676844811501226,0.5201464282599815
2024-10-25,88.47869290610039,3.451750288689611,2.405744617610622,2.9061040934860194,0.0,0.07733728642339688,0.7540932293314184,0.7291431049911477,0.6769258036755728,0.5202086696918247
2024-10-28,88.51273148747913,3.4527479202149887,2.3772457963607017,2.8981857810360583,0.0,0.07735963859506931,0.7543111788108811,0.7293538433375554,0.6777053327608286,0.5203590214047976
2024-10-29,88.47761866061961,3.451810855689185,2.3882716016611285,2.925417985432234,0.0,0.07733864344143183,0.7541064612168331,0.7291558990829666,0.676062095193273,0.5202177976633292
2024-10-30,88.50984242650168,3.4530907951736403,2.3891571783194006,2.890006445566273,0.0,0.07736732079009122,0.7543860856445747,0.7294262717843044,0.6763127805887822,0.5204106956312604
2024-10-31,72.02116323818424,2.7899135805283826,1.926137095238057,2.3607388497918045,0.0,0.06295045922024264,0.6138114908946076,0.59350276456791,0.5567008224105883,0.4234357857886362
