date,BOCI SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,DBS BANK LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,56.8006339120083,0.0,2.7719558602883887,10.903529310557078,2.2614239934497355,2.1573217782992966,0.0,0.0,0.3153127964863214,1.0916715626139657,76.3018492137031
2024-03-04,56.80385730668801,0.6399675959632176,2.8128074540862507,11.056550250165062,2.128475408803231,2.148605298070566,0.0,0.8979978929247875,0.3178059935957239,1.0916715626139657,77.89773876291082
2024-03-05,56.81135663308569,0.6399675959632176,2.915627166012271,10.902000395255287,2.1130820546185296,2.179269635852557,0.0,0.910496770254246,0.2965579021356443,1.0964079792861816,77.86476613246361
2024-03-06,56.81056723030699,0.6399675959632176,2.8949711266362184,10.805110479652187,2.1034118705794222,2.28989505455138,0.0,0.9120097922467594,0.2731389530341324,1.0965395464159655,77.82561164938626
2024-03-07,56.81247495368885,0.63621793276438,2.945887605862539,10.80850213553417,2.0167091320519144,2.283803496442391,0.8031581221215427,0.9166804253540835,0.27840163822548336,1.1019337987371,78.60376924078246
2024-03-08,56.81050144674209,0.6336523737335964,2.950558238969863,10.804827281405327,2.0071705151425907,2.3828867150392647,0.8031581221215427,0.9093126660861921,0.2755729449351322,1.1062755140199647,78.68391581819556
2024-03-11,56.814316893505826,0.6336523737335964,3.0006853154174813,10.691587452800432,1.9849356702091328,2.4283665641719474,0.8031581221215427,0.90470781654376,0.2776122354467807,1.1058150290657214,78.64483747301621
2024-03-12,56.808593723360225,0.6354285299856773,3.0156839682128314,10.650644406690656,1.839422424668278,2.471834212465004,0.8031581221215427,0.8933930433823554,0.2662316787204842,1.0392420613951314,78.42363217100218
2024-03-13,56.81734293749084,0.6429278563833525,3.30039523706492,10.603317420839375,1.7414706965442575,2.2249264954016508,0.8373655758653241,0.9168777760487591,0.283302513809929,1.0671606063352486,78.43508711578366
2024-03-14,56.81188290160482,0.6474669223608928,3.21849469877452,10.619533069585225,1.6948959326008013,2.285319202404352,0.8505222888437016,0.9256269901793802,0.2933673992383878,1.079791050794491,78.42690045638658
2024-03-15,56.80293633677952,0.6296395762751913,3.2888831132088394,10.551512863487014,1.7752834488986877,2.398965481343288,0.8505222888437016,0.9387179195928658,0.2948804212309012,1.0752519848169506,78.60659343447696
2024-03-18,56.802475851825285,0.6258241295114618,3.195404667497468,10.636388213522102,1.7619951687905266,2.468961825730852,0.8636790018220791,0.9545717587318105,0.2858680728407126,1.063410943136411,78.6585796334087
2024-03-19,56.80254163539017,0.6258241295114618,3.1734329568235777,10.83439305996705,1.7300901398179611,2.2849367893849224,0.8636790018220791,0.948585454326649,0.28527602075668557,1.0288482581422131,78.57760744594277
2024-03-20,56.80175223261147,0.6258241295114618,3.154289939440038,10.841175450761108,1.857512905013547,2.2353729386631955,0.8636790018220791,0.9528613860446216,0.29652501035319834,1.0316111678676725,78.66060416208839
2024-03-21,56.803133687474194,0.6258241295114618,3.154092588745363,10.860187874611624,1.8746166318854378,2.1653684239568722,0.8636790018220791,0.953716572388216,0.3034322846668465,1.0297034444858078,78.6337546395479
