date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,ZHESHANG INTERNATIONAL FINANCIAL,UBS SECURITIES HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,LEADING SECURITIES COMPANY LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-12-23,88.69555611317237,0.0,0.0,1.6614141180470565,0.0,2.1319615948362567,5.655726321018731,0.0,0.11999667185867528,0.2993416741231956
2024-12-27,90.0575033947628,0.0,0.0,1.6869256379115123,0.0,2.176578272553311,5.653215280753676,0.0,0.1218392573071423,0.3039381567115524
2024-12-30,90.09871449078229,0.0,0.0,2.128942604952732,0.0,1.5951423568811673,5.726022495394322,0.0,0.13475628506227413,0.3164217669272231
2025-01-02,90.05835619086898,0.0,0.0,1.9542673939676434,0.0,1.8932037117410025,5.577914852416986,0.0,0.15578699756035383,0.3604708534450478
2025-01-03,90.10189608644829,0.0,0.0,2.0625846650826474,0.0,1.7898471460374223,5.393772013488495,0.0,0.18640891696427858,0.4654911719788715
2025-01-06,90.19262723646281,0.0,0.0,2.021496994824382,0.0,1.7916494931240405,5.289481303821132,0.0,0.2149324162561706,0.489812555511455
2025-01-07,90.22789176695619,0.0,0.0,2.686282568700107,0.0,1.063726268133992,5.292124432042406,0.0,0.23163358222582633,0.49834138194147626
2025-01-08,90.22981136336651,0.0,0.0,2.6743222317421997,0.0,1.063748898886921,5.301782011992895,0.0,0.24572599564287875,0.484609498368593
2025-01-09,90.26780504318099,0.0,0.0,2.618384367625215,0.0,1.9270591044299992,4.520823134840407,0.0,0.30208808617654154,0.363840263746858
2025-01-10,90.27497137104862,0.0,0.0,2.6290049383716836,0.0,1.9272120929440775,4.579286047711897,0.0,0.31022361824480416,0.2793019316789104
2025-01-13,90.28868403885348,0.0,0.0,2.558230446074072,0.0,1.927504834318776,4.725954166460935,0.0,0.30653080611442624,0.19309570817832275
2025-01-14,90.28094418019772,0.0,0.0,2.5627288127866796,0.0,1.9273396019296376,4.837162140639943,0.0,0.2680728022445118,0.12375246220151194
2025-01-15,90.2733095125291,0.0,0.0,2.496470340074504,0.0,1.9271766151833323,4.912689594233164,0.0,0.25786773664356083,0.13248620133633476
2025-01-16,90.27528297633289,0.0,0.0,2.4779430749460247,0.0,1.9273913319229372,4.9127969904851225,0.0,0.269954446618165,0.1366311796948624
2025-01-17,90.27232281298255,0.0,0.0,2.480105376405306,0.0,1.9273281319750177,4.912635897867969,0.0,0.2701757028272295,0.1374320779419251
2025-01-20,90.23608953279707,0.0,0.0,2.4823301385974084,0.0,1.924484403920484,4.9106640763019564,0.0,0.27581765450756274,0.17061419387552146
2025-01-21,87.65624529249361,0.0,0.0,2.413706588972388,0.7427691856877076,2.2138957010123272,4.266244550478527,0.5882606824454575,0.27647861055586287,0.13322587860909849
2025-01-22,89.18130560912194,0.0,0.0,2.454961910254641,0.7556920277022933,2.2520724961840095,4.340469498663981,0.5984953556240392,0.27753794218877564,0.13946516026031644
2025-01-23,89.19164620388669,0.0,0.0,2.7871257378475036,0.7557796503825405,1.9106782527832957,4.340972777191558,0.5985647513107117,0.27870688994891984,0.1365257366487826
2025-01-24,89.18688112213567,0.0,0.0,2.4281186138500455,0.7557392727017475,2.2734697034927125,4.340684024520611,0.5985327728677222,0.2803970596280418,0.13617743080344338
2025-01-27,89.19189967994429,0.0,0.0,2.792192286917938,0.7557817982523729,1.9015895196158075,4.340928275395087,0.5985664523874362,0.28410734139764504,0.13493464608942868
2025-02-03,89.16625520544062,0.0,0.0,2.468122992751249,0.755564495704438,2.2573797639809596,4.339680170747917,0.5983943524301298,0.2866394749628516,0.12796354398183005
2025-02-04,89.14533497104526,0.0,0.0,2.8558323825686522,0.7553872247591175,1.901169951766478,4.338661992669631,0.5982539568277255,0.28765159152950226,0.11770792883363854
2025-02-05,89.15131117910809,0.0,0.0,2.3144856131000235,0.755437865112027,2.4281779607652774,4.3389528519365905,0.5982940631341473,0.2914205105732227,0.12191995627061818
2025-02-06,89.14267632244713,0.0,0.0,2.5325145176995987,0.7553646962758626,2.2044066347151623,4.338532597478864,0.5982361146485004,0.3038046473402507,0.12446446939463149
2025-02-07,89.1373595009678,0.0,0.0,2.330198874207915,0.755319643340416,2.3838318516350907,4.338273830250252,0.5982004334825841,0.3240086670387105,0.1328071990772274
2025-02-10,89.15918782964745,0.0,0.0,2.3316785858167344,0.7555046091675992,2.3710634609752512,4.326324957543632,0.5983469233017965,0.32437210000284455,0.1335215335446987
2025-02-11,89.26859159703751,0.0,0.0,2.039583687024771,0.7564316594529992,2.608628275240786,4.238622735518051,0.5990811315108321,0.3256803226568715,0.16338059155817206
2025-02-12,89.32723318469338,0.0,0.0,1.8435084368347194,0.7569285683060448,2.751970723184736,4.220743447816801,0.5994746749515649,0.35919525201257,0.140945712200178
2025-02-13,89.33074192527457,0.0,0.0,1.9944943224099903,0.7569583001794051,2.6085658561420533,4.207474465387669,0.599498222094406,0.35744462411269345,0.14482228439921838
2025-02-14,89.33903178406013,0.0,0.0,1.9011966046828506,0.7570285456210056,2.695401930050454,4.190899097559861,0.5995538553008054,0.3659607047643697,0.1509274779605389
2025-02-17,89.42507261447383,0.0,0.0,1.99380808245757,0.7577576263308745,2.5582084382657206,4.1611989076243106,0.6001312749409972,0.36277995406650726,0.1410431018401831
2025-02-18,89.50520371688022,0.0,0.0,1.848379140583382,0.7584366300171953,2.6454306159432592,4.134754436833609,0.6006690344221316,0.37114741306474314,0.13597901225547065
2025-02-19,89.64454938669907,0.0,0.0,2.0171021027582903,0.7596173977919852,2.484680687340348,4.05287330122226,0.6016041826086633,0.2892718681349442,0.15030107344443958
2025-02-20,89.64065750294549,0.0,0.0,1.9569766860651934,0.7595844192937984,2.5921953657752863,4.016366168017424,0.601578064193652,0.29222978328394444,0.14041201042522045
2025-02-21,89.73472053250148,0.0,0.0,3.0535975445002155,0.7603814773885583,1.5029214099966977,3.9241105318009812,0.6022093207775369,0.2909352657861216,0.1311239172483992
2025-02-24,89.74719163938828,0.0,0.0,3.103150185203243,0.7604871533033322,1.4884318391155311,3.893486044628934,0.6022930143218314,0.2719306347868683,0.13302948925197794
2025-02-25,89.82234820807872,0.0,0.0,3.1405509319719305,0.7611240044842036,1.4722772444414678,3.784326638223971,0.6027973897287469,0.2750203703846804,0.14155521268627774
2025-02-26,89.8519213156544,0.0,0.0,3.139924412227915,0.7613745969315407,1.4423001219905676,3.767765001676261,0.6029958547255814,0.2864482250100418,0.1472704717837048
2025-02-27,89.82116568868166,0.0,0.0,3.184870219390519,0.7611139842173453,1.5063153800604392,3.695212113944436,0.6027894538461958,0.27942419325895823,0.1491089666004501
2025-02-28,87.65624529249361,0.0,0.0,3.1172118459077534,0.7427691856877076,1.5175460981859028,3.49945560470616,0.5882606824454575,0.28302343657986073,0.14663225633076876
2025-03-03,89.89479830443567,0.0,0.0,3.2471735581788295,0.761737921939765,1.5364225815164696,3.531480479499041,0.6032836020115564,0.2704874246217734,0.1546161277969035
2025-03-04,89.89927881358433,0.0,0.0,3.32914453031793,0.7617758882491901,1.4908395833578008,3.5163602500449005,0.6033136706890443,0.24466342962997123,0.15462383412683794
2025-03-05,89.95643158819492,0.0,0.0,3.338484049833254,0.7622601814072606,1.4613474125316903,3.4659134066242743,0.6036972227118795,0.25049421941708333,0.16137191927964492
2025-03-06,90.03369545541521,0.0,0.0,3.35678534964733,0.76291488911858,1.4465949536998388,3.4118595770719318,0.6042157401901005,0.24049662620871118,0.14343740864830037
2025-03-07,90.06009982154023,0.0,0.0,3.391458781646909,0.7631386307294583,1.4350817072565318,3.347950065699252,0.6043929397767861,0.25106985470407506,0.14680819864675898
2025-03-10,89.85696354421813,0.0,0.0,3.6477885141482354,0.7614173230600879,1.432245625658338,3.2849113450150416,0.6030296930996304,0.2602381483420978,0.15340580645844742
2025-03-11,89.7042501907168,0.0,0.0,3.841323621758493,0.7601232820839394,1.448961783182794,3.2097587550373103,0.6020048344458123,0.2746016098241518,0.15897592295069832
2025-03-12,89.57260419803156,1.295342037253998,0.21804990888424947,3.3546635995073895,0.7590077587523207,1.3771392936495819,2.3956949413277355,0.6011213587591704,0.2726574261833988,0.15371947765059787
2025-03-13,89.44129305551637,2.234242984112816,0.47507373332432773,2.7603351335977444,0.7578950728270649,1.3052415708610803,1.980262353555743,0.6002401302505693,0.29129486518535996,0.15412110076892407
2025-03-14,89.40962321531889,3.183148950625467,1.2941816325291648,1.994494913482727,0.7576267133811879,1.1362406496388395,0.9814334164090369,0.6000275940901926,0.44699320850924706,0.19622970601525241
2025-03-17,89.20103186232376,3.695336816964777,1.4116723251369565,2.0334413941383476,0.7558591812573935,0.9819859634670582,0.5860082950727585,0.5986277384238258,0.4192997639712181,0.31673665924390443
2025-03-18,89.17446616714501,3.8747769602289788,1.331068427651879,1.9250501128254243,0.7556340725990282,0.9594739927624268,0.5861179081587107,0.5984494561585595,0.441155446953576,0.35380745551639836
2025-03-19,89.10946645764956,3.834019575913267,1.5244766434374686,1.8869631857970703,0.7550832871857266,0.902670070926097,0.6051682779227111,0.5980132433897035,0.412020676073648,0.3721185817047505
2025-03-20,89.09328115792715,4.294455213007695,1.3790811238112206,1.6546918206332344,0.7549461384651215,0.8554390816164538,0.6114172343484164,0.5979046239133786,0.39354569481262325,0.3652379114647008
2025-03-21,89.21261455653683,4.449045100450069,1.4202128327733388,1.3034780577927474,0.7559573290655732,0.8601665329594739,0.6082565588984408,0.5987054698345153,0.4338525355567503,0.3577110261322544
2025-03-24,89.29067935542096,4.583356367758958,1.3614245298514052,1.0432332263241477,0.7566188235991864,0.8615451310908687,0.6034969724819862,0.5992293623616629,0.49300171829062334,0.40741451282019814
2025-03-25,89.26200685247976,4.627528517096423,1.3957998733336359,0.9375158508581977,0.7563758625689688,0.8627474398423367,0.5982405765689889,0.5990369413186291,0.4763307853662129,0.484417300566845
2025-03-26,89.42514956529695,4.513121856543684,1.4094064631903045,0.8870290938974459,0.7577582783859566,0.864267282093812,0.6036649953329652,0.6001317913576377,0.4454489761252147,0.494021697776029
2025-03-27,89.24033547080238,4.650688255347183,1.4333928760544667,0.9145319522280666,0.7561922266572603,0.8623105010757341,0.5895080560674708,0.598891504770069,0.4771287465889209,0.47702041040844545
2025-03-28,89.30535376243576,4.575027502722728,1.37445320653542,0.9188431109384462,0.7567431695292733,0.8631094915455335,0.6030839563436646,0.599327842243572,0.5045516932129841,0.49950626449262475
2025-03-31,87.65624529249361,4.368826521910782,1.3718076003699122,0.9231025619149326,0.7427691856877076,0.8474506517310831,0.5948521514919454,0.5882606824454575,0.502929367546562,0.5079341359297831
2025-04-01,89.33659450762337,4.500113037384123,1.3651988624067732,0.9616348633258742,0.7570078929700943,0.8645500385533469,0.6049459179288729,0.5995374987491964,0.47839972596280117,0.5320176550955503
2025-04-02,89.26805482845609,4.540406660095814,1.412277916759005,0.9132883175293853,0.7564271110587485,0.8657071351501868,0.6077243609416116,0.5990775292592073,0.47658491880885306,0.5604512219410988
2025-04-03,89.29690881494513,4.54693883327503,1.4524544011105394,0.8742100767643263,0.756671609918776,0.8812945192759332,0.6120748918016361,0.5992711682375447,0.44480932337786727,0.5353663612932125
2025-04-07,89.14768914685204,4.847797271143426,1.4383243447530176,0.8388817394646279,0.7554071732435769,0.8096610538518054,0.6162786354325277,0.598269755691367,0.469234143983834,0.4784567355837711
2025-04-08,89.22010281717752,4.766393487234326,1.4159540915889355,0.852526434026141,0.7560207820373465,0.7967868872280494,0.6169498011496763,0.5987557235192371,0.4877147091984995,0.4887952668402698
