date,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,HUATAI FINANCIAL HOLDINGS (HONG KONG),BANK OF CHINA (HONG KONG) LTD,THE CORE SECURITIES COMPANY LTD,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL
2024-03-22,29.189363653197443,24.200419612084772,0.0,13.252534752468586,8.831637872961313,9.493964847756011,0.0,3.7842171847571917,6.715287949981587,4.532574126793099
2024-03-25,29.19950622056952,24.191641723258922,0.0,13.257139673911025,8.818491155097774,9.497263760991688,0.0,3.7855321047466437,6.717621343106043,4.532804018318379
2024-03-26,29.162917099214532,24.151327119100827,0.0,13.255528562345118,8.81445635862317,9.485362993435336,0.0,3.778848120459919,6.686814035290174,4.664745711530928
2024-03-27,29.176134383122182,24.162273038749184,0.0,13.261162933557587,8.802771418280157,9.48966197131964,0.0,3.7733181820003665,6.688948657086094,4.64572941588479
2024-03-28,29.162786510379984,24.14823370027772,0.0,13.25509604639131,8.800983166902263,9.485320518860712,0.0,3.801444630158843,6.685888510930971,4.6602469160981945
2024-04-02,29.170907007130626,24.15495787436263,0.0,13.258563024202488,8.785815830695574,9.487961745014625,0.0,3.8175829764627087,6.6877502238337785,4.636461318297566
2024-04-03,29.164461183198892,24.1314838471077,0.0,13.256006492335096,8.759766999440746,9.489974675413771,0.0,3.8074099055817574,6.686123175891058,4.704773721030983
2024-04-05,29.16456052907482,24.06193035690434,0.0,13.255603829667487,8.790397732202116,9.487427272125297,0.0,3.8551901235004293,6.67330850351958,4.71158165300593
2024-04-08,29.195568409840245,24.055011779823413,0.0,13.266110889604027,8.769932163243958,9.487128864433151,0.0,3.8484552040202775,6.660454506235607,4.717338182799321
2024-04-09,29.19166428554737,24.05179506711768,0.0,13.264336903050006,8.790125246775299,9.483619044738965,0.0,3.847044108090883,6.659563849068931,4.711851495610862
2024-04-10,29.19957530143444,24.056669194729682,0.0,13.267931572368788,8.792507393260554,9.476948371444603,0.0,3.8598186384558613,6.6613686079513155,4.685180920354756
2024-04-11,29.20400536345146,24.008675538242763,0.0,13.271812970386945,8.81080672353048,9.472780887098189,0.0,3.859806339080465,6.655802368731724,4.716309809477972
2024-04-12,29.161963087656606,23.949633958518042,0.0,13.250841040279266,8.775435206737917,9.459143810209481,0.0,3.843801581841408,6.646220632413715,4.9129606823435665
2024-04-15,29.158894759956727,23.94711405527778,0.0,13.249446829523,8.774511883748914,9.458148549606387,0.0,3.855485885252505,6.632984871742595,4.923413164892092
2024-04-16,29.163921932357717,23.898625227344546,0.0,13.251955019540414,8.767814847404248,9.459779192459775,0.0,3.8496573765378495,6.634128439040256,4.974117965315196
2024-04-17,29.125815284407107,23.861957195333165,0.0,13.234639530020239,8.804807660639428,9.446971475663759,0.0,3.8565532206304773,6.6254600439776175,5.043795589328209
2024-04-18,29.14019410729955,23.833616563525077,0.0,13.241173202502512,8.779697697684885,9.435900146106661,0.0,3.8881375619579357,6.6258970881116,5.055383632811776
2024-04-19,29.17901385552732,23.789573624772682,0.0,13.258812721582885,8.776160408397553,9.439584262956972,0.0,3.893093209683924,6.586186268229061,5.077575648849603
2024-04-22,29.19364156128077,23.78110352075312,0.0,13.265758328310792,8.782278324853955,9.444316412635406,0.0,3.890412786431352,6.567523023525328,5.07496604220928
2024-04-23,29.209484786743133,23.764557382665036,0.0,13.272060565399435,8.783157350774042,9.449441790158083,0.0,3.8985041950777086,6.553744881392115,5.069049047790443
2024-04-24,29.20706136191844,23.76243621722932,0.0,13.270959421668765,8.786913343586237,9.448657797835693,0.0,3.8981807476799024,6.553201136503898,5.072589973577745
2024-04-25,29.227727954103557,23.71709313166366,0.0,13.280349805140565,8.79313086586236,9.455343563136928,0.0,3.906922895485041,6.549460735061382,5.069971049546513
2024-04-26,29.270596043107272,23.751878813974447,0.0,13.299827994425112,8.679658418975404,9.469211644503423,0.0,3.9060612735970426,6.54108893533495,5.081676876082353
2024-04-29,29.257753087942724,23.699302763740825,0.0,13.337943994890459,8.69007629173487,9.46505687223931,0.0,3.919547013216599,6.538218925042023,5.092101051193188
2024-04-30,29.26132431420159,23.70039830582593,0.0,13.33942226777743,8.662381569953235,9.466212185141917,0.0,3.9207742760436473,6.525987176909961,5.123499904146287
2024-05-02,29.264151240163173,23.702613101544014,0.0,13.343407067471958,8.6550552995143,9.467126712478297,0.0,3.93014000373728,6.526617650171433,5.110888924919541
2024-05-03,29.276012749064158,23.71222037680627,0.0,13.348815491601579,8.657814199293286,9.470963981047792,0.0,3.9249900506806665,6.529263055217201,5.079920096289054
2024-05-06,29.338768233720348,23.763049425651676,0.0,13.374651710244672,8.69754608519359,9.489390200946843,0.0,3.9224415884500012,6.543259054979532,4.870893700813338
2024-05-07,29.380063023309255,23.796496301069407,0.0,13.412724832149529,8.727156409789593,9.501092538533074,0.0,3.9110452270587355,6.552468797656817,4.718952870433588
2024-05-08,29.354482736782362,23.760377363913552,0.0,13.41103807359311,8.793177868893293,9.492820239414403,0.0,3.9310781819039935,6.54676377145692,4.710261764042371
2024-05-09,29.319308240954722,23.7289048037433,0.0,13.394217751306092,8.840716334480032,9.481445310109809,0.0,3.9802409276366744,6.5344170623413715,4.720749569428
2024-05-10,29.33001821213883,23.730066695937168,0.0,13.391679573241694,8.819476255602895,9.473525049079774,0.0,4.006464578502662,6.536804001960393,4.711965633536583
2024-05-13,29.336337890015766,23.714158503916206,0.0,13.394565050520363,8.774754418078759,9.47556628977169,0.0,4.008829361645535,6.5382124734907645,4.757576012560912
2024-05-14,29.342351818785637,23.717442972137963,0.0,13.39731092699681,8.7678426435816,9.477508774240425,0.0,4.0034185893738865,6.539552802479517,4.754571472404163
2024-05-16,29.361974844756343,23.711137523895818,0.0,13.401762036288293,8.866430893462018,9.48294511550755,0.0,3.9283244292139496,6.54332506926205,4.7041000876139805
2024-05-17,29.376830782880187,23.709602053305233,0.0,13.40726471805839,8.862647187605665,9.487743091345775,0.0,3.9175314735113096,6.546635719613978,4.691744973679465
2024-05-20,29.368658671733222,23.68623556806917,0.0,13.399112590775733,8.818953499560301,9.480857765260877,0.0,3.9563828652159265,6.5418847771343405,4.747914262250431
2024-05-21,29.37713338688396,23.688486597606158,0.0,13.4029790820496,8.801058429505686,9.483142712192649,0.0,3.945876797112273,6.535957270289609,4.765365724360066
2024-05-22,29.40858107650961,23.65825185292255,0.0,13.417326728590892,8.793403247281198,9.493294244840895,0.0,3.9622875800747357,6.542953894260223,4.723901375519896
2024-05-23,29.43759109417958,23.673456930149527,0.0,13.41550195005059,8.821128712456488,9.502658880049667,0.0,3.9355485283788716,6.54489009437812,4.669223810357152
2024-05-24,29.446083464805827,23.679533190881276,0.0,13.419372151737013,8.82517995689735,9.50540027627621,0.0,3.9266659184275743,6.541505598430131,4.656259442544622
2024-05-27,29.43838912409,23.673345665243787,0.0,13.415865633742822,8.82294921703376,9.502916489647902,0.0,3.9256398700741593,6.539796285443603,4.681097714723966
2024-05-28,29.44209067805757,23.662549084425233,0.0,13.411240238810823,8.828639503305707,9.499640164215734,0.0,3.9299322305973305,6.536713505036188,4.689194595551415
2024-05-29,29.455461182148845,23.671788699859356,0.0,13.420418445750501,8.825946111992943,9.503954225301618,0.0,3.922679535441414,6.5351633200462445,4.664588479459081
2024-05-30,29.463316191595673,23.666048285521367,0.0,13.424449314195272,8.813534755225625,9.506488684014053,0.0,3.916192445110784,6.5369060790306674,4.673064245306558
2024-05-31,29.466490448503457,23.6472768077799,0.0,13.425895609333663,8.823525064215607,9.507512874135008,0.0,3.916614359631209,6.537610338494944,4.675074497906214
2024-06-03,29.476994788126465,23.655706689417226,0.0,13.428797563399883,8.811371082317839,9.51090215269109,0.0,3.910473906131747,6.531499828992322,4.674253988923427
2024-06-04,29.4720192837571,23.65058346764053,0.0,13.426756940892021,8.833243503666006,9.509296780923801,0.0,3.9031073468214386,6.530397358873802,4.674595317425304
2024-06-05,29.4956791143917,23.65319167552919,0.0,13.430126806720367,8.846459515270244,9.510882493541235,0.0,3.9047364192716336,6.472366506063304,4.68655746921233
2024-06-06,29.492833583650352,23.646387623424943,0.0,13.428831164787846,8.840782432572105,9.509964952080068,0.0,3.9043597184174232,6.47174209874619,4.7050984263210704
2024-06-07,29.49372275302713,23.646497557121258,0.0,13.42622116015666,8.826803729021883,9.510251664768615,0.0,3.9044774296264086,6.4719372130905715,4.7200884931874745
2024-06-11,29.254269030377735,23.719714906677183,0.0,13.468651774450269,8.868611108755024,9.54030672012704,0.0,3.91681667041936,6.492390344939465,4.7392394442539265
2024-06-12,29.25628200759342,23.72013721221033,0.0,13.469578548218566,8.868994510010477,9.540963185685566,0.0,3.917086185364594,6.492837084313681,4.734121266603364
2024-06-13,29.277527211687648,23.734335403709714,0.0,13.479359830243599,8.87172713143028,9.536415345578723,0.0,3.9078234857735246,6.497552025500363,4.695259566076152
2024-06-14,29.282003062752533,23.737812466985826,0.0,13.481571873026093,8.87308341159156,9.537873241065286,0.0,3.899339118061657,6.49854534966132,4.6897714768557215
2024-06-17,29.295461012177764,23.748116587168784,0.0,13.487767976211076,8.885490256480447,9.542256828329702,0.0,3.9011312464392893,6.501532067969692,4.638244025223246
2024-06-18,29.319392138655065,23.748798946506586,0.0,13.498785979348185,8.901842090637176,9.55005178861187,0.0,3.825432973358388,6.5068430950311935,4.648852987851536
2024-06-19,29.32374745380914,23.752326765345856,0.0,13.500791186920683,8.90043601589623,9.551470422568551,0.0,3.835095960676426,6.507809668696941,4.628322526086171
2024-06-20,29.324880936745352,23.748773141744678,0.0,13.501313047793337,8.9007800542005,9.551839626018987,0.0,3.8352442028421656,6.508061222193752,4.629107768461227
2024-06-21,29.313638884735543,23.73785043998378,0.0,13.496137154195972,8.929491465474678,9.548177811394858,0.0,3.824303503999353,6.5042783013718015,4.64612243884401
2024-06-24,29.31408307100099,23.738058608082806,0.0,13.496341659640828,8.93583945683227,9.548322493856853,0.0,3.8254221553480185,6.504376859967666,4.6375556952705645
2024-06-25,29.317037252108484,23.739693134263494,0.0,13.497701778511153,8.92022167101374,9.549284743771041,0.0,3.8252014927898266,6.505032350613209,4.645827576929051
2024-06-26,29.32114744166504,23.743021391411624,0.0,13.500351956053505,8.905406336836169,9.550623534252798,0.0,3.8257377783323316,6.502913035253401,4.650798526195128
2024-06-27,29.318546329256307,23.710399788357606,0.0,13.498735662562336,8.937907875388328,9.547661544497128,0.0,3.849527311113804,6.502058717779745,4.635162771044746
2024-06-28,29.319879333325975,23.71072004041961,0.0,13.498818959851363,8.935283165774779,9.548095640770242,0.0,3.852506086126068,6.499323259263312,4.635373514468652
2024-07-02,29.314614673343353,23.60993990902954,0.0,13.496167829617603,8.924587136416609,9.546381190432344,0.0,3.9696265135357423,6.488534285184236,4.650148462440574
2024-07-03,29.310928315725715,23.591441366692102,0.0,13.494470665877193,8.935585485240969,9.545180718401092,0.0,3.983899343894579,6.487718342076812,4.650775762091537
2024-07-04,29.31948217430328,23.564833087645688,0.0,13.498408780440185,8.937435412102404,9.545228971203823,0.0,3.9882445657886936,6.489611664068917,4.656755344447009
2024-07-05,29.327171321657,23.571013056067354,0.0,13.502327769803154,8.907414434137713,9.547732244339695,0.0,3.992170743015845,6.491313589773363,4.6608568412058675
2024-07-08,29.315128260982004,23.56133373386843,0.0,13.496783104386841,8.907696416568283,9.543811514397278,0.0,4.027201534793371,6.488647963328703,4.659397471675084
2024-07-09,29.275183261505404,23.50471455291024,0.0,13.478392293020066,8.903124881949067,9.530807049857554,0.0,4.018763241263093,6.4798064860821585,4.80920823341242
2024-07-10,29.29643309324322,23.4487851258265,0.0,13.457889198501109,8.916326114805203,9.526241818068753,0.0,4.032810642095279,6.48450995100304,4.8370040564568955
2024-07-11,29.295789822841055,23.448270253951478,0.0,13.457593699667871,8.917568917756993,9.526032647573972,0.0,4.032797807293109,6.48436756870992,4.837579282205602
2024-07-12,29.293682755559736,23.446583763047684,0.0,13.456625777125373,8.92010732468318,9.525347498211763,0.0,4.032507752771169,6.4839011877443715,4.8412439408567245
2024-07-15,29.298607112616715,23.426445580681314,0.0,13.458887876795862,8.924635705383555,9.526948738061476,0.0,4.045149719645401,6.484991151230256,4.834334115585422
2024-07-16,27.448732135245745,21.946479757533204,0.0,12.609111646450605,8.371645392190642,8.925429900886222,6.314788863694347,3.7783228447133728,6.075537459011316,4.529952000274548
2024-07-17,27.443592375851857,21.94024245734018,0.0,12.606750597506187,8.381426256565623,8.923758619241896,6.313606423091164,3.7764805109029154,6.074399818096827,4.5397429414033565
2024-07-18,27.440381003571062,21.923207490811812,0.0,12.605700907959699,8.383282266106205,8.916828066360177,6.3128676225587395,3.795186866486709,6.073689008851043,4.5488567672945495
2024-07-19,27.417864138281512,21.90521787508012,0.0,12.594931828668617,8.38065484115682,8.901716403298316,6.307687447041882,3.80170977393846,6.06870509710415,4.621512595430125
2024-07-22,27.4662312804734,21.87195115513972,0.0,12.617150220866563,8.400407979414783,8.907256862030703,6.318814674681292,3.843909433331113,6.079410742185469,4.494867651876958
2024-07-23,27.462722220628233,21.86915681525558,0.0,12.615538265635124,8.39791520610855,8.906118879281413,6.318007388868486,3.858678448830371,6.078563065139001,4.493299710253244
2024-07-24,27.4614942615014,21.861081556872904,0.0,12.614974178607309,8.408753609287526,8.905720654011734,6.317724887564564,3.8601383170144428,6.0782912702697995,4.491821264870319
2024-07-25,27.457226495897853,21.857684146264567,0.0,12.613013697055338,8.416742972289207,8.904336624143582,6.316743055741755,3.8650735344397056,6.077346648605567,4.491832825562426
2024-07-26,27.465295443502814,21.835146104212765,0.0,12.616720325861328,8.41637707268247,8.906953371530207,6.318599378293429,3.866209376613837,6.079132618928976,4.495566308374175
2024-07-29,27.45860996408226,21.828766591174073,0.0,12.585262569591862,8.433915184730216,8.904785280763164,6.317061333082987,3.8989774288203036,6.07765286364645,4.49496878410869
2024-07-30,27.461227283140293,21.705755612911656,0.0,12.586852548298012,8.505459459587753,8.905910280651005,6.317859408844178,3.937512929623635,6.071607036513399,4.5078154404300665
2024-07-31,27.462591704737406,21.70683407169409,0.0,12.587477930888507,8.490763504322446,8.906352774214879,6.3181733141090834,3.9385603158859244,6.0719087066348525,4.517337677512813
2024-08-01,27.464385150762,21.70747081636405,0.0,12.588299956810076,8.489898319009303,8.906934404060607,6.318585922756319,3.939385393810371,6.070956541633346,4.514083494793927
2024-08-02,27.456238552794222,21.70103185781219,0.0,12.58456596392136,8.517823008379922,8.904292392840734,6.316711678022459,3.938216877243649,6.068446122752002,4.512673546233463
2024-08-05,27.45302412068395,21.69842026066407,0.0,12.58309262907797,8.528604215257298,8.903249925084936,6.315972150617416,3.9377558115094233,6.067735660973383,4.512145226131557
2024-08-06,27.45518647396979,21.69871014967038,0.0,12.58408374362961,8.529275975689497,8.902390075158086,6.316469631808309,3.937498291283698,6.067220149963755,4.509165508826876
2024-08-07,27.454037072607417,21.68879020099833,0.0,12.583556915556057,8.535163117418858,8.902017379846383,6.316205195112275,3.9454935053419016,6.066966148006317,4.507770465112462
2024-08-08,27.455634571759784,21.686433213191208,0.0,12.584289129235712,8.536440335134806,8.90253537161499,6.316572723298336,3.945723086241563,6.067319173437632,4.505052396085972
2024-08-09,27.454699427744032,21.682359509382778,0.0,12.583860506009362,8.533027398689013,8.902232149605824,6.316357579657536,3.9541037406389057,6.06633197349366,4.507027714778891
2024-08-12,27.444974661226606,21.671715082062114,0.0,12.579370647299418,8.533103926764223,8.893239338516624,6.314103934754161,3.9939052431429074,6.064167536480425,4.505419629753514
2024-08-13,27.438921897385093,21.66536045036309,0.0,12.576628875530623,8.557838298686393,8.886360702069302,6.312727726643365,3.9845955052687585,6.062845803953501,4.514720740099873
2024-08-14,27.447479637194228,21.665818790891457,0.0,12.580518799977577,8.494936773394496,8.889109234452786,6.314680239844943,4.020091892764268,6.036416018265667,4.550948613214575
2024-08-15,27.438856601819957,21.659012150561782,0.0,12.576566442235707,8.492267962222488,8.886316588119218,6.312696388802692,4.050245413370456,6.034519588081644,4.54951886478605
2024-08-16,27.439440383516754,21.65947296185023,0.0,12.5768340178641,8.488193495476965,8.886505650989125,6.312830696024846,4.049480556108484,6.033229594908248,4.5540126432612436
2024-08-19,27.439194327753054,21.659334716404853,0.0,12.576753743980088,8.488139318069585,8.886448931283445,6.312790403258132,4.051440431676581,6.03319108674538,4.552707040828887
2024-08-20,27.437423627053647,21.657866086400848,0.0,12.575942143377508,8.491704579184017,8.885875472706276,6.312383027507637,4.051178984918332,6.032801754043067,4.554824324808667
2024-08-21,27.43874676643373,21.657633998203096,0.0,12.576903191713532,8.49211408223669,8.886303984213924,6.3126874351910764,4.051374348540062,6.033092679229101,4.551143514238786
2024-08-22,27.436995579868757,21.65610994596621,0.0,12.57610051278341,8.49015384208628,8.885736845478256,6.312284548954344,4.051115783074618,6.032707637195839,4.558795304592289
2024-08-23,27.43806572287409,21.656954613324704,0.0,12.57659102662116,8.488215685743254,8.886083421658757,6.3125307510991115,4.051273791381557,6.021312755192292,4.568972232105078
2024-08-26,27.43565315487252,21.639592095858823,0.0,12.575414285492176,8.487469335845242,8.885302088136964,6.311975704331134,4.050917571901167,6.020783314574014,4.592892448987962
2024-08-27,27.453075974215164,21.65333416722875,0.0,12.583400214240376,8.502083331982242,8.890944636984356,6.31598408028526,4.05349007872755,6.024606770840898,4.523080745495406
2024-08-28,27.454634398639616,21.65456335862678,0.0,12.584114534131338,8.49830845525776,8.891449347833213,6.316342618755208,4.053720182558133,6.022039468092023,4.524827636105929
2024-08-29,27.464300580621043,21.66169057650282,0.0,12.58854512823053,8.501300525553436,8.894579834519973,6.318566466151003,4.022494983334464,6.021320356308897,4.527201548777833
2024-08-30,27.465294868323454,21.648277571776653,0.0,12.589000870242801,8.51743819886149,8.894901844225686,6.318795216667176,4.021220887269044,6.021538345649822,4.523532196983881
2024-09-02,27.472821033754023,21.548599397346145,0.0,12.59235292807897,8.561670085583769,8.89727027884065,6.320477714526976,4.036492614143712,6.023141693286811,4.547174254438946
2024-09-03,27.473998535273402,21.54957867925075,0.0,12.592925190950051,8.573633515035214,8.897674617685317,6.32076495033939,4.042853769945768,6.001189839522202,4.547380901997906
2024-09-04,27.475068374678045,21.547688764041627,0.0,12.593480657574164,8.564070101857665,8.893514124236592,6.321043755614221,4.043884234266671,5.990305764132151,4.570944223598861
2024-09-05,27.467597915110364,21.54182995650406,0.0,12.590056495465236,8.56032169363696,8.891095981476264,6.3193250664681955,4.071181526877268,5.988677002507294,4.5699143619543605
2024-09-09,27.48437799900473,21.55498996106746,0.0,12.597747819798787,8.488832973021047,8.896527593550358,6.323185571675053,4.076083835209635,5.992335513267095,4.585918733405832
2024-09-10,27.47420994296518,21.547015527523282,0.0,12.593371223141887,8.502876677822407,8.893236255062293,6.320846260767467,4.0801145702476935,5.9901186028713465,4.5982109395984425
2024-09-11,27.476056847199974,21.548463986798637,0.0,12.594217789819895,8.502667115254974,8.888745087278295,6.321271168262559,4.081098987797689,5.99052127779585,4.596957739792122
2024-09-12,27.47564710498289,21.54814264100081,0.0,12.595450233243731,8.51674288978897,8.88293150317548,6.321176901036455,4.07791356169085,5.9854610426510515,4.596534122429763
2024-09-13,27.47759836786538,21.549672944937285,0.0,12.597765093815902,8.50996186895308,8.883562350356753,6.321625817774011,4.073444966964517,5.985886117551836,4.600482471781234
2024-09-16,27.478027682893536,21.54709786139477,0.0,12.599382303886589,8.508674449873366,8.88370114876153,6.321724588013302,4.077201599948166,5.97774143649603,4.606448928732715
2024-09-17,27.47997928392999,21.548628223726602,0.0,12.600277163148204,8.509278770462416,8.884332105268653,6.322173582548155,4.070388773535086,5.978165999951522,4.606776097429371
2024-09-19,27.480662409787897,21.549163901901245,0.0,12.60059039392098,8.5094903029494,8.88455296122086,6.322330745703477,4.07056098530932,5.978314611409167,4.60433368779765
2024-09-20,27.47936721432676,21.54809257218352,0.0,12.599963947947886,8.509067248491894,8.884111260296436,6.322016427206295,4.070358614907794,5.978017395882185,4.609005318757226
2024-09-23,27.472525660734824,21.542357381418643,0.0,12.59707249962072,8.506402689702485,8.881922334025045,6.320458766857362,4.075462145208643,5.976544492296752,4.627254030135526
2024-09-24,27.470945699980298,21.541047467343038,0.0,12.596348034734707,8.51109653343463,8.881411529562222,6.320095273637788,4.077712787893041,5.947871494417325,4.653471178996954
2024-09-25,27.47110173739895,21.540885817957562,0.0,12.59641958311361,8.513274910625643,8.881461976770854,6.320131172341929,4.075108908465972,5.947124266608909,4.654491626716565
2024-09-26,27.46176020671907,21.533520781836327,0.0,12.592112746059096,8.503834270969532,8.878425319466178,6.317970258683658,4.130497059537507,5.944806980250587,4.637072376478044
2024-09-27,27.455660725731835,21.50141799809083,0.0,12.589670740451037,8.50677085296294,8.876453348768559,6.316566985944378,4.2049403019536715,5.940577186127437,4.607941859969313
2024-09-30,27.44389813704109,21.49007841340367,0.0,12.584277057882215,8.486386732963732,8.872650487463666,6.313860834373834,4.314287178781162,5.936613503144615,4.557947654946023
2024-10-02,27.447499845804856,21.492260289208566,0.0,12.586070485329124,8.463451824137042,8.873814924922913,6.314689458929531,4.325068738571144,5.937392618151333,4.559751814945489
2024-10-03,27.465058523273893,21.425226664171998,0.0,12.571651860328235,8.455480155263201,8.87490410788192,6.315464531681021,4.3207750920520915,5.937979483648731,4.63345958169891
2024-10-04,27.415074202546542,21.38623437874392,0.0,12.566689759038832,8.213327571075686,8.852931371293291,6.305245618049936,4.879468142788166,5.927172811937777,4.453856144525852
2024-10-07,27.28731821081694,21.286573164543583,0.0,12.509537975303765,8.044929245204882,8.811676147298728,6.280797039924163,5.127338865944778,5.899551809158528,4.752277541804634
2024-10-08,27.26137604465307,21.266335931488005,0.0,12.682011284872127,8.078900611939376,8.803298850378987,6.273417409663072,5.11753470672193,5.893943080878851,4.623182079404583
2024-10-09,27.29183911559207,21.29009987865753,0.0,12.706405403991953,8.008402955992135,8.811726022608585,6.280427604572806,5.124804293896637,5.900529234339673,4.585765490348615
2024-10-10,27.320994720565885,21.253559592941578,0.0,12.717932813109819,8.112236579938129,8.809235923459175,6.280926188715571,5.141218435513553,5.830045439475503,4.533850306280788
2024-10-14,27.313669444567452,21.233679030694283,0.0,12.713746760754605,8.229021673562011,8.80475727207662,6.279453826320307,5.068294556517163,5.804139916940338,4.553237518567219
2024-10-15,27.341198125588722,21.10499381420186,0.0,12.728396936284577,8.268533371125164,8.813631339872769,6.285782711632601,5.099464748805915,5.809777860518233,4.548221091970159
2024-10-16,27.346374383776784,21.100441735075687,0.0,12.730806686894617,8.298779468844291,8.815299943830066,6.277436057848526,5.059457766309633,5.810877772456371,4.560526184964025
2024-10-17,27.357177441327394,21.102346395565895,0.0,12.73625995268482,8.303541933056371,8.81878238692408,6.279915929660837,5.044990370144601,5.787732130527574,4.569253460108427
2024-10-18,27.356713449544202,21.100857788016107,0.0,12.736043939173214,8.309831962169788,8.79842153700079,6.279809419060584,5.059886591631121,5.785089890560151,4.573345422844045
2024-10-21,27.351088801278813,21.0949649742654,0.0,12.733425358268658,8.294628460942723,8.79336245004582,6.278518265456878,5.088591709744474,5.783900453244222,4.5815195267530155
2024-10-22,27.335328920722667,21.081397642842063,0.0,12.726441341122275,8.351918364887972,8.788295655706973,6.274900541180815,5.088131103925785,5.780567731064347,4.573018698547099
2024-10-23,27.30063007870946,21.03580750882987,0.0,12.710286687239503,8.341316630528347,8.777139993984111,6.266935325793852,5.087314261000444,5.7725247711462835,4.708044742768132
2024-10-24,27.301149932498635,21.013851557256082,0.0,12.71052871427979,8.337243947997422,8.777307126737856,6.267054659672457,5.108639240080811,5.772634690546194,4.711590130930748
2024-10-25,27.292746508183058,21.001675528303394,0.0,12.71434867134047,8.33239524612646,8.778142885991045,6.267651397242013,5.110536315213473,5.771562114600429,4.730941332999659
2024-10-28,27.280375846907205,20.990080401770093,0.0,12.71086543995624,8.398781666589754,8.77418044663907,6.264822189644979,5.116689445570896,5.768956840894784,4.695247722026974
2024-10-29,27.29577069451142,21.001925513098428,0.0,12.718038428974568,8.406625019879389,8.779131887615758,6.268357550866479,5.078663730570708,5.7665691808051,4.684917993678157
2024-10-30,27.292517085567724,20.989053985184974,0.0,12.718003622727759,8.418741828684533,8.778085430186618,6.2676103734221025,5.087862244862975,5.765035437345638,4.683089992017679
2024-10-31,27.249503864205778,20.94858093245613,0.0,12.699016254628145,8.49152751626411,8.764462359686762,6.257732570229484,5.089984267117777,5.7209507728368605,4.778241462574952
2024-11-01,27.2459159560672,20.942865392905237,0.0,12.697344191019244,8.51449004254085,8.763308353874868,6.256908622398005,5.099171628796005,5.720197502394192,4.759798310004403
2024-11-04,27.24347978708648,20.938669447066786,0.0,12.69620886945011,8.539637693880547,8.762524790568914,6.256349166561553,5.128285707402538,5.719686036098054,4.71515850188502
