date,ABN AMRO CLEARING HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CITIBANK N.A.,BNP PARIBAS,CHINA PA SECURITIES (HONG KONG) CO LTD,INTERACTIVE BROKERS HONG KONG LTD,ZINVEST GLOBAL LTD
2024-03-19,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-04-25,98.10426540284361,0.0,0.0,1.8957345971563981,0.0,0.0,0.0
2024-05-07,77.03081232492998,21.475256769374415,0.0,1.4939309056956116,0.0,0.0,0.0
2024-05-08,63.903950426026334,34.856700232378,0.0,1.2393493415956625,0.0,0.0,0.0
2024-05-10,63.903950426026334,34.856700232378,0.0,1.2393493415956625,0.0,0.0,0.0
2024-05-13,47.38655944859276,51.69442848937392,0.0,0.9190120620333142,0.0,0.0,0.0
2024-05-14,37.82668500687758,61.43970655662541,0.0,0.7336084364970197,0.0,0.0,0.0
2024-05-16,31.356898517673887,68.03496769289244,0.0,0.6081337894336754,0.0,0.0,0.0
2024-05-23,28.836071303739953,70.60468367703601,0.0,0.5592450192240475,0.0,0.0,0.0
2024-05-28,29.15796798886569,70.28531663187195,0.0,0.5567153792623522,0.0,0.0,0.0
2024-06-05,29.25642807505212,70.18763029881863,0.0,0.5559416261292565,0.0,0.0,0.0
2024-06-20,29.221681723419042,70.18763029881863,0.03474635163307853,0.5559416261292565,0.0,0.0,0.0
2024-06-28,25.89098532494759,70.5800139762404,0.034940600978336823,3.494060097833683,0.0,0.0,0.0
2024-07-03,25.85604472396925,70.5800139762404,0.06988120195667365,3.494060097833683,0.0,0.0,0.0
2024-07-10,0.9337068160597572,94.30438842203547,0.09337068160597572,4.6685340802987865,0.0,0.0,0.0
2024-07-11,0.8372093023255814,93.95348837209302,0.5581395348837209,4.651162790697675,0.0,0.0,0.0
2024-07-12,0.8333333333333334,93.51851851851852,1.0185185185185186,4.62962962962963,0.0,0.0,0.0
2024-07-29,4.220183486238533,92.66055045871559,1.146788990825688,1.9724770642201837,0.0,0.0,0.0
2024-08-09,4.220183486238533,92.66055045871559,1.146788990825688,1.9724770642201837,0.0,0.0,0.0
2024-08-14,4.2182485098578635,92.61806510774873,1.1462631820265932,2.017423200366804,0.0,0.0,0.0
2024-08-15,4.281060958585389,93.99720800372266,1.1633317822242903,0.5583992554676594,0.0,0.0,0.0
2024-08-16,0.5799903334944417,97.63170613823104,1.208313194780087,0.5799903334944417,0.0,0.0,0.0
2024-09-03,0.5794302269435055,97.5374215354901,1.2071463061323033,0.5794302269435055,0.0,0.0,0.09657170449058425
2024-09-27,2.370791844476055,95.77999051683263,1.1853959222380275,0.5689900426742532,0.0,0.0,0.0948316737790422
2024-10-03,0.43520309477756286,97.678916827853,1.2088974854932302,0.5802707930367506,0.0,0.0,0.09671179883945842
2024-10-04,0.43520309477756286,97.678916827853,1.2088974854932302,0.5802707930367506,0.0,0.0,0.09671179883945842
2024-10-09,12.857142857142856,84.87394957983193,1.050420168067227,0.5042016806722689,0.0,0.6302521008403361,0.08403361344537816
2024-10-10,8.805970149253731,89.17910447761194,0.9328358208955223,0.44776119402985076,0.0,0.5597014925373134,0.0746268656716418
2024-10-14,8.768656716417912,89.17910447761194,0.9328358208955223,0.44776119402985076,0.0,0.5597014925373134,0.11194029850746269
2024-10-15,41.57706093189964,57.10872162485066,0.5973715651135006,0.2867383512544803,0.0,0.35842293906810035,0.07168458781362007
2024-10-18,41.56712852365027,57.09507883420927,0.5972288580984233,0.2866698518872432,0.0,0.358337314859054,0.09555661729574773
2024-10-29,41.557200859804155,57.0814425603057,0.5970862192500598,0.2866013852400287,0.0,0.3582517315500358,0.11941724385001193
2024-11-05,41.65273465488416,57.0814425603057,0.5970862192500598,0.2866013852400287,0.0,0.3582517315500358,0.02388344877000239
2024-11-08,41.62885120611416,57.0814425603057,0.5970862192500598,0.2866013852400287,0.0,0.3582517315500358,0.04776689754000478
2024-11-11,41.581084308574155,57.0814425603057,0.5970862192500598,0.2866013852400287,0.0,0.3582517315500358,0.09553379508000956
2024-11-12,41.70638703527169,56.959008579599626,0.5958055290753098,0.2859866539561487,0.0,0.3574833174451859,0.09532888465204957
2024-11-15,41.886433832264196,56.78308386790212,0.5939653124257543,0.2851033499643621,0.0,0.3563791874554526,0.09503444998812069
2024-11-19,42.06912878787879,56.58143939393939,0.5918560606060606,0.2840909090909091,0.0,0.35511363636363635,0.11837121212121213
2024-11-27,42.04545454545455,56.58143939393939,0.5918560606060606,0.2840909090909091,0.0,0.35511363636363635,0.14204545454545456
2024-12-06,24.069478908188586,74.13151364764268,0.7754342431761787,0.37220843672456577,0.0,0.46526054590570715,0.18610421836228289
2025-01-03,22.988220706757595,29.634221946683198,40.99739615623063,6.119776813391196,0.0,0.18598884066955984,0.07439553626782394
2025-01-06,17.689145988734968,36.38301111280256,28.08509666615923,17.523062871061043,0.0,0.22834525803014158,0.09133810321205663
2025-01-07,13.929060739838636,36.38301111280256,28.08509666615923,21.283148119957378,0.0,0.22834525803014158,0.09133810321205663
2025-01-08,12.72423863162286,33.235989431233484,25.655819774718395,28.091920456125713,0.0,0.20859407592824364,0.08343763037129745
2025-01-21,14.774889029803424,30.310716550412174,48.60760938490805,6.040456563094483,0.0,0.19023462270133165,0.07609384908053266
2025-02-05,17.318269659580793,35.52846737029879,43.93801100044597,2.9030771517764236,0.0,0.22298201278430207,0.08919280511372082
2025-02-11,26.592102259758043,54.553754850490755,0.570645971239443,17.804154302670625,0.0,0.3423875827436658,0.13695503309746632
