date,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,HANG SENG SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,TOTAL_CCASS_PCT
2024-08-08,0.7532812499999999,1.0740625,3.4971875,0.01875,2.0015625,1.6459374999999998,1.0574999999999999,0.6484375,0.6118750000000001,0.0740625,11.38265625
2024-08-09,0.80109375,1.0615625,3.4759375,0.0203125,2.01125,1.6112499999999998,1.0571875,0.6546875,0.6040625,0.0740625,11.37140625
2024-08-12,0.76546875,1.0771875,3.4825000000000004,0.0203125,2.0190625,1.5896875000000001,1.060625,0.64875,0.565,0.0740625,11.30265625
2024-08-13,0.74203125,1.0890624999999998,3.4365624999999995,0.0203125,2.025625,1.613125,1.060625,0.6640625,0.5525,0.0740625,11.27796875
2024-08-14,0.74046875,1.095625,3.4181250000000003,0.0203125,2.020625,1.6171874999999998,1.0859375,0.6665625,0.5525,0.0740625,11.29140625
2024-08-15,0.74171875,1.095625,3.4318750000000002,0.0203125,2.0303125,1.5346875,1.0859375,0.6575,0.5525,0.0740625,11.22453125
2024-08-16,0.74328125,1.0934375,3.3853125,0.0203125,2.018125,1.5084375,1.0984375,0.65125,0.5406249999999999,0.075625,11.13484375
2024-08-19,0.68703125,1.0865625,3.394375,0.0203125,2.0178125000000002,1.54,1.1009375,0.64625,0.5406249999999999,0.075625,11.10953125
2024-08-20,0.72984375,1.0909375000000001,3.439375,0.0203125,2.024375,1.5959375000000002,1.118125,0.6746875,0.5703125,0.075625,11.33953125
2024-08-21,0.74890625,1.1096875000000002,3.3815625000000002,0.0203125,2.0246875,1.5940625,1.12125,0.676875,0.59,0.075625,11.34296875
2024-08-22,0.7614062500000001,1.1409375,3.3428125000000004,0.0203125,2.026875,1.5275,1.145,0.690625,0.59625,0.075625,11.32734375
2024-08-23,0.74765625,1.1596875,3.3215624999999998,0.1,1.9778125,1.52125,1.111875,0.6971875,0.6025,0.075625,11.31515625
2024-08-26,0.7895312499999999,1.1765625,3.39125,0.1328125,1.9596875,1.529375,1.1228125,0.72875,0.6121875,0.0740625,11.51703125
2024-08-27,0.7901562500000001,1.176875,3.3875,0.1328125,1.971875,1.548125,1.1325,0.7465625,0.6253125,0.0740625,11.58578125
2024-08-28,0.75734375,1.3003125,3.026875,0.159375,1.9596875,1.5462500000000001,1.131875,0.7340625,0.6065625,0.0740625,11.29640625
2024-08-29,0.7492187499999999,1.3546875,2.990625,0.27718750000000003,1.9481249999999999,1.5265625,1.1334375,0.7275,0.6534375,0.0740625,11.434843749999999
2024-08-30,0.74609375,1.384375,2.9715625,0.33968750000000003,1.988125,1.5096874999999998,1.12125,0.7384375000000001,0.6596875,0.0725,11.53140625
2024-09-02,0.74515625,1.439375,2.95125,0.39437500000000003,1.984375,1.49625,1.1015625,0.7000000000000001,0.664375,0.0709375,11.547656250000001
2024-09-03,0.74484375,1.435625,2.9353125,0.39437500000000003,1.9937500000000001,1.52875,1.114375,0.699375,0.664375,0.0709375,11.58171875
2024-09-04,0.74703125,1.4768750000000002,2.9315625,0.44437499999999996,1.9937500000000001,1.515625,1.0831250000000001,0.6771875,0.6565625,0.0709375,11.59703125
2024-09-05,0.74953125,1.591875,2.9190625000000003,0.485,1.9203125,1.5234375,1.0675000000000001,0.6737500000000001,0.6409375,0.0709375,11.64234375
2024-09-09,0.74984375,1.5853125,2.9134375,0.6703125,1.9153125,1.5106249999999999,1.0409375,0.6421874999999999,0.5759375,0.0709375,11.674843749999999
2024-09-10,0.73609375,1.5884375,2.893125,0.785625,1.9068749999999999,1.51625,1.0409375,0.64125,0.5134375,0.0709375,11.69296875
2024-09-11,0.73609375,1.5884375,2.8459375,0.896875,1.90875,1.495625,1.0409375,0.64125,0.52125,0.0709375,11.74609375
2024-09-12,0.72671875,1.6199999999999999,2.8378125,0.943125,1.9028125,1.4940625,1.0390625,0.65125,0.52125,0.0709375,11.80703125
2024-09-13,0.70640625,1.6390624999999999,2.81625,0.943125,1.9028125,1.4603125,1.0603125,0.6584375,0.48156249999999995,0.0734375,11.74171875
2024-09-16,0.7060937500000001,1.6400000000000001,2.813125,0.943125,1.898125,1.4525,1.074375,0.6578125,0.48125,0.0734375,11.739843749999999
2024-09-17,0.70671875,1.6975,2.80125,0.943125,1.889375,1.4521875,1.074375,0.6578125,0.44999999999999996,0.0734375,11.74578125
2024-09-19,0.70765625,1.7553124999999998,2.7925,0.943125,1.8525,1.438125,0.9653125,0.66875,0.44999999999999996,0.0734375,11.64671875
2024-09-20,0.70765625,1.7553124999999998,2.8946875,0.943125,1.8499999999999999,1.4459375,0.9821875000000001,0.6678125,0.44999999999999996,0.0734375,11.77015625
2024-09-23,0.712890625,1.8106250000000002,2.904375,0.943125,1.8578125,1.3634375,1.034375,0.6621875,0.46031249999999996,0.0709375,11.820078125
2024-09-24,0.697265625,1.8103125000000002,2.7696875,0.943125,1.8578125,1.39625,0.9971875,0.680625,0.481875,0.081875,11.716015624999999
2024-09-25,0.706328125,1.8146875,2.6790624999999997,0.943125,1.8459375,1.4790625,1.0128125,0.68375,0.4990625,0.081875,11.745703125
2024-09-26,0.709453125,1.8137500000000002,2.656875,0.943125,1.848125,1.48375,0.9587500000000001,0.7090624999999999,0.49343750000000003,0.081875,11.698203125
2024-09-27,0.708515625,1.8034374999999998,2.6706250000000002,0.943125,1.7940625000000001,1.518125,0.968125,0.738125,0.49343750000000003,0.081875,11.719453125
2024-09-30,0.719453125,1.7915625000000002,2.6871875,0.9440624999999999,1.8325,1.5509375,1.1075,0.7534375,0.5215624999999999,0.08499999999999999,11.993203125
2024-10-02,0.703828125,1.8165625,2.6671875000000003,0.94375,1.81125,1.5650000000000002,1.173125,0.760625,0.5146875000000001,0.08499999999999999,12.041015625
2024-10-03,0.752578125,1.8228125000000002,2.69875,0.94375,1.820625,1.569375,1.1040625,0.7228125,0.6709375,0.0834375,12.189140625
2024-10-04,0.6144531249999999,1.8253125,2.7325,0.9428125,1.8124999999999998,1.619375,0.9809375,0.4853125,0.7659375,0.0865625,11.865703125
2024-10-07,0.646328125,1.8303125,2.67375,0.9253124999999999,1.8309374999999999,1.615625,1.133125,0.4859375,0.7503125,0.0865625,11.978203125
2024-10-08,0.583203125,1.8215625,2.7959375,0.9246875,1.770625,1.531875,1.1703125,0.47250000000000003,0.73625,0.08031250000000001,11.887265625
2024-10-09,0.661953125,1.8325,2.8140625,0.8621874999999999,1.75125,1.48,1.1721875,0.4678125,0.7140625,0.08031250000000001,11.836328125
2024-10-10,0.572578125,1.91,2.7675,0.8621874999999999,1.7274999999999998,1.486875,1.3409375,0.4415625,0.7259375,0.08031250000000001,11.915390625
2024-10-14,0.581953125,1.971875,2.7559375,0.8621874999999999,1.71,1.485,1.369375,0.4425,0.73625,0.0834375,11.998515625
2024-10-15,0.581953125,1.988125,2.71875,0.8621874999999999,1.71,1.4765625,1.3565625,0.4440625,0.7675000000000001,0.0834375,11.989140625
2024-10-16,0.603828125,1.7034375000000002,2.791875,0.9290625,1.7075,1.4796874999999998,1.444375,0.44062499999999993,0.7909375,0.0834375,11.974765625
2024-10-17,0.637265625,1.621875,2.7934375,0.961875,1.72,1.5025,1.4165625,0.433125,0.7784375,0.0834375,11.948515625
2024-10-18,0.664765625,1.503125,2.8381250000000002,0.961875,1.718125,1.5025,1.4165625,0.4428125,0.78625,0.0834375,11.917578125
2024-10-21,0.680390625,1.5528125,2.828125,0.961875,1.7178125,1.49625,1.4181249999999999,0.4425,0.7940625,0.0834375,11.975390625
2024-10-22,0.680390625,1.5528125,2.8134375,0.9612499999999999,1.7171874999999999,1.5075,1.4075,0.44375,0.7940625,0.0834375,11.961328125
2024-10-23,0.681953125,1.58,2.791875,0.9612499999999999,1.7178125,1.4906249999999999,1.4075,0.449375,0.801875,0.0834375,11.965703125000001
2024-10-24,0.682890625,1.5971875,2.779375,0.9612499999999999,1.71625,1.4871874999999999,1.4075,0.4471875,0.8059375000000001,0.0834375,11.968203125
2024-10-25,0.684453125,1.6440625,2.751875,0.9612499999999999,1.7115624999999999,1.485625,1.4121875000000002,0.4471875,0.8059375000000001,0.0834375,11.987578124999999
2024-10-28,0.6853906249999999,1.7290625,2.758125,0.9612499999999999,1.7115624999999999,1.4746875,1.4115625,0.44531249999999994,0.7981250000000001,0.0834375,12.058515625
2024-10-29,0.6853906249999999,1.7412500000000002,2.813125,0.9612499999999999,1.7115624999999999,1.4934375,1.3740625,0.44687499999999997,0.7981250000000001,0.0834375,12.108515625
2024-10-30,0.622890625,1.7640625,2.8196875,1.0362500000000001,1.7103125000000001,1.518125,1.3759375,0.43437500000000007,0.766875,0.0834375,12.131953125
2024-10-31,0.622890625,1.7953125,2.8206249999999997,1.0362500000000001,1.709375,1.5225,1.375,0.43062500000000004,0.766875,0.0834375,12.162890625
2024-11-01,0.607265625,1.82375,2.8190625000000002,1.0831250000000001,1.6862499999999998,1.54125,1.375,0.43062500000000004,0.7465625,0.0834375,12.196328125
2024-11-04,0.611640625,1.9487500000000002,2.81875,1.114375,1.685,1.5365625,1.3125,0.3975,0.73875,0.0834375,12.247265625
2024-11-05,0.611640625,1.9878125,2.814375,1.1184375,1.6821875,1.509375,1.2896875,0.39968750000000003,0.7465625,0.09593750000000001,12.255703125
2024-11-06,0.636640625,2.0125,2.814375,1.1496875,1.654375,1.51125,1.2896875,0.399375,0.73875,0.1046875,12.311328125
2024-11-07,0.638203125,2.059375,2.80375,1.231875,1.6621875000000002,1.4809375,1.2834375,0.3675,0.73875,0.1046875,12.370703125
2024-11-08,0.602578125,2.0609375,2.7771875,1.2840624999999999,1.66125,1.52375,1.2609375,0.35812499999999997,0.7309375,0.1046875,12.364453124999999
2024-11-11,0.604140625,2.0587500000000003,2.7809375000000003,1.28375,1.6609375,1.52375,1.2609375,0.35812499999999997,0.7334375,0.1046875,12.369453125
2024-11-12,0.610703125,2.086875,2.7865625,1.3853125000000002,1.669375,1.508125,1.2603125,0.35875,0.7334375,0.1046875,12.504140624999998
2024-11-13,0.613828125,2.1087499999999997,2.79,1.3890625,1.6696875,1.5246875,1.2528124999999999,0.3615625,0.73875,0.1046875,12.553828124999999
2024-11-14,0.613828125,2.1359375,2.784375,1.3890625,1.6696875,1.529375,1.2340624999999998,0.3615625,0.7325,0.1046875,12.555078125
2024-11-15,0.616640625,2.1365625,2.7809375000000003,1.3971875,1.6684375,1.529375,1.2259375,0.3615625,0.7325,0.1046875,12.553828124999999
2024-11-18,0.617578125,2.1778125,2.74375,1.3971875,1.6690625000000001,1.5290625,1.2184375,0.3646875,0.7168749999999999,0.1046875,12.539140625
2024-11-19,0.618515625,2.1896875,2.7434375,1.4175,1.6678125,1.5290625,1.1865625,0.3646875,0.7168749999999999,0.1046875,12.538828125000002
2024-11-20,0.621328125,2.191875,2.74375,1.4175,1.6678125,1.5290625,1.1865625,0.3646875,0.7168749999999999,0.10312500000000001,12.542578125
2024-11-21,0.619765625,2.201875,2.7503125,1.4175,1.6671874999999998,1.5259375,1.2175,0.364375,0.7168749999999999,0.10312500000000001,12.584453125
2024-11-22,0.6225781250000001,2.22125,2.749375,1.4175,1.6650000000000003,1.5259375,1.2,0.36375,0.7168749999999999,0.10312500000000001,12.585390625
2024-11-25,0.6278906249999999,2.245,2.7446875,1.4175,1.6628125,1.5259375,1.2,0.36124999999999996,0.7168749999999999,0.10250000000000001,12.604453125000001
2024-11-26,0.637890625,2.4071875,2.7921875,1.4175,1.6618750000000002,1.486875,1.1996875,0.36593749999999997,0.67,0.10250000000000001,12.741640625
2024-11-27,0.647265625,2.4071875,2.7928125,1.4175,1.6618750000000002,1.4915625,1.1803124999999999,0.365,0.6778125,0.10250000000000001,12.743828125
2024-11-28,0.651640625,2.4071875,2.806875,1.4175,1.6675,1.5103125,1.1803124999999999,0.365,0.6778125,0.10250000000000001,12.786640625
2024-11-29,0.6550781250000001,2.4071875,2.76375,1.4178125,1.6665625,1.4181249999999999,1.2690625,0.36874999999999997,0.6778125,0.086875,12.731015625
2024-12-02,0.6550781250000001,2.4071875,2.7571875,1.4793749999999999,1.6634375,1.4103124999999999,1.2365625,0.36843750000000003,0.6778125,0.07125000000000001,12.726640625
2024-12-03,0.6550781250000001,2.415,2.7584375000000003,1.4903125,1.6625,1.405625,1.2378125,0.368125,0.6778125,0.07125000000000001,12.741953125
2024-12-04,0.6550781250000001,2.415,2.758125,1.505625,1.6625,1.405,1.2378125,0.368125,0.6778125,0.07125000000000001,12.756328125
2024-12-05,0.6550781250000001,2.415,2.759375,1.505625,1.6565625000000002,1.405,1.2378125,0.368125,0.6778125,0.07125000000000001,12.751640624999999
2024-12-06,0.6550781250000001,2.461875,2.7496875,1.5684375,1.6556250000000001,1.4028125,1.2375,0.3678125,0.67,0.07125000000000001,12.840078125000002
2024-12-09,0.6428906249999999,2.4675,2.70875,1.5684375,1.6540625,1.4778125,1.2628125000000001,0.35875,0.6621875,0.07125000000000001,12.874453124999999
2024-12-10,0.6438281250000001,2.514375,2.695625,1.5684375,1.6496875000000002,1.4746875,1.2434375,0.35375,0.6621875,0.11812500000000001,12.924140625
2024-12-11,0.6428906249999999,2.514375,2.693125,1.5684375,1.64875,1.4828124999999999,1.2434375,0.369375,0.6621875,0.11812500000000001,12.943515624999998
2024-12-12,0.6344531250000001,2.514375,2.684375,1.5684375,1.6415625,1.4821875,1.2928125000000001,0.370625,0.6621875,0.13374999999999998,12.984765625
2024-12-13,0.657890625,2.514375,2.68,1.5684375,1.640625,1.4821875,1.2928125000000001,0.370625,0.6621875,0.13374999999999998,13.002890625
2024-12-16,0.661015625,2.514375,2.6703125,1.5684375,1.6396875000000002,1.4821875,1.299375,0.3703125,0.6621875,0.13374999999999998,13.001640625
2024-12-17,0.661015625,2.5275,2.668125,1.5684375,1.6375000000000002,1.4821875,1.299375,0.3696875,0.6621875,0.13374999999999998,13.009765625
2024-12-18,0.775078125,2.5309375,2.67375,1.6471875,1.6371875,1.4821875,1.3003125,0.3715625,0.6621875,0.13374999999999998,13.214140625
2024-12-19,0.768203125,2.565625,2.68,1.6471875,1.623125,1.4815625000000001,1.2965625,0.37125,0.6621875,0.13374999999999998,13.229453125000001
2024-12-20,0.7713281249999999,2.6125,2.4971875,1.7096875,1.6215625,1.496875,1.3003125,0.418125,0.6621875,0.13374999999999998,13.223515625000001
2024-12-23,0.7713281249999999,2.7190625,2.3803125,1.7675,1.5993750000000002,1.49625,1.3009375,0.423125,0.6621875,0.13374999999999998,13.253828125
2024-12-27,0.7713281249999999,2.7190625,2.3784375,1.7675,1.5993750000000002,1.493125,1.3196875000000001,0.423125,0.6621875,0.13374999999999998,13.267578125000002
2024-12-30,0.771640625,2.7190625,2.3775,1.7671875,1.5903125,1.4828124999999999,1.3253125,0.43499999999999994,0.6309375,0.13374999999999998,13.233515625
2025-01-02,0.781015625,2.7190625,2.30125,1.7671875,1.586875,1.474375,1.325,0.439375,0.6309375,0.22437500000000002,13.249453124999999
2025-01-03,0.781640625,2.7190625,2.276875,1.7671875,1.56625,1.4771875,1.3215625,0.4390625,0.6309375,0.2875,13.267265624999999
2025-01-06,0.8107031250000001,2.7190625,2.280625,1.7671875,1.5615625,1.5,1.3209375,0.44218749999999996,0.6309375,0.2875,13.320703125
2025-01-07,0.8141406250000001,2.7190625,2.293125,1.7671875,1.5599999999999998,1.5,1.3365625,0.44218749999999996,0.6309375,0.2875,13.350703124999999
2025-01-08,0.8141406250000001,2.7190625,2.2990625000000002,1.7671875,1.5618750000000001,1.4971875000000001,1.33625,0.4415625,0.6309375,0.2875,13.354765625
2025-01-09,0.8141406250000001,2.7190625,2.29875,1.7671875,1.5621875,1.4874999999999998,1.33625,0.4415625,0.6309375,0.2875,13.345078125
2025-01-10,0.818828125,2.7346875,2.315,1.7671875,1.5653125,1.49,1.3315625,0.4415625,0.6309375,0.2875,13.382578125
2025-01-13,0.8260156249999999,2.7346875,2.2781249999999997,1.7671875,1.56125,1.5228125000000001,1.3275000000000001,0.44437499999999996,0.6309375,0.2875,13.380390624999999
2025-01-14,0.831640625,2.7634374999999998,2.2846875,1.7671875,1.459375,1.5384375000000001,1.3178125,0.4715625,0.6309375,0.2978125,13.362890625000002
2025-01-15,0.831640625,2.765,2.2825,1.7671875,1.4565625,1.5378125,1.3178125,0.4715625,0.6309375,0.2978125,13.358828124999999
2025-01-16,0.831640625,2.765,2.2825,1.7671875,1.45625,1.5378125,1.3178125,0.47625,0.6309375,0.2978125,13.363203125
2025-01-17,0.831640625,2.76125,2.28625,1.7671875,1.4559374999999999,1.5378125,1.3178125,0.47625,0.6309375,0.2978125,13.362890625000002
2025-01-20,0.8313281250000001,2.76125,2.2875,1.7671875,1.4553125,1.5378125,1.315625,0.47593749999999996,0.6309375,0.2978125,13.360703125
2025-01-21,0.8313281250000001,2.76125,2.291875,1.766875,1.4559374999999999,1.5378125,1.3128125,0.47593749999999996,0.6309375,0.2978125,13.362578124999999
2025-01-22,0.8313281250000001,2.76125,2.29375,1.766875,1.4559374999999999,1.5353125,1.3118750000000001,0.47625,0.6309375,0.2978125,13.361328125
2025-01-23,0.8313281250000001,2.76125,2.3043750000000003,1.766875,1.4553125,1.5353125,1.295,0.475625,0.6309375,0.2978125,13.353828125
2025-01-24,0.8313281250000001,2.76125,2.310625,1.766875,1.455625,1.5346875,1.2953124999999999,0.475625,0.6325,0.2978125,13.361640625000001
2025-01-27,0.8313281250000001,2.76125,2.321875,1.766875,1.4559374999999999,1.5346875,1.2953124999999999,0.475,0.6325,0.2978125,13.372578125
2025-02-03,0.8313281250000001,2.76125,2.3028125,1.766875,1.455625,1.5346875,1.294375,0.471875,0.6325,0.2978125,13.349140625
2025-02-04,0.8313281250000001,2.7675,2.3140625000000004,1.766875,1.4553125,1.54375,1.288125,0.471875,0.6403125,0.2978125,13.376953124999998
2025-02-05,0.8313281250000001,2.7675,2.315,1.766875,1.4553125,1.54375,1.2874999999999999,0.4715625,0.6403125,0.2978125,13.376953124999998
2025-02-06,0.8313281250000001,2.7675,2.31875,1.766875,1.4553125,1.5359375,1.28125,0.4715625,0.6403125,0.30312500000000003,13.371953125
2025-02-07,0.8313281250000001,2.7675,2.30125,1.7690625000000002,1.4553125,1.5359375,1.28125,0.471875,0.645,0.30312500000000003,13.361640625000001
2025-02-10,0.8313281250000001,2.7675,2.2840625,1.7690625000000002,1.455625,1.53375,1.28125,0.47124999999999995,0.645,0.30312500000000003,13.341953125
2025-02-11,0.8341406250000001,2.7675,2.2624999999999997,1.7690625000000002,1.45125,1.53375,1.2828125,0.46812499999999996,0.67,0.30312500000000003,13.342265625
2025-02-12,0.8341406250000001,2.7675,2.2646875,1.7690625000000002,1.45125,1.53375,1.2825,0.4671875,0.6778125,0.30312500000000003,13.351015625
2025-02-13,0.8341406250000001,2.7675,2.2628125,1.7690625000000002,1.45125,1.53375,1.2825,0.4671875,0.673125,0.31875,13.360078125
2025-02-14,0.836015625,2.7753125,2.2675,1.7690625000000002,1.4500000000000002,1.5359375,1.3009375,0.46687500000000004,0.5684375,0.31875,13.288828124999998
2025-02-17,0.836328125,2.7753125,2.2731250000000003,1.7690625000000002,1.4490625,1.5396875,1.30125,0.4696875,0.5684375,0.31875,13.300703124999998
2025-02-18,0.834765625,2.76125,2.2950000000000004,1.7690625000000002,1.4481249999999999,1.5421875,1.3153124999999999,0.469375,0.5725,0.31875,13.326328125
2025-02-19,56.9995359375,2.76125,2.299375,1.7690625000000002,1.40625,1.5546875,1.3153124999999999,0.46875,0.5725,0.31875,69.46547343750001
2025-02-20,56.9995359375,2.76125,2.2396875,1.7690625000000002,1.46875,1.554375,1.315,0.46906250000000005,0.5725,0.3234375,69.4726609375
2025-02-21,56.9995359375,2.73,2.2468749999999997,1.7690625000000002,1.4965625,1.554375,1.3809375000000002,0.46625,0.5646875,0.3234375,69.5317234375
2025-02-24,56.948598437499996,2.506875,2.50375,1.7690625000000002,1.4578125000000002,1.4718749999999998,1.353125,0.4415625,0.6128125,0.31,69.3754734375
2025-02-25,57.044535937499994,2.566875,2.571875,1.766875,1.443125,1.4128125,1.2065625,0.44999999999999996,0.6128125,0.338125,69.4135984375
2025-02-26,57.0426609375,2.5684375,2.6390625,1.766875,1.4415624999999999,1.4771875,1.194375,0.5003124999999999,0.63,0.338125,69.5985984375
2025-02-27,57.0464109375,2.5840625,2.6240625,1.766875,1.4384375,1.4171875,1.261875,0.49,0.6071875,0.338125,69.57422343750001
2025-02-28,57.0514109375,2.5840625,2.4890625,1.766875,1.5634374999999998,1.4165625,1.2475,0.50125,0.6378125,0.494375,69.7523484375
2025-03-03,57.0504734375,2.57625,2.4446875,1.766875,1.5631249999999999,1.41625,1.3006250000000001,0.5003124999999999,0.63625,0.494375,69.74922343749999
2025-03-04,57.06891093749999,2.5490625,2.4396875,1.766875,1.5790624999999998,1.4271875,1.3165625,0.49593750000000003,0.63625,0.494375,69.7739109375
2025-03-05,57.064848437500004,2.54875,2.4484375,1.766875,1.579375,1.4231250000000002,1.3165625,0.4915625,0.635625,0.494375,69.76953593750001
2025-03-06,57.0657859375,2.54875,2.435,1.766875,1.579375,1.4293749999999998,1.3071875,0.49500000000000005,0.635625,0.494375,69.7573484375
2025-03-07,57.0654734375,2.545,2.504375,1.766875,1.5734374999999998,1.4190625000000001,1.3071875,0.493125,0.6231249999999999,0.494375,69.7920359375
2025-03-10,57.072973437499996,2.545,2.4309375,1.766875,1.5731249999999999,1.4200000000000002,1.360625,0.495625,0.6340625,0.494375,69.79359843750001
2025-03-11,57.0807859375,2.5434375,2.4375,1.766875,1.5731249999999999,1.4200000000000002,1.3734375,0.499375,0.6334375,0.494375,69.8223484375
2025-03-12,57.1239109375,2.51375,2.4371875000000003,1.766875,1.5640625,1.44125,1.3825,0.5365624999999999,0.6334375,0.494375,69.89391093750001
2025-03-13,57.1632859375,2.5146875,2.4853125,1.766875,1.5637499999999998,1.45375,1.3675,0.5403125,0.5728125,0.5021875,69.9304734375
2025-03-14,57.16391093749999,2.5146875,2.4803124999999997,1.766875,1.5631249999999999,1.45375,1.3690625,0.5425,0.5603125,0.5096875,69.9242234375
2025-03-17,57.16422343749999,2.5303125,2.486875,1.766875,1.5631249999999999,1.45375,1.3690625,0.5359375000000001,0.536875,0.494375,69.9014109375
2025-03-18,57.168598437499995,2.5303125,2.4946875,1.766875,1.5631249999999999,1.456875,1.3690625,0.535625,0.5371875,0.47875,69.9010984375
2025-03-19,57.168598437499995,2.5303125,2.5040625,1.766875,1.5625,1.456875,1.3690625,0.535625,0.5371875,0.47875,69.9098484375
2025-03-20,57.168598437499995,2.5303125,2.54,1.766875,1.5665624999999999,1.4778125,1.3378124999999998,0.5349999999999999,0.545,0.47875,69.9467234375
2025-03-21,57.173910937500004,2.5303125,2.5184374999999997,1.766875,1.5659375,1.48125,1.3378124999999998,0.56625,0.5553125,0.47875,69.9748484375
2025-03-24,57.173910937500004,2.5303125,2.535,1.766875,1.5659375,1.461875,1.3378124999999998,0.56625,0.5553125,0.47875,69.9720359375
2025-03-25,57.1754734375,2.5303125,2.5196875,1.766875,1.5659375,1.4615625,1.3378124999999998,0.5690625,0.5615625,0.47875,69.9670359375
