date,QUAM SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FOSUN INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,LONG BRIDGE HK LTD,CMB WING LUNG BANK LTD
2024-04-02,0.0,91.29684847176524,0.0,8.703151528234754,0.0,0.0,0.0,0.0
2024-04-03,0.0,91.29409234745894,0.0,8.70590765254106,0.0,0.0,0.0,0.0
2024-04-12,0.0,91.04748090768332,0.0,8.952519092316678,0.0,0.0,0.0,0.0
2024-05-03,0.0,91.04735753555589,0.0,8.952642464444114,0.0,0.0,0.0,0.0
2024-05-08,0.0,91.0472341600281,0.0,8.952765839971912,0.0,0.0,0.0,0.0
2024-05-14,0.0,81.67728501647032,10.29192377288203,8.030791210647648,0.0,0.0,0.0,0.0
2024-05-22,0.0,82.2355490563467,9.978345193031087,7.786105750622216,0.0,0.0,0.0,0.0
2024-05-23,0.0,82.39643377237232,9.88797576715474,7.715590460472936,0.0,0.0,0.0,0.0
2024-06-18,0.0,80.88665125414263,9.700964560959791,7.574214637980145,0.0,1.838169546917441,0.0,0.0
2024-06-19,19.49866496428106,61.39088300576604,9.69949433516597,7.573066730918045,0.0,1.8378909638688883,0.0,0.0
2024-06-25,56.52753381292398,24.362014157123124,9.69949433516597,7.573066730918045,0.0,1.8378909638688883,0.0,0.0
2024-07-11,56.510075690670845,24.354490124270477,9.696498716102571,7.570727843726238,0.0,1.8373233444634258,0.0,0.030884280766432466
2024-07-12,56.510075690670845,24.354490124270477,9.694750549266736,7.570727843726238,0.0,1.8373233444634258,0.0,0.03263244760226827
2024-07-15,56.51139290857658,24.355057813661876,9.69322832083467,7.570904313110738,0.0,1.825128718339196,0.0,0.044287925476940895
2024-07-22,56.51139290857658,21.150010575199047,9.691480113250053,7.570904313110738,3.2050472384628277,1.8268769259238118,0.0,0.044287925476940895
2024-07-26,56.3455782337431,21.087952608729793,9.663043553099545,7.548689906912951,3.1956430486469545,2.114934672195439,0.0,0.04415797667221246
2024-07-31,28.952006248851802,10.928156818749637,4.965154429185101,3.8787376792720116,1.6420148734602882,1.0867152980719,0.0,0.022689660069633074
2024-08-01,56.12870684757664,21.18621090337289,9.625850969126867,7.519635367139454,3.1833431742046643,2.3122647238086604,0.0,0.04398801477082809
2024-08-02,55.916722508334594,21.483871226283604,9.589496494350277,7.491235551355831,3.1713204689391215,2.303531867893053,0.0,0.043821882843522404
2024-08-06,55.916722508334594,18.817079013766616,9.589496494350277,7.491235551355831,5.83811268145611,2.303531867893053,0.0,0.043821882843522404
2024-08-08,55.916722508334594,18.52589413434584,9.589496494350277,7.491235551355831,5.83811268145611,2.303531867893053,0.29118487942077387,0.043821882843522404
2024-08-09,55.916400092290665,18.52578731396673,9.589441201275427,7.491192356861906,5.838079018875216,2.3035185857191594,0.2911832004476034,0.04439823056329794
2024-08-15,55.916400092290665,18.52578731396673,9.587134799687725,7.491192356861906,5.838079018875216,2.3035185857191594,0.2911832004476034,0.04670463215100173
2024-08-19,55.916077679964815,18.52568049481946,9.585926326404625,7.491149162866099,5.838045356682517,2.3035053036984348,0.29118152149379467,0.048434154070254955
2024-08-21,55.91414328408586,18.525039605803446,9.585594704854062,7.490890009351216,5.837843391678037,2.303425614790495,0.2911714481775219,0.051891941259360336
2024-08-27,55.91253138975556,18.524505565495296,9.585318371088581,7.490674061785434,5.8376750981817676,2.30335921157888,0.29116305427968325,0.054773247834791886
2024-09-03,55.911564297765636,18.524185156089672,9.585152578476672,7.490544499222191,5.837574126741432,2.303319371489582,0.29115801817327636,0.0565019520415467
2024-09-23,55.896573983958696,18.524185156089672,9.585152578476672,7.490544499222191,5.837574126741432,2.31427383157927,0.29115801817327636,0.06053780575880003
2024-09-26,55.89560718469855,18.52386475776778,9.584986791599931,7.49041494114083,5.837473158793943,2.3142338033974212,0.2911529822410806,0.06226638036046872
2024-09-30,28.94424399672272,9.592153808070583,4.963363140232235,3.8787376792720116,3.022800107960985,1.1983723094671994,0.15076682019953555,0.03313884562801672
2024-10-02,55.893029216834314,18.52301041642555,9.584544721298302,7.490069474833537,5.837203928008741,2.3141270683483537,0.294022123781181,0.06399305047002175
2024-10-03,55.8878739944326,18.521301970138353,9.58366070301642,7.489378637809885,5.8366655409348125,2.297196264753109,0.29457146581903104,0.08935142309579219
