date,QUAM SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FOSUN INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,LONG BRIDGE HK LTD,CMB WING LUNG BANK LTD
2024-10-04,55.88594103119563,18.520661384028156,9.583329238201415,7.490272488492583,5.8364636713858244,2.2959639311733078,0.2945612776373488,0.09280697788574002
2024-10-09,55.88594103119563,18.51547341632026,9.583329238201415,7.490272488492583,5.8364636713858244,2.2959639311733078,0.2945612776373488,0.09799494559363854
2024-10-16,55.88594103119563,18.51432053460739,9.583329238201415,7.490272488492583,5.8364636713858244,2.2965403720297406,0.29513771849378195,0.09799494559363854
2024-10-18,55.88529673982933,18.514107088852462,9.583218755024884,7.4901861355063675,5.836396384639215,2.296513895941001,0.295134315944225,0.09914668426251311
2024-10-28,55.88368607640525,18.513573495996074,9.582942558228337,7.489970261751519,5.836228174560114,2.299329796377313,0.2951258099135584,0.09914382676783602
2024-10-30,55.883363954861345,18.512313952565773,9.582887320779472,7.489927088493742,5.836194533707799,2.2998929569870734,0.29570052304119515,0.09971966956359993
2024-11-04,55.88271972291393,18.51210053978557,9.5827768477921,7.489840743471311,5.836127253166618,2.299866443470104,0.295697114160442,0.10087133523991684
2024-11-12,55.8823976125103,18.511993835240652,9.582721612253572,7.489797571706641,5.83609361347774,2.299853186940857,0.2962718140570428,0.10087075381319549
2024-11-13,55.883363954861345,18.51058470974097,9.582887320779472,7.489927088493742,5.836194533707799,2.2998929569870734,0.29627693731612925,0.10087249811346813
2024-11-18,55.88304183703093,18.51047801270335,9.582832083967398,7.489883915733676,5.836160893243302,2.299879700152175,0.29627522954341307,0.10144832762576013
2024-11-19,55.8840082016627,18.505610319225653,9.582997796314,7.492319119187332,5.836261815800257,2.300495892035439,0.2962803529206254,0.10202650285398966
2024-11-21,55.8840082016627,18.505610319225653,9.582997796314,7.491742698267252,5.836261815800257,2.3010723129555184,0.2962803529206254,0.10202650285398966
2024-11-25,55.88497459971702,18.503624611835043,9.583163514391908,7.491872252424159,5.8363627418477035,2.3011121052302257,0.296285476475034,0.10260469807890284
2024-12-12,55.88465246331853,18.503517951842184,9.583108274395777,7.490099784511201,5.836329099444044,2.3010988409857407,0.29628376860387545,0.1049098168986485
2024-12-23,55.88368607640525,18.5031979792413,9.582942558228337,7.489970261751519,5.836228174560114,2.3010590491697758,0.29627864510853325,0.10663725553517248
2025-01-24,55.87402404519462,18.499998861772074,9.5812857117211,7.488675280487457,5.83521911766473,2.317950744814572,0.2962274198992268,0.10661881844621975
2025-02-21,55.872092039863574,18.498782873010978,9.58095441116794,7.488416337967893,5.835017348154911,2.317870594990524,0.2962171769828765,0.11064921786130795
2025-03-10,55.8724140314736,18.498889481742875,9.581009626335726,7.488459493810913,5.8350509754375475,2.317307651578704,0.29621888408640984,0.11064985553422312
2025-03-18,55.87273602679493,18.498996091703557,9.581064842139925,7.48850265015135,5.8350846031077745,2.316744701678346,0.29622059120961935,0.11065049321448818
2025-03-20,55.872092039863574,18.498782873010978,9.58095441116794,7.488416337967893,5.835017348154911,2.316717998971135,0.2967934749925708,0.11122551587100227
