date,CCB INTERNATIONAL SECURITIES LTD,PRUDENTIAL BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,YUANTA SECURITIES (HONG KONG) CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,51.33165295028698,48.66834704971302,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,35.05019314919481,0.0,33.33980944453704,31.609997406268153,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,20.317887304116038,23.027589376307546,19.62610129454852,18.408562536159213,18.619859488868684,0.0,0.0,0.0
2024-03-06,0.0,0.0,17.520624373074234,19.801006536273142,16.781809741407184,15.829189115075753,16.01087953317916,14.056490700990528,0.0,0.0
2024-03-07,0.0,0.0,17.438654972124553,19.820685112058204,16.798487788263124,15.844920431412953,16.02679141653226,14.070460279608907,0.0,0.0
2024-03-08,0.0,0.0,17.420599834577786,19.82501964895133,16.802161408254328,15.848385518103465,16.030296276141332,14.073537313971766,0.0,0.0
2024-03-19,0.0,0.0,17.453257802975337,19.83389165463202,16.809680637697806,15.855477917951543,15.93304977584316,14.114642210900133,0.0,0.0
2024-03-20,0.0,0.0,17.448448675190253,19.838034642008846,16.80075832936474,15.85878987740012,15.93637793883029,14.117590537205752,0.0,0.0
2024-03-22,0.0,0.0,17.406960798921993,19.848004629409743,16.809201874901987,15.866760018501516,15.94438707331026,14.124685604954498,0.0,0.0
2024-03-25,0.0,0.0,17.4065498193839,19.84810339225772,16.809285516793473,15.866838970841405,15.944466411919153,14.124755888804344,0.0,0.0
2024-03-26,0.0,0.0,17.422061982290924,19.848202156088586,16.80936915951736,15.850994777431856,15.944545751317621,14.124826173353656,0.0,0.0
2024-03-27,0.0,0.0,16.084497187246967,18.224224156027656,15.518843363114957,14.634047403334034,14.720416076448576,13.040404005369325,0.0,7.777567808458488
2024-03-28,0.0,0.0,16.09921639064597,18.23100810466428,15.524620236543079,14.639494912379142,14.72589573614313,12.999301619574835,0.0,7.780463000049565
2024-04-02,0.0,0.0,14.710511448121485,16.664124901039692,14.147493383970652,13.381288094847982,13.460263108763282,11.882062943050386,8.642493211847508,7.111762908359013
2024-04-03,0.0,0.0,14.603695864642013,16.639102255210737,14.369943112264174,13.362872668231883,13.440051342556817,11.86422098288104,8.619029801924007,7.101083972289331
2024-04-15,0.0,0.0,15.721311100189167,16.4197111426255,13.251564949048392,12.98081882416999,14.951436163447438,11.083513287522118,8.538499713665146,7.053144819332256
2024-04-16,0.0,19.424667579856187,12.312983307659037,13.17907004199509,10.475800136513284,10.468081302518737,12.583379096510214,9.001838445032703,6.871440262537545,5.682739827377205
2024-04-17,0.0,19.347853400077938,12.177046432439246,13.126953862845347,10.58513167865701,10.333423090454245,12.825774341692957,9.099282177247598,6.844267388381932,5.660267628203725
2024-04-18,0.0,19.390828108874278,12.118664328365327,13.156110948542333,10.632429161545403,10.347329838469022,12.703169868280694,9.11949315330458,6.859134595377024,5.672839997241337
2024-04-19,0.0,19.40421963361891,11.987905612854725,13.165196707248528,10.706821676582537,10.354140573042292,12.715295302737603,9.1257911782025,6.863871591143529,5.6767577245693746
2024-04-22,0.0,19.405520766789788,11.886116624320751,13.16607948813126,10.70753961325307,10.354834860986351,12.812035329509689,9.126403100239905,6.864331842118651,5.677138374650538
2024-04-23,0.0,19.374017398127176,11.632177229215673,13.144705371922761,11.040615278520507,10.346727470117251,12.829060058905284,9.111587087576,6.853188127953823,5.667921977661526
2024-04-24,0.0,19.372072094994007,11.613270550054802,13.143385540520777,11.039506714248466,10.345688577617462,12.855551421653445,9.110672212847366,6.85250001417424,5.66735287388944
2024-04-25,0.0,19.363517400049147,11.665014783910738,13.13758142967035,11.104551576140768,10.341119927999497,12.767241807700962,9.106648945685171,6.849473954445398,5.664850174397965
2024-04-26,0.0,19.37959609967093,11.67503577397194,13.14849035810521,11.030066663281385,10.349706785316787,12.778178043523786,9.11421074708383,6.8551614869326745,5.669554042113459
2024-04-29,0.0,19.378493078331555,11.545471838979662,13.14774199031824,11.001650160475105,10.347443696276432,12.974984946053045,9.080211625144411,6.854771314229072,5.669231350192481
2024-04-30,0.0,19.383944524349968,11.585223615984685,13.151440637340716,10.778688997015811,10.3433217235617,13.193974345467668,9.110562543881255,6.782017426707075,5.670826185691121
2024-05-02,0.0,19.370905100613534,11.581781073196428,13.14259376889248,10.77143825953156,10.335359836285651,13.249021335265706,9.104433941659053,6.777455218075926,5.6670114664796625
2024-05-03,0.0,19.41717368284113,11.489010410119022,13.173985651580534,10.730743036340884,10.34931136621491,13.23940436999119,9.126180434570838,6.793643581109176,5.680547467232319
2024-05-06,0.0,19.36928450831733,11.407466214630498,13.141494244316663,10.75447416678392,10.320440094085201,13.22549171726789,9.337923488500437,6.77688820834369,5.666537357754367
2024-05-07,0.0,19.38056945807679,11.375940729320677,13.149150753376022,10.735292139139002,10.326452998067648,13.238554598471646,9.343363957784684,6.780836564976263,5.6698388007872715
2024-05-08,0.0,19.457317101744806,11.448219210984051,13.201221789716833,10.409030595793025,10.3673460655683,13.236520855009148,9.380363962828076,6.80768888371672,5.6922915346390415
2024-05-09,0.0,19.450778419801786,11.52603278826207,13.196785484850604,10.40553261402888,10.363862091998794,13.163517958008924,9.377211667157406,6.82590035060569,5.690378625285849
2024-05-10,0.0,19.396091502730663,11.52211088296453,13.159682007661194,10.276079673158403,10.334723532372578,13.477700954024332,9.350847128642169,6.808384500882416,5.674379817563713
2024-05-13,0.0,19.39862674862231,11.493453286671567,13.16140209800726,10.28580163961912,10.336074374905625,13.488176553127392,9.352069369564415,6.809274418772944,5.67512151070937
2024-05-14,0.0,19.378493078331555,11.494246870186213,13.14774199031824,10.325346650914554,10.325346650914554,13.538124799063365,9.319261479513832,6.802207130565208,5.669231350192481
2024-05-16,0.0,19.372007258284025,11.483371316709059,13.14334155070532,10.338625426567033,10.321890843487449,13.57978115087918,9.314134250434897,6.779514297201095,5.6673339057319385
2024-05-17,0.0,19.36785861138475,11.474554295047277,13.140526814862854,10.336411339727873,10.31968034047289,13.604646407295979,9.312139565337874,6.778062418178303,5.6661202076922
2024-05-20,0.0,19.36630332687339,11.435823839482353,13.139471599713035,10.335581301633196,10.31383274920179,13.654412075631454,9.311391778671098,6.777518123855035,5.665665204938651
2024-05-21,0.0,19.355034979981873,11.434185844455653,13.131826355215011,10.379727274404738,10.307831611904833,13.649476797206471,9.305973914929428,6.773574602781649,5.662368619120342
2024-05-22,0.0,19.396026505139368,11.47515734144967,13.159637908692462,10.401710228821338,10.329662300367842,13.449841937903493,9.32568279503444,6.787920180251452,5.6743608023399394
2024-05-23,0.0,19.397456552784096,11.279616420452253,13.16060815428332,10.318694297692474,10.330423894977931,13.723630499642036,9.326370367342768,6.788420646120779,5.674779166704341
2024-05-24,0.0,19.36947896507542,11.235571677437656,13.141626177551782,10.224165087256482,10.313181449956478,13.957834274195013,9.312918637511805,6.778629484402569,5.666594246612791
2024-05-27,0.0,19.391477756016666,11.311987753411284,13.15655171516842,10.518540811037122,10.328244875864835,13.510343016262805,9.32349573927736,6.786328279665178,5.673030053296331
2024-05-28,0.0,19.377390182545557,11.244178119822951,13.146993707715568,10.657534955218166,10.324089431080537,13.482784398416031,9.316722380749082,6.781398129449618,5.668908695002488
2024-05-29,0.0,19.377584802091363,11.242617112182373,13.147125751397407,10.65027665911521,10.32419312252593,13.490954727264834,9.316815954561712,6.781466239376263,5.668965631484907
2024-05-30,0.0,19.37771455062713,11.242022810024208,13.147213781992198,10.65034797129452,10.324262251313353,13.491045060071519,9.316878338147717,6.781511646754111,5.6690035897752455
2024-05-31,0.0,19.393296999616684,11.236990502933201,13.157786018856225,10.658912371577646,10.332564432123458,13.435552008124416,9.324370438470838,6.786964950291613,5.673562278005918
2024-06-04,0.0,19.392972109653243,11.23680225307379,13.157565590497974,10.658733806084072,10.332391333836938,13.435326926437643,9.325889499514147,6.786851250347007,5.673467230555187
2024-06-05,0.0,19.442088779115664,11.26996438822524,13.190889817253137,10.68237020545669,10.358560228786663,13.17443227595962,9.349509222648939,6.844348635506746,5.687836447047298
2024-06-06,0.0,19.448556268935366,11.240111967190929,13.195277820341445,10.685923739304776,10.362006045930467,13.1791508185847,9.352619374876083,6.846625435886866,5.6897285289493675
2024-06-07,0.0,19.397911612166876,11.29630285881859,13.160916898793582,10.301844271760018,10.236827264416856,13.774223334479263,9.328264857678139,6.828796606310619,5.674912295576056
2024-06-11,0.0,19.464457592550215,11.405145538581591,13.199225083477955,10.41720353990915,10.266624145017422,13.574666907118656,9.132573077239101,6.8486735498076605,5.691430566298249
2024-06-12,0.0,19.436431576939732,11.524318600241427,13.180220100345142,10.402204267124954,10.251841684875027,13.707497708665557,9.009000965965477,6.805249369864988,5.6832357259777
2024-06-13,0.0,19.476620445123796,11.525623560052157,13.17902581298967,10.342531640048783,10.248227941208699,13.732432471017402,9.008184641514354,6.804632731962785,5.682720756082356
2024-06-14,0.0,19.47283009371903,11.538144096502883,13.176461038513295,10.340518876620902,10.263010282276705,13.784787744526279,8.939324547697256,6.8033084801857795,5.681614839957872
2024-06-17,46.03213417286561,10.451606622192026,6.7726706311587295,7.087558945181072,6.047256175636288,5.576737556586451,6.174677923868846,5.150617702510249,3.650625280982367,3.0561149890183623
2024-06-18,46.03903085242519,10.4531725148679,6.772421765263846,7.088620825621398,6.200331977063136,5.649777010978459,6.3992547067025285,4.679356192069862,3.6614612892005196,3.056572865807159
2024-06-19,46.07562610651731,10.465094541855498,6.761004233382641,7.094255389935052,6.4027145283951645,5.713341506546625,6.045383189204571,4.701141023994904,3.6824370223691396,3.0590024577990893
2024-06-20,46.038398848327965,10.458689486537276,6.797488345722363,7.089913422642508,6.434904359812179,5.709844713636158,6.041683173538986,4.691764199496074,3.6801832240169308,3.057130226269559
2024-06-21,46.190174119675866,10.493168757634262,6.725343693206125,7.113286814430084,6.184773745655737,5.764896006010997,6.061600853692957,4.707231587639281,3.692315722570482,3.067208699484202
2024-06-24,46.16024041237958,10.477317594614997,6.749405536657633,7.108677023506456,6.155422803853158,5.782158428440113,6.121029804334923,4.6906045081003125,3.6899229041801784,3.065220983932641
2024-06-25,46.18373258759633,10.482649780464449,6.7713139818519235,7.112294818489835,6.124506279145716,5.759564235365298,6.11436487480751,4.692991681607044,3.691800804178681,3.0667809564932105
2024-06-26,46.13769036307008,10.472199249773654,6.830422706679872,7.1323441337734215,6.181726780175107,5.8328896546064835,5.972570155189785,4.688313069364203,3.6881203151404724,3.063723572226924
2024-06-27,46.16935019768249,10.479385307282536,6.8003469603130045,7.137238371735859,6.141609913943482,5.840151215593908,5.9839108034515975,4.691530205185682,3.6906511154100388,3.0658259094014024
2024-06-28,46.29751795229833,10.50847645279006,6.779282008142168,7.15705159874353,6.028844631858895,5.8846868700780135,5.864353181752257,4.704554059529233,3.700896493880977,3.0743367509265394
2024-07-02,46.27575735421686,10.503537295300594,6.803679614486864,7.15368766628717,6.026010975310294,5.881558022941837,5.881377456751376,4.70234284142144,3.6991570114053194,3.072891761878251
