date,CHINA INTERNATIONAL CAPITAL CORPORATION,OCBC SECURITIES BROKERAGE (HK) LTD,HANG SENG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,LUK FOOK SECURITIES (HK) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-04-25,0.0,0.0,41.21535004153019,13.195033147272314,10.857996492261764,9.749883441609574,9.324630028851015,7.876265625939824,7.780841222535309
2024-04-26,0.0,0.0,41.21528211028964,13.195011399186471,10.857978596085438,9.749867371827884,9.324614659973038,7.8762526442595915,7.780993218377932
2024-04-29,0.0,0.0,41.24001028227911,13.199134946706915,10.861722479092796,9.755717056335682,9.277435080814287,7.88015360960488,7.785826545166333
2024-04-30,0.0,0.0,41.24009189764116,13.198798245428145,10.861743974805492,9.75573636322659,9.277453441169142,7.880169204692889,7.786006873036581
2024-05-02,0.0,0.0,41.237303555791776,13.18817625274305,10.861009586158701,9.755076754415809,9.276826170217616,7.87963640749088,7.80197127318217
2024-05-03,0.0,0.0,41.22966967937062,13.186109039110368,10.858998989009024,9.751622110469087,9.294894171745902,7.877353335180053,7.801352675114942
2024-05-06,0.0,0.0,41.228582051036824,13.18526657257274,10.858712531342274,9.749716130819444,9.299595177692208,7.876486038854232,7.801641497682282
2024-05-07,0.0,0.0,41.22647493442593,13.177668367792142,10.858157562618894,9.749217840851934,9.310660442876467,7.876083486213751,7.80173736522088
2024-05-08,0.0,0.0,41.2220270087741,13.186376242960895,10.856986075664667,9.74816599743848,9.309655915434202,7.875233735323575,7.8015550244040845
2024-05-09,0.0,0.0,41.220532088974295,13.18589803806988,10.856592346277045,9.747812479491431,9.309318300087089,7.874948139400878,7.804898607699384
2024-05-10,0.0,0.0,41.22060003752205,13.185919773903384,10.856610242447863,9.74782854793277,9.309333645707996,7.874136913031577,7.805570839454362
2024-05-13,0.0,0.0,41.2114969278783,13.183007810629043,10.854212681196778,9.745675848748876,9.307277783231225,7.872397997741552,7.825930950574227
2024-05-14,0.0,0.0,41.21479803875278,13.183470446027393,10.855082122061265,9.736567395432106,9.310495586608653,7.873028590187249,7.826557820930553
2024-05-16,0.0,0.0,41.183377430135366,13.211447399563674,10.84680661658514,9.729144603426155,9.323984197821902,7.867026489928664,7.838213262539097
2024-05-17,0.0,0.0,41.18663333545323,13.211997762720431,10.847664151288424,9.729913777195506,9.316156644899234,7.867648447013844,7.83998588142933
2024-05-20,0.0,0.0,41.23730858806912,13.203006089178176,10.861010911551192,9.741885278594378,9.229828428756953,7.8773286524654065,7.849632051384775
2024-05-21,0.0,0.0,41.237988636845486,13.200750155619339,10.861190021620045,9.742045933045167,9.229980638824584,7.877458558317525,7.850586055727854
2024-05-22,0.0,0.0,41.24963455185809,13.208734052335485,10.831265778582955,9.737539024075668,9.22846331358,7.879683211262976,7.864680068304826
2024-05-23,0.0,0.0,41.24840927844534,13.218238865130566,10.822696412172771,9.737249781569608,9.228189192588108,7.8794491542478164,7.865767315845794
2024-05-24,0.0,0.0,41.23662465163488,13.228190818923979,10.819604379279104,9.734467859627808,9.22555270871701,7.877198003976105,7.878361577841122
2024-05-27,0.0,0.0,41.22887393765732,13.237575458363334,10.817570758448046,9.73263819784678,9.223818701122203,7.875717429142709,7.883805517419604
2024-05-28,0.0,0.0,41.226562885243965,13.236833436382426,10.815810330453317,9.732092642393837,9.223301667149805,7.875275961937008,7.890123076439641
2024-05-29,0.0,0.0,41.22452393649918,13.23782735220688,10.815275411183949,9.731611320724296,9.222845508837278,7.874886473148381,7.8930299974000375
2024-05-30,0.0,0.0,41.22615507935987,13.238351137214313,10.807460156105835,9.73199637425101,9.223210431877508,7.875198061097079,7.897628760094379
2024-05-31,0.0,0.0,41.22476859969972,13.242093315104633,10.806931831488496,9.731669076810839,9.222900245452399,7.874933209768829,7.8967037216750775
2024-06-03,0.0,0.0,41.223069609635374,13.242042124903378,10.806486447064728,9.731268007026033,9.222520143479393,7.874608661354484,7.900005006536605
2024-06-04,0.0,0.0,41.218788775716064,13.240666997247283,10.805364241121081,9.730257457773952,9.221562425448552,7.873790917984618,7.909569184708451
2024-06-05,0.0,0.0,41.21342200218321,13.23647084229908,10.803957359828727,9.728990557660113,9.22036175850451,7.872765733743231,7.924031745781127
2024-06-06,0.0,0.0,41.21291936333524,13.236309410315709,10.803331162390599,9.728871902902313,9.220249306982966,7.872669717501276,7.9256491365718995
2024-06-07,0.0,0.0,41.21425070381016,13.235978841368063,10.798735669176601,9.729186183985519,9.220547157542471,7.872924035904401,7.92837740821279
2024-06-11,0.0,0.0,41.213449172199944,13.23568846647632,10.798525656187373,9.728996971513258,9.220367837043275,7.872770923877084,7.930200972702746
2024-06-12,0.0,0.0,41.21343487397417,13.235224129140216,10.798521909843377,9.728993596221986,9.220364638211251,7.872768192568291,7.930692660040707
2024-06-13,0.0,0.0,41.213978281454914,13.23539863824927,10.798664290540465,9.729121874971778,9.22048621058528,7.872871996610422,7.929478707587877
2024-06-14,0.0,29.1812427204426,29.187227244393053,9.373144836603595,7.64747985335209,6.8900432060685874,6.529833749469449,5.5754701102097775,5.615558279460844
2024-06-18,0.0,29.180220946210035,29.186205260613807,9.376318114255689,7.647212078674598,6.889801952854093,6.5296051089029,5.575274886457738,5.615361652031147
2024-06-19,0.0,29.18103835987158,29.18702284191152,9.376580769241603,7.647426296916379,6.889994954074062,6.529788020075176,5.575431064365626,5.612717693544054
2024-06-20,0.0,29.182468943980723,29.188453719406553,9.377040450877368,7.6478012077198025,6.890332732228897,6.5301081392862335,5.5757043967599,5.608090409740522
2024-06-21,0.0,29.18297990087076,29.188964781084238,9.377204633813218,7.64793511334404,6.890453375310569,6.537226089455579,5.575802021967136,5.599434084154459
2024-06-24,0.0,29.181310841269024,29.187295379189777,9.373166717315756,7.647497705664024,6.890059290216949,6.546189824746812,5.575483125612694,5.598997115984967
2024-06-25,0.0,29.181372150284734,29.187356700778803,9.372976313191165,7.647513772816026,6.8900737660146785,6.546203578085617,5.575494839527273,5.5990088793017
2024-06-26,0.0,29.17922648800561,29.185210598464717,9.37228713238038,7.6469514626632735,6.889567149283157,6.553075094777511,5.5750848818014,5.598597192623949
2024-06-27,0.0,29.18161057668367,29.187595176074517,9.364882395169307,7.647576256826729,6.8901300613618615,6.553610513773157,5.5755403941074375,5.599054626003324
2024-06-28,0.0,29.17748975439557,29.185224082856877,9.363559952187687,7.6464963197682065,6.889157085540318,6.565055783040952,5.574753055414671,5.59826396679572
2024-07-03,0.0,29.177394410301773,29.185128713489394,9.36350601371001,7.646471333099767,6.889134573650334,6.565384443916436,5.574734838639249,5.59824567319304
2024-07-04,0.0,29.177414841126552,29.185149149729956,9.363442547510736,7.6464766873721155,6.889139397614373,6.56538904118161,5.57473874222396,5.598249593240693
2024-07-05,0.0,29.176863218900102,29.18459738128025,9.365156103694256,7.646332124650647,6.889009152956525,6.565264917281664,5.5746333473555785,5.598143753880979
2024-07-09,0.0,29.17659252302942,29.184326613653884,9.36614286852049,7.646261183833039,6.888945238398035,6.565204006343785,5.5745524519184535,5.597975114302895
2024-07-10,0.0,29.17454969732084,29.182283246435897,9.36397007808658,7.645725823889668,6.8884629026205815,6.573262940122038,5.574162144549502,5.597583166974896
2024-07-11,0.0,29.174610977929905,29.18234454328914,9.363779698760261,7.645741883597192,6.888477371711161,6.57327674714085,5.574173852975332,5.597594924596157
2024-07-12,0.0,29.174685876801703,29.18241946201503,9.363547011830866,7.645761512220228,6.88849505623775,6.573293622464836,5.574188163340366,5.597609295089219
2024-07-15,0.0,29.174862912027443,29.18259654416902,9.363580491983786,7.645807907548047,6.8885368563888285,6.5733335099386965,5.574221988131624,5.597059789812557
2024-07-16,0.0,29.175211881985202,29.18294560663125,9.363692492794161,7.645520100065884,6.888619252402926,6.573412135703767,5.574288663201104,5.596309867215703
2024-07-17,0.0,29.17497356013459,28.93764797242706,9.364782952951385,7.64545764655204,6.888562981740863,6.818417689035232,5.57424312883462,5.595914068324209
2024-07-18,0.0,29.17514378963058,28.937816817180924,9.364837594381612,7.645502256100671,6.888603174977101,6.819040950796505,5.5742756533061995,5.594779763626407
2024-07-22,0.0,28.67605283362581,28.442785746756137,10.915307754146356,7.51471280540771,6.770761783382699,6.702389540551243,5.478918091920966,5.499071444209078
2024-07-23,0.0,28.67663173090912,28.44335993496447,10.915459285759326,7.514864508532723,6.770898468010289,6.702524844915453,5.479028697478058,5.4972325294305655
2024-07-24,0.0,28.676138351071312,28.442870568554806,10.916991980277317,7.514735215711058,6.770781975082553,6.70240952835206,5.478934431097144,5.4971379498537445
2024-07-25,0.0,28.675118753203293,28.441859264667336,10.92015938182706,7.514468024644015,6.770541235733966,6.702171220028183,5.478739624188467,5.496942495707678
2024-07-26,0.0,28.675283199568224,28.442022373333366,10.919648525844057,7.514511118692263,6.77058006350324,6.70220965570839,5.478771043720617,5.496974019629844
2024-07-29,0.0,28.676006785981805,28.44274007368948,10.919924070090975,7.514700738376656,6.770750910978814,6.702378777938642,5.4789092939433885,5.494589349000241
2024-07-30,0.0,28.673211313199044,28.439967340849215,10.930672399773464,7.506054703474884,6.770090866153473,6.708147921749101,5.478375183949457,5.493480270851368
2024-07-31,0.0,28.67485564294251,28.441598294692888,10.932446188696403,7.506485155051103,6.770479112229422,6.701650945877442,5.478689353686583,5.4937953068236505
2024-08-01,0.0,28.674895109173814,28.44163743988375,10.932323601830593,7.506495486495597,6.770488430682425,6.701660169599774,5.478696894203055,5.493802868130987
2024-08-02,0.0,28.677658015355824,28.444377871038245,10.933376961724262,7.5072187582880785,6.771140786140714,6.685100037686158,5.479224781941116,5.501902787825607
2024-08-05,0.0,28.682329853459777,28.449011705792465,10.922997317852168,7.5084417490438415,6.77224386343925,6.682173744540035,5.4801173949677,5.502684370904764
2024-08-06,0.0,28.68154014012982,28.44822841643337,10.925335162251331,7.508235018399338,6.772057402601515,6.681989763611493,5.4799665103715505,5.5026475862015864
2024-08-07,0.0,28.67933575388649,28.446041961903322,10.926789718585766,7.507657955594993,6.771536920434087,6.686638262454224,5.479545334844354,5.502454092296761
2024-08-08,0.0,28.676572524432174,28.443301210106192,10.935371846161958,7.506934599176494,6.770884488647308,6.685994010580479,5.479017385341079,5.501923935554313
2024-08-09,0.0,28.67778959559743,28.44450838093242,10.935835957615444,7.507253203278584,6.7711718538220484,6.681689523686778,5.479594040680301,5.502157444386992
2024-08-12,0.0,28.67770209460227,28.444421591719394,10.936107708091935,7.507230297324691,6.771151193782206,6.68166913667331,5.479577321472217,5.502140656333982
2024-08-13,0.0,28.680926168064442,28.447619438760906,10.937337193443476,7.50738598053399,6.771912436395028,6.671866191937199,5.480193359666902,5.502759231198059
2024-08-14,0.0,28.680886685229893,28.447717939443436,10.937322136848989,7.507375645690659,6.771903114021799,6.671857007289973,5.4801858155044005,5.502751655970851
2024-08-15,0.0,28.679504854502287,28.446347342668982,10.93645104288444,7.507013944099464,6.7715768471281,6.676697649657304,5.479921782901923,5.502486536157503
2024-08-16,0.0,28.68006415089922,28.446902092120048,10.936664321241045,7.507160342925803,6.771708903750115,6.6768278559826175,5.480028650176105,5.500643682905045
2024-08-19,0.0,28.679381483233733,28.44622497437933,10.936260606561202,7.506981651009398,6.77154771768427,6.680798581864597,5.479898209799621,5.498906775467849
2024-08-20,0.0,28.67984207471866,28.446681821365694,10.936436243142317,7.507102213296557,6.771656468886604,6.6809058756338535,5.479986217083012,5.497389085873306
2024-08-22,0.0,28.68010527649526,28.44694288337483,10.936536609435878,7.507171107770751,6.771718613999138,6.680967187906467,5.480036508228422,5.496521812789252
2024-08-23,0.0,28.679973675003094,28.446812351771307,10.937633575719689,7.507136660375589,6.771687541300292,6.6809365316294915,5.480011362540334,5.495808301660202
2024-08-26,0.0,28.678723521060572,28.44557236128119,10.942892304886536,7.506809425887881,6.771392364883004,6.680645311029382,5.4797724900125,5.494192220958934
2024-08-27,0.0,28.680500088218285,28.447334485373027,10.946667547563765,7.507274451853052,6.7718118338066695,6.681059158425456,5.480111946677312,5.485240488082434
2024-08-28,0.0,28.679381483233733,28.44622497437933,10.951402669420759,7.506981651009398,6.77154771768427,6.680798581864597,5.479898209799621,5.48376471260829
2024-08-29,0.0,28.680072376008997,28.446910250361647,10.951666491183712,7.507162495892322,6.771710845797692,6.680959523810848,5.480030221784765,5.481487795160021
2024-08-30,0.0,28.679874974676544,28.446714453854792,10.96042413423036,7.507110825036678,6.771664236963293,6.680913539606388,5.479992503425708,5.4733053322062375
2024-09-02,0.0,28.67971047564193,28.446551292157967,10.960934838139819,7.50706776653365,6.771625396758073,6.68087521991955,5.479961071856453,5.473273938992561
2024-09-03,0.0,28.681750397056106,28.448574629499173,10.9620586302789,7.507601726885432,6.772107046796602,6.681350415108082,5.4803508488016845,5.466206305574022
2024-09-04,0.0,28.681520068816035,28.448346173772578,10.962888368890923,7.507541437235429,6.7720526635223575,6.681296760653208,5.480306838950525,5.4660476881589455
2024-09-05,0.0,28.681684588610036,28.44850935606002,10.962951253010447,7.507584501172339,6.772091508629119,6.681335085175899,5.480338274486369,5.465505432855778
2024-09-09,0.0,28.68155297262384,28.448378810080303,10.963818715921157,7.507550049983289,6.772060432508059,6.681304425522572,5.480313126028843,5.465021467331935
2024-09-10,0.0,28.676848494485718,28.443712578223717,10.983469741874035,7.506318627643127,6.770949648503957,6.68020852772952,5.479414220264706,5.45907816127522
2024-09-11,0.0,28.6753026043637,28.442179255818484,10.982877653193764,7.5059139826270815,6.77058464520939,6.68558323016981,5.4791188400970015,5.458439788520769
2024-09-12,0.0,28.675368383526816,28.442244500212748,10.98290284715634,7.505931200675206,6.770600176462816,6.6855985664358615,5.479131408817092,5.45822291671312
2024-09-13,0.0,28.675434162991724,28.442309744906343,10.982928041234503,7.505948418802324,6.7706157077874956,6.685613902772274,5.479143977594846,5.4580060439104905
2024-09-17,0.0,28.675559144806474,28.442433710648846,10.982769455145752,7.505981133461479,6.770645217500698,6.685643042005303,5.479167858431443,5.457800438000004
2024-09-19,0.0,28.67536180559693,28.44223797575985,10.983382053136365,7.505929478866838,6.770598623334266,6.68559703280609,5.4791301519424875,5.457762878557174
2024-09-20,0.0,28.675378250427315,28.442541028360647,10.983388351918443,7.505933783389238,6.7706025061569735,6.685600866881837,5.4791332941300785,5.457421918735466
2024-09-23,0.0,28.675503231754675,28.44266499486948,10.98322976814517,7.505966497920817,6.7706320157550985,6.685630006001232,5.479157174873548,5.457216310679977
2024-09-24,0.0,28.67553612175874,28.442697617814567,10.983242365604012,7.5059751070554706,6.77063978148157,6.685637674232764,5.479163459314322,5.457107872738554
2024-09-25,0.0,28.67520722511322,28.442371391731253,10.983116392315992,7.5072653674108825,6.77056212501849,6.6855609927090125,5.4791006155552955,5.456815890145853
2024-09-26,0.0,28.673332658288864,28.44051204594175,10.9904265879712,7.505398338695013,6.770119517192078,6.685123941609755,5.4787424336540935,5.4563444766472475
2024-09-27,0.0,28.67034043672675,28.43754412050401,10.95889042067873,7.504615108680947,6.769413017607992,6.725480475440494,5.478170696443125,5.4555457239179495
2024-09-30,0.0,28.683333181155668,28.450431366951577,10.961332715010721,7.508016029097629,6.77248076120405,6.68584934369591,5.480653278467358,5.457903324417087
2024-10-02,28.191898461136272,20.588151308968254,20.420980437972087,7.872190206028049,5.389058832910472,4.861110728245135,4.823633667766717,3.9355175066567494,3.9174588503162653
2024-10-03,28.171892123895415,20.57354095916082,20.4064887207153,8.000932347881225,5.385234495625396,4.8576610485178735,4.753637465281203,3.936016297863016,3.914596541059752
2024-10-04,28.210739761846227,20.602734889832185,20.434628253629285,8.110157964734748,5.394390952292526,4.8735063769119655,4.519984534694607,3.9340274992891064,3.919829766769352
2024-10-07,28.225028206102763,20.613169959294765,20.444978178841097,8.086784003030735,5.338916391918723,4.868801968792144,4.514523950585304,3.969822837337185,3.937974504097281
2024-10-08,28.230963396090964,20.6166798875892,20.449277371348895,8.096615370082075,5.2937772230582505,4.868918690884834,4.534307859185124,3.97065761605156,3.938802585709098
2024-10-09,28.224320804841973,20.61182889559565,20.442404673914936,8.185555074762705,5.243065362156531,4.869257048874822,4.4474994369440655,4.03819289590133,3.937875807007987
2024-10-10,28.176513914919937,20.576916188858895,20.408519678296173,8.190455567648254,5.234184558598641,4.861009408928151,4.569430572392203,4.051928960340329,3.9310411500174167
2024-10-14,28.16931744262321,20.571660705240436,20.403307204285884,8.195308364161736,5.232847712447778,4.859767874235424,4.580194559510536,4.055008225648902,3.9325879118460945
2024-10-15,28.167018047672343,20.569981489091415,20.40164173043612,8.202802164636065,5.232420567429687,4.859371182844688,4.579820689030161,4.054677224890408,3.9322669039691114
2024-10-16,28.16617219265835,20.56936377294018,20.40102906952462,8.204119039128956,5.2322634379399835,4.8591841190607425,4.579683157102343,4.054555463010788,3.9336297486340404
2024-10-17,28.165129427632472,20.56860225614619,20.400273784800085,8.203815307108018,5.23206972964047,4.85900422286402,4.581817193041939,4.054405355690439,3.934882723076364
2024-10-18,28.16696011077674,20.56993917858243,20.401599766186116,8.1902793065334,5.232409804834808,4.859320049466258,4.584171908526924,4.054668884802341,3.9406509902909836
2024-10-21,28.15669385737461,20.57256347281254,20.400122734566025,8.19462256396773,5.232030989701701,4.858968245223088,4.587953537671937,4.054375335560101,3.9426692631222693
2024-10-22,28.158384973767724,20.57379907950392,20.401347984311354,8.188203623041616,5.232345230195305,4.85926007923225,4.588229094293667,4.054618844994431,3.94381109065973
2024-10-23,28.158037467516035,20.57354517560255,20.401096208651136,8.18810257136725,5.23228065714965,4.859200110478442,4.588172470368114,4.054568806421617,3.944996532445205
2024-10-24,28.156670692806962,20.57254654772394,20.400105951344763,8.191325014335778,5.2320266852994735,4.8589642477403165,4.587949763153501,4.054372000017505,3.9460390975777595
2024-10-25,28.15588312018489,20.57197111128104,20.3995353382524,8.19150723357117,5.231880339837672,4.858828337239571,4.589055451666491,4.054258594834707,3.947080473132067
2024-10-28,28.15532721309536,20.571564940231905,20.399132571758834,8.191345501228213,5.231777042087783,4.858732404993088,4.588964845790308,4.054178547937012,3.9489769328774975
2024-10-29,28.177167696866405,20.58752259282183,20.41495646613253,8.121363186493516,5.234600453900507,4.86250139213488,4.592524570437861,4.0573234313230575,3.9520402098894096
2024-10-30,28.177005309795266,20.587403945428594,20.414838813250462,8.121316382485542,5.234570286516566,4.8624733691849515,4.592498103384034,4.057300048672403,3.9525937412821817
2024-10-31,28.182839099238127,20.58565151321705,20.413101070054445,8.120575689695993,5.234124711658851,4.862059467802217,4.592107182720644,4.056954684909393,3.952586580703273
2024-11-01,28.175857374238817,20.58055183687533,20.408044139574432,8.119469306603795,5.232828063751229,4.860854991488991,4.590969581593794,4.080640320187994,3.9507843856856213
2024-11-04,28.155442356331744,20.56564005162931,20.393257346007733,8.113257317041896,5.229036580950646,4.857333024424179,4.660427843648077,4.077683663213818,3.9479218167526
2024-11-05,28.15649366716706,20.56640796285399,20.394018820544122,8.113609609603357,5.229231830691218,4.857514394930621,4.660601861808659,4.074134867773302,3.9479869846276716
2024-11-06,28.156563139811432,20.56645870790639,20.39406914024776,8.112807170404917,5.229244733170043,4.857526380242929,4.662093786600702,4.073240215821554,3.9479967257942747
2024-11-07,28.155289529134052,20.565528421732036,20.39314665180046,8.1102196648399,5.229008197841008,4.857306658914271,4.668626760116652,4.073055970244257,3.947818145377366
2024-11-08,28.15542846288158,20.56562990340675,20.39324728284832,8.112315748583605,5.2290340006552185,4.857330627547814,4.668649797699374,4.073076068951793,3.9452881074255415
2024-11-11,28.165180405460866,20.572753035707482,20.40031070853086,8.105170744629648,5.230845134141848,4.859013017479507,4.670266835948675,4.049805516710366,3.9466546013907484
2024-11-12,28.167150144685543,20.574191796547307,20.401737409571634,8.101623743011348,5.231210954658195,4.859352833819965,4.6677137650845895,4.0500887409135755,3.946930611707839
2024-11-13,28.17020958002969,20.57642650645713,20.403953387978834,8.101434003950777,5.23177915384076,4.859880642836253,4.6584287588993485,4.050528649977051,3.947359316030156
2024-11-14,28.169838703985118,20.5761556066737,20.403684758897292,8.101327344190569,5.231710274638666,4.8598166598791925,4.66330450597872,4.050475322576702,3.9436868231800397
2024-11-15,28.177993275602947,20.58211196788249,20.40959119344889,8.097853299449671,5.233224743946304,4.861223473862721,4.643254236887028,4.059878694374493,3.9348691145454544
2024-11-18,28.18375195120518,20.5863784228338,20.41382188666139,8.088517363112285,5.234309536296814,4.862231154269467,4.603877233905226,4.093650469073971,3.93346198264187
2024-11-19,28.183891166400656,20.586480110384173,20.413922721859244,8.088310339034795,5.234335391457139,4.862255171528125,4.603899975010462,4.093670689885991,3.9332344344394157
2024-11-20,28.184043100635677,20.586530954536077,20.413973139831736,8.088001010925256,5.234348319133087,4.862267180246431,4.603911345647328,4.093680800366914,3.9332441486774976
2024-11-21,28.183927086965344,20.586446214422427,20.41388911001594,8.08837934728787,5.2343267730419845,4.862247165748876,4.6038923946170875,4.093663949593122,3.9332279583073526
2024-11-22,28.180284743490073,20.583785729678176,20.411250925650247,8.08791025340605,5.233650315999274,4.861618794330491,4.603297411619416,4.105482177349069,3.9327196484771973
2024-11-25,28.179994788451417,20.583573937198388,20.411040908430582,8.080624533646297,5.233596465468894,4.861568771739226,4.603250046971007,4.113671364498309,3.9326791835958774
2024-11-26,28.175107044713254,20.580003772073237,20.407500668691767,8.080519196518148,5.232688712343168,4.860725545808912,4.610270127542463,4.121187861261387,3.9319970710476624
2024-11-27,28.171374252242305,20.57727722047538,20.404796971249695,8.080271536241163,5.231995457087836,4.860081570270792,4.609741622825261,4.132985231063879,3.9314761385436867
2024-11-29,28.171913753489648,20.57767128952675,20.40518773718533,8.078511210042041,5.232095653409461,4.8601746441849665,4.609829902556778,4.133064380581663,3.9315514290233646
2024-12-02,28.174556847781997,20.57960189055056,20.40710215576954,8.07935143590821,5.232586529616152,4.860630626692021,4.600798080291439,4.13345214546586,3.9319202879242203
2024-12-03,28.174594040120542,20.57962905703005,20.407079386231132,8.079362101203692,5.2325934369876075,4.86063704305629,4.600804153659008,4.133457601904888,3.931843179806787
2024-12-04,27.999489027316354,20.451726727562402,20.280249452421483,8.029148891310895,5.20007288533465,4.830428199214604,5.193791641000191,4.107768175988885,3.9073249998505344
2024-12-05,28.005421371539,20.456059902456314,20.284546295858718,8.031340879791376,5.201174641952728,4.831451637992097,5.173213910305295,4.108638502400308,3.9081528577041635
2024-12-06,28.01445068657504,20.462655204373213,20.291086299540094,8.033521135697402,5.202851568851152,4.833009361346516,5.144604448906511,4.109963181322835,3.9078581133872414
2024-12-09,28.014267292319673,20.462521247314548,20.290953465642897,8.034286846956007,5.202817508819066,4.832977722455468,5.144570770184317,4.1099362757930535,3.9076688705149714
2024-12-10,28.014634083231588,20.462789163185775,20.291219135176487,8.033082739511732,5.202885629329186,4.833041000651811,5.144638128069659,4.1099900872048885,3.907720033638873
2024-12-11,28.014886257555112,20.462973359416907,20.291401787016365,8.033155049476575,5.202932463214649,4.833084505372995,5.144684437639004,4.110027083367925,3.9068550569404725
2024-12-12,28.014909182718732,20.46299010469326,20.291418391892137,8.03406177603416,5.20293672088241,4.833088460386486,5.144688647641194,4.1100304466885,3.9058762690631204
2024-12-13,28.015367693870548,20.463325015975727,20.29175049511468,8.030675698446377,5.20302187570098,4.8331675620156345,5.1466550177342425,4.110097714255987,3.9059389268858267
2024-12-16,28.01573222094521,20.46359127826746,20.292014524933194,8.03021553312256,5.203089575770617,4.833230449658303,5.146721984376209,4.11015119354324,3.905253239383202
