date,HEAD & SHOULDERS SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,SANFULL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,KINGSWAY FINANCIAL SERVICES GROUP LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-04,0.0,0.0,82.11001352197673,0.0,0.0,0.0,0.0,17.889986478023268,0.0,0.0
2024-03-05,0.0,0.0,50.78849887855987,0.0,22.92127384339608,15.184697450587914,0.0,11.10552982745613,0.0,0.0
2024-03-06,0.0,0.0,48.77621499828027,3.983335290446033,22.00321590770443,14.576509961060346,0.0,10.660723842508926,0.0,0.0
2024-03-07,0.0,4.974999822782845,46.43720087729083,3.7702812320535197,20.82634423986694,13.796865673557987,0.0,10.19430815444788,0.0,0.0
2024-03-08,0.0,4.981203662859542,46.370407902083905,3.774982784343174,20.852314755173236,13.814070407477065,0.0,10.20702048806308,0.0,0.0
2024-03-12,0.0,4.982239140780959,46.359259540701686,3.775767516627072,20.85664947284407,13.816942035677792,0.0,10.20914229336842,0.0,0.0
2024-03-13,0.0,4.997823131694449,46.29573981810604,3.6833141389194286,20.9218871755489,13.860160173758269,0.0,10.241075561972913,0.0,0.0
2024-03-14,0.0,5.001995341431078,46.543089101587334,3.6863889894510544,20.93935287993306,13.579548820447624,0.0,10.249624867149851,0.0,0.0
2024-03-18,0.0,5.003039482524695,46.53193024325243,3.6871585044082287,20.943723863375325,13.582383482215251,0.0,10.251764424224067,0.0,0.0
2024-03-21,0.0,3.9655693021383525,36.86615217476174,2.9225599014903345,16.600666198051275,10.76583208569111,20.753343571261773,8.125876766605419,0.0,0.0
2024-03-22,0.0,3.968195579435979,36.85745402230345,2.9244954250269175,16.611660320064956,10.772961972535219,20.767087886621905,8.098144794011576,0.0,0.0
2024-03-26,0.0,4.012036927678942,37.16422387310151,2.7894090818586363,20.980106517367112,5.8700825659959195,20.996526459848432,8.187614574149444,0.0,0.0
2024-03-28,0.0,4.007341217758559,37.23776720847773,2.7861443422428747,20.955551286176533,5.863212189318066,20.971952010667543,8.178031745358696,0.0,0.0
2024-04-03,0.0,4.012036927678942,37.36509991528304,2.588533039677111,20.980106517367112,5.8700825659959195,20.996526459848432,8.187614574149444,0.0,0.0
2024-04-11,0.0,4.027543470025085,37.55992931645448,2.1616241362228705,21.061194731658887,5.892770463820836,21.077678137298197,8.219259744519649,0.0,0.0
2024-04-15,0.0,4.0459004472163285,37.275336248275785,2.171476515287183,21.1571886977543,5.919628883550548,21.17374723244029,8.256721975475559,0.0,0.0
2024-04-17,0.0,4.063736388889319,37.422705407571414,1.7571647730602629,21.250458017773592,5.945724966949092,21.267089549079916,8.293120896676404,0.0,0.0
2024-04-18,24.321424818646978,3.0753777982376045,28.320970246765192,1.3297972638406623,16.08204384736265,4.499639939189046,16.094630353286117,6.27611573267175,0.0,0.0
2024-04-24,24.6194979932211,3.0645639112450724,28.221385808084882,1.32512132537795,16.02549489104451,4.451851774280602,16.03803713929896,6.254047157446925,0.0,0.0
2024-04-30,24.644707497928806,3.0677019174858526,28.14788701810622,1.3264782032598463,16.04190443721033,4.456410314763135,16.05445952828824,6.260451082957563,0.0,0.0
2024-05-02,24.913807219546342,3.0567469108155736,28.047368682775147,1.3217412444693388,15.984617525104591,4.440496120347615,15.997127780957243,6.2380945159841446,0.0,0.0
2024-05-03,24.923343598332117,3.096193165634885,27.981552092108686,1.3222471737740398,15.99073603465722,4.4421945547040265,16.00325107912116,6.240482301667868,0.0,0.0
2024-05-06,26.189493782290874,3.1041140802511533,26.91470408147759,1.0058454289017678,16.031644740285678,4.453558911478403,16.044191801679222,6.2564471736353156,0.0,0.0
2024-05-07,31.147306380095323,3.0934303872487323,22.131044099360608,0.9896361737610863,15.97646726732527,4.438230719618077,15.988971144432234,6.234913828158665,0.0,0.0
2024-05-08,31.230909770981413,3.1017335537148165,22.113757276098774,0.8005689791265251,16.01935016774784,4.450143503765987,16.03188760687499,6.2516491416896525,0.0,0.0
2024-05-09,31.985022227400744,3.1017335537148165,22.113757276098774,0.046456522707195205,16.01935016774784,4.450143503765987,16.03188760687499,6.2516491416896525,0.0,0.0
2024-05-10,32.1128378979803,3.1017335537148165,21.985941605519223,0.046456522707195205,16.01935016774784,4.450143503765987,16.03188760687499,6.2516491416896525,0.0,0.0
2024-05-14,32.67093902247651,2.955032907502417,21.846326462195957,0.0461615144609058,15.917624077969899,4.421884199059591,15.930081901841442,6.211949914493277,0.0,0.0
2024-05-16,32.629498249491604,2.9512846574812435,21.81861594384045,0.046102961848135844,15.897433698825287,4.4162753520309606,15.909875720829286,6.3309134156530344,0.0,0.0
2024-05-17,32.638042636847544,2.950910355395673,21.815848757885902,0.046097114755505514,15.895417477660848,4.415715249815632,15.907857921682606,6.330110485956288,0.0,0.0
2024-05-20,32.74782296059776,2.9516601591458307,21.821391998188556,0.04610882767977376,15.89945638165984,4.416799825863108,15.911899986703268,6.204859860161864,0.0,0.0
2024-05-21,35.43754116057288,2.958039215653868,19.033480985646843,0.04620847696235708,15.933817902037253,4.4263453067636,15.946288399898775,6.218278552464426,0.0,0.0
2024-05-23,34.5716848447472,2.8857645359369943,17.514201130925994,0.04507945106743815,15.5445020405563,4.318195053829273,15.556667842917477,6.314399321012047,0.0,3.2495057790072757
2024-05-29,34.7038102693611,2.7613951104264323,17.512029167567896,0.045073860694506515,15.542574342649923,4.317659547735679,15.554738636311003,6.313616262518479,0.0,3.249102802734983
2024-05-31,34.73239929871248,2.760710390436577,17.49528877581729,0.045062684107236926,15.538720380822424,4.3165889339033585,15.550881658205606,6.312050728036687,0.0,3.248297149958338
2024-06-03,35.02429278014767,2.751499794961908,17.387492139506268,0.04491234086379048,15.486878337514465,4.302187439766798,15.498999041063168,6.2662783140033405,0.0,3.2374598121725904
2024-06-04,35.1478599485512,2.6279326265583745,17.387492139506268,0.04491234086379048,15.486878337514465,4.302187439766798,15.498999041063168,6.2662783140033405,0.0,3.2374598121725904
2024-06-05,37.01300164957151,2.558691343103553,16.80905169528653,0.04372898171183158,15.07882703438706,4.188832562635572,15.090628379265148,6.065079766967172,0.0,3.1521585870716224
2024-06-07,37.08113036319481,2.555923782268301,16.790870497591474,0.04368168307322192,15.062517301970765,4.184301789911841,15.074305882143967,6.0585195864002666,0.0,3.1487491134453505
2024-06-11,37.802217946426566,2.555923782268301,16.790870497591474,0.04368168307322192,15.062517301970765,4.184301789911841,15.074305882143967,6.0585195864002666,0.0,2.427661530213591
2024-06-12,38.252071772112025,2.537928109209226,16.672649830000292,0.043374130362648436,14.956465572770778,4.154841080827265,14.968171152255108,6.015862939729017,0.0,2.398635412733643
2024-06-20,38.5797278860843,2.5367172316402895,16.605056018659305,0.04335343601699788,14.94932965406334,4.152858753649039,14.961029648667793,5.774436377748705,0.0,2.3974909934702304
2024-06-24,38.61551133374804,2.5367172316402895,16.56927257099557,0.04335343601699788,14.94932965406334,4.152858753649039,14.961029648667793,5.774436377748705,0.0,2.3974909934702304
2024-06-25,38.67556578541451,2.5406623085567235,16.59504093568621,0.04342085884108937,14.972578699955724,4.15931723747289,14.98429689027315,5.783200493427919,0.0,2.2459167903717834
2024-06-28,38.82173736759738,2.534606441361364,16.555485358516584,0.043317361830186155,14.936890388339647,4.149403179737364,14.94858064743453,5.769415783026074,0.0,2.240563472156878
2024-07-03,70.1007694680204,1.2428366363967647,8.077025081106418,0.021240537937595574,7.3242592244420495,2.0346473546358266,7.329991507787898,2.8056400490426086,0.0,1.0635901406304304
2024-07-04,70.36199982910766,1.2448736137843832,8.084409638287283,0.021275350634785747,7.336263497557541,2.037982089493005,7.34200517596885,2.7517036223923643,0.0,0.8194871827741335
2024-07-05,68.9407713631339,1.2197286517203847,7.921114206997207,0.02084561393004215,7.18807972589192,1.9968172822708272,7.1937054292482205,2.6961224915608715,2.019880716047828,0.8029345191987952
2024-07-08,69.72497326357644,1.2138113703511468,7.311944118392046,0.02074448540218099,7.153208125407154,1.9871301033351785,7.158806536734516,2.6202611123242554,2.010081649253509,0.7990392352235672
2024-07-09,69.76479098159892,1.2145045394785758,7.316119737477644,0.02075633191902572,7.157293095408029,1.9882648902332596,7.1628947038103155,2.6217574602356617,2.0112295430506077,0.7423887167879559
2024-07-10,69.76080716343645,1.2144351869416485,7.321412317307143,0.020755146658510755,7.156884388468232,1.9881513532231134,7.162485676998719,2.621607748542403,2.0111146946769543,0.7423463237468252
2024-07-11,69.76479098159892,1.2145045394785758,7.316119737477644,0.02075633191902572,7.157293095408029,1.9882648902332596,7.1628947038103155,2.6217574602356617,2.0112295430506077,0.7423887167879559
2024-07-12,69.78870344898344,1.214920821098287,7.3186273988945585,0.02076344632592141,7.159746317660934,1.9889463847044753,7.165349846061495,2.622656089599785,2.0119189088492333,0.7083673378218687
2024-07-15,69.81456922306465,1.2138806516559721,7.312361465800139,0.020745669445312972,7.1536164125633945,1.9872435237312789,7.159215143434016,2.6204106702483934,2.0101963796662132,0.7077608603906315
2024-07-16,69.83848645561088,1.214296505626742,7.309156846831816,0.02075277654353004,7.156067114604384,1.9879243180985864,7.161667763500852,2.6498568976824424,2.0108850372746625,0.6509062842261084
2024-07-17,69.84247425433,1.2143658423248227,7.309574201900504,0.02075396153335326,7.156475728203016,1.9880378291789629,7.1620766968982315,2.650008205313503,2.010999859419055,0.645233420898551
2024-07-18,69.74872212840563,1.2127357543220225,7.379595408044739,0.02072610272628954,7.146869327215531,1.9827461246439015,7.152462777524149,2.7034746565778893,2.0083004202301225,0.6443673003097182
2024-07-22,69.69705517772447,1.2118374101445835,7.4482047492641135,0.020710749691929983,7.141575223842938,1.981277388828976,7.147164530756345,2.701472035060436,2.0068127548564973,0.6438899798297191
2024-07-23,69.71691802061743,1.2121827695866452,7.4845259921268,0.020716652012570034,7.143610488981726,1.976142264318409,7.149201388782019,2.645244269712439,2.007384672943476,0.6440734809184967
2024-07-24,69.72089194783597,1.212251865098017,7.4792525266504875,0.020717832880423163,7.144017681223823,1.9762549062101458,7.149608899710447,2.6453950510220774,2.007499095680688,0.6441101936879253
2024-07-25,69.74642823164193,1.2103309260490716,7.518620394250022,0.020685003321372485,7.132697242851793,1.9443479138282218,7.138279601471724,2.6412031476728632,2.0043180047583786,0.6430895341546203
2024-07-26,69.82988347163031,1.2117791501439787,7.52191894831953,0.02070975400696476,7.141231887209345,1.9466744275420211,7.146820925412594,2.530406135589047,2.0067162758145627,0.6438590243316462
2024-07-29,69.83386251256682,1.211848199648356,7.522347561714376,0.02071093408854133,7.141638808323971,1.946785352791387,7.147228165001353,2.530550322992762,2.0068306223638115,0.6381975205086127
2024-08-02,69.8338698742128,1.2118483273972314,7.522348354694423,0.020710936271816877,7.141639561171008,1.9467750163582291,7.1472289184376026,2.5305505897546867,2.006830833917004,0.6381975877852035
2024-08-05,69.83784936948099,1.2119173847857643,7.522777017028863,0.02071211648813658,7.142046528748374,1.9468859536724548,7.147636204525468,2.530694793621893,2.0069451935224794,0.6325354381255858
2024-08-06,69.83761436768528,1.2119133067283174,7.522751703160758,0.020712046792626025,7.142022496024364,1.9472158987965398,7.147612152992404,2.5306862779269474,2.0069384402256834,0.63253330966709
2024-08-14,69.84159428973828,1.2119823715229767,7.523180411467504,0.020713227135519173,7.142429507247362,1.947326867184675,7.148019482760061,2.5251316742268157,2.0070528120957656,0.6325693566210304
2024-08-21,69.8455746654346,1.2120514441898453,7.52360916863969,0.020714407612951288,7.142836564862703,1.9474378482213155,7.14842685895637,2.5252755852135027,2.0071671970022917,0.6269062598667388
2024-09-10,69.959557621774,1.2120514441898453,7.4096262123002825,0.020714407612951288,7.142836564862703,1.9474378482213155,7.14842685895637,2.5252755852135027,2.0071671970022917,0.6269062598667388
2024-09-11,70.08493887374735,1.2120514441898453,7.2842449603269355,0.020714407612951288,7.142836564862703,1.9474378482213155,7.14842685895637,2.5252755852135027,2.0071671970022917,0.6269062598667388
2024-09-13,70.15297990551316,1.2092946645707805,7.267677133818277,0.020667293229315074,7.1265903680872125,1.9430084512719468,7.132167947201745,2.5195319112966814,2.0026019471960423,0.6254803778148262
2024-10-03,70.15866609076603,1.2092946645707805,7.2619909485654155,0.020667293229315074,7.1265903680872125,1.9430084512719468,7.132167947201745,2.5195319112966814,2.0026019471960423,0.6254803778148262
2024-10-04,70.16265926017081,1.2093634931093629,7.256717765095328,0.020668469534504456,7.126995987010774,1.9431139222026617,7.132573883580291,2.5196753136488517,2.002715927824111,0.625515977823309
2024-10-07,70.14682330595966,1.2090905355974406,7.277820800563256,0.020663804589637572,7.125387399432946,1.881029886886101,7.130964037051967,2.5805815252783844,2.002263907931117,0.6253747967094858
2024-10-08,70.14685062380478,1.2090910064633535,7.277823634823911,0.02066381263691023,7.125390174330229,1.8809916756214689,7.130966814121005,2.580582530255133,2.0022646876889554,0.6253750402542544
2024-10-09,70.15083885868434,1.2091597499476532,7.272551868314091,0.020664987488490456,7.125795292013645,1.8810986203601443,7.131372248867114,2.5807292505877664,2.00237852746643,0.6254105962703286
2024-10-10,70.14685879922243,1.2090911473795007,7.277824483033733,0.020663815045219323,7.12539100477436,1.880980240127727,7.130967645215079,2.5805828310147496,2.002264921047259,0.6253751131399519
2024-10-14,70.14685381421144,1.2090910614550168,7.2778239658325985,0.020663813576738105,7.125390498405965,1.8809872129900818,7.1309671384503766,2.580582647624731,2.0022647787556043,0.6253750686974513
2024-10-23,71.3317583078515,1.1611008957611884,6.988959058014557,0.01984364388974969,6.842575844032261,1.8063287435851907,6.84793114104613,2.478156459230701,1.922792668210212,0.600553238378514
2024-10-24,71.33173883580297,1.1611005788054096,6.988984448044827,0.019843638472858173,6.842573976155007,1.8063282504959723,6.847929271706994,2.478155782746846,1.9227921433288264,0.6005530744402897
2024-10-25,71.32784463976736,1.1610371911277122,6.994062175490437,0.01984255515399431,6.842200421200563,1.8062296380630374,6.84755542439222,2.478020493399043,1.9226871728112975,0.600520288594328
