date,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,MIB SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,29.78124908183351,27.556255324962482,0.0,23.153416617840232,14.600365405670182,0.0,0.0,4.90871356969359
2024-03-04,29.873562435535977,27.46935469849604,0.0,23.207672477194897,14.540321525013775,0.0,0.0,4.909088863759311
2024-03-05,29.926171269220355,27.443701490933897,0.0,23.198880356081826,14.526742542536914,0.0,0.0,4.904504341227009
2024-03-06,29.900109423389576,27.43751651436134,0.0,23.225847693214767,14.523468656092303,0.0,0.0,4.913057712942014
2024-03-07,29.76655373476808,27.317902081757882,0.0,23.124594119768933,14.428097985494142,0.45197976271831786,0.0,4.910872315492645
2024-03-08,29.763232572102815,27.294279069843412,0.0,23.127016556690887,14.41562136376842,0.5957130375993892,0.0,4.804137399995074
2024-03-11,29.76037311367255,27.291656812459404,0.0,23.124794662872745,14.41423640432437,0.5956558053527488,0.0,4.813283201318179
2024-03-12,29.734662691080725,27.26807915006924,0.0,23.10481681377587,14.4017837341956,0.6879320433210325,0.0,4.802725567557534
2024-03-13,29.73656564330066,27.269824246433412,0.0,22.978299922815484,14.4027054162948,0.7775729529024062,0.0,4.835031818253234
2024-03-14,29.700512317043966,27.26022897959436,0.0,22.97021468848193,14.397637624129189,0.777299353047031,0.0,4.894107037703529
2024-03-15,29.682969827026103,27.223887214053548,0.0,23.01451523130377,14.385740507262476,0.7771750531157572,0.0,4.915712167238349
2024-03-18,29.6804725417737,27.218664086471538,0.0,23.010099706498437,14.382980484146001,0.7770259456637588,0.0,4.930757235446568
2024-03-19,29.685218670397074,27.223016553587048,0.0,23.013779192823662,14.385280429851688,0.7771501978998587,0.0,4.91555495544067
2024-03-20,29.716249790088213,27.2221459488088,0.0,23.01304320142126,14.384820381867879,0.7803233909579771,0.0,4.883417286855865
2024-03-21,29.711498852068807,27.217793760054448,0.0,23.00936395041684,14.382520583254758,0.7801986353750311,0.0,4.898624218830113
2024-03-22,23.336378165493603,21.36624391015788,21.33834040925687,18.062583863932424,11.290424401543138,0.7605595981654901,0.0,3.845469651450597
2024-03-25,23.351197158216063,21.37751243549194,21.349594218325958,18.072110043860217,11.296378954619293,0.8990888989719672,0.0,3.6541182905145595
2024-03-26,23.372328354719045,21.396857585676692,21.368914104481245,18.08846403659014,11.216108395720918,0.8999025113991631,0.0,3.6574250114128
2024-03-28,23.37291587834189,21.397395450757795,21.369451267131037,18.0889187366851,11.2038215547001,1.3046400667734392,0.0,3.262857045610644
2024-04-02,23.389455888623896,21.378049328420236,21.350130410092532,18.08763282959399,11.2313640623685,1.3210408888023375,0.0,3.2423265920985127
2024-04-03,23.38828110247731,21.37697556953026,21.34905805349078,18.06161075466145,11.253402168663486,1.3209745366587637,0.0,3.2496978145179467
2024-04-05,23.421067528646226,21.349631115678278,21.321749310454226,18.038507164531644,11.241515474997584,1.3945291867559757,0.0,3.2330002189360663
2024-04-09,23.417543451542773,21.34641871956995,21.318541109612887,17.810093803837873,11.239824007806986,1.6200185339148248,0.0,3.2475603737147027
2024-04-10,23.388217332692783,21.31968629933607,21.291843600901835,17.78778997300687,11.225748218201298,1.7407165395396749,0.0,3.245998036321466
2024-04-11,23.38763155949744,21.319152333852955,21.291310332757305,17.787344466176556,11.217953365844096,1.7506912036933724,0.0,3.24591673817827
2024-04-12,23.391732588157936,21.322890654020867,21.295043770821444,17.790463482707338,11.152285314408257,1.811118297412528,0.0,3.236465892471627
2024-04-15,23.381775440957924,21.313814149740065,21.285979120109584,17.782890624947182,11.125002682343856,1.8754497542597435,0.0,3.235088227641641
2024-04-16,23.34319848865664,21.278649070258002,21.25085996488221,17.753551119692336,11.106647844452604,2.0423423822266513,0.0,3.224751129831555
2024-04-17,23.339697804151342,21.275457997829342,21.247673059872625,17.750888691861427,11.104982225662885,2.0445355326403725,0.0,3.236764687982008
2024-04-18,23.320532291149547,21.280776983734654,21.252985099384894,17.755326515327713,11.107758534588552,2.0450466781904297,0.0,3.237573897624213
2024-04-19,23.29682282430362,21.256862467609764,21.229101814707374,17.7353737644212,11.095276064104045,2.150130180268562,0.0,3.236432884585432
2024-04-23,23.325116756195435,21.27811715837934,21.25032874766021,17.75310732625894,10.973883743428516,2.1922760041992713,0.0,3.227170263878288
2024-04-24,23.31113150623461,21.26535924637118,21.237587496999293,17.74246293608785,10.967304033290425,2.2434247232449556,0.0,3.2327300577716844
2024-04-25,23.297163016748666,21.252616623947713,21.22486151595546,17.73183130257357,10.95324196214794,2.3269698779991166,0.0,3.2133157006275352
2024-04-26,23.25535781038457,21.21448021982407,21.186774916523333,17.690043638874574,10.933587099439796,2.5122066951953324,0.0,3.2075496197583266
2024-04-29,22.943824242031972,21.21448021982407,21.186774916523333,17.690043638874574,10.933587099439796,2.5122066951953324,0.0,3.5190831881109217
2024-04-30,4.847817612497092,4.485346553079033,4.479488861286715,3.753353494300217,2.310618470264671,0.6086118850471893,0.0,0.7403460592998277
2024-05-02,22.848011032211797,21.13966648907305,21.112058889655707,17.652493772240646,10.890062399159868,2.86841877632659,0.0,3.489288641332345
2024-05-03,22.782378731440996,21.07894151186391,21.05141321695434,17.601785910668756,10.898401561068402,2.86017906900156,0.23525282385727114,3.4916471751447617
2024-05-06,22.773062235030242,21.090954064446503,21.063410081600704,17.611816887730885,10.90461238630101,2.8618090394363973,0.2353868906895738,3.458948414764685
2024-05-07,22.769013929467157,21.09409002587584,21.066541947583836,17.60700116945204,10.906233765956989,2.862234554694663,0.2354218897800805,3.459462717189394
2024-05-08,22.751234299100165,21.109783831778554,21.082215257973676,17.647380271257507,10.911867933127244,2.864364030462251,0.23559704146659208,3.3975573348340125
2024-05-09,22.73217791182863,21.08520722286281,21.057670745173276,17.626834690745156,10.899164027067863,2.970020847366517,0.23532275271044129,3.3936018022453105
2024-05-10,22.73296565110317,21.08364044592379,21.056106014385275,17.625524894838982,10.89835414368983,2.9698001542463177,0.23530526660000012,3.3983034292126337
2024-05-13,22.740620193824284,21.081551772172173,21.05402006836204,17.623778803062244,10.89727448639373,2.969505947766861,0.23528195582806655,3.3979667725906033
2024-05-14,22.694056880384164,21.05443662380998,21.06898926508036,17.62584571845513,10.883258382757939,2.965686561262192,0.23497933554621203,3.4727472327040183
2024-05-16,22.78388809563281,20.97092450183711,20.985419420263867,17.494341660317207,10.827771815320327,2.9539232079004907,0.49026748821701216,3.493463810511172
2024-05-17,22.718393219875313,20.95786898815626,20.94774555606169,17.521956707320328,10.8894880509195,2.9486202068229597,0.4893873404151534,3.5265399304287937
2024-05-20,22.647675490419633,20.947051116078875,20.93693290941984,17.70217554593274,10.876493308059242,2.947098210659121,0.48913473221114684,3.4534386872194034
2024-05-21,22.650867659868208,20.92956012398127,20.919450366123538,17.630908102337912,10.874779063171609,2.944637354893416,0.6238014079590724,3.425995921664984
2024-05-22,22.66311254937115,20.940874487515224,20.930759264398073,17.64043923928116,10.826598635883594,2.94622920380527,0.6241386303307245,3.4278479894148055
2024-05-23,22.70811575076652,20.950655832360855,20.940535884489467,17.629011880816343,10.831655668951909,2.947605368103178,0.6244301613829918,3.3679894531287355
2024-05-28,22.689791440009458,20.94962578683243,20.93950633651144,17.628145144948803,10.831123127222595,2.947460448165909,0.6243994610793502,3.3899482552300153
2024-05-29,22.684874908819857,20.94962578683243,20.93950633651144,17.633061676138407,10.831123127222595,2.947460448165909,0.6243994610793502,3.3899482552300153
2024-05-31,4.862571840013388,4.490615920049139,4.488446785135895,3.780227265847755,2.3232649509929244,0.6317970997156536,0.1338419210406806,0.7229571482984793
2024-06-03,22.68028782059693,20.95220109058625,20.942080396297523,17.64260498336447,10.839830283098916,2.9478227747312435,0.6244762174993627,3.3706964338253003
2024-06-04,22.669896194690374,20.951685979184262,20.94156553371355,17.666756312039357,10.834646770392894,2.9477503022919165,0.6244608647057104,3.363238042981936
2024-06-05,22.48619546724392,21.028198991948273,21.018041587839758,17.73620813161331,10.881616041143051,2.9585151284127575,0.6267413199473232,3.2644833318516078
2024-06-06,22.510645638894974,21.071874409586982,21.061695908623395,17.357647550494846,10.904217079175979,3.1946127158888733,0.6280430571484318,3.271263640186517
2024-06-07,22.5123155645041,21.073437601655012,21.063258345611374,17.3589352070385,10.8926620261722,3.1948497044529107,0.6280896477794422,3.2764519027864605
2024-06-11,22.598863350615442,21.073437601655012,21.063258345611374,17.3589352070385,10.80611424006086,3.1948497044529107,0.6280896477794422,3.2764519027864605
2024-06-12,22.596069579476982,21.070832410374095,21.060654412734976,17.35678921892293,10.804778340568287,3.2068171840006183,0.6280120005675843,3.276046853354525
2024-06-13,22.620705789256842,21.066144688916104,21.05596895562122,17.345511962734445,10.802374553651402,3.206103749171252,0.6278722839548944,3.2753180166938387
2024-06-17,22.61902840409642,21.0645825785727,21.05440759983535,17.34422574714784,10.801573529008651,3.2058660080989023,0.6278257255644728,3.2824904076756685
2024-06-18,22.620146633228103,21.065623959726004,21.055448477962734,17.345083203009796,10.802107532236922,3.2060244982293575,0.6278567637241764,3.2777089318829047
2024-06-19,22.6179102855188,21.06354130037586,21.053366824614702,17.34336837605851,10.801039578574771,3.2971579413050027,0.6277946904733663,3.1958210030789873
2024-06-21,22.62038191815846,21.06354130037586,21.053366824614702,17.34336837605851,10.798567945935114,3.2971579413050027,0.6277946904733663,3.1958210030789873
2024-06-24,22.52622093704699,20.971278034766616,20.961148125602605,17.32399888801085,10.596236880857134,3.2827156139415212,0.6250448020548323,3.7133567177194564
2024-06-26,22.522341318676933,20.967666219196904,20.957538054674473,17.380064411337372,10.552585422819314,3.2821502424202564,0.6249371526047565,3.7127171782699904
2024-06-27,22.527573023478602,20.97024596049611,20.96011654986245,17.382202754702632,10.53911964114745,3.282554059346855,0.6250140412849334,3.713173969680963
2024-07-02,22.521477014305034,20.964571367338035,20.954444697744435,17.377499093667375,10.536267732957128,3.296425909248361,0.6248449111560327,3.7244692735835963
2024-07-03,22.520922995244874,20.96405564751565,20.953929227033953,17.377071614345763,10.536008545109752,3.296344818528469,0.6248295402285307,3.726837611993008
2024-07-04,22.509539818812954,20.95117089310975,20.94105069644482,17.37376680308507,10.527074543822271,3.338570890557885,0.6244455126669387,3.734380841500314
2024-07-05,22.474123162563128,20.913637893285806,20.90353582645913,17.37945318873034,10.498399632855577,3.4675623529921054,0.6233268490162737,3.739961094097642
2024-07-08,22.602892979125265,20.88749590166315,20.877406462393083,17.325866241412673,10.485276661297316,3.463227909293429,0.6225476921164408,3.7352861526986447
2024-07-10,22.59150940184052,20.890568037470725,20.88047711424452,17.32841453223356,10.486818837249624,3.463737281336876,0.62263925651774,3.7358355391064397
2024-07-12,22.616169588385468,20.883912885033915,20.873825176494464,17.32289418257177,10.483478029196252,3.462633831226424,0.622440901013101,3.734645406078606
2024-07-15,22.576885348029837,20.863462062790425,20.85338423276059,17.288793445662357,10.473211957562604,3.4592430055048964,0.6218313682931661,3.863188579396127
2024-07-16,22.581702452317572,20.858866146432476,20.84879053640159,17.28498497665721,10.470904861740674,3.4584809847306226,0.6216943879133604,3.874575653806494
2024-07-17,22.56789306996656,20.846110329698426,20.836040881202596,17.27441469450164,10.464501592142108,3.4563660207958757,0.6213142033136252,3.93335920837917
2024-07-18,22.569549304007303,20.847640203906803,20.837570016424692,17.275682445707403,10.465269570956194,3.4566196798788558,0.6213598009124057,3.9263089782063427
2024-07-19,22.565208719496084,20.848150211877865,20.838079778042893,17.276105070794305,10.46552558894424,3.456704241180395,0.6213750015993068,3.928851388064908
2024-07-23,22.564104721810445,20.84713022088776,20.837060279746463,17.28015231847032,10.46501356549377,3.4565351227144583,0.6213446009691949,3.9286591699075863
2024-07-24,22.556931369142397,20.84050271144146,20.830435971634316,17.306449778413118,10.464132094798684,3.455436255919146,0.6211470693584311,3.9249647492924487
2024-07-25,22.61160379568727,20.84356103825734,20.767455687309962,17.308989485836587,10.465667697669382,3.4559433383781624,0.6212382221854589,3.9255407346758324
2024-07-30,22.569387898280997,20.854272254455253,20.77812779402623,17.31788433486022,10.471045858779158,3.457719299606532,0.6215574678698225,3.930005092121791
