date,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,ABCI SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,0.0,37.671907646176244,14.91999888320896,15.474523506796864,25.555858259864785,0.0,3.3055750555667127,3.072136648386437,0.0,0.0
2024-03-04,44.055800530207854,20.208812755897537,8.08595872450795,8.309962138534328,13.731440056286942,0.0,1.7657677619327683,1.6483330049917633,2.193925027640852,0.0
2024-03-05,44.03589682080769,20.18804320078195,8.076834806955233,8.289423040775079,13.750002853557369,0.0,1.7827286667943667,1.6466430958770213,2.230427514451281,0.0
2024-03-06,44.07310881137555,20.191319443329807,8.013138750780293,8.262743967893174,13.759215685057221,0.0,1.7664614822722597,1.638861070710266,2.295150788581429,0.0
2024-03-07,43.97050245769332,20.315749011123017,8.10947221722103,8.218725365292006,13.69915064835191,0.0,1.7632550325116003,1.6350371395523355,2.288108128254778,0.0
2024-03-08,43.898276982435,20.42256073891149,8.128057390137853,8.245924430014512,13.5944910823211,0.0,1.7616561395438897,1.6326792174608724,2.2842146926042703,0.03213932657101915
2024-03-11,43.98201196741115,20.407815641225167,8.099897383372637,8.273686071041682,13.508722738303518,0.0,1.7714610202878618,1.6352022214266804,2.288544987245215,0.03265796968608756
2024-03-12,43.916517466662334,20.394650400388457,8.049073511748345,8.354114788012023,13.540930560705513,0.0,1.7693198973491402,1.6333385006679972,2.307303192033152,0.03475168243303596
2024-03-13,43.90028657388976,20.374165927078142,8.111458879330499,8.38754784172849,13.481837667641837,0.0,1.771350062256762,1.6327919510799391,2.3064504470327742,0.03411064996179944
2024-03-14,43.98723880661837,20.42033335710301,8.314094713576454,8.341646712782133,13.210586916635341,0.0,1.7434009013640832,1.637027353178486,2.311922185509493,0.03374905323262543
2024-03-15,42.00132834091644,19.505068445386474,8.06445632708629,7.941821800135507,12.429158795464215,4.563102622213472,1.6657289619313427,1.5624368148069678,2.2348637538765157,0.03203413818277755
2024-03-18,41.935693336526434,19.419463701631223,8.168033951292706,8.007769981350735,12.411604606966248,4.556434240574873,1.6649041749098066,1.5579711985072213,2.2444734663989774,0.03365134184177287
2024-03-19,41.956699062214874,19.301674520437032,8.199585920406749,7.99316182528104,12.550648603587417,4.552914701299668,1.6642723379685254,1.5562771282025187,2.190186525575577,0.034579375026604395
2024-03-20,41.880777826383856,19.292144256572634,8.266229046188336,7.9670436601588,12.597571023532156,4.550467511737357,1.669643740155011,1.5524711155661794,2.1892000040825645,0.034451815623106265
2024-03-21,41.9922290668887,18.940250673882826,8.365858123822225,8.048776899714577,12.630513887880088,4.562577011020358,1.6753980769021575,1.556602481807634,2.192731281590692,0.035062496490745616
2024-03-22,41.989608979953076,18.89733304365222,8.412671380551222,8.030028917385415,12.6395160950179,4.562292331004913,1.6786258547140473,1.5552489121781234,2.1996961188980575,0.03497836664502332
2024-03-25,41.84287429519931,18.819429087297163,8.303495197791937,8.045190728848901,13.007865964444692,4.546349183564217,1.671671073053297,1.5492696490134108,2.177855506706554,0.035999314080512206
2024-03-26,41.96927031371408,18.89205698712337,8.368027491492905,8.135451846167346,12.622178342119314,4.560082476156077,1.6715062840104753,1.5533489561193112,2.1815676341950745,0.04650966890205706
2024-03-27,41.794633334503985,18.797935362839684,8.23905589788851,8.059535215695693,13.182427067933904,4.541196284620386,1.6629522524352875,1.5469155536402042,2.130228248348267,0.045120782094078306
2024-03-28,41.73859929312832,18.78990889051274,8.17886595687582,7.945880697040571,13.345643031657763,4.535107905318889,1.6597181353829464,1.5470951622887974,2.121616178058547,0.13756474973561006
2024-04-02,41.84394702294016,18.80350696121745,8.162626455736344,7.924371334096676,13.236127591867856,4.546554463908981,1.6620018565836412,1.5498023398709675,2.125963978643404,0.1450979951345152
2024-04-03,41.75880643111958,18.74767175285901,8.371020873905676,7.969611949824744,13.128896973494552,4.53730351209056,1.6643898257375611,1.5471922194412493,2.1357637521161243,0.1393427094109461
2024-04-05,41.76030435258619,18.717769306775082,8.288439057023169,7.944902996627784,13.060522703682388,4.537495785537046,1.6641343690788537,1.5445140588242603,2.1326330704709817,0.3492842993942509
2024-04-08,41.63666610238161,18.802951350553037,8.25515126232843,7.887361840305831,13.219927208885712,4.524061782889512,1.658557381644316,1.5399412708953917,2.121958348300549,0.35342345181560364
2024-04-09,41.68108483445124,18.78645459955985,8.263904246040502,7.89572485480739,13.132109027796416,4.528858671261352,1.6712970812833225,1.543743189847159,2.1409917651650883,0.35583172978767696
2024-04-10,41.65786962301329,18.730758657507156,8.384416888183647,7.899128789820386,13.109000196647367,4.526365666613454,1.6671794042005392,1.5426224146761631,2.1323609988118344,0.35029736052616267
2024-04-11,41.67977383215332,18.659629851675135,8.434951917269244,7.870221989945724,13.132087422593273,4.527570533300124,1.6804173000806901,1.5424909197084744,2.11262608821504,0.360230145058973
2024-04-12,41.78486622907077,18.602531551863635,8.472062752881996,7.934958458587536,12.966593662385744,4.541241944686292,1.6874915819805645,1.5437714404174054,2.115208289048045,0.3512740890780056
2024-04-15,41.755806879412326,18.535266865816403,8.490339342647548,7.963574689695646,13.024176586901302,4.5380837309724855,1.6859659136312048,1.5400365717507694,2.1123794833458827,0.3543699358264331
2024-04-16,41.685210631067086,18.41424607098193,8.634034365343068,7.990504190407,13.063300094447664,4.530411224798471,1.6874530157299037,1.5392763027082206,2.1114106299144937,0.344153474602161
2024-04-17,41.63104416666272,18.435159040279213,8.817209908461694,8.055902658938304,12.982166490174372,4.524524332190034,1.6869660029953457,1.5369512474318592,1.97981958615039,0.35025656671607036
2024-04-18,41.72089142982108,18.461537689376463,8.903230249473086,8.149992482815142,12.729366271690528,4.533805508474126,1.6965152731464126,1.5408093825753109,1.9193656203531029,0.3444860922747409
2024-04-19,41.57239256171723,18.314504464119004,8.888104664678648,8.184622315403034,13.118070149411887,4.5176093961820385,1.6909954740481892,1.535305149600551,1.841628284035674,0.33676754080374693
2024-04-22,41.60064214561347,18.2245219902584,8.971322218036097,8.24967017225575,13.107642438267087,4.520679235991197,1.6870161344268446,1.5369435639912568,1.7645657175518006,0.33699638360809947
2024-04-23,41.561085756560786,18.18041274091858,8.958749054432566,8.333783529220032,13.211337605289753,4.51634546077264,1.6850745602465147,1.5354701641806892,1.668690112705572,0.3490510156728646
2024-04-24,41.63374138172931,17.995058450708804,9.043960398949096,8.368846451291054,13.308046366525957,4.524240776714371,1.6865886312299134,1.5382627101244988,1.5639929522143123,0.33726188051268563
2024-04-25,41.63705819122768,17.99735184362378,9.112828517755059,8.411316871435236,13.29995524133682,4.524601206603281,1.6889431405668676,1.53868308226662,1.4510796832810562,0.33818222190360436
2024-04-26,41.58097729101666,18.04232117489978,9.06069975461041,8.443681848526898,13.41736184927714,4.518507027048212,1.6165575501594,1.5357183624590498,1.446448417299266,0.33772672470318704
2024-04-29,41.5800723284236,18.122564555360615,9.114516117711045,8.47338300968495,13.302977497644717,4.518485079903539,1.580859090028575,1.5354405198222447,1.4406822253275935,0.33101957609312843
2024-04-30,41.618075745926795,18.137746188424178,9.066257774981455,8.467704251275048,13.29626884163179,4.522614891742663,1.5787045800830124,1.5353283531562025,1.4463290705895953,0.3309703021892605
2024-05-02,41.55674982961938,18.123548573224355,9.024722385435306,8.379346559705825,13.545377097997042,4.5160093686021465,1.5757502322374721,1.5351937581883308,1.4053567998707022,0.33794539511944544
2024-05-03,41.614204357230086,18.076714357553673,8.993225627439832,8.340895894987549,13.547261209557163,4.522253003776274,1.5776852469607794,1.5363961791560845,1.4604203045383253,0.33094381880023405
2024-05-06,41.53856817234936,17.986837197663423,8.976879928014895,8.325735841978519,13.753154750688473,4.514033551559072,1.5767038873512627,1.5335226565511804,1.4577659075153901,0.33679810632843116
2024-05-07,41.51110506438014,18.004638598497333,8.971108233515032,8.320382801261498,13.79745859136543,4.511131248884796,1.5769318833056507,1.5330765632216767,1.4395252668322498,0.33464174873619273
2024-05-08,41.530312806446446,18.028174427621664,8.833122363215615,8.293336945190145,13.890502900792306,4.51321860949159,1.5856555710241047,1.5555264325954146,1.4390300608867796,0.33111988273593224
2024-05-09,41.5192397670251,18.082729458405247,8.790521508218118,8.36323355383865,13.872977720499177,4.512214799884394,1.5778338222609163,1.5542894324496404,1.3959137008648905,0.331046236553865
2024-05-10,41.509492098831245,18.08116394067218,8.713068501075382,8.265001309418194,14.051315808913817,4.511284532268913,1.5756831068191888,1.5533750944661722,1.3950860051584741,0.3445296023764331
2024-05-13,41.638040636149086,18.147850199606694,8.676499742393142,7.959880340049012,14.185341937355153,4.5252847189894565,1.5722326943894915,1.5566252090626218,1.3934851665456771,0.34475935545966324
2024-05-14,41.583168259332815,18.270206857968986,8.737473034830256,7.80213618215747,14.253350522588704,4.519397524939562,1.560532653162302,1.559684343256715,1.3650612055542795,0.3489894162089057
2024-05-16,41.59193256676401,18.231789878061644,8.90800290144108,7.98662788594435,13.921513981586298,4.52045001555175,1.5586392849593638,1.566701891159535,1.369950571529719,0.34439102300225394
2024-05-17,41.52234673425384,18.21186144922209,9.036787220501283,7.976634267592855,13.91291219195298,4.513356683234216,1.5570123946139693,1.5585988780820605,1.3665045256543473,0.34398565489235433
2024-05-20,41.49215497303379,18.301523389172903,9.024521913813755,7.894134356004891,13.972663851680094,4.510074927794109,1.5619255736215958,1.5364149377317433,1.3608959614661253,0.3456901156809903
2024-05-21,41.779153843121485,18.44107989628582,8.980881208921966,8.0281420724096,13.412653780990366,4.541270858907568,1.5647127907085925,1.5424497099294423,1.3727549231801237,0.33690091554503193
2024-05-22,41.806942347187494,18.480588489677615,8.834847103686853,8.042265080578792,13.478757329020663,4.544291387379769,1.5633422346486139,1.5421975772640482,1.3742118368008711,0.33255661375527856
2024-05-23,41.828950082685026,18.50339508959046,8.726615720869749,7.996355992856727,13.581886202480186,4.546683563350129,1.5625417526614374,1.5418122993512038,1.375316139439755,0.3364431567153243
2024-05-24,41.820783802607934,18.62496377785646,8.65832209771645,7.990224964893347,13.552581771941268,4.5457959127797265,1.5614750476601598,1.5422729402605762,1.370912967582117,0.33266671670195763
2024-05-27,41.78164394220092,18.761948032378104,8.629731438214792,7.94656995737901,13.535180199422308,4.541600605796483,1.5587294853580564,1.54199099908211,1.3700825810200674,0.33252275914814705
2024-05-28,41.50684244237552,18.74092435951319,8.479098871580046,7.970713086829086,14.021642736736908,4.511671412413285,1.5451637392962685,1.5286975452142009,1.361053723117863,0.33419208292362745
2024-05-29,41.48350829544076,18.740487501244033,8.50684863969419,8.01377143389585,13.975843860105888,4.509193718317173,1.5434517273446362,1.5349814673012419,1.361925231798161,0.3299881248580711
2024-05-30,41.493333491036225,18.736289585356413,8.537229028331478,8.055802300540496,13.898846200545032,4.510261702007097,1.5441411570133423,1.535560934298717,1.3584693197046511,0.3300662811665449
2024-05-31,41.768153053409044,18.950919108804413,8.597386320987784,8.166726419444323,13.175748257804814,4.54013416687908,1.554585689903646,1.54638332465083,1.3677112746696478,0.3322523834464162
2024-06-03,42.147607602886154,18.92448720982807,8.690571481658385,8.28020364046291,12.034176210642771,4.5814100938980165,1.5704186875716084,1.5621965815427818,1.3801456100177256,0.8287828814915777
2024-06-04,42.72159409518987,19.283112850001054,8.824931729298193,8.39819069225356,10.859665606403631,4.643832156743388,1.5905931278586873,1.586899603707834,1.2809606155048083,0.8102195230389724
2024-06-05,42.75103441030632,19.377772378118447,8.773562752690273,8.349447433393003,10.864718841152794,4.647032315467283,1.5926068872018795,1.5895781991705271,1.2820380042986503,0.772208778200831
2024-06-06,42.237364840097335,19.209647070845648,8.67809052020746,8.27102205063811,12.207724987205784,4.591196494763541,1.5736634375168899,1.5714129231849665,1.3183663291072465,0.34151134643301984
2024-06-07,41.12005609759405,18.768896628435066,8.539306467038896,8.066002515539436,14.362263949416729,4.469745168394812,1.5320351796188922,1.5311280391212005,1.2834647214828403,0.3271012333580741
2024-06-11,41.16382703369186,18.77724674038642,8.562274589615543,8.078715633224954,14.264954780316128,4.474549631682344,1.5331464330315538,1.5329880295727112,1.2848442988195548,0.32745282965892986
2024-06-12,41.165299128206435,18.79998558019083,8.585291753410692,8.094265279755504,14.200606006323932,4.474767863015904,1.5330069932620274,1.5349371676737322,1.2843714280751408,0.32746880008580553
2024-06-13,41.221048345201716,18.850079072399538,8.61794000960283,8.139896367877778,14.001323931633916,4.480827938124842,1.5350835919776238,1.538678303841098,1.2872101557971385,0.3279122835435186
2024-06-14,41.133547658136735,18.896648349771898,8.57826843586035,8.123126023868418,14.129979819811467,4.471316401205098,1.532475535386319,1.5352515862371792,1.2721699716906707,0.3272162180318697
2024-06-17,41.14493121359743,18.89986017350563,8.576092646311654,8.129067430193771,14.105226541384017,4.472553821294863,1.5350500351308807,1.5373893247134656,1.2725220399719805,0.32730677389630825
2024-06-18,41.111898774826145,18.95566582676417,8.573860599219639,8.096949063371662,14.122701422005909,4.468963115079163,1.5334432608656106,1.5356202203743656,1.2715004194435058,0.32939729804982887
2024-06-19,41.09045374906254,18.941384077884933,8.608090474556318,8.085535639617841,14.139523545755084,4.466631988763047,1.532483009024287,1.5358883234513268,1.2707837159533,0.3292254759313266
2024-06-20,41.087079783702414,18.8965639594323,8.709963913601985,8.086286495361096,14.089680062961554,4.466323334614976,1.5312011579571712,1.5353545708617702,1.2706959019882773,0.32685081951845635
2024-06-21,41.07879039257849,18.974096010572516,8.725895842357932,8.112952415620017,14.024813089717428,4.465422245971017,1.5254946308199426,1.5280439568775985,1.264240307803607,0.3002511076814506
