date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BOCI SECURITIES LTD,CCB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,CITIC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,13.723296275517072,27.112632381833436,24.55333022275359,14.819242869813316,0.0,11.300135989271057,0.0,5.9198786713119755,0.0,2.57148358949955
2024-03-04,13.763175874127995,27.258927154080503,24.450770165790086,14.79630282064795,0.0,11.284871102807188,0.0,5.896672219792616,0.0,2.5492806627536617
2024-03-05,13.82618731686079,27.216238830633987,24.41924559180201,14.788441028337413,0.0,11.275567696990747,0.0,5.92388817005842,0.0,2.5504313653166397
2024-03-06,12.439462309713445,24.542455107271355,21.935167406991816,13.28647876804574,10.099928042609509,10.128625901920017,0.0,5.263115108727877,0.0,2.3047673547202407
2024-03-07,12.571101683229532,24.56255008656083,21.91678773255602,13.26835747566342,10.095379851661022,10.124637341391168,0.0,5.149497859830085,0.0,2.31168796910792
2024-03-08,12.70482474758482,24.326261391800667,21.89950529716572,13.221476287823485,10.05819066776664,10.087112201486526,0.0,5.278009569165752,0.0,2.424619837206391
2024-03-11,12.726534274273375,24.357568642422546,21.81619678400386,13.218579875910297,10.090184729187662,10.085680487874878,0.0,5.277409386270335,0.0,2.4278458200570485
2024-03-12,12.595730655511868,24.45431499604542,21.959172280814027,13.197726834861387,10.079136031394818,10.04729914735921,0.0,5.313592518947803,0.0,2.35302753506547
2024-03-13,12.678534667355176,24.722183061186755,21.859271571915357,13.156998862220433,10.048031979790508,10.02180076369608,0.0,5.175816037433712,0.0,2.337363056401978
2024-03-14,12.767320635561818,24.832736606531537,21.924917495837313,13.15808748408746,10.038593178275573,10.007263722881795,0.0,4.925739229993159,0.0,2.345341646831347
2024-03-15,12.774138822352995,24.875542003606697,21.109213681806654,13.172872712974156,10.046276453268677,10.014923019134365,0.0,5.703007569194981,0.0,2.304025737661475
2024-03-18,12.918205504462147,24.748386145495786,22.288697192759287,13.100860841273182,9.989676788015323,9.959573110056052,0.0,4.976069852154128,0.0,2.0185305657841006
2024-03-19,12.57738527439313,24.00987828005385,21.46127778610142,12.651018631748077,9.648862747478658,9.625610108313937,0.0,4.698926836773892,3.3800931461861374,1.9469471889508978
2024-03-20,12.5631187097853,23.986304712289574,21.47052318366056,12.653203913435556,9.65178331618152,9.626777847531933,0.0,4.729982855502714,3.3809249915406583,1.9373804700721815
2024-03-21,12.632335533020827,24.034769955334447,21.423730000994816,12.643302665058098,9.647638733504134,9.625322529507894,0.0,4.6912444733463845,3.3788042358610513,1.9228518733723479
2024-03-22,12.66440196696057,24.2483519371531,21.344703701965923,12.63610960639939,9.639136376010047,9.60746419588279,0.0,4.629776873366893,3.3757310746650426,1.8543242675962481
2024-03-25,12.710252097858799,24.263947545403674,21.308325340695905,12.654763081112725,9.62328755387622,9.594699002559548,0.0,4.624888929325988,3.372087695780859,1.847748753386282
2024-03-26,11.972181456242007,21.993933264285435,19.556492390014967,11.58353992036628,8.801936371015048,8.777282063664222,8.482476315766178,4.076713490062438,3.0842787529289324,1.6711659756544952
2024-03-27,12.101985031280437,21.97401848556513,19.10147813454957,11.635052022483405,8.841458821453871,8.816693811344097,8.520564326819331,4.2351536829999965,3.098127779894586,1.6754679036095794
2024-03-28,12.191622984741464,21.883612535440182,19.21993938773416,11.64087410377546,8.841700921336686,8.817935866970874,8.520797639858129,4.116494411307,3.1032157832409544,1.6638063655950912
2024-04-02,12.437506288885906,21.92021154593039,19.279523925974708,11.576170051651937,8.798957455327978,8.771903938407927,8.469541102242653,4.1315197097199015,3.0845485054524775,1.530117476406128
2024-04-03,12.490323258631955,21.938501309659607,19.311156814169276,11.557190725165402,8.787900584848838,8.765791971421482,8.461289293452335,4.083240509450419,3.081543253554625,1.5230622796460582
2024-04-05,12.423960350077925,22.111092444834185,19.320907926564782,11.568518484321471,8.779869333801377,8.750931036961642,8.453556532044216,3.965699880509504,3.0787270351365907,1.546736975748311
2024-04-08,12.350124080873417,22.2031594439423,19.252858569941363,11.568999781908488,8.770826398115569,8.750248312413134,8.444849686289539,4.044828674427706,3.0755560619119984,1.5385489901764846
