date,UBS SECURITIES HONG KONG LTD,DBS BANK (HONG KONG) LTD,HUAJIN SECURITIES (INTERNATIONAL) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-25,97.0683225037487,0.0,2.9316774962512975,0.0,0.0
2024-04-09,97.03135305234578,0.0,2.9686469476542143,0.0,0.0
2024-04-11,96.86592817253712,0.0,3.134071827462886,0.0,0.0
2024-05-10,96.84447816895586,0.0,3.155521831044134,0.0,0.0
2024-05-16,96.34135506075224,0.0,3.1427998675324544,0.5158450717153152,0.0
2024-05-20,96.34312367731958,0.0,3.142857562464294,0.5140187602161229,0.0
2024-06-05,96.26142302200293,0.0,3.224935391226121,0.5136415867709407,0.0
2024-07-15,96.16884364336003,0.0,3.3178913902001588,0.5132649664398036,0.0
2024-09-05,96.08739040663298,0.0,3.399720695360114,0.5128888980069137,0.0
2024-10-04,96.08739040663298,0.0,3.4033841874887347,0.5092254058782929,0.0
2024-10-09,96.08387038160467,0.0,3.406922867266285,0.5092067511290469,0.0
2024-10-10,96.0733118537631,0.0,3.417537351155809,0.5091507950810905,0.0
2024-10-14,92.73995622557678,0.0,6.235642317560169,1.0244014568630615,0.0
2024-10-15,90.51880274787405,0.0,6.089577793920601,1.2478928736254007,2.143726584579948
2024-10-16,90.49506524142605,0.02439843905757892,6.089153290512911,1.2478058832304648,2.1435771457730053
2024-10-17,90.12795449271859,0.38209887607352416,6.068424877276788,1.2852416740654904,2.1362800798656125
2024-10-18,90.0890251406775,0.38199272408040463,6.066738990622426,1.326556550897405,2.135686593722262
2024-10-23,90.05427967990403,0.38186011700193984,6.064632949112626,1.3642820543796579,2.1349451996017543
2024-10-25,90.05115359408151,0.38184686135765306,6.064422425380181,1.367706030681048,2.1348710884996054
2024-10-28,89.98520849637289,0.38158194159992453,6.060215017955165,1.4396045978542606,2.13338994621776
2024-10-29,89.92069746276276,0.381529001753646,6.059374236941997,1.505305334191658,2.13309396434993
2024-10-30,89.91134188516756,0.3814893065079301,6.058743804266854,1.515552972217868,2.132872031839791
2024-10-31,89.86560045710546,0.38138349289031825,6.057063291630782,1.563672320850305,2.132280437523143
2024-11-01,89.69263936453908,0.38175409760966406,6.062949168400756,1.7283049146328426,2.1343524548176673
2024-11-04,89.60338477629544,0.38248417210953234,6.074544078866846,1.8011527377521614,2.138434234976022
2024-11-05,89.46320048851801,0.38252407467426336,6.075177804144892,1.9404403060748996,2.1386573265879267
2024-11-06,89.31640279943633,0.38255068100976686,6.075600361127843,2.0866400782350922,2.138806080190969
2024-11-08,89.11032544849274,0.38368488169948683,6.093613530263668,2.267228846406059,2.1451472931380398
2024-11-12,88.5477865816717,0.7695439682444184,6.110878693286359,2.420565572841534,2.1512251839559875
2024-11-13,88.38202020371943,0.7710273167969002,6.122657829291748,2.568922832782399,2.1553718174095167
2024-11-14,87.64603958314058,1.4719612411577185,6.122657829291748,2.60396952900044,2.1553718174095167
2024-11-15,87.77832221144276,1.4741828464083993,6.131898649227317,2.4569714106806653,2.1586248822408702
2024-11-18,87.63792384511814,1.4741828464083993,6.131898649227317,2.597369777005275,2.1586248822408702
2024-11-21,87.63358328335738,1.474700460246991,6.134051676313081,2.5982817632923183,2.159382816790237
2024-11-25,87.63007209178537,1.474700460246991,6.134051676313081,2.6017929548643344,2.159382816790237
2024-11-26,87.62656090021333,1.474700460246991,6.134051676313081,2.6053041464363513,2.159382816790237
2024-11-29,87.61786569108753,1.4757367791552882,6.138362269486401,2.607134976507676,2.160900283763101
2024-12-03,86.9116202324918,2.1784685787530447,6.138362269486401,2.610648635505665,2.160900283763101
2024-12-23,86.85058756279767,2.1769387746503206,6.134051676313081,2.679039169448701,2.159382816790237
2024-12-27,85.58545341810905,3.536165772129755,6.044698242574052,2.7057550232930216,2.127927543894128
2025-01-13,85.6743845804285,3.539840173791605,6.050979240326746,2.604657349013001,2.130138656440154
2025-02-05,85.67092094033673,3.539840173791605,6.050979240326746,2.5388481872693216,2.199411458275606
2025-02-11,85.6116153756694,3.6066145726611696,6.046790459154571,2.5370906734746996,2.1978889190401563
2025-02-13,85.57600445285047,3.6068642572905736,6.047209076282756,2.571881135476868,2.198041078099342
2025-02-14,82.25990468463131,6.922964025509739,6.047209076282756,2.571881135476868,2.198041078099342
2025-03-07,82.24220920622571,6.921766047076315,6.046162642121161,2.59220138463008,2.19766071994673
2025-03-10,82.24505561139307,6.922005609593346,6.046371899979787,2.5888300979879113,2.1977367810458874
2025-03-13,82.2071715581325,6.942188233268633,6.06400142176015,2.5824940227759314,2.2041447640627907
2025-03-20,82.21287893093987,6.9426702065027825,6.064422425380181,2.5757306466125325,2.2042977905646333
2025-03-24,82.20052133992141,6.947493622200855,6.068635678992447,2.5775201338365172,2.205829225048771
2025-03-31,82.17575457363738,6.957160587963555,6.077079773586166,2.581106578134479,2.2088984866784287
2025-04-29,82.1745144259804,6.957644642474473,6.077502595201452,2.581286162358029,2.209052173985645
