date,THE HONGKONG AND SHANGHAI BANKING,HANG SENG BANK LTD,UBS SECURITIES HONG KONG LTD,UOB KAY HIAN (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIBANK N.A.,DBS BANK LTD,DBS VICKERS (HONG KONG) LTD,BNP PARIBAS,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-03-01,64.16920489951684,0.0,0.0,11.998628323735401,11.501495231398497,11.229762736157387,0.0,0.0,1.100908809191873,0.0
2024-03-04,56.33678669315092,0.0,11.129084069324028,10.5423613326925,10.115229055191442,9.838232613034661,0.0,1.0643880016722596,0.9739182349341846,0.0
2024-03-05,55.52876636509432,0.0,10.963403053038686,10.38957011036991,9.971226889188063,9.688402210654738,1.4582404523339285,1.048961747660582,0.9514291716597715,0.0
2024-03-06,55.5256710483572,0.0,10.965477128455516,10.388079039137683,9.973113263014369,9.683188957637322,1.4585163247669113,1.0511543773997112,0.9547998612312885,0.0
2024-03-07,54.901849405035854,0.0,10.844359004683023,10.269262715674461,9.862956198945328,9.575445361111147,1.4621280105907555,1.03954395274655,0.9368909850453173,1.1075643661675638
2024-03-08,54.87210776364538,0.0,10.84228425764864,10.283608138930116,9.866378529275913,9.58258468182708,1.4623624374174373,1.0401051205552212,0.9428271258269302,1.1077419448732762
2024-03-11,54.875343924016896,0.0,10.678269547198,10.283202471739749,9.866120814079709,9.74289129078138,1.462304750226981,1.0400640905474414,0.9441048646779563,1.1076982467318883
2024-03-12,54.871489782349435,0.0,10.844377655988913,10.285477968429861,9.866331184117428,9.576880652147773,1.4626283332380345,1.0402942389279726,0.9458920458209021,1.106628138979684
2024-03-13,54.87939096149851,0.0,10.83987238971019,10.284090948169169,9.866047377205298,9.573870547574154,1.4624497950638486,1.0401672536714905,0.9476176705426183,1.1064930565647284
2024-03-14,54.891152089495165,0.0,10.825193596633607,10.285435769166739,9.869862780812158,9.57420840757653,1.4688226344462014,1.0363575718443325,0.9423294005456684,1.1066377494796042
2024-03-15,54.90392954275354,0.0,10.821352130211407,10.287293597907583,9.87281356976594,9.577752209879412,1.46914430301415,1.0365845316202782,0.9242500144049645,1.1068801004427258
2024-03-18,54.90461207325809,0.0,10.820693390180487,10.288471124337145,9.898062560420982,9.555255880894842,1.469707169118712,1.0367031833988867,0.9194878198462135,1.107006798544634
2024-03-19,54.918436106019044,0.0,10.777335916927502,10.291973320312007,9.904195713943546,9.56137105203302,1.4702074574968111,1.0388986456286993,0.9301981639370256,1.1073836237023424
2024-03-20,54.94540029128976,0.0,10.731242842153625,10.298137112336478,9.91065403203475,9.569105576876659,1.4710879546297517,1.039520834881126,0.9268045276608098,1.1080468281370386
2024-03-21,54.936184002781275,0.0,10.733770511913661,10.300842022717765,9.911964776113333,9.587835599169136,1.4692727996911041,1.03972739629526,0.9121358850839126,1.1082670062345492
2024-03-22,54.900154866457484,0.0,10.728966446851043,10.298632953930012,9.909839104060124,9.635686849332071,1.4689577065486858,1.039504421383708,0.9102283187873108,1.1080293326495578
2024-03-25,54.88928907609056,0.0,10.730384412362273,10.300331100230403,9.9135409426219,9.638920258712526,1.4692185085214724,1.0397821914260703,0.9102080965333046,1.1083254135014884
2024-03-26,54.900221440539,0.0,10.742469219046836,10.302220563759908,9.915120710002109,9.62442619101742,1.45859140687922,1.0399064328258254,0.910035327654181,1.1070087082755065
2024-03-27,54.879594234853336,0.0,10.78384772477296,10.302672807852737,9.911385895582619,9.608628793256251,1.460634619110745,1.0403314416555867,0.90614438618628,1.106760096729489
2024-03-28,54.87640578462907,0.0,10.785173918102032,10.303310621459568,9.915450504206337,9.603928565863475,1.4605933252057013,1.0403958460641785,0.9079128208938578,1.106828613575783
2024-04-02,54.8744755400927,0.0,10.781036797020413,10.300152859606813,9.912411613843288,9.61836663362078,1.4601456821078491,1.0384968504226493,0.9084246308884119,1.1064893923970867
2024-04-03,54.86428411696443,0.0,10.784006610007264,10.309180771360621,9.940078276982051,9.592523760253833,1.4601527606091007,1.0387829213721558,0.9041965894457666,1.1067941930047853
2024-04-05,54.87363624225659,0.0,10.794339861098669,10.306112379942457,9.939693989701077,9.576955454000254,1.4597181654361935,1.0384737413633887,0.9046053958615751,1.1064647703398027
2024-04-08,54.88591152074422,0.0,10.793057954424977,10.303218280522486,9.93793722169841,9.569160534766898,1.4601727072506363,1.0382351831353391,0.9060960042470799,1.1062105932099462
2024-04-09,37.77756685737522,31.14745592796365,7.432131931586252,7.091782776619008,6.841975321216438,6.599457660953378,1.0050992455227634,0.7147522413425341,0.6283260344463198,0.7614520029744383
2024-04-10,37.79273482623978,31.141161603885536,7.433104865799249,7.089896666775511,6.83896191398601,6.605467212085542,1.0045337400852379,0.7141548112852109,0.6200452078270594,0.7599391520308665
2024-04-11,37.79948309143461,31.13859115343296,7.4324178087360355,7.089311453278094,6.840058850128123,6.6070653648826365,1.0036355059151836,0.7140958635946518,0.6155550742783418,0.7597858343193616
2024-04-12,37.79759928687869,31.13550306940631,7.437749707181405,7.088246062694998,6.8393805061281565,6.6082123450643016,1.0035359731277458,0.7140250451038924,0.6160375197629179,0.759710484651579
2024-04-15,37.818406033112865,31.13175253268293,7.428249521902074,7.0868487970454295,6.850559475561743,6.59577578245046,1.003415088666298,0.7139390347013269,0.6114347628284422,0.7596189710484271
2024-04-16,37.81484745186934,31.130165103332214,7.429319812475443,7.086668566541038,6.851449561773578,6.600385923364667,0.9988356047940938,0.7139026304617289,0.6148451078302646,0.759580237557637
2024-04-17,37.82715606104405,31.129657586965337,7.428836432349802,7.086553032290826,6.851337862308511,6.590251423598111,0.9988193207359923,0.713619296964154,0.6142011296535478,0.7595678540896652
2024-04-18,37.84301473756378,31.129675348278614,7.428750105984772,7.086375945676669,6.851341771402525,6.575221401001237,0.998819890621569,0.7129404669548884,0.6142920450478461,0.7595682874681104
2024-04-19,37.866277226899086,31.120658704275385,7.425685391881689,7.080611304319794,6.849357294885953,6.5001110923727135,1.0702877747727262,0.7136393525130741,0.6140235779442703,0.7593482801353125
2024-04-22,37.85880060504397,31.12626308140912,7.427656534814172,7.0818864192350635,6.851949089758078,6.5081638498582395,1.0704805180044314,0.7011807195388591,0.6141341546429355,0.7594850276951304
2024-04-23,37.87421716373407,31.116591177559926,7.42516747574351,7.079414274867457,6.848552598316032,6.511120538702207,1.0746742307460266,0.698518614702334,0.6124948936949423,0.7592490319334947
2024-04-24,37.44810930922281,31.115070132262048,7.857660634006964,7.079068218008816,6.848398871399213,6.5105306938561105,1.0746216983790942,0.6986655145546601,0.6086630100877113,0.7592119182225695
2024-04-25,37.44229271843333,31.11535179609802,7.8577317641322235,7.079132300059763,6.850742052136146,6.5102999548067935,1.0746314262077157,0.6990339322441975,0.6115652650235549,0.7592187908582505
2024-04-26,37.443937070828554,31.117190552501782,7.8581961154497035,7.079279054271582,6.851146895568464,6.5052529618071135,1.074694931368434,0.6981699551910554,0.6128688062501961,0.759263656763116
2024-04-29,37.457866341728824,31.115286900298113,7.857715375637192,7.0789364892600695,6.867684550241772,6.484277280600594,1.0746291849003868,0.6964073045142966,0.6079793654267955,0.7592172073919582
2024-04-30,23.08216665827143,19.173069390482038,4.842160082230366,4.36194611827585,4.232920105969551,3.9952665721937715,0.66218061871494,0.428704018516835,0.3759499038346701,0.46782548547333314
