date,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,DBS BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,8.834725513905683,5.835049939540507,0.0,0.0,0.0,0.0,0.5923504232164449,0.5081298669891172,0.37331269649334947,16.143568440145103
2024-03-04,0.0,8.824084643288996,5.886778476420798,0.07521160822249093,0.6305925030229746,0.0,0.5678355501813784,0.09609891172914148,0.49896481257557435,0.3737963724304716,16.953362877871825
2024-03-05,0.0,8.834,5.8546261185006045,0.07521160822249093,0.6305925030229746,0.0,0.5707376058041113,0.10991608222490931,0.5103191051995163,0.37065247883917773,16.956055501813786
2024-03-06,0.0,8.82481015719468,5.929951148730351,0.09540507859733978,0.6337363966142684,0.0,0.5698911729141476,0.08598162031438937,0.5043940749697703,0.35493301088270857,16.999102660217655
2024-03-07,0.0,8.802802902055623,5.926686336154776,0.12708585247883916,0.6391777509068923,0.0,0.5657799274486094,0.08598162031438937,0.4972598548972189,0.354570253929867,16.999344498186215
2024-03-08,0.0,8.805100362756953,5.936297581620314,0.14957678355501813,0.6407496977025393,0.0,0.5613059250302297,0.0948087061668682,0.5110446191051995,0.354570253929867,17.053453929866986
2024-03-11,0.0,8.807035066505442,5.965333010882708,0.17291414752116083,0.6444981862152358,0.0,0.5545344619105199,0.10061281741233373,0.4937383313180169,0.3565049576783555,17.095170979443772
2024-03-12,0.0,8.709090689238211,6.050024667472793,0.19903264812575575,0.7853688029020556,0.9362756952841595,0.5528415961305925,0.09771076178960096,0.4908362756952842,0.35626311970979446,18.177444256348245
2024-03-13,8.837847642079806,8.706430471584039,6.064039177750907,0.20616686819830712,0.8037484885126965,0.9362756952841595,0.5534461910519952,0.08936735187424426,0.5017189842805321,0.35747230955259973,27.05651318016929
2024-03-14,8.837847642079806,8.692162031438935,6.142461064087062,0.2176541717049577,0.8478839177750906,0.9338573155985489,0.5470374848851269,0.10218476420798066,0.4999597339782346,0.34767787182587667,27.16872599758162
2024-03-15,8.837847642079806,8.588292623941959,6.120344981862153,0.23216444981862153,0.9414752116082226,0.9556227327690449,0.558645707376058,0.09964546553808949,0.5021241837968561,0.348887061668682,27.185050060459492
2024-03-18,8.837847642079806,8.40002176541717,6.194142200725514,0.3,1.0773881499395404,0.9532043530834341,0.5342200725513906,0.09831535671100362,0.49587351874244256,0.35057992744860944,27.241592986698908
2024-03-19,8.836638452237002,8.36592261185006,6.155412333736397,0.30749697702539297,1.1846432889963725,0.9532043530834341,0.5174123337363966,0.08211221281741234,0.4931281741233373,0.38455816203143894,27.28052889963724
2024-03-20,8.835429262394195,8.340166868198306,6.12625876662636,0.30253929866989115,1.2636033857315598,0.9609431680773881,0.5112454655380895,0.0789683192261185,0.4921729141475211,0.382986215235792,27.29431366384522
2024-03-21,8.835066505441354,8.264858524788393,6.131579201934704,0.29794437726723094,1.3061668681983072,0.9609431680773881,0.5071342200725514,0.08900459492140265,0.508496977025393,0.36170447400241834,27.26289891172914
2024-03-22,8.835066505441354,8.245617896009673,6.121422007255139,0.3169286577992745,1.3072551390568319,0.9609431680773881,0.505683192261185,0.08791632406287787,0.5008790810157194,0.3623090689238211,27.244021039903267
2024-03-25,8.835066505441354,8.243683192261186,6.115859733978234,0.32394195888754534,1.3076178960096736,0.9609431680773881,0.5061668681983071,0.08948827085852479,0.49870253929866987,0.34719419588875455,27.228664328899637
2024-03-26,8.835066505441354,8.236790810157196,6.115980652962516,0.33688029020556226,1.2891172914147522,0.9609431680773881,0.505683192261185,0.08924643288996373,0.5034183796856107,0.3481615477629988,27.221288270858523
