date,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,KGI ASIA LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,LEGO SECURITIES LTD,CITIBANK N.A.,TIGER BROKERS (HK) GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD
2024-03-04,51.32374814080317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.67625185919683,0.0
2024-03-06,36.353420424216885,29.16842253125439,0.0,0.0,0.0,0.0,0.0,0.0,34.47815704452872,0.0
2024-03-07,36.20119591980303,29.26486106225818,0.0,0.0,0.0,0.0,0.0,0.0,34.533943017938796,0.0
2024-03-13,26.761430119176598,21.633802816901408,0.0,0.0,26.075839653304445,0.0,0.0,0.0,25.528927410617552,0.0
2024-03-14,26.828781795002993,21.64618546687596,0.0,0.0,26.090764814541796,0.0,0.0,0.0,25.434267923579252,0.0
2024-03-18,26.866835978469084,21.634927926912777,0.0,0.0,26.077195780495625,0.0,0.0,0.0,25.42104031412251,0.0
2024-03-19,21.96928431462709,17.656920932930582,0.0,18.344522180799512,21.282390475449382,0.0,0.0,0.0,20.746882096193435,0.0
2024-03-20,22.088333557004315,17.62998227113161,0.0,18.31653446534395,21.249920537940483,0.0,0.0,0.0,20.71522916857964,0.0
2024-04-02,22.087397498287224,17.629235148287577,0.0,18.315758247812237,21.249020009464413,0.0,0.0,0.0,20.71858909614855,0.0
2024-04-03,22.893621382607233,18.272729269310453,0.0,18.984311514894177,18.374488458750925,0.0,0.0,0.0,21.474849374437213,0.0
2024-04-05,17.902912843642856,14.286613740562878,0.0,14.84296744872903,14.369608892501246,0.0,12.785832441373943,0.0,16.8108111202056,9.001253512984448
2024-04-08,17.902912843642856,14.286613740562878,0.0,14.84296744872903,14.369608892501246,0.0,12.785832441373943,0.0,16.803942555907252,9.008122077282795
2024-04-10,17.923841723732846,14.303315091258131,0.0,14.860319188561933,14.386407266267442,0.0,12.71826022177015,0.0,16.789203747743617,9.018652760665884
2024-04-15,17.924458019816733,14.303806898606869,0.0,14.860830148023771,14.38690193067009,0.0,12.7186975283526,0.0,16.789781030263782,9.015524444266156
2024-04-16,17.957801062150136,14.330414812688389,0.0,14.888474235682503,14.399885172958232,0.0,12.683795033730444,0.0,16.707334577292954,9.032295105497344
2024-04-17,17.96832363433732,14.338811877775415,0.0,14.897198301861863,14.522068327655639,0.0,12.632631137511275,0.0,16.603379042126004,9.037587678732486
2024-04-18,17.565623976143804,13.86058341061423,0.0,14.400346514585266,14.144347758483777,0.0,12.207975388579456,0.0,19.11827586781357,8.702847083779897
2024-04-19,16.039654937433433,13.171536881211859,0.0,13.089763715934158,12.857063535730331,0.0,11.096921391759082,9.028363173808359,16.836186139953256,7.880510224169523
2024-04-22,16.039654937433433,13.171536881211859,0.0,13.089763715934158,12.857063535730331,0.0,11.096921391759082,9.025334538057333,16.839214775704285,7.880510224169523
2024-04-23,16.0391691694218,13.171137975418318,0.0,13.08936728667693,12.856674153900514,0.0,11.09658531660904,9.02506120182722,16.841733336698383,7.880271559447795
2024-04-24,16.06799473081213,13.169941402996976,0.0,13.088178142964574,12.855506149909404,0.0,11.092548944395936,9.024241292465163,16.82203368444429,7.879555652011527
2024-04-25,16.06410301693906,13.166751605855254,0.0,13.085008149116211,12.852392509877333,0.0,11.089862297596643,9.022055595642367,16.845207159112125,7.874619665861006
2024-04-26,16.066644129029655,13.166352989853017,0.0,13.08461200785117,12.852003410919991,0.0,11.089526558250542,9.021782457981603,16.844697179936123,7.874381266177903
2024-04-29,16.11254358389553,13.166751605855254,0.0,13.085008149116211,12.852392509877333,0.0,11.089862297596643,9.022055595642367,16.796766592155656,7.874619665861006
2024-04-30,16.127681261069426,13.103173361724888,0.0,13.085008149116211,13.0037692816163,0.0,11.089862297596643,9.022055595642367,16.69383038737316,7.874619665861006
2024-05-02,16.192094554732527,13.094055536786692,0.0,13.075902964415917,12.994720626868833,0.0,11.082145432358976,9.015777610818933,16.676163151286563,7.869140122731559
2024-05-07,16.209258539490886,12.989818736150301,0.0,13.089763715934158,13.008495323281627,0.0,11.093892756008056,9.025334538057333,16.705954802659143,7.877481588418497
2024-05-09,16.195034370067024,12.917900172985078,0.0,13.078277008114664,13.127196986125892,0.0,11.084157492069416,9.017414503512656,16.70945063369023,7.8705688334350405
2024-05-10,16.224491342592824,12.941396401630936,0.0,13.102064944448093,13.151073902477226,0.0,11.104318346023453,9.033816181040102,16.557954355986922,7.8848845258004365
2024-05-13,16.217117057970942,13.00823683293521,0.0,13.096109851373395,13.145096534065944,0.0,11.09927125996778,9.029710170544359,16.523157570462548,7.881300722679824
2024-05-14,16.368901714822883,12.793700691892877,0.0,13.106038016203131,13.17628864416288,0.0,11.107685620858877,9.036555596549126,16.523554176374564,7.887275539135665
2024-05-16,16.374363615221665,12.797969635535422,0.0,13.110411179138207,13.180685248006796,0.0,11.111391982689323,9.039570873167944,16.495700137009155,7.889907329231486
2024-05-20,16.3228690511589,12.766793837345848,0.0,13.054061818053533,13.260189193684136,0.0,11.07644856139219,9.011142973777977,16.61316090534772,7.895333659239697
2024-05-21,14.410627736700704,11.399975698772788,11.216366426504539,11.537682652973976,11.732542493395917,0.0,9.8905994752735,8.046406343520347,14.715743145028823,7.050056027829406
2024-05-22,14.36296971138527,11.39559201698209,11.44136826090664,11.50599354644718,11.700318189773947,0.0,9.863434205625092,8.024306287950527,14.675325258164552,7.030692522764706
2024-05-23,14.339801866629626,11.377210629841878,11.683685585371647,11.48743407876048,11.600793967282454,0.0,9.847524228995937,8.011362872620227,14.632834938144931,7.019351832352823
2024-05-24,14.339416369086292,11.350021730461627,11.71294284216516,11.487125261549629,11.600482102612585,0.0,9.847259497555882,8.011147502789116,14.632441562980256,7.019163130799456
2024-05-27,14.339030892269092,11.34971661551558,11.715316203319967,11.486816460942226,11.600170254710008,0.0,9.846994780349021,8.010932144537287,14.632048208965253,7.018974439391563
2024-05-28,14.338645436176362,11.34941151697349,11.717689436875283,11.486507676936931,11.599858423573371,0.0,9.846730077374206,8.01071679786381,14.631654876098224,7.018785758128324
2024-05-31,14.317531021317212,11.351852764695074,11.720209900830373,11.488978413913324,11.602353542188542,0.0,9.848848099734262,8.012439895497709,14.637490869493128,7.020295492330374
2024-06-04,14.315991343193968,11.350632009570878,11.718949533330047,11.487742912576117,11.60110584872097,0.0,9.84778897467033,8.011578254031553,14.64667057985366,7.019540544052479
2024-06-05,14.316761140859901,11.351242354311832,11.71957968319405,11.48836063002711,11.60172966190935,0.0,9.848318508726726,8.012009051598593,14.642080971478503,7.019917997893935
2024-06-11,14.335581296350233,11.351242354311832,11.71957968319405,11.48836063002711,11.593663880984922,0.0,9.848318508726726,8.012009051598593,14.631326596912597,7.019917997893935
2024-06-13,14.37471726677028,11.346056515293348,11.714225568489747,11.483112148235072,11.588367291180516,0.0,9.843819283637977,8.008348748359587,14.624642244487543,7.016710933545934
2024-06-24,14.369311084347059,11.341789380840023,11.709819969465102,11.478793468576367,11.584009026151662,0.0,9.84011712506324,8.005336891260841,14.65675103312723,7.014072021168475
2024-06-25,14.366609517755705,11.339657017005903,11.7076184123943,11.476635346676037,11.581831122729898,0.0,9.838267089837192,8.00383181209796,14.672796372312472,7.012753309190529
2024-06-26,14.366995393644213,11.339961591319101,11.707932869862615,11.47694360011997,11.582142201650052,0.0,9.838531337991915,8.004046788756732,14.670504550399082,7.012941666256317
2024-06-27,14.36738129026193,11.324150218684668,11.708247344223546,11.477251870123242,11.582453297281328,0.0,9.838795600342017,8.004261776964022,14.684328568678625,7.013130033440623
2024-06-28,14.409149689238108,11.318981757001652,11.702903576558397,11.472013531230564,11.57716694334692,0.0,9.83430507018431,8.00060854740629,14.674941718162007,7.009929166871753
2024-07-02,14.407989225998987,11.318070165234161,11.701961065051163,11.446928649088818,11.576234558234638,0.0,9.752976496749454,7.999964205976708,14.786511022322046,7.009364611344021
2024-07-03,14.34360349791567,11.326584069528462,11.710763747408578,11.45553948587983,11.584942664093528,0.0,9.760313075094142,8.005982098480743,14.797634026319443,7.014637335279605
2024-07-04,14.347504538221914,11.33815916272607,11.722731449317585,11.467246363819726,11.505345016920284,0.0,9.770287532776047,8.014163734564443,14.812756325496965,7.021805876156967
2024-07-05,14.369019071737524,11.33815916272607,11.722731449317585,11.467246363819726,11.413908249478945,0.0,9.770287532776047,8.014163734564443,14.882678559422693,7.021805876156967
2024-07-09,14.38178253711189,11.348230427936313,11.73314431579089,11.477432292390997,11.33252881246439,0.0,9.778966115913812,8.02128241822823,14.898589994930623,7.028043085232855
2024-07-10,14.382169662765085,11.3485358971023,11.733460145984091,11.4777412393843,11.332833858977752,0.0,9.779229343968847,8.02149833334081,14.896299253928873,7.028232264547938
2024-07-16,14.431114812397308,11.387157037070383,11.773391253460577,11.516802088725832,11.198541493168875,0.0,9.812509847171892,8.048796956942537,14.779535888721332,7.052150622341263
2024-07-18,14.424881097547257,11.382238200872026,11.768305578178644,11.511827250597324,11.193704132000846,0.0,9.808271201083508,8.045320170445597,14.802849159246042,7.062603210028752
2024-07-19,14.422934165950574,11.380701935925064,11.766717205573377,11.510273494967855,11.192193313567673,0.0,9.820444412451467,8.04423429057322,14.800851213158712,7.061649967832061
2024-07-22,14.424102261836735,11.38162364512515,11.76767017768039,11.511205698010825,11.201198633989193,0.0,9.821239758293476,8.04488578331901,14.799350289984837,7.048723751760382
2024-07-23,14.492727542660736,11.38039473269839,11.766399582502913,11.509962794171237,11.199989202661543,0.0,9.820179325796191,8.04401714977258,14.738366992536339,7.04796267720007
2024-07-24,14.492727477459532,11.380394681499235,11.766399529567163,11.509962742389169,11.199989602163113,0.0,9.820179281616275,8.044017113583426,14.738366926230034,7.0479626454920545
2024-07-30,14.492727542660736,11.38039473269839,11.766399582502913,11.509962794171237,11.199989202661543,0.0,9.820179325796191,8.04401714977258,14.738366992536339,7.04796267720007
2024-08-22,14.49390125934158,11.381316392137101,11.767352503160728,11.51089494688629,11.200896251670349,0.0,9.82097462869895,8.044668607345484,14.731461943048426,7.048533467711094
2024-08-23,14.49507516614846,11.382238200872026,11.768305578178644,11.511827250597324,11.201803447608677,0.0,9.821770060429893,8.045320170445597,14.72455577503701,7.0491043506823665
2024-08-26,14.485689232637094,11.37486790925647,11.760685298019201,11.504373046743261,11.194549992130764,0.0,9.815410212019696,8.040110618971603,14.779773815680015,7.044539874541898
2024-08-27,14.484907620156747,11.374254149111723,11.760050720108636,11.50375229881698,11.19394596150128,0.0,9.814880596410923,8.03967679420136,14.784372091350154,7.044159768342199
2024-08-28,14.43874085038038,11.38039473269839,11.766399582502913,11.509962794171237,11.199989202661543,0.0,9.820179325796191,8.04401714977258,14.792353684816693,7.04796267720007
2024-08-30,14.438351110971148,11.380087546056155,11.766081976579406,11.509652110147876,11.194288362132957,0.0,9.822613515203592,8.04380002069434,14.78925513871956,7.0558702194949685
2024-09-03,14.437961392601522,11.379780375997013,11.711780609926716,11.509341442896408,11.193986207144754,0.0,9.825047573204253,8.043582903337548,14.788855948787388,7.109663546104396
2024-09-04,14.440689863080266,11.38193091470301,11.713993889681301,11.51151646591405,11.179903440766354,0.0,9.821504902203404,8.045102971018732,14.7916507309435,7.113706821689382
2024-09-05,14.444979543705358,11.385311975371431,11.717473591351196,11.514936020631827,11.18322448814255,0.0,9.808219424703282,8.047492809916239,14.782542161570971,7.115819984607144
2024-09-09,14.453566555129724,11.392080126458575,11.724439200356677,11.50286648442461,11.18987250561813,0.0,9.773518457637728,8.052276749726412,14.791329841611537,7.120050079036609
2024-09-10,14.45669163652416,11.394543267823117,11.726974202818905,11.50535357948838,11.192291926612944,0.0,9.775631641298913,8.054017774694708,14.772906428349422,7.121589542389449
2024-09-26,14.443809378080008,11.384389668720381,11.716524376797375,11.495101238079378,11.182318552288715,0.0,9.766920643207214,8.046840894873514,14.848851705003172,7.115243542950238
2024-09-27,14.443809378080008,11.392490515258844,11.716524376797375,11.495101238079378,11.182318552288715,0.0,9.766920643207214,8.046840894873514,14.84075085846471,7.115243542950238
2024-10-02,14.445369641048721,11.39372116574772,11.717790030381456,11.485540677393946,11.183526499381118,0.0,9.767975694835153,8.047710138404412,14.842354000225047,7.116012152582424
2024-10-04,14.44146961549711,11.39064503791032,11.714626408981484,11.482439759713817,11.183206965599478,0.0,9.778837716831282,8.045537381600559,14.84914617409499,7.114090939770963
2024-10-08,14.440689863080266,11.390030011653701,11.713993889681301,11.454822787259221,11.182603139749919,0.0,9.824204601186967,8.045102971018732,14.834845914680514,7.113706821689382
2024-10-09,14.607104658307351,11.794369979291355,11.848986186650889,11.586828391325126,11.333318162164623,0.0,9.937418929067201,8.137814896570557,13.558473477004302,7.1956853196185975
2024-10-10,14.601522299919473,11.78986255624457,11.844457891073208,11.58240028389574,11.36720367244619,0.0,9.933621172070845,8.134704889467196,13.553291871209606,7.192935363673174
2024-10-15,14.594351248482312,11.784072357860369,11.838640880008368,11.576711973697973,11.413461144938543,0.0,9.928742604828404,8.13070980005184,13.543907197133334,7.189402792998859
2024-10-22,14.124201789400026,11.404454576260743,11.457265201758595,11.203774199368914,11.045782411421177,3.2214481553688605,9.608893309333839,7.868783199179676,13.10759724856641,6.95779990934176
2024-10-23,14.141004683706605,11.41802191604577,11.47089536784501,11.2699762510079,10.847429248712311,3.22528055975361,9.607106191921817,7.878144318086686,13.123190736571244,7.018950726349043
2024-10-24,14.103347204949838,11.387615737180473,11.440348387040073,11.239964317573595,10.81063265996669,3.216691641435559,9.581522479489196,7.857164829080299,13.362453474422468,7.00025926886181
2024-10-25,14.102975361318984,11.38731549552004,11.440046755050117,11.239667968835827,10.810347630828453,3.2166068313346723,9.578633293638413,7.856957669981412,13.367374290874414,7.000074702617668
2024-10-28,14.099189171372695,11.388516557164516,11.441253378452613,11.240853457557845,10.81148783757059,3.2169460985739082,9.574369904853985,7.857786371926433,13.368784196532554,7.000813025994858
2024-10-29,14.102163984580015,11.39091944069592,11.443667389020515,11.24322518538706,10.813768972777662,3.2176248478001908,9.555290839000074,7.8594443003644,13.371604900284401,7.002290140089759
2024-10-30,14.097330550368012,11.38701526969131,11.439745138965177,11.239371635724487,10.810062616719762,3.216522025705811,9.552015818960783,7.856750521805998,13.401296275952982,6.999890146105679
2024-11-01,14.142073130413701,11.203632276123516,11.476052985387142,11.267108946243196,10.780895285534813,3.2267307310837317,9.58233232681669,7.881686539860263,13.417381146547354,7.022106631989597
2024-11-04,14.169314361005963,11.200077557981201,11.472411832880178,11.263534088054747,10.777474694505282,3.225706945405351,9.579292019019332,7.879185817465528,13.413124044296184,7.019878639386235
2024-11-05,14.173436597740466,11.203335963431352,11.475749467735751,11.213915128647058,10.780610153353816,3.2266453907899546,9.582078894124596,7.881478085700054,13.440829406552911,7.021920911924042
2024-11-06,14.154548700339847,11.20303966641248,11.47544596613875,11.213618551838742,10.780325036254721,3.226560055010204,9.581825474837679,7.8812696425659095,13.461631704919622,7.021735201682043
2024-11-07,14.154548700339847,11.20303966641248,11.47544596613875,11.213618551838742,10.780325036254721,3.226560055010204,9.584470196194246,7.8812696425659095,13.458986983563056,7.021735201682043
2024-11-08,14.152928564811344,11.21223216767175,11.48486198666849,11.222819733458032,10.786523793348362,3.2292075648157543,9.594981493817304,7.887736510779465,13.40121139398538,7.027496790644121
2024-11-11,14.15255396207105,11.211935399912655,11.484558002885036,11.22252268546498,10.786238293329568,3.2291220934592637,9.615902102899593,7.887527736482462,13.382328938139374,7.027310785356019
2024-11-12,14.13945534758062,11.70398903467212,11.473928698925064,11.278245194956302,10.855586455528279,4.22570593705514,9.607002296196072,7.880227592255516,11.815052645032768,7.0208067977981194
2024-11-13,14.135343646321207,11.70058555799844,11.47059212294515,11.274965523014764,10.852429691183145,4.443896141661856,9.604208615501204,7.877936051250645,11.62127747694558,7.018765173178007
2024-11-14,14.132728354001015,11.698420739631285,11.468469857492124,11.27287945199445,10.85042179687672,5.362877469659258,9.602431664500783,7.876478491663179,10.717825598555098,7.017466575626087
2024-11-18,14.080624986284535,11.655291974807435,11.426188856459435,11.231319537404815,10.928920976979963,5.78024534222827,9.567030217911299,7.847440145713095,10.49134279883254,6.991595163378612
2024-11-20,14.077620901378532,11.654985056023454,11.425887970647484,11.231023783086314,10.92863318572225,8.402859763617451,9.566778289320652,7.847233499084928,7.873566497404005,6.991411053714927
2024-11-21,14.077620901378532,11.654985056023454,11.425887970647484,11.231023783086314,10.92863318572225,9.163883415038775,9.566778289320652,7.847233499084928,7.112542845982682,6.991411053714927
2024-11-22,13.866437198438797,11.65897626145329,11.429800722649304,11.234869804586145,10.932375654708855,9.182826761732075,9.570054396262947,7.849920754435337,7.2809332098185475,6.993805235914705
2024-11-25,13.866071938150576,11.577011050184609,11.429499646587264,11.234573863262197,10.932087681480732,9.182584873934822,9.569802308377858,7.849713977144512,7.365033651038945,6.993621009838484
2024-11-28,13.869725407190442,11.580061391451746,11.432511121162484,11.237533978280249,10.934968096645427,9.219257066823586,9.572323785015744,7.851782240392764,7.306373205573536,6.995463707464024
2024-11-29,13.869725407190442,11.580061391451746,11.432511121162484,11.237533978280249,10.784783000101001,9.6592730514362,9.572323785015744,7.851782240392764,7.016542317505346,6.995463707464024
2024-12-04,13.867090580935276,11.580061391451746,11.432511121162484,11.237533978280249,10.787417826356167,9.6592730514362,9.572323785015744,7.851782240392764,7.016542317505346,6.995463707464024
2024-12-06,13.858692074415094,11.57304800818057,11.425587100681568,11.180696665013583,10.780884502121944,9.777184813282016,9.553360221542459,7.847026863339726,7.012292797675736,6.991226953747306
2024-12-11,13.86489868499045,11.57823099383109,11.430704046014357,11.185703936247284,10.785712717613224,9.781563522205879,9.51285372439683,7.850541151676143,7.015433250642138,6.994357972382605
2024-12-13,13.864533436365312,11.57792598381637,11.4304029223616,11.185409266731353,10.785428585227496,9.902485500151474,9.512603123449582,7.85033434170029,7.015248440250965,6.875628399945557
2024-12-16,13.745761310065339,11.478742344240388,11.332483056122648,11.089588166927118,10.83929325422563,9.817654714903213,9.431112310592045,7.783083546265382,7.665553761170771,6.816727535487466
2024-12-30,13.740737034023315,11.48498997010613,11.328340868445213,11.085534760870795,10.832720516245816,9.850617676110577,9.41983264654306,7.780238715825476,7.662751889579789,6.814235922249829
2025-01-02,13.733207502859454,11.478696523860677,11.322133261430205,11.079460204662976,10.826784495018243,9.980907979942506,9.412061459778464,7.7759753673800445,7.5802712893419555,6.810501915725475
2025-01-07,13.721034313448596,11.468521745175824,11.312097261267995,11.069639311210857,10.785902677900262,10.118057034104883,9.403718557592454,7.769082700755617,7.547481348552856,6.804465049990658
2025-01-10,13.71031117170235,11.459558967189555,11.303256730765057,11.060988264307081,10.90772523803528,10.305527454922,9.323428402721396,7.763011075750143,7.36704541014141,6.799147284465729
2025-01-21,13.709954022289855,11.464470388010193,11.302962284384511,11.060700128945985,10.899626186889188,10.305258999083918,9.323185530263233,7.762808851686066,7.372063439688446,6.7989701687586015
2025-02-10,13.693545239695585,11.531406517638386,11.28943431408686,11.04746211053533,10.886580950109495,10.29292513171874,9.312027059257172,7.753517920253247,7.402267947355869,6.79083280934932
2025-02-13,13.693545239695585,11.531406517638386,11.28943431408686,11.04746211053533,10.75648836755491,10.29292513171874,9.312027059257172,7.753517920253247,7.532360529910454,6.79083280934932
2025-02-19,13.710668339723078,11.545825970293118,11.303551192486877,11.061276414680636,10.769938823447683,10.305795924747196,9.323671287833726,7.763213310350517,7.468836429790246,6.7472223066469255
2025-02-21,13.709954022289855,11.545224439823036,11.302962284384511,11.060700128945985,10.769377716223314,10.305258999083918,9.323185530263233,7.762808851686066,7.473657246807827,6.746870780492252
2025-02-24,13.709954022289855,11.545224439823036,11.302962284384511,11.060700128945985,10.769377716223314,10.305258999083918,9.307555713783328,7.762808851686066,7.489287063287732,6.746870780492252
2025-02-26,13.708168554300027,11.543720887831602,11.301490282558962,11.059259677286324,10.767975203920836,10.303916929661963,9.306343576764963,7.761797889381357,7.501334872959163,6.745992125334803
2025-02-27,13.6906955469905,11.529006776413054,11.287084928442292,11.04516308047153,10.754249890528197,10.290783124433673,9.294481320425053,7.751904375837297,7.619237555982362,6.73739340047604
2025-03-03,13.6906955469905,11.529006776413054,11.287084928442292,11.04516308047153,10.754249890528197,10.290783124433673,9.297082630618288,7.957407881102782,8.05365635825244,6.094869782747243
2025-03-04,13.791145680931812,11.613596362889949,11.369899507802229,11.126202652714511,10.833155000807954,10.366287728247435,9.365296344983905,8.015792254982028,8.068200180807345,5.450424285832828
2025-03-05,13.790784307731277,11.613292048615811,11.369601579184117,11.125911109752423,10.832871136654452,10.366016097546064,9.365050943536307,8.015582214962944,8.112534337209963,5.408356224806641
2025-03-06,13.790422953468568,11.68111448348145,11.369303666179007,11.125619582068696,10.832587287376901,10.365744481079547,9.364805554949013,8.015372185951044,8.046815293578181,5.408214511867589
2025-03-07,13.790422953468568,11.68111448348145,11.369303666179007,11.125619582068696,10.806384697687621,10.365744481079547,9.364805554949013,8.015372185951044,8.073017883267463,5.408214511867589
2025-03-10,13.752823124942665,11.684788544119382,11.372879652968596,11.129118922909576,10.809783629588534,10.369004818424466,9.349403485166853,8.017893260758454,8.104389003682622,5.409915557438852
2025-03-11,13.78280760895738,11.710264212070136,11.397675284022503,11.153383096556706,10.47348028807215,10.39161175929777,9.36978744828492,8.035374209224438,8.263905610402118,5.421710483111879
2025-03-12,13.787878124302,11.714572265701985,11.40186834026041,11.157486280881702,10.529888626599105,10.395434697872826,9.373234471009193,8.038330318703988,8.177601814909059,5.423705059759735
2025-03-14,13.73269507863584,11.714572265701985,11.40186834026041,11.157486280881702,10.529888626599105,10.395434697872826,9.373234471009193,8.093513364370148,8.177601814909059,5.423705059759735
2025-03-17,13.783765962590941,11.758137899202145,11.444271050838516,11.19898015253753,10.56641097215201,10.43409455568499,9.408092841286239,8.123612545882146,7.838758599468097,5.4438754203573865
2025-03-18,13.828994315099607,11.770257694902995,11.481822872793188,11.235727107139864,10.593143719045079,10.468331708866064,9.438963398767756,8.150268367873476,7.57075253262533,5.461738282886642
