date,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,EMPERIO SECURITIES AND ASSETS MANAGEMENT,TFI SECURITIES AND FUTURES LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,BOCI SECURITIES LTD,SDICS INTERNATIONAL SECURITIES (HONG,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,4.473177927209658,0.0,0.0,2.0551962571341327,0.0,1.8310785886802114,0.0,8.359452773024003
2024-03-04,0.0,0.0,0.0,4.478264639566949,0.0,0.0,2.0548950702182407,0.0,1.8319152190021342,0.0,8.365074928787324
2024-03-05,0.0,0.0,5.8297579309053225,4.478264639566949,0.0,0.0,2.0511302337695883,0.0,1.8319152190021342,0.0,14.191068023243995
2024-03-06,0.0,0.0,5.829741198298883,4.478264639566949,0.0,0.0,2.0507286512150653,1.8367480977197537,1.827765532605397,1.7091437183529,17.73239183775895
2024-03-07,0.0,0.0,5.8329203935221905,4.487132920979331,0.0,0.0,2.050276870841227,1.838454823576476,1.8280332543084123,1.7091437183529,17.745961981580535
2024-03-08,41.82758649371651,0.0,5.8329203935221905,4.487132920979331,0.0,0.0,2.050276870841227,1.838454823576476,1.8280332543084123,1.7091437183529,59.573548475297045
2024-03-11,41.82758649371651,0.0,5.8329203935221905,4.485852876586789,0.0,0.0,2.0501095447768423,1.8412993666710138,1.8280332543084123,1.7091437183529,59.574945647934655
2024-03-12,41.82758649371651,0.0,5.833950620100606,4.4895340500032495,0.0,3.3779116573698045,2.0501095447768423,1.8412993666710138,1.8299073062295195,1.7091437183529,62.959442757220444
2024-03-13,41.82758649371651,0.0,5.833950620100606,4.491207310647095,0.0,3.3779116573698045,2.0503772664798574,1.8412993666710138,1.8299073062295195,1.7101476747392073,62.9623876959536
2024-03-14,41.82758649371651,0.0,5.833950620100606,4.4913746367114795,0.0,3.3779116573698045,2.0503438012669806,1.8417344144384136,1.8325845232596722,1.7101476747392073,62.96563382160267
2024-03-15,41.82758649371651,0.0,5.835556950318698,4.493047897355325,0.0,3.3779116573698045,2.050578057757119,1.8417344144384136,1.8325845232596722,1.7101476747392073,62.96914766895475
2024-03-18,41.82758649371651,0.0,5.835556950318698,4.493047897355325,0.0,3.3779116573698045,2.0495741013708115,1.8454825182806278,1.8302419583582887,1.7101476747392073,62.96954925150927
2024-03-19,41.82758649371651,0.0,5.837866050007205,4.493047897355325,0.0,3.3779116573698045,2.049072123177658,1.8475908266918732,1.82773206739252,1.7101476747392073,62.970954790450094
2024-03-20,41.82758649371651,0.0,5.838393127110017,4.486689506908712,0.0,3.3779116573698045,2.0470642104050434,1.8551874300149325,1.8233815897185215,1.7101476747392073,62.96636168998274
2024-03-21,41.82758649371651,0.0,5.84257627871963,4.486689506908712,0.0,3.3779116573698045,2.0469972799792893,1.8551874300149325,1.8210390248171375,1.7101476747392073,62.96813534626522
2024-03-22,41.82758649371651,0.0,5.84257627871963,4.486689506908712,0.0,3.3779116573698045,2.046913616947097,1.8551874300149325,1.8210390248171375,1.7101476747392073,62.96805168323303
2024-03-25,41.82758649371651,0.0,5.84257627871963,4.486689506908712,0.0,3.3779116573698045,2.0471478734372357,1.8551874300149325,1.8210390248171375,1.7101476747392073,62.96828593972317
2024-03-26,41.82758649371651,0.0,5.842743604784014,4.486689506908712,0.0,3.3779116573698045,2.0469805473728506,1.856793760233024,1.8210390248171375,1.7101476747392073,62.969892269941255
2024-03-27,41.82758649371651,0.0,5.8438814220218305,4.487526137230635,0.0,3.3779116573698045,2.046478569179697,1.856793760233024,1.8200518010372688,1.7101476747392073,62.97037751552798
2024-03-28,41.82758649371651,0.0,5.8437810263831995,4.487526137230635,0.0,3.3779116573698045,2.0459765909865433,1.856793760233024,1.8200518010372688,1.7101476747392073,62.96977514169618
2024-04-02,41.82758649371651,0.0,5.845487752239921,4.487526137230635,0.0,3.3779116573698045,2.0459765909865433,1.856793760233024,1.8329359079948802,1.7101476747392073,62.984365974510524
2024-04-03,41.82758649371651,0.0,5.84527859465944,4.488697419681326,0.0,3.3779116573698045,2.0458761953479128,1.85716187757467,1.8329359079948802,1.7108169789967456,62.98626512534129
2024-04-05,41.82758649371651,0.0,5.857961910339791,4.485978371135077,0.0,3.3779116573698045,2.0458761953479128,1.85716187757467,1.8329359079948802,1.7108169789967456,62.99622939247539
2024-04-08,41.82758649371651,0.0,5.857828049488283,4.515511421498953,0.0,3.3779116573698045,2.043868282575298,1.8585674165155004,1.823732974453729,1.7108169789967456,63.015823274614824
2024-04-09,41.82758649371651,0.0,5.864654952915173,4.5143234064418225,0.0,3.3779116573698045,2.0437009565109134,1.860408003223731,1.8143627148481933,1.7114862832542839,63.01443446828042
2024-04-10,41.82925975436035,0.0,5.878476085833338,4.508835111530009,0.0,3.3779116573698045,2.0460435214122974,1.863687594085668,1.8097110502583027,1.7114862832542839,63.025411058104055
2024-04-11,41.82925975436035,0.0,5.87812470109813,4.509872533129193,0.0,3.3779116573698045,2.0460435214122974,1.8643903635560832,1.8075023462084265,1.7114862832542839,63.02459116038857
2024-04-12,41.82925975436035,0.0,5.876986883860315,4.509872533129193,0.0,3.3779116573698045,2.04688015173422,1.8739614144388805,1.8017797948064744,1.7114862832542839,63.02813847295352
2024-04-15,41.82925975436035,0.0,5.876986883860315,4.514959245486484,0.0,3.3779116573698045,2.04688015173422,1.8739614144388805,1.7860846099672023,1.7114862832542839,63.017530000471545
2024-04-16,41.82925975436035,0.0,5.8880304041096965,4.5169671582590984,0.0,3.3779116573698045,2.0406556221391146,1.8739614144388805,1.7727319900293144,1.7114862832542839,63.011004283960546
2024-04-17,41.82925975436035,0.0,5.8880304041096965,4.5271740481865566,0.0,3.3779116573698045,2.0406556221391146,1.8739279492260037,1.7568360139127808,1.7114862832542839,63.00528173255859
2024-04-18,41.82925975436035,0.0,5.88777941501312,4.531022547667401,0.0,3.3779116573698045,2.0406556221391146,1.8739279492260037,1.7530544448576897,1.7121555875118222,63.0057669781453
2024-04-19,41.82925975436035,0.0,5.888616045335042,4.531022547667401,0.0,3.3779116573698045,2.0406556221391146,1.8739279492260037,1.7503102974017828,1.7121555875118222,63.003859461011324
2024-04-22,41.82925975436035,0.0,5.888699708367235,4.530779924874044,0.0,3.3779116573698045,2.0372254378192305,1.874061810077511,1.7461940762179224,1.7121555875118222,62.99628795659792
2024-04-23,41.82925975436035,0.0,5.894221468491925,4.571272832455108,0.0,3.3779116573698045,2.0368071226582694,1.874061810077511,1.745190119831615,1.7121555875118222,63.04088035275641
2024-04-24,41.90201312715476,0.0,5.786798135157036,4.577396966411583,0.0,3.3779116573698045,2.0366397965938847,1.8740952752903879,1.76627320394407,1.7121555875118222,63.033283749433345
2024-04-25,41.90201312715476,0.0,5.683658349070392,4.604871906183528,0.0,3.379685313652281,2.0184681860017215,1.9201434082090196,1.7897992485965397,1.7121555875118222,63.01079512638006
2024-04-26,41.90201312715476,0.0,5.679675988738039,4.604871906183528,0.0,3.379685313652281,2.018668977278983,1.921147364595327,1.7897992485965397,1.7121555875118222,63.00801751371128
2024-04-29,41.90201312715476,0.0,5.680144501718316,4.604771510544898,0.0,3.379685313652281,2.018668977278983,1.921147364595327,1.7963918955332916,1.7121555875118222,63.01497827798968
2024-04-30,41.90201312715476,0.0,5.685632796630129,4.6040687410744825,0.0,3.379685313652281,2.0115074217233233,1.921147364595327,1.8150654843186085,1.7121555875118222,63.03127583666074
2024-05-02,41.90201312715476,0.0,5.689882878665498,4.6091721860382115,0.0,3.379685313652281,2.0115074217233233,1.921147364595327,1.8281838477663583,1.7121555875118222,63.05374772710758
2024-05-03,37.52175649047675,0.0,5.095086939731394,4.127349105218217,0.0,3.0263875143297256,1.7967080655382925,1.7203188633901738,1.6370733536727806,1.533174189828955,56.45785452218629
2024-05-06,37.52175649047675,0.0,5.094607469281262,4.1285477813435465,0.0,3.0263875143297256,1.7917934934244402,1.7200191943588412,1.6355750085161183,1.533174189828955,56.45186114155963
2024-05-07,37.52175649047675,0.0,5.094607469281262,4.1285477813435465,0.0,3.0263875143297256,1.7911941553617754,1.7200191943588412,1.6371632543821801,1.533174189828955,56.452850049363036
2024-05-08,37.52175649047675,0.0,5.101020386551777,4.1285477813435465,0.0,3.0263875143297256,1.7905049165897104,1.7200191943588412,1.6371632543821801,1.533174189828955,56.458573727861484
2024-05-09,37.5143246984997,0.0,5.101080320358043,4.128323029570048,0.0,3.0263875143297256,1.787508226276386,1.7200191943588412,1.6416582898521672,1.533174189828955,56.45247546307387
2024-05-10,37.508151516454255,0.0,5.104077010671368,4.128323029570048,0.0,3.0263875143297256,1.7842493255606453,1.7233155537034983,1.6378824600573783,1.533174189828955,56.44556060017587
2024-05-13,37.500659790670944,0.0,5.107508221080124,4.126525015382053,0.0,3.0263875143297256,1.7841744083028122,1.7241546269912293,1.6377026586385786,1.533174189828955,56.440286425224414
2024-05-14,37.49316806488763,0.0,5.107508221080124,4.126525015382053,0.0,3.0263875143297256,1.7833353350150811,1.7320958563215396,1.6393508383109072,1.533174189828955,56.44154503515602
2024-05-16,37.485676339104316,0.0,5.109006566236787,4.126525015382053,0.0,3.0263875143297256,1.7845340111404109,1.7320958563215396,1.6404895806299706,1.533174189828955,56.43788907297376
2024-05-17,37.478184613321005,0.0,5.1088866986242545,4.126674849897719,0.0,3.0263875143297256,1.784608928398244,1.7320958563215396,1.6404895806299706,1.5346725349856174,56.43200057650808
2024-05-20,37.470692887537695,0.0,5.119981944509338,4.126674849897719,0.0,3.0231211218882015,1.7845714697693276,1.7320958563215396,1.6408491834675698,1.5346725349856174,56.43265984837701
2024-05-21,37.463201161754384,0.0,5.119232771931008,4.129521705695377,0.0,3.02246185001927,1.7845415028661944,1.7365908917915267,1.6427970321712306,1.5346725349856174,56.433019451214605
2024-05-22,37.459335431250196,0.0,5.116985254196014,4.131020050852039,0.0,3.0217126774409393,1.7926325667121712,1.738299005270122,1.643845873780894,1.5346725349856174,56.438503394487995
2024-05-23,37.459335431250196,0.0,5.107425812096508,4.131439587495906,0.0,3.021023438668874,1.7926325667121712,1.7394976813954517,1.6439058075871607,1.5346725349856174,56.429932860191876
2024-05-24,37.459335431250196,0.0,5.094450143039812,4.132818065040034,0.0,3.0181765828712157,1.7929322357435034,1.7428839414495085,1.646602828869153,1.5346725349856174,56.421871763249044
2024-05-27,37.459335431250196,0.0,5.1006233250852615,4.132818065040034,0.0,3.0181765828712157,1.7917485430697402,1.7434832795121733,1.6464529943534867,1.5341031638260858,56.42674138500819
2024-05-28,37.459335431250196,0.0,5.101432431469859,4.134316410196696,0.0,3.0181765828712157,1.7921680797136057,1.7434832795121733,1.647202166931818,1.5341031638260858,56.43021754577164
2024-05-29,37.459335431250196,0.0,5.101582265985526,4.139290916116815,0.0,3.0181765828712157,1.7921530962620391,1.7525932180646804,1.6586794908318512,1.5341031638260858,56.45591416520841
2024-05-30,37.459335431250196,0.0,5.106376970486845,4.149809299116585,0.0,3.0181765828712157,1.8000194083345165,1.7543013315432756,1.6619758501765087,1.5341031638260858,56.48409803760522
2024-05-31,37.459335431250196,0.0,5.106376970486845,4.180525374828163,0.0,3.0181765828712157,1.7995699047875175,1.7543013315432756,1.6619758501765087,1.5341031638260858,56.51436460976981
2024-06-03,37.444726580956186,0.0,5.107066209258909,4.183522065141488,0.0,3.0181765828712157,1.7995699047875175,1.7543013315432756,1.6672200582248269,1.5341031638260858,56.508685896609514
2024-06-04,37.444726580956186,0.0,5.107066209258909,4.183581998947754,2.916344700823489,3.0181765828712157,1.8000493752376496,1.7543013315432756,1.6708160866008164,1.5341031638260858,59.42916603006538
2024-06-06,37.444726580956186,0.0,5.109403627703302,4.185230178620083,2.916344700823489,3.0181765828712157,1.8000493752376496,1.7527730194834799,1.6708160866008164,1.5341031638260858,59.431623316122305
2024-06-07,37.444726580956186,0.0,5.111426393664797,4.185230178620083,2.916344700823489,3.0181765828712157,1.7998995407219835,1.7527730194834799,1.6699170795068192,1.5341031638260858,59.43259724047414
2024-06-11,37.444726580956186,0.0,5.111426393664797,4.1860692519078135,2.916344700823489,3.0181765828712157,1.7998995407219835,1.7527730194834799,1.6699170795068192,1.5341031638260858,59.43343631376187
2024-06-12,37.444726580956186,0.0,5.1116061950835965,4.18972521409007,2.916344700823489,3.0181765828712157,1.7998995407219835,1.7527730194834799,1.67066625208515,1.5341031638260858,59.438021249941265
2024-06-13,37.444726580956186,0.0,5.1116061950835965,4.191223559246732,2.916344700823489,3.0181765828712157,1.7998995407219835,1.8392575019260302,1.670636285182017,1.5341031638260858,59.525974110637335
2024-06-14,37.444726580956186,0.0,5.113104540240259,4.189785147896337,2.916344700823489,3.0181765828712157,1.7998995407219835,1.8392575019260302,1.6690180724128214,1.5341031638260858,59.5244158316744
2024-06-17,37.444726580956186,0.0,5.113104540240259,4.189807623073687,2.916344700823489,3.0181765828712157,1.7998995407219835,1.8392575019260302,1.6690180724128214,1.5341031638260858,59.524438306851756
2024-06-18,37.444726580956186,0.0,5.113104540240259,4.18770993985436,2.916344700823489,3.0181765828712157,1.7998995407219835,1.8392575019260302,1.6690180724128214,1.5341031638260858,59.52234062363243
2024-06-19,37.444726580956186,0.0,5.113089556788692,4.191066233005283,2.916344700823489,3.0181765828712157,1.793906160095334,1.8422541922393547,1.6669203891934943,1.5341031638260858,59.52058755979913
2024-06-20,37.444726580956186,0.0,5.107066209258909,4.195171698734538,2.916344700823489,3.018715987127614,1.793906160095334,1.8452508825526797,1.6665008525496288,1.5341031638260858,59.521786235924466
2024-06-21,37.444726580956186,0.0,5.107066209258909,4.211653495457823,2.916344700823489,3.018715987127614,1.793906160095334,1.8452209156495463,1.6657516799712977,1.5341031638260858,59.53748889316629
2024-06-24,37.444726580956186,0.0,5.107066209258909,4.21761690918134,2.916344700823489,3.018715987127614,1.793906160095334,1.8477980693190055,1.665901514486964,1.5341031638260858,59.54617929507493
2024-06-25,37.444726580956186,0.0,5.107066209258909,4.217826677503273,2.916344700823489,3.018715987127614,1.7936064910640017,1.8477980693190055,1.6666806539684282,1.5341031638260858,59.546868533847
2024-06-26,37.444726580956186,0.0,5.107066209258909,4.222321712973259,2.916344700823489,3.018715987127614,1.7932169213232694,1.8477980693190055,1.6666806539684282,1.5341031638260858,59.55097399957625
2024-06-27,37.444726580956186,0.0,5.107792906659891,4.222321712973259,2.916344700823489,3.018715987127614,1.7932169213232694,1.8477980693190055,1.6656318123587648,1.5341031638260858,59.55065185536756
2024-06-28,37.444726580956186,0.0,5.106474362922028,4.227416086505912,2.916344700823489,3.018715987127614,1.7932169213232694,1.8501354877633986,1.6656318123587648,1.5341031638260858,59.55676510360674
2024-07-02,37.444726580956186,0.0,5.106459379470461,4.235507150351888,2.916344700823489,3.018715987127614,1.7932169213232694,1.8501354877633986,1.6657816468744309,1.5341031638260858,59.56499101851682
2024-07-03,37.444726580956186,0.0,5.106399445664195,4.235507150351888,2.916344700823489,3.018715987127614,1.7959139426052615,1.8501354877633986,1.6657816468744309,1.5341031638260858,59.567628105992554
2024-07-04,37.444726580956186,0.0,5.106399445664195,4.227535954118444,2.916344700823489,3.018715987127614,1.8049040135452357,1.8501354877633986,1.6649425735866998,1.5341031638260858,59.56780790741135
2024-07-05,37.444726580956186,0.0,5.1063844622126275,4.224539263805119,2.916344700823489,3.018715987127614,1.8050688315124686,1.8501354877633986,1.6652422426180324,1.5341031638260858,59.56526072064502
2024-07-08,37.444726580956186,0.0,5.1063844622126275,4.225288436383451,2.916344700823489,3.018715987127614,1.8139989686461762,1.8501354877633986,1.6627699731095396,1.5341031638260858,59.57246776084857
