date,SILVERBRICKS SECURITIES CO LTD,DBS BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,SPDB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,MIDAS SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-01,0.0,0.0,0.0,19.41242130248523,0.0,80.58757869751477,0.0,0.0
2024-03-04,0.0,0.0,61.7105825163731,2.796648090143595,20.097730138713747,15.395039254769557,0.0,0.0
2024-03-05,0.0,0.0,62.61264127451452,1.3757712917804543,20.39151011535842,15.620077318346597,0.0,0.0
2024-03-06,0.0,0.0,62.89500048641702,1.3653811034668732,20.237508042948065,15.502110367168045,0.0,0.0
2024-03-07,0.0,0.0,62.841373971082014,1.3642169309552759,20.22025282350273,15.574156274459982,0.0,0.0
2024-03-08,0.0,0.0,61.54283386459662,1.914985106638557,20.6426690017879,15.899512026976916,0.0,0.0
2024-03-12,0.0,0.0,61.59645035780436,1.9166534533739197,20.486411798221692,16.000484390600032,0.0,0.0
2024-03-13,0.0,0.0,61.65016035450641,1.918324709591798,20.504275248205058,15.927239687696737,0.0,0.0
2024-03-14,78.2874199378853,0.0,12.880061562677078,1.1295502908673982,4.284092756410785,3.418875452159437,0.0,0.0
2024-03-15,77.98929026549163,0.0,13.061580303810183,1.1374247394026917,4.313958507589402,3.4977461837060937,0.0,0.0
2024-03-18,77.74043473370486,0.0,13.195482173580428,1.2163858004208363,4.333835166196359,3.5138621260975187,0.0,0.0
2024-03-19,75.60254816858236,0.0,12.88759745213382,1.1880043742321058,4.232715584858783,3.4498747024386542,0.0,2.639259717754281
2024-03-20,75.59376189051187,0.0,12.892238675145853,1.1884322114035075,4.234239916841437,3.451117109172498,0.0,2.640210196924838
2024-03-21,75.58936637789107,0.0,12.89456054046376,1.188646245568083,4.235002494626283,3.4517386481717156,0.0,2.640685693279093
2024-03-22,72.85779056995074,3.613703803633514,12.428589315751196,1.1456920909802422,4.081962048393999,3.3270030373512465,0.0,2.5452591339390604
2024-03-25,72.87044012857523,3.614331214343583,12.430747165556127,1.1458910058685072,4.082670758029992,3.310218686180056,0.0,2.545701041446513
2024-04-03,72.89575242768822,3.615586689576469,12.435065113820162,1.1462890429304526,4.084088915834787,3.2766324931850943,0.0,2.546585316964812
2024-04-17,72.92108231788811,3.616843037316977,12.40463796117876,1.1466873566130442,4.085508059205415,3.2777710607766712,0.0,2.547470207021024
2024-04-18,72.94642981751896,3.618100258474962,12.374189655471172,1.1470859472047437,4.086928189169628,3.278910419904541,0.0,2.5483557122559928
2024-04-22,72.9971777185775,3.6206173246891176,12.313229496561922,1.1478839602713187,4.089771412996979,3.281191516073132,0.0,2.550128570830032
2024-04-25,73.25907785444676,3.6275573495165756,11.97089568960802,1.150084232343432,4.097610715690273,3.3397574831319674,0.0,2.5550166752629657
2024-04-26,71.50406603288204,3.626925338964419,11.968810062375798,2.961822061361601,4.09689681017165,3.2869081663201074,0.0,2.554571527924381
2024-04-30,71.4593135674408,3.6326213744436315,11.987606911052785,2.966473561452707,4.103330929268259,3.2920702095888608,0.0,2.55858344675296
2024-05-02,71.43438318989827,3.631354043177589,11.983424733094388,3.0003261459183155,4.101899379143557,3.2909216881558336,0.0,2.557690820612052
2024-05-03,71.40442485013358,3.6396075388506146,11.975694362551696,3.0071454145901555,4.111222350237646,3.298401434716071,0.0,2.5635040489202416
2024-05-13,71.35434249104871,3.645981956246781,11.996668622457731,3.012412136300931,4.118422754948627,3.304178262920914,0.0,2.567993776076302
2024-05-16,71.27422431633309,3.6472595200656737,12.000872293776798,3.013467695214583,4.119865863544821,3.3754167016996885,0.0,2.568893609365339
2024-05-17,71.33338387849984,3.6342067830228504,11.957923819868268,3.0026831592647065,4.105121772680789,3.4069804806915167,0.0,2.559700105972021
2024-05-20,71.32874457737722,3.6215621276612695,11.916318090043369,2.9922357917989117,4.090838642101826,3.4995067421074255,0.0,2.5507940289099733
2024-05-23,71.27877907433191,3.627873437398188,11.937084701726066,2.997450372198815,4.097967761759019,3.5056053454717526,0.0,2.5552393071142516
2024-05-24,71.24369947631129,3.6323044587041053,11.951664448665039,3.001111405774498,4.10297294806903,3.509887030663908,0.0,2.5583602318121264
2024-05-27,71.28878610209756,3.6266094162650946,11.932925590998838,2.996406002630461,4.0965399506892615,3.5043839249019824,0.0,2.5543490124168104
2024-05-29,71.32874457737722,3.6215621276612695,11.916318090043369,2.9922357917989117,4.090838642101826,3.4995067421074255,0.0,2.5507940289099733
2024-05-30,71.35791732903488,3.6230433107830105,11.915100404202322,2.993459586668321,4.092511754680557,3.4661303361702105,0.0,2.551837278460713
2024-06-07,71.32809966959175,3.6224128720307633,11.94782869344601,2.992938700561025,4.091799624633285,3.4655272015408904,0.0,2.5513932381962805
2024-06-11,71.33807448193078,3.621152652505842,11.943672102926978,2.9918974719875338,4.090376107778305,3.4643215617649137,0.0,2.5505056211056516
2024-06-13,71.46238152764866,3.6274625338924014,11.964484027063145,2.9971108722444724,4.097503614001672,3.29610753187728,0.0,2.554949893272359
2024-06-14,71.46611743248972,3.6276521700975133,11.959881713184464,2.997267554974287,4.097717822977928,3.296279845531286,0.0,2.5550834607447954
2024-06-18,71.44123421676525,3.630815695121082,11.970311430065937,2.9998813477162294,4.101291272764369,3.2991543944921755,0.0,2.5573116430749545
2024-06-19,71.41632253142984,3.6295496232355755,11.96613736119686,2.998835283758948,4.099861145208818,3.3328741512097486,0.0,2.5564199039602076
2024-06-20,71.35777933900563,3.63011924630023,11.968015331893863,3.0690572227637345,4.084810536547755,3.3333972138993904,0.0,2.55682110958939
2024-06-26,68.96461932492561,3.5083741989198205,11.549785266601301,6.336729668758748,3.947816289645576,3.221603475399611,0.0,2.471071775749339
2024-06-27,57.36362600174909,16.93625688726044,9.606919735354365,8.074396479865925,3.2837280823065846,2.6796763137060595,0.0,2.0553964997575367
2024-07-02,57.381548828421856,16.92913748267204,9.602881325397576,8.07100228859155,3.282347718928074,2.6785498723695693,0.0,2.0545324836193335
