date,SILVERBRICKS SECURITIES CO LTD,DBS BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,SPDB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,MIDAS SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-07-04,57.32979180413054,16.95527127374487,9.617705453000768,8.083461629049637,3.287414733689024,2.6686510068028646,0.0,2.0577040995822973
2024-07-11,56.58335771236654,16.734513581879014,9.492482894035414,9.280215283265205,3.2446125822460816,2.6339051612692956,0.0,2.030912784938449
2024-07-15,56.6134052451824,16.722932058769103,9.485913392659123,9.273792686800588,3.242367069974683,2.632082303775094,0.0,2.029507242839009
2024-07-17,56.627513801631025,16.727099559909792,9.47720142052869,9.276103797164783,3.243175096247538,2.618893310698348,0.0,2.0300130138198305
2024-07-18,56.6353549274653,16.729415735981927,9.478513714216092,9.277388245169691,3.2436241737776115,2.6192559448776915,0.0,2.016447258511696
2024-07-24,53.86859598797764,16.73022654915348,9.474126471137941,12.04734173258305,3.2437813802960687,2.619382890567445,0.0,2.0165449882843753
2024-07-26,53.85368119025679,16.72559438935373,9.47150333464613,12.04400614044964,3.242883262529113,2.6463450227611642,0.0,2.0159866600034237
2024-09-04,53.8574091153493,16.72675218881391,9.472158982582622,12.04483986530768,3.2361854235812295,2.646528211278564,0.0,2.016126213086702
2024-09-26,53.858900429903315,16.727215353481327,9.472421267174115,12.045173387571134,3.2335060283531476,2.6466014937870237,0.0,2.0161820397299386
2024-10-04,53.93394548087077,16.750522452562926,9.387876355405194,12.061956698102298,3.238011479128496,2.6086962188025633,0.0,2.018991315127755
2024-10-09,53.95638753638974,16.757492388685723,9.419522849310894,12.06697570977431,3.253228911181109,2.526561181973309,0.0,2.019831422684924
2024-10-10,53.94890477634945,16.755168432243366,9.418216534481573,12.065302241853809,3.252777748076794,2.5400789578341403,0.0,2.0195513091608746
2024-10-14,53.941424091464164,16.752845120291784,9.416910581925764,12.063629238027481,3.2523267100912023,2.5535929848803485,0.0,2.0192712733192555
2024-10-24,53.93170230205069,16.74982577782764,9.415213384954328,12.06145502655662,3.251740547676845,2.5711556181266255,0.0,2.01890734280725
2024-11-01,53.92460013328787,16.747620023431907,9.39941850095275,12.059866675262903,3.2790361632568272,2.5708170272730837,0.0,2.018641476534667
2024-11-11,53.93207615222943,16.74994188625911,9.40072162106081,12.061538635582945,3.265626925990302,2.57117344116848,0.0,2.018921337708927
2024-11-13,53.92460013328787,16.747620023431907,9.39941850095275,12.059866675262903,3.2651742475381345,2.5846789429917765,0.0,2.018641476534667
2024-11-14,53.864866514102495,16.72906826868049,9.458239334226354,12.046507661350404,3.2615573329092964,2.6233555115078,0.0,2.016405377223164
2024-11-18,53.804148818226025,16.710210884541823,9.572056364284382,12.032928565440756,3.25995547456826,2.606567453464827,0.0,2.01413243947392
2024-11-19,53.74468160769199,16.691741869594733,9.685817808865544,12.019629131994469,3.2563523981736737,2.5898708706374154,0.0,2.0119063130421777
2024-11-20,53.67053219478416,16.668712933093186,9.67245466887521,12.00304612476758,3.2518597374801366,2.7242637755752663,0.0,2.0091305654244587
2024-12-11,53.663128505052605,16.666413533893394,9.67112038262198,12.00139034037888,3.25141115313483,2.7376826730589108,0.0,2.0088534118593957
2024-12-17,53.63353416119961,16.65722227750081,9.665786916795067,11.994771768515077,3.2496180526885103,2.791321261473327,0.0,2.0077455618275954
2024-12-19,52.575238911238046,16.32854247876053,11.110382650052403,11.75809130011932,3.185496689009338,3.074119182797518,0.0,1.9681287880228457
2024-12-20,52.58234544018586,16.33074958731969,11.098367552224236,11.759680626538483,3.2535116400089796,3.0069503362058896,0.0,1.9683948175168582
2024-12-23,52.59656426312351,16.33516559491458,11.101368668317496,11.762860568688879,3.254391424003923,2.9807223886351513,0.0,1.9689270923164575
2024-12-27,52.58234544018586,16.33074958731969,11.152435049357745,11.759680626538483,3.2535116400089796,2.95288283907238,0.0,1.9683948175168582
2025-01-03,52.556415896160324,16.32269652527292,13.711173162899707,9.254493032724524,3.2498807284991007,2.9379164969390392,0.0,1.967424157504392
2025-01-06,52.54931637379162,16.320491592780424,13.722829388801964,9.253242900287283,3.2494417221373815,2.9375196319030255,0.0,1.9671583902983003
2025-01-09,52.47842650117261,16.298474987238645,13.704317071335742,9.24076012685122,3.2450581730132275,2.933556870693342,0.13490160769125867,1.9645046620039543
2025-01-13,52.513847513450706,16.309475859809094,13.686568450236056,9.246997300862235,3.2472484682078986,2.814043518745169,0.21598825812232958,1.9658306305665154
2025-01-14,52.513847513450706,16.309475859809094,13.67306918410341,9.246997300862235,3.2472484682078986,2.7600464542145864,0.28348458878555755,1.9658306305665154
2025-01-15,50.23378811905573,16.28364732836385,13.648046330940833,9.232353276577678,5.439001700383828,2.755675501570504,0.444770303835129,1.962717439272444
2025-01-21,50.145926166140256,16.25516623807724,13.624175067215399,9.216205328766867,5.429488555363313,2.7508556573932044,0.6188984600339794,1.9592845270097445
2025-01-22,50.0987430694995,16.239871494552478,13.611355864979165,9.207533655114904,5.0211302144060905,2.775150643651632,1.0887740526486236,1.9574410051476028
2025-01-27,50.0718211437562,16.231144556755847,13.604041431733721,9.202585735822835,5.018431973162949,2.7736593407770025,1.1419266971458994,1.9563891208455482
2025-02-05,50.02041346277433,16.214480383528578,13.582693098400217,9.193137635456019,5.02670029395628,2.7466545333354646,1.2615400550844753,1.9543805374646461
2025-02-06,49.866488232649495,16.16458440203601,13.540895779742664,9.164848068694242,5.118266611210194,2.7649610759536984,1.4315894063507795,1.9483664233629183
2025-02-07,49.89986959933019,16.175405214535335,13.536571959597174,9.17098315389468,5.0949162616271835,2.740035388748805,1.4325477335280743,1.9496706887385589
2025-02-17,49.919919880100885,16.181904658696922,13.542011093419404,9.174668149239466,4.561216406165693,2.7813173915371068,1.8885083343689995,1.9504540864715287
2025-02-18,49.89986959933019,16.175405214535335,13.536571959597174,9.17098315389468,4.559384398626034,2.7802002784738913,1.9279147068041371,1.9496706887385589
2025-02-19,49.88651169105792,16.17107515153402,13.532948297090455,9.16852813441828,4.558163877629409,2.8062254600496375,1.927398615118587,1.949148773101696
2025-02-20,49.89318975111557,16.173239893212642,13.534759885802943,9.169755479835835,4.42490901293392,2.886920141643673,1.9678161394684202,1.9494096959869978
2025-02-21,49.88651169105792,16.17107515153402,13.532948297090455,9.16852813441828,4.4236475159492565,2.9005876839148184,1.9675527529335577,1.949148773101696
2025-02-25,49.89986959933019,16.175405214535335,13.536571959597174,9.17098315389468,4.424832018046995,2.8745877693278437,1.9680795965292233,1.9496706887385589
2025-02-27,49.87316093254223,16.166747406178235,13.529326574131778,9.166074428979321,4.422463647850607,2.8864302905119716,2.0071695829881726,1.9486271368176842
2025-03-04,49.866488232649495,16.16458440203601,13.527516439496395,9.164848068694242,4.421871951391894,2.8994234454287016,2.006901036940345,1.9483664233629183
2025-03-10,49.871826249706274,16.166314759041526,13.528964508451102,9.16582913066687,4.411640677928273,2.899733817631659,2.0071158680292416,1.9485749885450554
2025-03-20,49.83848238009841,16.155506101490744,13.519919160357361,9.159700936967873,4.408691093311398,2.92453873317271,2.0458894063592474,1.9472721882422575
2025-04-02,51.63030708893592,16.155506101490744,13.519919160357361,7.367876228130362,4.408691093311398,2.92453873317271,2.0458894063592474,1.9472721882422575
2025-04-30,51.63375927720768,16.15658631681063,13.52082315084264,7.368368870869416,4.402299514138315,2.924734278364753,2.0460262018929596,1.9474023898736093
