date,PLUTUS SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,TOTAL_CCASS_PCT
2024-09-26,10.458333333333334,1.7128125,0.8989583333333334,0.9062499999999999,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.09197916666667
2024-10-02,10.458333333333334,1.7107291666666666,0.9010416666666666,0.9072916666666666,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.093020833333334
2024-11-05,10.458333333333334,1.7107291666666666,0.9010416666666666,0.9125,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.098229166666666
2024-11-18,10.458333333333334,1.7107291666666666,0.9010416666666666,0.9229166666666667,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.10864583333333
2024-11-28,10.458333333333334,1.7107291666666666,0.903125,0.9229166666666667,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.11072916666667
2024-12-05,10.458333333333334,1.7107291666666666,0.9083333333333334,0.9229166666666667,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.1159375
2024-12-16,10.458333333333334,1.7107291666666666,0.9072916666666666,0.9239583333333334,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.1159375
2024-12-19,10.458333333333334,1.7096875,0.9145833333333334,0.9239583333333334,0.709375,0.5395833333333333,0.525,0.33333333333333337,16.113854166666666
2025-01-03,10.458333333333334,1.7096875,0.9135416666666667,0.9239583333333334,0.709375,0.5395833333333333,0.525,0.33333333333333337,16.1128125
2025-01-06,10.458333333333334,1.7086458333333332,0.9135416666666667,0.9239583333333334,0.709375,0.5395833333333333,0.525,0.33333333333333337,16.111770833333335
2025-01-07,10.458333333333334,1.7086458333333332,0.9135416666666667,0.9270833333333334,0.709375,0.534375,0.525,0.33333333333333337,16.1096875
2025-02-04,10.458333333333334,1.7086458333333332,0.9135416666666667,0.9312499999999999,0.709375,0.534375,0.525,0.33333333333333337,16.113854166666666
2025-02-17,10.458333333333334,1.7086458333333332,0.9125,0.9322916666666667,0.709375,0.534375,0.525,0.33333333333333337,16.113854166666666
2025-02-20,10.458333333333334,1.7128125,0.9125,0.9322916666666667,0.709375,0.534375,0.5260416666666666,0.33333333333333337,16.119062500000002
2025-03-05,10.458333333333334,1.7117708333333332,0.9125,0.9322916666666667,0.709375,0.534375,0.5260416666666666,0.33333333333333337,16.118020833333333
2025-03-10,10.458333333333334,1.7117708333333332,0.9125,0.9312499999999999,0.709375,0.534375,0.5260416666666666,0.33333333333333337,16.116979166666667
2025-03-13,10.458333333333334,1.7190625000000002,0.8822916666666667,0.9312499999999999,0.709375,0.5385416666666667,0.5260416666666666,0.33333333333333337,16.098229166666666
2025-03-14,10.458333333333334,1.7190625000000002,0.8822916666666667,0.9302083333333334,0.709375,0.5385416666666667,0.5270833333333333,0.33333333333333337,16.098229166666666
2025-03-19,10.458333333333334,1.7190625000000002,0.8822916666666667,0.9302083333333334,0.709375,0.5385416666666667,0.5291666666666667,0.33333333333333337,16.1003125
2025-03-21,10.458333333333334,1.7253125,0.8822916666666667,0.9302083333333334,0.709375,0.5385416666666667,0.5291666666666667,0.32708333333333334,16.1003125
2025-03-25,10.458333333333334,1.7253125,0.8843749999999999,0.928125,0.709375,0.5385416666666667,0.5291666666666667,0.32708333333333334,16.1003125
2025-03-27,10.458333333333334,1.7253125,0.8833333333333334,0.928125,0.709375,0.5385416666666667,0.5291666666666667,0.32708333333333334,16.099270833333335
2025-03-28,10.458333333333334,1.7253125,0.8822916666666667,0.9291666666666667,0.709375,0.5385416666666667,0.5291666666666667,0.32708333333333334,16.099270833333335
2025-03-31,10.458333333333334,1.6909375,0.8802083333333334,0.9291666666666667,0.709375,0.5385416666666667,0.5291666666666667,0.32708333333333334,16.0628125
2025-04-09,10.458333333333334,1.6909375,0.9010416666666666,0.91875,0.709375,0.5281250000000001,0.5291666666666667,0.32708333333333334,16.0628125
2025-04-10,10.458333333333334,1.6909375,0.9083333333333334,0.91875,0.709375,0.5281250000000001,0.5291666666666667,0.32083333333333336,16.063854166666665
2025-04-22,10.45625,1.6909375,0.9083333333333334,0.9208333333333334,0.709375,0.5281250000000001,0.5291666666666667,0.32083333333333336,16.063854166666665
2025-04-30,10.45625,1.6992708333333333,0.9083333333333334,0.9208333333333334,0.709375,0.5281250000000001,0.5208333333333333,0.32083333333333336,16.063854166666665
2025-05-02,10.45625,1.6992708333333333,0.9604166666666667,0.9208333333333334,0.709375,0.5281250000000001,0.5208333333333333,0.2583333333333333,16.0534375
