date,PLUTUS SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,1.718020833333333,0.0,0.9708333333333332,0.0,0.0,0.0,0.0,2.6888541666666668
2024-03-04,10.040625,1.718020833333333,0.0,0.9635416666666667,0.0,0.0,0.0,0.0,12.7221875
2024-03-06,10.045833333333333,1.718020833333333,0.0,0.9583333333333333,0.0,0.0,0.0,0.0,12.7221875
2024-03-08,10.047916666666666,1.718020833333333,0.0,0.9583333333333333,0.0,0.0,0.0,0.0,12.724270833333334
2024-03-13,10.059375,1.7117708333333332,0.0,0.9583333333333333,0.0,0.0,0.0,0.0,12.729479166666666
2024-03-14,10.073958333333334,1.7117708333333332,0.0,0.9583333333333333,0.0,0.0,0.0,0.0,12.7440625
2024-03-15,10.086458333333333,1.7117708333333332,0.0,0.953125,0.0,0.0,0.0,0.0,12.751354166666667
2024-03-18,10.094791666666666,1.7117708333333332,0.0,0.9510416666666667,0.0,0.0,0.0,0.0,12.757604166666667
2024-03-22,10.103125,1.7117708333333332,0.0,0.9427083333333334,0.0,0.0,0.0,0.0,12.757604166666667
2024-03-25,10.1125,1.718020833333333,0.9104166666666667,0.9427083333333334,0.0,0.0,0.584375,0.0,14.268020833333333
2024-04-02,10.116666666666667,1.718020833333333,0.9104166666666667,0.9427083333333334,0.0,0.0,0.584375,0.0,14.2721875
2024-04-03,10.116666666666667,1.718020833333333,0.9104166666666667,0.9322916666666667,0.0,0.6458333333333334,0.584375,0.0,14.907604166666665
2024-04-15,10.119791666666666,1.718020833333333,0.9104166666666667,0.9322916666666667,0.0,0.6458333333333334,0.584375,0.0,14.910729166666666
2024-04-16,10.127083333333333,1.718020833333333,0.9104166666666667,0.9270833333333334,0.0,0.6458333333333334,0.584375,0.0,14.9128125
2024-04-17,10.130208333333334,1.7159375000000001,0.9104166666666667,0.9270833333333334,0.0,0.6458333333333334,0.584375,0.0,14.913854166666669
2024-04-22,10.140625,1.7159375000000001,0.9104166666666667,0.9270833333333334,0.0,0.6458333333333334,0.584375,0.0,14.924270833333333
2024-04-24,10.140625,1.7159375000000001,0.9083333333333334,0.9270833333333334,0.0,0.6458333333333334,0.584375,0.0,14.9221875
2024-04-26,10.166666666666666,1.7159375000000001,0.9083333333333334,0.9270833333333334,0.7302083333333333,0.6458333333333334,0.584375,0.0,15.678437500000001
2024-04-30,10.1875,1.7159375000000001,0.9083333333333334,0.9270833333333334,0.709375,0.6458333333333334,0.584375,0.0,15.678437500000001
2024-05-07,10.1875,1.7159375000000001,0.9083333333333334,0.9354166666666667,0.709375,0.634375,0.5875,0.0,15.678437500000001
2024-05-09,10.197916666666666,1.7159375000000001,0.9083333333333334,0.9354166666666667,0.709375,0.634375,0.5770833333333334,0.0,15.678437500000001
2024-05-10,10.198958333333334,1.7159375000000001,0.9072916666666666,0.9354166666666667,0.709375,0.634375,0.5770833333333334,0.0,15.678437500000001
2024-05-13,10.201041666666667,1.7159375000000001,0.9072916666666666,0.9354166666666667,0.709375,0.634375,0.5770833333333334,0.0,15.680520833333333
2024-05-27,10.208333333333334,1.7159375000000001,0.9072916666666666,0.9354166666666667,0.709375,0.634375,0.5697916666666666,0.0,15.680520833333333
2024-06-07,10.209375,1.7159375000000001,0.9072916666666666,0.9354166666666667,0.709375,0.6333333333333333,0.5697916666666666,0.0,15.680520833333333
2024-06-17,10.230208333333334,1.7159375000000001,0.9072916666666666,0.9354166666666667,0.709375,0.6333333333333333,0.559375,0.35625,16.0471875
2024-06-19,10.236458333333333,1.7159375000000001,0.9072916666666666,0.9291666666666667,0.709375,0.6333333333333333,0.559375,0.35625,16.0471875
2024-06-20,10.253125,1.7159375000000001,0.9072916666666666,0.9177083333333333,0.709375,0.6333333333333333,0.5541666666666667,0.35625,16.0471875
2024-06-27,10.254166666666666,1.7159375000000001,0.9072916666666666,0.9177083333333333,0.709375,0.6333333333333333,0.5541666666666667,0.35625,16.048229166666665
2024-07-05,10.261458333333334,1.7159375000000001,0.9072916666666666,0.9177083333333333,0.709375,0.6333333333333333,0.5520833333333334,0.35625,16.0534375
2024-07-08,10.266666666666667,1.7159375000000001,0.9072916666666666,0.9177083333333333,0.709375,0.6333333333333333,0.5520833333333334,0.35625,16.058645833333333
2024-07-10,10.271875,1.7159375000000001,0.9072916666666666,0.9177083333333333,0.709375,0.6333333333333333,0.546875,0.35625,16.058645833333333
2024-07-12,10.277083333333334,1.7159375000000001,0.9072916666666666,0.9177083333333333,0.709375,0.6333333333333333,0.5416666666666667,0.35625,16.058645833333333
2024-07-15,10.366666666666667,1.3659375,0.9072916666666666,0.921875,0.709375,0.5395833333333333,0.5416666666666667,0.35625,15.708645833333335
2024-07-16,10.36875,1.3659375,0.9052083333333334,0.921875,0.709375,0.5395833333333333,0.5416666666666667,0.35625,15.708645833333335
2024-07-29,10.391666666666667,1.3659375,0.9020833333333333,0.921875,0.709375,0.5395833333333333,0.5364583333333334,0.3416666666666667,15.708645833333335
2024-07-30,10.403125000000001,1.3659375,0.9020833333333333,0.921875,0.709375,0.5395833333333333,0.525,0.3416666666666667,15.708645833333335
2024-07-31,10.405208333333334,1.3659375,0.9020833333333333,0.921875,0.709375,0.5395833333333333,0.525,0.3416666666666667,15.710729166666667
2024-08-02,10.408333333333333,1.3659375,0.9020833333333333,0.921875,0.709375,0.5395833333333333,0.525,0.3416666666666667,15.713854166666666
2024-08-05,10.410416666666666,1.3659375,0.9010416666666666,0.921875,0.709375,0.5395833333333333,0.525,0.3416666666666667,15.714895833333333
2024-08-06,10.410416666666666,1.7159375000000001,0.9010416666666666,0.921875,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.064895833333335
2024-08-07,10.418750000000001,1.7159375000000001,0.8979166666666667,0.921875,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.070104166666667
2024-08-13,10.426041666666666,1.7159375000000001,0.9020833333333333,0.9104166666666667,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.070104166666667
2024-08-22,10.4375,1.7128125,0.8979166666666667,0.9062499999999999,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.070104166666667
2024-09-13,10.441666666666666,1.7128125,0.8979166666666667,0.9062499999999999,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.074270833333333
2024-09-16,10.458333333333334,1.7128125,0.8999999999999999,0.9062499999999999,0.709375,0.5395833333333333,0.525,0.3416666666666667,16.093020833333334
