date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,KGI ASIA LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-04-18,75.70399338586846,15.915402432084516,0.0,0.0,2.608644511026434,2.3593405698362813,2.2284532170586915,0.0,1.1841658841256228
2024-04-19,75.6905088358633,15.931771330897648,0.0,0.0,2.6081798539352903,2.3589203192726025,2.226664701952695,0.0,1.1839549580784656
2024-04-22,75.6851374236877,15.937876419830154,0.0,0.0,2.6079947632384646,2.358752917394625,2.2265066856561346,0.0,1.183731790192909
2024-04-23,75.68250465694491,15.940800586592932,0.0,0.0,2.60790404209939,2.3586708663282367,2.226429234878424,0.0,1.1836906131560998
2024-04-24,75.65481904571301,15.971550498028527,0.0,0.0,2.606950038029798,2.3578080348862116,2.225614779086935,0.0,1.183257604255519
2024-04-25,75.63062389173166,15.97367312221859,0.0,0.0,2.6018058296417435,2.3570539847254675,2.2539639848272017,0.0,1.1828791868553366
2024-04-26,75.62957227956568,15.974980518934093,0.0,0.0,2.601769652620807,2.3570212108764803,2.2537935985875426,0.0,1.1828627394154003
2024-04-29,75.58816202255784,16.021404532696394,0.0,0.0,2.599928169212446,2.3557306462048393,2.2525595552186983,0.0,1.1822150741097825
2024-04-30,75.5830151862876,16.027122677833276,0.0,0.0,2.599751138785415,2.3555702433109422,2.252406177296687,0.0,1.1821345764860829
2024-05-02,75.5704136488807,16.026951431359258,0.0,0.0,2.599317696680158,2.355177512133673,2.252030646092636,0.0,1.196109064853569
2024-05-03,75.55655681011746,16.042349004804873,0.0,0.0,2.5988410772668424,2.3547456590648768,2.2516177063713076,0.0,1.195889742374643
2024-05-06,75.55655681011746,16.042487916379084,0.0,0.0,2.5988410772668424,2.3547456590648768,2.2514787947970976,0.0,1.195889742374643
2024-05-08,75.53819383363522,16.062892628888317,0.0,0.0,2.5982094648747793,2.3541733706893266,2.2509316040051326,0.0,1.1955990979072177
2024-05-09,75.53787911757018,16.063103460254982,0.0,0.0,2.5981986399103816,2.354163562456669,2.2510611031454717,0.0,1.195594116662309
2024-05-10,75.53714479028328,16.06336393347035,0.0,0.0,2.5981733820108954,2.354140676898298,2.251594723418249,0.0,1.1955824939189357
2024-05-13,75.52665595909627,16.075019089467457,0.0,0.0,2.597812608485842,2.3538137889252484,2.2512820746277624,0.0,1.1954164793974222
2024-05-14,75.52634133916457,16.075368694139165,0.0,0.0,2.5978017868280436,2.353803983688619,2.2512726965055148,0.0,1.1954114996740872
2024-05-16,75.51637973023135,16.08713219097857,0.0,0.0,2.5974591476239253,2.3534935267755053,2.250281574499887,0.0,1.1952538298907653
2024-05-17,75.50704965933377,16.09749965044464,0.0,0.0,2.597138230783268,2.353202751958965,2.250003551550368,0.0,1.1951061559289928
2024-05-20,73.58159054348239,15.70716395819271,0.0,2.53001734458653,2.5309101963924476,2.293195167095717,2.192627586410998,0.0,1.1644952038392071
2024-05-21,73.5793011579156,15.711409925198819,0.0,2.5299386267285757,2.530831450754691,2.2915005012087497,2.1925593659510616,0.0,1.1644589722425185
2024-05-22,73.57920162264433,15.711523947587521,0.0,2.5299352043241288,2.5308280271424657,2.2914974013543015,2.1925563999404063,0.0,1.1644573970068495
2024-05-23,73.51952897440638,15.779881805121548,0.0,2.527883429771223,2.5287755285112774,2.2896389995864967,2.190778239211421,0.0,1.1635130233916526
2024-05-24,73.51923085434632,15.780223315833672,0.0,2.5278731792599585,2.528765274382572,2.289629715151115,2.19076935565423,0.0,1.163508305372138
2024-05-27,73.50929490230857,15.842285794220537,0.0,2.527531543114222,2.45895762027302,2.289320277052136,2.2092588030845994,0.0,1.163351059946916
2024-05-29,72.33472427264444,15.592474026791312,0.0,2.48714529917001,2.4196670869574732,2.252740299473878,2.1739580903396507,1.5945285069537172,1.1447624176695244
2024-05-30,72.33443568385445,15.592810781593816,0.0,2.4871353763803725,2.4196574333809395,2.2527313118734726,2.1739494170511153,1.5945221453748621,1.1447578504909768
2024-05-31,72.30520395435066,15.62625667217224,0.0,2.486130277386038,2.4186796035144904,2.251820940046682,2.1730708824954315,1.5938777684663987,1.1449599015680645
2024-06-03,72.29069302707717,15.643189633926905,0.0,2.485631336041921,2.418194198842281,2.251369022230164,2.172634769023489,1.5935578932276033,1.144730119630471
2024-06-04,72.27609188213972,15.660227871672852,0.0,2.4851292926684407,2.417705776301209,2.2509142947400163,2.1721959441370444,1.593236029253267,1.1444989090874387
2024-06-05,72.2758998011262,15.660452013134979,0.0,2.4851226881863657,2.4176993510039377,2.2509083127079523,2.172190171306947,1.5932317950676143,1.144495867466002
2024-06-06,72.26005663327186,15.699930026821665,0.0,2.4655802574847083,2.4171693815847446,2.250414904555012,2.171714018487124,1.5928825522518268,1.1422522255430532
2024-06-07,72.26178464131782,15.697781242955141,0.0,2.4656392187244496,2.416961476941992,2.250468720386925,2.1730944932741973,1.5929206440274881,1.1413495623719894
2024-06-11,72.27359490859538,15.6848003751233,0.0,2.4660421960149734,2.417356498476319,2.2501721517428726,2.173449657859633,1.5931809865951578,1.1414032255923607
2024-06-12,71.93903140600537,16.075105970738825,0.0,2.4546265785176438,2.406166253156963,2.239755823656942,2.1633884877856078,1.5858059527143995,1.1361195274242448
2024-06-17,71.93884111235656,16.075327969478582,0.0,2.4546200855215745,2.4061598883484994,2.239749899038556,2.1633827651746538,1.585801757928966,1.136116522152612
2024-06-18,71.93788965921324,16.075115359418568,0.0,2.454587621056483,2.4061280648112597,2.239720276416774,2.1646767387160657,1.5857807843346752,1.1361014960329323
2024-06-19,71.94188593155066,16.136586169785527,0.0,2.4547239775809278,2.340128748625913,2.2398446966941354,2.1647969901970496,1.5858688771590777,1.1361646084067119
2024-06-20,71.93988773988356,16.136270237094706,0.0,2.4546557974250485,2.340063751361734,2.239782484827563,2.1647368627865604,1.5858248295234836,1.1387782970973472
2024-06-25,71.9397925906681,16.13624889492277,0.0,2.45465255084543,2.3400606563439763,2.239779522443927,2.1647339996598496,1.5858227320780591,1.1389090530378791
2024-06-26,71.92209921270658,16.156874935006268,0.0,2.45404883635332,2.3394851253874,2.23922865533389,2.1642015897728752,1.5854327036950433,1.138628941744622
2024-07-08,71.91259024086544,16.167960010720737,0.0,2.4537243814008494,2.3391758171438477,2.2389326022088767,2.163915456133827,1.5852230903063842,1.1384784012200395
2024-07-09,71.91240008707545,16.16818168233725,0.0,2.4537178931768935,2.339169631813218,2.238926681944867,2.163909734232783,1.5852188986039635,1.1384753908155738
2024-07-11,71.90897749080897,16.17693096749911,0.0,2.4536011110128992,2.339058301455187,2.233531904191838,2.163806745188217,1.5851434517508842,1.1389500280929
2024-07-12,71.91306562974005,16.205086524411538,0.0,2.4537406021108583,2.3062702498507983,2.2336588840078493,2.1639297610188275,1.5852335696594209,1.1390147792006595
2024-07-16,71.91363610468619,16.205215076793237,0.0,2.4537600672459563,2.306288545126977,2.2336766032695774,2.1639469271304796,1.585246145065953,1.1382305306816336
2024-07-19,71.91363610468619,16.205743932888343,0.0,2.4537600672459563,2.3057596890318757,2.2336766032695774,2.1639469271304796,1.585246145065953,1.1382305306816336
2024-07-25,71.90584039708287,16.21694273927095,0.0,2.4513788754003216,2.3055097360422505,2.233434464356533,2.1637123471755952,1.585074298444149,1.1381071422273294
2024-07-29,71.90584039708287,16.219322333713983,0.0,2.448999280957286,2.3055097360422505,2.233434464356533,2.1637123471755952,1.585074298444149,1.1381071422273294
2024-07-30,71.90584039708287,16.22170192815702,0.0,2.446619686514251,2.3055097360422505,2.233434464356533,2.1637123471755952,1.585074298444149,1.1381071422273294
2024-07-31,71.91981683012818,16.20555005524023,0.0,2.4470952392099297,2.305957861010725,2.233736354572271,2.1641329107985583,1.5853823914263283,1.138328357613783
2024-08-01,71.97253877640496,16.180776505292936,0.0,2.4453164180793125,2.274567700228147,2.23537382993404,2.1657193622675384,1.5865445807776495,1.1391628270154115
2024-08-02,71.98206360984395,16.182917866480782,0.0,2.4456400308347304,2.2616347332766886,2.235669658923346,2.166005973196538,1.5867545438153903,1.1393135836285817
2024-08-05,72.00102553055251,16.193931971072764,0.0,2.446284275109217,2.2291368332862103,2.236258591619591,2.166576554692238,1.5871725356363373,1.1396137080311282
2024-08-19,72.00093021954419,16.174186731701663,0.0,2.4462810368522727,2.229133882477139,2.236255631383127,2.1665736866970318,1.5871704346243913,1.1594683767201872
2024-08-20,71.99902405236658,16.17375853301342,0.0,2.4462162735137234,2.229074867936239,2.236196428299607,2.1665163283873983,1.587128415553547,1.1620851009294904
2024-08-21,72.00474285670899,16.188281349556593,0.0,2.4464105738175346,2.2279281056882887,2.23637404695504,2.166688412428116,1.5872544794411383,1.1423201754043022
2024-08-28,72.0013114650915,16.18565664272796,0.0,2.4462939899314895,2.2278219336012444,2.236267472376008,2.166585158723414,1.5871788387055497,1.1488844988428246
2024-08-30,72.00093021954419,16.192322040254087,0.0,2.4417803033429126,2.2260892686325717,2.236255631383127,2.1665736866970318,1.5871704346243913,1.1488784155216922
2024-09-03,72.16045204036662,16.0026617193306,0.0,2.447190195115837,2.2310212856546126,2.241210172512733,2.1713738438393637,1.590686893605057,1.1554038495751828
2024-09-04,72.14274565488151,16.11028130339039,0.0,2.446589715327741,2.230473848356309,2.240660235114261,2.170841042544136,1.5902965784874559,1.0681116218982054
2024-09-09,72.14025788629311,16.113174154295468,0.0,2.446505347190831,2.230396932753406,2.2405829682442575,2.1707661833173764,1.5902417387410852,1.068074789164467
2024-09-10,72.14006652658531,16.113396673024294,0.0,2.446498857575156,2.230391016388288,2.2405770248595975,2.170760425129165,1.5902375204557149,1.0680719559824747
2024-09-12,72.13652655509944,16.117513056583697,0.0,2.446378805894959,2.2302815692948696,2.2404670779304943,2.17065390415715,1.5901594862127593,1.0680195448266347
2024-09-17,72.13595253840607,16.117384803644555,0.0,2.446359339165135,2.2302638221296975,2.2404492497155095,2.1714323680012337,1.5901468327328399,1.0680110462049675
2024-09-23,72.13566553348511,16.117718544622484,0.0,2.4463496059164003,2.2302549486530268,2.240440335714416,2.1714237285953173,1.5901405060683962,1.0680067969448537
2024-09-26,72.13815298534205,16.11827433139768,0.0,2.4457708293090907,2.2303318544633837,2.24051759274715,2.171365978930017,1.5901953388328183,1.0653910889778173
2024-09-27,71.83784230256872,16.467077210275136,0.0,2.43558910053921,2.221046996807531,2.231190331926094,2.1590247289471542,1.5835753655151636,1.0646539634209953
2024-10-02,71.8351857720801,16.46646826530595,0.0,2.434442475234687,2.2209648635073855,2.2311078235300634,2.1603976569136334,1.5835168056238211,1.0679163378043552
2024-10-03,71.83224484249403,16.465794128764376,0.0,2.4343428092586885,2.220873937296135,2.2310164820664418,2.1603092103213597,1.5834519765101542,1.0719666132888175
2024-10-04,71.83651401276464,16.466772732160813,0.0,2.353130992239008,2.3013058476380888,2.2311490769652838,2.1617583252493735,1.583546085028103,1.065822927954695
2024-10-07,71.81574215732117,16.462011289773002,0.0,2.352450573687495,2.3006404145633454,2.2305039300405416,2.161133242976759,1.5830881954601261,1.0944301961775633
2024-10-08,71.71177916646286,16.544445687481353,0.0,2.3490450836077414,2.29730992668976,2.227274974205479,2.167892928650283,1.5807964613827705,1.1214557715197535
2024-10-09,71.6875833279468,16.57049514750595,0.0,2.348252506486234,2.2965348052152454,2.226523482801512,2.167293271407062,1.5802630943913085,1.1230543642458999
2024-10-10,71.68333184039835,16.358647450583163,0.0,2.576901734980309,2.2963986074432516,2.226391437105117,2.1674283196177653,1.5801693756668493,1.110731234205188
2024-10-14,71.68295395479836,16.387423205136894,0.0,2.545785731347001,2.2963865017564298,2.2263797004678483,2.1658354148654873,1.5801610456515267,1.1150744459764443
2024-10-24,71.68267054321295,16.387358414481163,0.0,2.545775666120466,2.296377422575072,2.226370898071102,2.165826851841577,1.5801547981976698,1.1154654055000064
2024-10-28,71.69504827045535,16.40336929854802,0.0,2.546215255167257,2.208327996012329,2.2267553342466506,2.1664644579349304,1.5804276497103804,1.173391737925088
2024-10-29,71.71612858740161,16.352551258988672,0.0,2.5575119848334915,2.20897730520732,2.2274100615861268,2.1681562653297894,1.580892338926306,1.188372197726672
2024-10-30,71.72558567071204,16.354707641975878,0.0,2.5578492395680166,2.2092685992693055,2.227703786344194,2.1630355764620397,1.581100808497217,1.1807486771713163
2024-10-31,71.69646584022598,16.34806780335024,0.0,2.5568107797831496,2.2083716595440004,2.2267993621275792,2.1567530019493684,1.5804588982626162,1.2262726547570573
2024-11-01,71.66699192750514,16.34134722768526,0.0,2.5557596928587953,2.2074638134907003,2.2258839405753865,2.155866375963067,1.5798091827281,1.2668778391935516
2024-11-04,71.62999493358362,16.332911255869064,0.0,2.554440320812077,2.2063242438911796,2.2247348618655844,2.1547534427554367,1.5789936302797754,1.317847310943262
2024-11-05,71.62839133629227,16.332545607200874,0.0,2.5543831339648184,2.2062748503991845,2.224685056210819,2.154705203790914,1.578958280983563,1.3200565311575676
2024-11-06,71.62150611692351,16.33097565487809,0.0,2.5541375960167914,2.206062774069543,2.2244712102155004,2.1544980845505357,1.5788065049358833,1.3295420584101432
2024-11-11,71.62518435710051,16.331814358977464,0.0,2.5542687679514886,2.2061760700495983,2.224585451591054,2.1546087323412,1.578887587139163,1.3244746748495164
2024-11-12,71.5451972108099,16.31357586875858,0.0,2.5511532249414337,2.2892111505847246,2.2221011544328753,2.1522025814123094,1.5771243705618867,1.3494344384982815
2024-11-19,71.54199767673663,16.312846318154435,0.0,2.551039136197709,2.291739391258283,2.222001781048846,2.1521063339245634,1.5770538408358095,1.3512155218437258
2024-11-25,71.54190357712544,16.312824861771528,0.0,2.5510357808008974,2.272006788514689,2.221998858436808,2.1521035032464186,1.577051766527598,1.3710748635766208
2024-11-27,71.54698531038396,16.313983587224662,0.0,2.5512169848606554,2.272168172708895,2.222156690489559,2.1522563705228177,1.5771637869801114,1.3640690968293372
2024-12-04,71.49356911793527,16.301803746479177,0.0,2.549312274314844,2.270471796937607,2.2219435117261073,2.2163703825468883,1.5759862938404219,1.3705428762196896
2024-12-05,71.53268301588838,16.310722410018546,0.0,2.5507069947264616,2.2717139646355764,2.22368518430693,2.2190296015478004,1.5768485107899084,1.314610318086399
2024-12-06,71.53296524270168,16.31078676274536,0.0,2.5507170583488006,2.271722927511928,2.223693957689346,2.219038356561965,1.5768547321269464,1.314220962313976
2024-12-09,71.53061342063612,16.31025050553744,0.0,2.5506331972556606,2.271648239036627,2.223752358116776,2.2189654002214363,1.5768028891516046,1.3173339900443388
2024-12-13,71.53061342063612,16.389156404911166,0.0,2.5506331972556606,2.271648239036627,2.223752358116776,2.2250148525067552,1.5768028891516046,1.2323786383852948
2024-12-17,71.40806266702783,16.363965729050054,0.0,2.5499392583607547,2.2677563081511782,2.223355883027479,2.2315742940645684,1.5741014110974334,1.381244449220692
2024-12-18,71.23402334910745,16.389564923702736,0.0,2.5437244182896426,2.393193766671349,2.223830413032253,2.226921176368073,1.5702649320544104,1.4184770207740884
2024-12-19,71.22823975708253,16.388234231534472,0.0,2.5435178896735753,2.3929994598537325,2.2249593962163368,2.2270022772892353,1.5701374400034065,1.4249095483467111
2024-12-20,71.22814648103618,16.388212770528263,0.0,2.5435145588416836,2.392996326131359,2.2249564825487176,2.227130314689827,1.5701353838496517,1.424907682374317
2024-12-23,71.22572138957642,16.387654804095135,0.0,2.543427960274416,2.3929148522303745,2.2255354762934565,2.2270544879980947,1.5700819257421739,1.4276091037899235
2024-12-27,71.24512674624592,16.39211959968085,0.0,2.5441209139682406,2.3935667988204727,2.2261418205867187,2.227661246144152,1.5705096925541475,1.400753181999504
2025-01-02,71.2390614365121,16.390724089740644,0.0,2.543904325381088,2.393363027353336,2.2259523025063968,2.227471598710609,1.5703759903886754,1.4091472294071528
2025-01-03,71.20809780204974,16.449058400835064,0.0,2.5424058818410833,2.3950720209026715,2.2249848055737353,2.212888085518014,1.6341045425921936,1.3333884606875095
2025-01-06,71.20819102559437,16.44907993545792,0.0,2.5424092102839926,2.395075156460429,2.2249877184583196,2.2128909825659284,1.634106681913738,1.3332592892653028
2025-01-07,71.22338972658852,16.45259083278542,0.0,2.5429518629877808,2.39558636213266,2.1783224212948986,2.2133633027848845,1.6344554662107866,1.3593400252150438
2025-01-10,71.22255036528357,16.45239694046768,0.0,2.5429218945265437,2.3955581303607265,2.1782967499591592,2.2133372184954774,1.6344362042986775,1.3605024966081765
2025-01-14,71.19197380180384,16.445333759538833,0.0,2.5418301923573123,2.438638692684063,2.177361585063895,2.212387010371558,1.633734524253552,1.3587404339269444
2025-01-15,71.18852626401801,16.444537378900556,0.0,2.5417071018575648,2.4385205993290113,2.17725614429667,2.212279873465418,1.633655409134198,1.3635172289985638
2025-01-17,71.18806040614288,16.44442976581116,0.0,2.541690468920604,2.4385046416447542,2.177241896327591,2.212265396300977,1.6336447184895457,1.3641627063624848
2025-01-23,71.18899212799037,16.444644993398413,0.0,2.5417237350122206,2.438536557222126,2.1772703924522294,2.212294350819339,1.633666099918771,1.3628717431865216
2025-01-24,71.18843309195522,16.44451585617,0.0,2.541703775252757,2.4385174077754512,2.177253294687936,2.213062262396955,1.6336532709940739,1.3628610407676087
2025-01-27,71.18955117280574,16.444774132655045,0.0,2.54174369508517,2.4385557069695603,2.177287490485059,2.2123117238941625,1.6336789290449585,1.3620971490603175
2025-02-05,71.18964434779527,16.444795656061675,0.0,2.5417470217944738,2.4148690834356907,2.1772903401833053,2.212314619433161,1.6336810672522462,1.3856578640441861
2025-02-10,71.09705568872863,16.423407691669254,0.0,2.5384412467679143,2.4169568340621423,2.207136757372551,2.209829439642552,1.6315563152501087,1.4756160265068479
2025-02-11,71.07150832351,16.417506254677683,0.0,2.5375291065254113,2.4487547875257527,2.209610309113662,2.2090353797589395,1.6309700467379082,1.4750857921506368
2025-02-12,71.0711368609386,16.417420446887284,0.0,2.537515843867714,2.4487419888561934,2.2095987603573937,2.2090238340075987,1.6309615223046758,1.4756007427805402
2025-02-18,71.07085826655823,16.41735609163312,0.0,2.537505896965421,2.448732389941821,2.209590098869416,2.209407168475196,1.6309551290382278,1.4755949585185633
2025-02-19,71.09361733758888,16.42261343314465,0.0,2.538318484267141,2.4495165492408226,2.210297677464009,2.210245394899967,1.631477410948633,1.4439137124458858
2025-02-20,71.07513028708482,16.418342927643355,0.0,2.53765842470383,2.4488795815656332,2.2097229158141936,2.2279647858496547,1.631053164631988,1.4512479127065259
2025-02-21,71.07355143706329,16.417978213558694,0.0,2.5376020536209727,2.4488251825998555,2.209673829431107,2.2275232856888114,1.631016932713542,1.4538290653237353
2025-02-24,71.02668227399728,16.407151444914845,0.0,2.535928642316162,2.51250198946181,2.2082166690537193,2.226054354560434,1.6299413652621182,1.4535232604336357
2025-02-25,71.02621853192227,16.40704432057492,0.0,2.5359120849214905,2.512485585022679,2.20820225133143,2.2266927328569133,1.629930723171475,1.4535137701988212
2025-02-27,71.00999137349127,16.40329584975559,0.0,2.5353327122895295,2.511911564576618,2.2076977496344417,2.2280117439718383,1.6295583375282134,1.4742006687524905
2025-03-05,71.06092316164701,16.343205618275398,0.0,2.537151175101719,2.5137132286128803,2.209411863162472,2.229609781374147,1.6307271353048227,1.4752580365215557
2025-03-06,71.06092316164701,16.343205618275398,0.0,2.5367592361972235,2.5137132286128803,2.209411863162472,2.2300017202786426,1.6307271353048227,1.4752580365215557
2025-03-07,71.15388307826134,16.196616046984577,0.0,2.5400777538378,2.5170015981094696,2.212302154104783,2.252541527699082,1.6328604070352484,1.4947174339676934
2025-03-10,68.44379931152028,15.504224287218001,3.868158372070373,2.4433321766587652,2.421134937334328,2.1440217829109907,2.128619616849136,1.5706686011770463,1.4760409142610762
