date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,VALUABLE CAPITAL LTD,BOCI SECURITIES LTD
2024-03-04,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-05,0.0,87.92951347536501,0.0,0.0,12.070486524634996,0.0
2024-03-06,0.0,87.91723326840383,0.0,0.0,12.082766731596163,0.0
2024-03-07,15.566312915037548,74.22888351020914,0.0,0.0,10.204803574753305,0.0
2024-03-08,12.186315482554184,58.122752454077165,0.0,0.0,7.992030323646612,21.698901739722036
2024-03-11,12.181100755153413,58.12105779790656,0.0,0.0,7.999572371298338,21.698269075641686
2024-03-12,12.180568041011687,58.118515998930974,0.0,0.0,8.00359581136568,21.69732014869166
2024-03-13,9.563943395434551,45.633520158413425,0.0,21.482340642276395,6.283885096852717,17.03631070702292
2024-03-14,9.563250139250261,45.63021234711084,0.0,21.480401956370795,6.283429600408977,17.042705956859123
2024-03-15,9.563833927249696,45.63299784053537,0.0,21.4817132261486,6.277708678300814,17.043746327765525
2024-03-18,9.563724461570743,45.632475534613995,0.0,21.481467350870833,6.278781404399,17.04355124854543
2024-03-19,8.335938279405406,39.77420105749726,0.0,18.72368727345283,18.31066476006784,14.855508629576669
2024-03-20,8.337213633823804,39.78028629965676,0.0,18.726551898464734,18.298166724316843,14.85778144373786
2024-03-21,8.336298666099097,39.77592061111351,0.0,18.72449675254492,18.307133094111347,14.856150876131121
2024-03-22,8.336492733379892,39.77684658618511,0.0,18.724932654893745,18.30523130134025,14.856496724201005
2024-03-25,8.336326389443158,39.77605289062708,0.0,18.724559023066487,18.30686141485088,14.856200282012397
2024-03-26,8.3433463252597,39.809547900932955,0.0,18.740326784115457,18.238068452252172,14.868710537439714
2024-03-27,8.341819246717117,39.802261579112006,0.0,18.73689675139269,18.253033298058558,14.865989124719631
2024-03-28,8.342929793848059,39.80756045770124,0.0,18.739391196107277,18.242150317182436,14.867968235160989
2024-04-02,8.345980270777586,39.8062356057883,0.0,18.73876752266464,18.241543192619513,14.867473408149953
2024-04-03,8.343927423273275,39.80438096125558,0.0,18.73955844276862,18.245352467036295,14.86678070566623
2024-04-05,8.337325349301397,39.78875582168995,0.0,18.73220226214238,18.280771789753825,14.860944777112442
2024-04-08,8.336632016632016,39.78544698544699,0.0,18.73064449064449,18.287567567567567,14.859708939708941
2024-04-09,8.336632016632016,39.785779625779625,0.0,18.73064449064449,18.287234927234927,14.859708939708941
2024-04-10,8.336770673940523,39.78644135453396,0.0,18.73095602421662,18.285875856563102,14.859956090745793
2024-04-11,8.339653268404316,39.79097646323128,0.0,18.729959153261753,18.280245878737077,14.859165236365572
2024-04-12,8.339625528461234,39.791176734733256,0.0,18.729896852350176,18.280185073693524,14.859115810761816
2024-04-15,8.338710213855723,39.78947018325739,0.0,18.727841154754383,18.286493497854792,14.857484950277714
2024-04-16,8.352458307556194,39.79757462066029,0.0,18.728837800262095,18.262853645718998,14.858275625802417
2024-04-17,8.354014331432676,39.82062422238338,0.0,18.732326895055856,18.231990898143035,14.861043652985051
2024-04-18,8.356822197892159,39.835339454304034,0.0,18.738623014539247,18.20317673720536,14.866038596059195
2024-04-19,8.35960412387607,39.848600352200584,0.0,18.744860967319912,18.175947163253962,14.870987393349466
2024-04-22,8.359214542743109,39.84674329501915,0.0,18.743987403923292,18.17976039492562,14.870294363388826
2024-04-23,8.354764764398428,39.82619747081388,0.0,18.734009601724715,18.222649557009824,14.862378606053145
2024-04-24,8.35370863813126,39.825154935480974,0.0,18.731641434554522,18.228995139866072,14.860499851967173
2024-04-25,8.353152889441803,39.825499203337,0.0,18.73039527124795,18.231441411174572,14.859511224798672
2024-04-26,8.352847259180415,39.82404204364023,0.0,18.729709952102183,18.234433209153806,14.858967535923364
2024-04-29,8.353764217067466,39.83340374641974,0.0,18.731766060005256,18.220467254588215,14.860598721919317
2024-04-30,8.354069914436653,39.83253270169929,0.0,18.732451529627806,18.219803324062863,14.861142530173389
2024-05-02,8.355459729958142,39.83217211342024,0.0,18.735567933028555,18.213185336021773,14.863614887571286
2024-05-03,8.355265127947483,39.83091168612524,0.0,18.73513157413168,18.2154229037807,14.863268708014893
2024-05-07,8.35612700567679,39.82171022420988,0.0,18.737064175002164,18.22029668377024,14.864801911340933
2024-05-08,8.35609920039398,39.82157771618146,0.0,18.737001826815252,18.220568808377397,14.864752448231917
2024-05-09,8.349916474213494,39.8218338402561,0.0,18.73806180242657,18.224594517247574,14.865593365856256
2024-05-10,8.351500587454112,39.82373048337654,0.0,18.7416167136519,18.214738607883536,14.868413607633906
2024-05-13,8.34761085735007,39.801523009824045,0.0,18.73288776369062,18.223221741314553,14.894756627820712
2024-05-14,8.350305498981669,39.814371098065834,0.0,18.73893481357241,18.19682387551083,14.899564713869253
2024-05-17,8.348277410876182,39.8047011461747,0.0,18.73438357759553,18.216691896927454,14.89594596842613
2024-05-20,8.348249635687337,39.8045687136935,0.0,18.73432124724686,18.21696399459686,14.895896408775444
2024-05-21,8.35219556360344,39.82338295209437,0.0,18.74317631081405,18.178307991372193,14.902937182115943
2024-05-22,8.352056559120458,39.820723032729866,0.0,18.742864370616687,18.181666883023944,14.902689154509051
2024-05-23,8.352251166692186,39.82165087776527,0.0,18.743301089800347,18.179760470271816,14.90303639547037
2024-05-24,8.353224340600624,39.82629075159711,0.0,18.745484991028242,18.17022707374154,14.904772843032488
2024-05-27,8.35289065542828,39.8246998159115,0.0,18.744736167563808,18.173495917096925,14.904177443999481
2024-05-29,8.353919603678229,39.82960560923153,0.0,18.747045232086617,18.163416144518948,14.90601341048468
2024-05-30,8.353279957388018,39.82655591990279,0.0,18.745609800755698,18.16968224112389,14.904872080829602
2024-06-12,8.352028758779083,39.820590486968676,0.0,18.74280198382319,18.181939220450687,14.902639549978364
2024-06-13,8.35544958991965,39.836900238755675,0.0,18.75047867682072,18.148428108568897,14.908743385935061
2024-06-14,8.352974074222026,39.82509753791661,0.0,18.744923367821144,18.172678730742085,14.904326289298126
2024-06-17,8.352918461507732,39.824832389030554,0.0,18.744798567234135,18.17322352345888,14.9042270587687
2024-06-18,8.352862849533954,39.824567243675105,0.0,18.74467376830892,18.17376830892144,14.904127829560586
2024-06-19,8.352668213457076,39.82363926273356,0.0,18.744236985156803,18.175675000915426,14.903780537737138
2024-06-27,8.352640409043701,39.82383957817369,0.0,18.74417458922532,18.175614497616575,14.90373092594072
2024-07-02,8.352668213457076,39.82397214445735,0.0,18.744236985156803,18.17534211919163,14.903780537737138
2024-07-03,8.351055863411712,39.816284758624136,0.0,18.74061870766978,18.191137070873477,14.900903599420898
2024-07-05,8.352974074222026,39.825430431829986,0.0,18.744923367821144,18.17234583682872,14.904326289298126
2024-07-08,8.352612604815434,39.82370701277259,0.0,18.744112193709242,18.175886874228137,14.903681314474598
2024-07-09,8.351861960617237,39.82012808052297,0.0,18.742427671783673,18.183240357347323,14.902341929728793
2024-07-10,8.353669295637728,39.82841219691648,0.0,18.74648351538597,18.165868209647403,14.905566782412416
2024-07-11,8.353724918350428,39.828677393472695,0.0,18.74660833841042,18.165323318984317,14.90566603078214
2024-07-12,8.353391193184656,39.82708626710744,0.0,18.745859425196667,18.16859255412293,14.905070560388307
2024-07-15,8.352862849533954,39.824567243675105,0.0,18.74467376830892,18.17376830892144,14.904127829560586
2024-07-17,8.35289065542828,39.8246998159115,0.0,18.744736167563808,18.173495917096925,14.904177443999481
2024-07-18,8.349839707845494,39.826025586822425,0.0,18.74536018296276,18.174100915812495,14.904673606556832
2024-07-19,8.349005888442475,39.822048538874036,0.0,18.74348826139492,18.182272093309678,14.90318521797889
2024-07-22,74.13464230874347,11.237880285738491,0.0,5.2894586026401464,5.132303188013409,4.205715614864491
2024-07-23,74.1342941137127,11.237733567897163,0.0,5.289433759150739,5.132842697748401,4.205695861491003
2024-07-25,74.13426981651926,11.237744124167588,0.0,5.2894387278299515,5.132847519332331,4.205699812150857
2024-07-26,74.13770656605759,11.238250848471875,0.0,5.289677235410282,5.128475897507566,4.205889452552685
2024-07-29,74.15174150362459,11.23215207964368,0.0,5.286806635788551,5.125692778554128,4.203607002389051
2024-07-30,74.15646555421117,11.231445557023791,0.0,5.286474086117868,5.122272214718621,4.2033425879285575
2024-07-31,74.15644129142841,11.231456101484115,0.0,5.286479049238239,5.122277023680732,4.203346534168507
2024-08-01,74.15547819395336,11.231466645964236,0.0,5.2864840123679295,5.123220667298619,4.203350480415865
2024-08-02,74.15540857428654,11.231456101484115,0.0,5.286479049238239,5.123309740822603,4.203346534168507
2024-08-08,74.15575667392783,11.231508824082713,0.0,5.286503864979884,5.123333790616372,4.202896846393196
2024-08-19,74.1607000415503,11.232163648328886,0.0,5.286856273656086,5.117103016756297,4.203177019708431
2024-08-23,74.16063041207825,11.232153102451832,0.0,5.286851309827388,5.117192102296476,4.203173073346049
2024-08-26,74.1607000415503,11.232163648328886,0.0,5.286856273656086,5.117103016756297,4.203177019708431
