date,CMB INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,CHINA MERCHANTS SECURITIES (HK) CO LTD,ORIENT SECURITIES (HONG KONG) LTD,USMART SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-04,0.0,0.0,81.50780638670491,0.0,11.018370160599172,7.473823452695905,0.0,0.0
2024-03-05,0.0,0.0,81.5068748369788,0.0,11.019301710325296,7.473823452695905,0.0,0.0
2024-03-08,0.0,0.0,80.09813614559303,0.0,10.830678530887253,7.3446482844483505,0.0,1.7265370390713686
2024-03-11,0.0,0.0,80.09740289462361,0.0,10.832410263921565,7.344581048545823,0.0,1.7256057929089959
2024-03-14,0.0,0.0,80.11415086573554,0.0,10.823294825709556,7.3384006073411445,0.0,1.7241537012137678
2024-03-15,0.0,0.0,80.113418092015,0.0,10.82411049117351,7.338333485777006,0.0,1.7241379310344827
2024-03-18,0.0,0.0,80.113418092015,0.0,10.826854477270649,7.335589499679868,0.0,1.7241379310344827
2024-03-20,0.0,0.0,80.11195258478762,0.0,10.828485713240406,7.335455310430615,0.0,1.7241063915413604
2024-03-21,0.0,0.0,80.11121985128004,0.0,10.829301308845455,7.335388217647005,0.0,1.7240906222275068
2024-03-25,0.0,0.0,80.1095725026067,0.0,10.831031518100499,7.335321126090695,0.0,1.7240748532021146
2024-03-28,0.0,0.0,80.10883980427128,0.0,10.831847075501898,7.33525403576165,0.0,1.7240590844651758
2024-04-02,0.0,0.0,80.10883980427128,0.0,10.833676315909818,7.3334247953537295,0.0,1.7240590844651758
2024-04-03,0.0,0.0,80.10480780662685,0.0,10.839285550972628,7.331973697447482,0.0,1.7239329449530376
2024-04-05,0.0,0.0,80.10297870005397,0.0,10.841114657545523,7.331973697447482,0.0,1.7239329449530376
2024-04-08,0.0,0.0,80.10224612232952,0.0,10.841930055604331,7.331906643254317,0.0,1.723917178811823
2024-04-10,0.0,0.0,80.10041703248464,0.0,10.843759145449225,7.331906643254317,0.0,1.723917178811823
2024-04-11,0.0,0.0,80.09785541177008,0.0,10.846403584983308,7.331839590287621,0.0,1.723901412958983
2024-04-16,0.0,0.0,80.09694087521149,0.0,10.847318121541909,7.331839590287621,0.0,1.723901412958983
2024-04-25,0.0,0.0,80.08998463676933,0.0,10.854854049308654,7.331370253859097,0.0,1.723791060062916
2024-04-30,0.0,0.0,9.692985368661045,0.0,1.3146069902826658,0.887287779179671,0.0,0.2086238572725059
2024-05-03,0.0,0.0,80.08339353151489,0.0,10.862190360366126,7.330766909592999,0.0,1.7236491985259828
2024-05-06,0.0,0.0,80.08192898878048,0.0,10.863820487733511,7.330632846575168,0.0,1.7236176769108384
2024-05-07,0.0,0.0,80.07570701021312,0.0,10.8705391838638,7.33023068694054,0.0,1.723523118982527
2024-05-13,0.0,0.0,77.56958437589955,0.0,10.538296317619185,7.09904563672195,3.1234915081596952,1.6695821615996105
2024-05-17,0.0,0.0,77.56958437589955,0.0,10.540067757578441,7.09904563672195,3.1217200682004385,1.6695821615996105
2024-05-21,0.0,0.0,77.56869865591993,0.0,10.54095347755807,7.09904563672195,3.1217200682004385,1.6695821615996105
2024-05-22,0.0,0.0,77.56663758630005,0.0,10.543330484343102,7.0988570087373954,3.1216371213094134,1.6695377993100426
2024-05-29,0.0,0.0,77.56663758630005,0.0,10.55041605590516,7.097971312292138,3.1154372461926125,1.6695377993100426
2024-06-04,0.0,0.0,77.5657518898548,0.0,10.551301752350417,7.097971312292138,3.1154372461926125,1.6695377993100426
2024-06-06,0.0,0.0,77.5657518898548,0.0,10.553073145240932,7.097971312292138,3.113665853302098,1.6695377993100426
2024-06-17,0.0,0.0,77.56063645582849,0.0,10.558293809479526,7.097908446369342,3.1136382759185697,1.669523012404069
2024-06-19,0.0,0.0,77.55975076722775,0.0,10.55917949808027,7.097908446369342,3.1136382759185697,1.669523012404069
2024-06-20,79.11718523149082,0.0,16.196681653661706,0.0,2.205141198947273,1.4821774359107143,0.650186520581996,0.34862795940749897
2024-06-21,79.11689258044768,0.0,16.19532710798919,0.0,2.206797572744607,1.4821719534005435,0.6501841155702034,0.34862666984776947
2024-06-26,79.09114776406116,0.0,16.222412451074106,0.0,2.206264363459544,1.4816896512833977,0.6499725441835269,0.3485132259382586
2024-06-27,79.09100153456468,0.0,16.222382457891914,0.0,2.2064451716678684,1.4816869118272413,0.6499713424667666,0.3485125815815261
2024-06-28,79.08793084003986,0.0,16.224895588944907,0.0,2.2070990273456204,1.4816293855878542,0.6499461074412405,0.3484990506405172
