date,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,CLSA LTD,CITIBANK N.A.
2024-03-01,0.0,82.24293517430394,0.0,11.276325040111974,0.0,2.301283411610654,0.0,0.0,4.179456373973422
2024-03-04,0.0,59.11160889413072,28.065326835802058,8.107281178571164,0.0,1.651720215144872,0.0,0.0,3.0640628763511932
2024-03-05,0.0,59.08991040282794,28.05313024717455,8.113471624705308,0.0,1.648432057384904,0.0,0.0,3.0950556679073027
2024-03-06,0.0,59.02305612093114,28.02610717914002,8.219979307334476,0.0,1.703093857837551,0.0,0.0,3.0277635347568173
2024-03-07,0.0,58.9745673738836,28.003083111749266,8.249380696261506,0.0,1.7073884129609844,0.0,0.0,3.0655804051446456
2024-03-08,0.0,58.91749713159437,27.966038852592746,8.294257351434142,0.0,1.724671591377743,0.0,0.0,3.097535073001002
2024-03-11,0.0,58.87509880522324,27.95524094050349,8.343464546050445,0.0,1.7552375691709907,0.0,0.0,3.0709581390518434
2024-03-12,0.0,58.967712779596404,27.998864470498535,8.389748311110292,0.0,1.7522980125249517,0.0,0.0,2.891376426269817
2024-03-13,0.0,58.95912216278679,28.02727314117222,8.406045558309373,0.0,1.7497353442686812,0.0,0.0,2.857823793462936
2024-03-14,0.0,58.96675334071004,28.032428471999495,8.441587738961541,0.0,1.7177666462903645,0.0,0.0,2.8414638020385565
2024-03-15,0.0,58.975112651075236,28.033419488672518,8.536404392811525,0.0,1.7347537263281247,0.0,0.0,2.720309741112599
2024-03-18,0.0,58.963282906296946,28.03405342139847,8.554236750990963,0.0,1.747413948217163,0.0,0.0,2.7010129730964563
2024-03-19,0.0,59.57710417487627,28.325677865296665,9.161790316695068,0.0,1.7688519428955347,0.0,0.0,1.166575700236461
2024-03-20,0.0,59.558310093508794,28.315669385017483,9.12292122112867,0.0,1.764331901953843,0.0,0.0,1.2387673983912073
2024-03-21,0.0,59.539161933876464,28.306301362971265,9.146296130508475,0.0,1.7726481938562566,0.0,0.0,1.2355923787875365
2024-03-22,0.0,59.529325625230314,28.300537973157297,9.156236338914098,0.0,1.7761184359703621,0.0,0.0,1.23778162672793
2024-03-25,0.0,16.310961985272478,7.753491275461438,2.5060989664932127,0.0,0.4835103307584067,0.0,0.0,0.3504238773998415
2024-03-26,0.0,59.54977223733826,28.30737739739739,9.173366015430366,0.0,1.7603432943033328,0.0,0.0,1.2091410555306457
2024-03-27,0.0,53.258935889066215,25.318773978427732,8.204262852606448,0.0,1.586911089505304,0.0,10.58061440495173,1.0505017854425702
2024-03-28,0.0,53.10678083178482,25.245654724444105,5.750857407401966,0.0,1.5895776730173676,0.0,13.30652096239517,1.0006084009565785
2024-04-02,0.0,16.31011541541662,7.753491275461438,1.7747556490609644,0.0,0.48642464748719033,0.0,4.086722856459707,0.30476277771248983
2024-04-03,0.0,16.309742924680048,7.749893353574051,1.8205157127644658,0.0,0.48584051428664976,0.0,4.086722856459707,0.29869067076437855
2024-04-05,0.0,52.994997024930214,25.181609367655938,6.143443888857851,0.0,1.633924119394608,0.0,13.306433233924109,0.739592365237288
2024-04-08,0.0,16.31075559154162,7.749893353574051,1.8717434325389974,0.0,0.5148186004525936,0.0,4.103654253576822,0.26728462225184024
2024-04-09,0.0,16.310907974115676,7.749893353574051,1.8774154505732312,0.0,0.5223022779783589,0.0,4.103654253576822,0.25431356357740337
2024-04-10,0.0,16.31175454397153,7.749893353574051,1.8712862848168352,0.0,0.5245372223978182,0.0,4.111696667207452,0.24386689155614286
2024-04-11,0.0,16.311492107316216,7.749893353574051,1.961521403839634,0.0,0.5271107947596199,0.0,4.029156106261513,0.2445018189480347
2024-04-12,0.0,16.31059474326901,7.749893353574051,1.9864628756188865,0.0,0.5224377291552958,0.0,4.033846103262953,0.24497589806731396
2024-04-15,0.0,16.310651463449354,7.7496393826172945,1.9805707494221299,0.0,0.5189583270477285,0.0,4.0462568173498,0.24160908975057546
2024-04-16,0.0,16.32821609481865,7.7496393826172945,1.9999799718503501,0.0,0.5266451813388991,0.0,4.058955365187637,0.22348411379368846
2024-04-17,0.0,16.30993441878144,7.7496393826172945,2.0070921745233656,0.0,0.5297774898055656,0.0,4.067437995143312,0.22347988094440918
2024-04-18,0.0,16.317248782336037,7.7496393826172945,2.0051677519270346,0.0,0.5339764762906103,0.0,4.075937556496104,0.23207341155120137
2024-04-19,0.0,16.32633247688937,7.7496393826172945,2.009688434957304,0.0,0.5329944552578176,0.0,4.082879429314121,0.23322474655516523
2024-04-22,0.0,16.337244846988337,7.7496393826172945,2.012524443974421,0.0,0.5340103390848445,0.0,4.10149550044439,0.1900419801208314
2024-04-23,0.0,16.335331514457117,7.7496393826172945,2.002517988278206,0.0,0.5382601197612407,0.0,4.126892596120064,0.22456272844703432
2024-04-24,0.0,16.33712624255153,7.7496393826172945,1.989072003914634,0.0,0.5316060806942141,0.0,3.6719967497745114,0.18046922216177083
2024-04-25,0.0,16.336220412805766,7.7496393826172945,1.9863291175816609,0.0,0.5323171993731329,0.0,3.6937535950700053,0.15664302151062298
2024-04-26,0.0,53.6460675849222,25.44657394654337,6.497401541078493,0.0,1.7485463564692434,0.0,12.156539468527058,0.5048711024596411
2024-04-29,0.0,53.65490691706495,25.449184369374482,6.464179063589888,0.0,1.7474468995773338,0.0,12.182362327760082,0.5019204226332614
2024-04-30,0.0,16.41626123229183,7.794941148095626,2.001639972152076,0.0,0.5266109757922086,0.0,3.7273169201106895,0.15465646734630673
2024-05-02,0.0,53.567621764085295,25.41786298458758,6.61846976834634,0.0,1.789072967481128,0.0,12.162386663244874,0.4445858522547849
2024-05-03,0.0,53.53481708869883,25.389147870844397,6.639027192726703,0.0,1.817908617964974,0.0,12.154951044301173,0.4641481854639202
2024-05-06,0.0,53.48081794984504,25.3591694797866,6.741243874424277,0.0,1.7027478347266791,0.0,12.140174584145953,0.5758462770714453
2024-05-07,0.0,53.41512704542255,25.29175100447404,6.736787770516772,0.0,1.723292891145697,0.0,12.126446455729969,0.7065948327109717
2024-05-08,0.0,16.418158046727996,7.7736764122641935,2.0754353251436672,0.0,0.5241867959074253,0.0,3.7273169201106895,0.315897602672288
2024-05-09,0.0,16.418188412770764,7.7736764122641935,2.0507679764023763,0.0,0.5199933900014669,0.0,3.7273169201106895,0.3623114611000075
2024-05-10,0.0,16.405463594849234,7.7736764122641935,2.017632839735123,0.0,0.531978195116062,0.0,3.735822814443263,0.3798655855877977
2024-05-13,0.0,53.22871035948937,25.22231941062843,6.510508622107077,0.0,1.7277019967723133,0.0,12.148776159776228,1.1619834512265856
2024-05-14,0.0,53.44068168592012,25.322448605391944,6.399498489861284,0.0,1.7122838134076102,0.0,12.224712777061688,0.9003746283573465
2024-05-16,0.0,53.479414522856274,25.337228674003036,6.366768055809324,0.0,1.6692578478050581,0.0,12.231848030702103,0.9154828688241977
2024-05-17,0.0,53.42183831869034,25.314331725372625,6.372267373674384,0.0,1.6398567298258198,0.0,12.220794256841613,1.030911595595226
2024-05-20,0.0,53.37619726008126,25.28728735968606,6.327091129432323,0.0,1.6192567695200741,0.0,12.210410374749566,1.1797571065307106
2024-05-21,0.0,53.40669486525904,25.30173577949677,6.241414625461493,0.0,1.4174837281705317,0.0,12.217387047757075,1.4152839538550817
2024-05-22,0.0,53.38472574971684,25.285278857054177,6.2867953679740465,0.0,1.40758741668233,0.0,12.213450569437143,1.422162039135455
