date,ZHESHANG INTERNATIONAL FINANCIAL,WANHAI SECURITIES (HK) LTD,MOUETTE SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,GLORY SUN SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CMBC SECURITIES CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,36.82274447718701,6.960352251270292,0.0,1.5826116190379051,0.0,0.0,0.0,9.081061653052792,54.44677000054799
2024-03-04,0.0,0.0,36.307057030660275,7.531789692016126,0.0,1.6421627492264952,2.4252514530634146,0.3610445648348676,0.0,9.086129834345439,57.353435324146616
2024-03-05,0.0,0.0,36.201892268837874,7.5672669610646475,0.0,1.6193559334095882,2.4252514530634146,0.36357865548119056,0.0,9.245777545063786,57.423122816920504
2024-03-06,0.0,0.0,36.14487522929561,7.565999915741487,0.0,1.6294922959948805,2.4252514530634146,0.36357865548119056,0.0,9.302794584606055,57.43199213418263
2024-03-07,0.0,0.0,35.93264513766606,7.565999915741487,0.0,1.5952820722695198,2.4252514530634146,0.36357865548119056,0.0,9.515658198897185,57.398415433118856
2024-03-08,0.0,0.0,35.90096900458702,7.565999915741487,0.10512252697829857,1.6383616132570107,2.4252514530634146,0.367379791450675,0.0,9.515658198897185,57.5187425039751
2024-03-11,0.0,0.0,35.89716786861754,7.5672669610646475,0.10892366294778305,1.687776380860309,2.4252514530634146,0.37485535885732785,0.0,9.515658198897185,57.576899884308204
2024-03-12,0.0,0.0,35.89716786861754,7.572335142357294,0.10892366294778305,1.692844562152955,2.4252514530634146,0.3697871775646819,0.0,9.515658198897185,57.581968065600854
2024-03-13,0.0,0.0,35.89716786861754,7.572335142357294,0.10892366294778305,1.7270547858783152,2.4252514530634146,0.3697871775646819,0.0,9.515658198897185,57.616178289326214
2024-03-14,0.0,0.0,35.89716786861754,7.568534006387809,0.10892366294778305,1.7637991002499984,2.4252514530634146,0.3697871775646819,0.0,9.509322972281376,57.642786241112596
2024-03-15,0.0,0.0,35.89716786861754,7.572335142357294,0.10892366294778305,1.7561968283110296,2.4252514530634146,0.3697871775646819,0.0,9.520726380189831,57.65038851305157
