date,GET NICE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,ZHONGTAI INTERNATIONAL SECURITIES LTD,QUAM SECURITIES LTD,DBS BANK LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,SOOCHOW SECURITIES INTERNATIONAL
2024-04-03,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-26,74.50890316833954,5.343732242461345,4.558635887332177,5.614515560115478,6.389694682584586,0.0,1.452598436887151,2.1319200222797154,0.0,0.0
2024-06-27,74.58037547620616,5.293396601522736,4.539000707593672,5.619310279082866,6.395151393847093,0.0,1.4390248891287145,2.1337406526187594,0.0,0.0
2024-06-28,74.598592271306,5.277832929011016,4.540958313156351,5.621733806588017,6.397909530439103,0.0,1.428312245301183,2.13466090419834,0.0,0.0
2024-07-02,74.60920697203812,5.275219555864735,4.545198341953246,5.622665145776028,6.377171087434588,0.0,1.4355243485707723,2.135014548362506,0.0,0.0
2024-07-03,73.57335424464415,5.198540611523227,4.494991554343157,5.544601683331535,6.274875016605808,0.0,1.3803409498034906,2.1053726216794364,0.0,1.4279233180691984
2024-07-04,73.63214794839236,5.178116279062498,4.498163028486696,5.548513717572826,6.257791406977958,0.0,1.349478736985074,2.106858082720118,0.0,1.4289307998024703
2024-07-05,73.78866032403207,5.395645493427078,4.467563319572197,5.5547261487642485,5.903388831110672,0.0,1.3464214702314796,2.111509136624199,0.0,1.4320852762380647
2024-07-08,73.88829598553069,5.428709250991428,4.568473978346313,5.562096604173982,5.662539842272413,0.0,1.3415880010275751,2.1143108560108868,0.0,1.4339854816467144
2024-07-09,73.95983160665998,5.438502816460289,4.752754494568919,5.568587891708609,5.372629254526407,0.0,1.3552565319418457,2.116778378724111,0.0,1.4356590254098454
2024-07-10,74.00877222226981,5.447583919007882,4.732910052291913,5.571686604217826,5.332082189476531,0.0,1.3525508090190501,2.1179562873373805,0.0,1.4364579163796065
2024-07-11,73.64095317148967,5.455606831783282,4.7401641999299295,5.550807472404827,5.312100942364113,0.40489673307881735,1.3543761252411546,2.1100195364684406,0.0,1.431074987239764
2024-07-12,73.6777774415043,5.453161969550133,4.697702321639449,5.553583162076946,5.314757266474844,0.40509920230259583,1.3550533830710623,2.111074654929036,0.0,1.4317905984516204
2024-07-15,73.73503517629747,5.434775512498771,4.646831801373569,5.557703953301648,5.318700847486589,0.4053997882827215,1.3560588406156784,2.112641084684176,0.0,1.4328529954593758
2024-07-16,73.73066215173318,5.416793337313132,4.629080702596875,5.556074072571117,5.317141058031156,0.44754557807933604,1.3582487892872874,2.1120215207377355,0.0,1.432432789650177
2024-07-17,73.73756572463131,5.390196436181142,4.629622454230198,5.556724312304891,5.317763334901633,0.46485086380323726,1.358407748170774,2.112268695324221,0.0,1.4326004304525901
2024-07-18,73.61852221654898,5.386073594943975,4.62312182696653,5.545476169801087,5.310296463108447,0.6115033889207123,1.3556389225364271,2.118778554944844,0.0,1.4305888622290013
2024-07-19,73.5583999292503,5.383628421733947,4.623241305504918,5.545619485381388,5.31043370077675,0.6735440541673915,1.355673957251736,2.1188333120060654,0.0,1.4306258339274966
2024-07-22,73.31232388283993,5.296870488556492,4.959503643935254,5.527002911458093,5.292606642534498,0.8077947332281361,1.3522104921099767,2.0258639640986553,0.0,1.4258232412389624
2024-07-23,73.24788461013932,5.26350666593036,4.896241449183297,5.5796181071092334,5.287954604450419,0.9640639115127265,1.312077372985659,2.024083292125339,0.0,1.424569986563638
2024-07-24,73.23406401160551,5.255652349932246,4.808695164855828,5.671191315481415,5.286956859627587,0.9921843937731198,1.3032533267716018,2.023701382903955,0.0,1.4243011950487374
2024-07-25,73.15374941836228,5.249929827397469,4.811527436483911,5.711758800699824,5.276894679457364,1.08103372721651,1.2736657995503184,2.019849857637879,0.0,1.4215904531944425
2024-07-26,73.13839119734443,5.234889231519794,4.803445763136944,5.708580778769811,5.275539895922261,1.0807561839295037,1.2750503920471157,2.062121081543174,0.0,1.4212254757869636
2024-07-29,72.56602783229881,5.202118144073992,4.759424710839703,6.445037589754874,5.236521890010453,1.0727628880762432,1.2605232932611024,2.046869589916183,0.0,1.4107140617686313
2024-07-30,72.34867013210372,5.083957906166088,4.901661131769472,6.205970769118961,5.223343835342155,1.4996588753387121,1.2548091165939614,2.074764327305679,0.0,1.407163906261254
2024-07-31,61.449613891495616,4.317450461967466,4.174418415392945,5.367888642362438,4.4499126290973905,1.6970037395927888,1.0646757857493991,1.7646622772257068,0.0,1.1988022682546218
2024-08-01,71.81241041936832,5.003891275983799,5.066528131912634,6.277326836460049,5.203825531343704,1.9845134327210232,1.185963866501616,2.0636348121488646,0.0,1.4019056935599918
2024-08-02,71.61337464716958,5.009382648088171,5.088909522898558,6.265197691129676,5.204268517205076,2.041246069089258,1.311855740635463,2.0637401302506833,0.0,1.4020250335335331
2024-08-05,71.50781171637094,5.055454280938716,5.11393948503675,6.251797443687934,5.209986501574044,2.106875950710746,1.2845615853844021,2.0660075831631097,0.0,1.4035654531333568
2024-08-06,71.38642751543115,5.077550054912834,5.120020615085824,6.2404307946279385,5.215319927165894,2.170792722361279,1.316333557234169,2.068122540219844,0.0,1.4050022729610694
2024-08-07,71.07403284176617,5.11728450224775,5.136964277678099,6.234891738674787,5.22912274328175,2.4149007189719662,1.327451748748061,2.073596013664689,0.0,1.3917554149667304
2024-08-08,71.16414990583729,4.991980706798316,5.116703120258865,6.219309837128945,5.223160591512681,2.471458222889232,1.3352585011717393,2.0924142118707554,0.0,1.38556490253217
2024-08-09,71.14217109173188,5.029214299863629,5.165774600831519,6.214814821764568,5.222231385307347,2.471018547662576,1.2884278023701272,2.081029041507031,0.0,1.3853184089613197
2024-08-12,70.97784023939462,5.034605862269683,5.274048392374729,6.224622933856018,5.230473019573779,2.4749182659310356,1.3150672480857923,2.080919344261007,0.0,1.387504694253338
2024-08-13,70.82075475714394,5.201202464223153,5.320978296315005,6.189483821993912,5.217436035738593,2.4683491034406133,1.3276551008118225,2.070318572466207,0.0,1.3838218478667546
2024-08-14,70.72873300794745,5.218282404671366,5.3813532004767035,6.202878162139226,5.220978513012389,2.470425722402591,1.3203026050739606,2.0720603288486115,0.0,1.3849860554277005
2024-08-15,70.71034086518415,5.238689948263627,5.383176902442929,6.204980273017126,5.222747865148381,2.471262931944414,1.3139721897307357,2.0727625352184744,0.0,1.3820664890501622
2024-08-16,70.47040468765324,5.3099733284876685,5.527935470740728,6.216025703287898,5.232044832234188,2.475662005139576,1.3205548809670193,2.062872398157999,0.0,1.3845266933316744
2024-08-19,70.4324863162834,5.2572478994396095,5.5233787219055905,6.230992139978506,5.244642120514807,2.4816227009982925,1.4011557240443242,2.040614133725956,0.0,1.387860243109508
2024-08-20,70.37142117689608,5.313596032513825,5.487359538025413,6.244220217579536,5.259186587075022,2.4868910590587467,1.4015725362786577,2.044946253155459,0.0,1.3908065994172694
