date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CHINA CONSTRUCTION BANK (ASIA),TOTAL_CCASS_PCT
2024-03-05,23.77825783391326,0.0,0.0,0.0,0.0,23.77825783391326
2024-03-07,23.79027149081317,0.0,4.459110627102566,0.0,0.0,28.249382117915733
2024-03-08,23.79027149081317,0.0,4.4579843467682,0.0,0.0,28.248255837581365
2024-03-11,23.79064691759129,0.0,4.4576089199900775,0.0,0.0,28.248255837581365
2024-03-12,23.79064691759129,0.0,4.454230078986979,0.0,0.0,28.244876996578267
2024-03-13,23.79665374604124,0.0,4.462864894883787,3.1676425103624832,0.0,31.427161151287514
2024-03-14,23.79665374604124,9.308356314927128,4.45610721287759,3.1676425103624832,0.0,40.72875978420844
2024-03-15,23.825186181178523,9.302349486477175,4.449724957649513,3.1676425103624832,0.0,40.74490313566769
2024-03-18,23.800408013822462,9.307230034592761,4.473752271449329,3.1676425103624832,0.0,40.74903283022704
2024-03-20,23.800408013822462,9.307230034592761,4.475629405339939,3.1676425103624832,0.0,40.750909964117646
2024-03-21,23.800408013822462,9.307230034592761,4.474127698227451,3.1676425103624832,0.0,40.74940825700516
2024-03-26,23.777882407135138,9.307230034592761,4.498530438805388,3.1676425103624832,0.0,40.75128539089577
2024-04-03,23.777882407135138,9.29446552413661,4.498530438805388,3.1676425103624832,0.0,40.738520880439616
2024-04-05,23.777882407135138,9.29446552413661,4.501158426252243,3.1676425103624832,0.0,40.74114886788647
2024-04-08,23.777882407135138,9.285079854683557,4.51129494926154,3.1676425103624832,0.0,40.741899721442714
2024-04-09,23.777882407135138,9.285079854683557,4.511670376039662,3.1676425103624832,0.0,40.74227514822084
2024-04-11,23.777882407135138,9.285079854683557,4.516926350933372,3.1676425103624832,0.0,40.74753112311455
2024-04-12,23.777882407135138,9.285079854683557,4.530066288167646,3.1676425103624832,0.0,40.76067106034883
2024-04-15,23.777882407135138,9.285079854683557,4.527062873942669,3.1676425103624832,0.0,40.75766764612385
2024-05-13,23.777882407135138,9.28545528146168,4.526687447164547,3.1676425103624832,0.0,40.75766764612385
2024-05-14,23.777882407135138,9.2858307082398,4.526687447164547,3.1676425103624832,0.0,40.75804307290197
2024-05-16,23.777882407135138,9.2858307082398,4.513547509930273,3.1676425103624832,0.0,40.74490313566769
2024-05-17,23.777882407135138,9.2858307082398,4.5049126940334645,3.1676425103624832,0.0,40.736268319770886
2024-05-22,23.777882407135138,9.286206135017922,4.482011660568015,3.1676425103624832,0.0,40.713742713083555
2024-06-05,23.777882407135138,9.286206135017922,4.469622576889985,3.1676425103624832,0.0,40.70135362940553
2024-06-07,23.777882407135138,9.286206135017922,4.474127698227451,3.1676425103624832,0.0,40.70585875074299
2024-06-13,23.777882407135138,9.286206135017922,4.47225056433684,3.1676425103624832,0.0,40.70398161685238
2024-07-02,23.777882407135138,9.286206135017922,4.474127698227451,3.1676425103624832,2.5585334929022285,43.26439224364522
2024-07-22,23.777882407135138,9.558390549156458,4.474127698227451,3.1676425103624832,2.5585334929022285,43.536576657783755
2024-08-07,23.777882407135138,9.558390549156458,4.474503125005573,3.1676425103624832,2.5585334929022285,43.53695208456188
2024-08-09,23.777882407135138,9.558390549156458,4.468496296555618,3.1676425103624832,2.5585334929022285,43.53094525611193
2024-08-12,23.777882407135138,9.558390549156458,4.46699458944313,3.178529886928024,2.5585334929022285,43.54033092556498
2024-08-14,23.777882407135138,9.558390549156458,4.467370016221253,3.178529886928024,2.5585334929022285,43.5407063523431
2024-08-20,23.777882407135138,9.558390549156458,4.469622576889985,3.178529886928024,2.5585334929022285,43.54295891301183
2024-08-21,23.777882407135138,9.558390549156458,4.473376844671206,3.178529886928024,2.5585334929022285,43.54671318079305
2024-08-23,23.777882407135138,9.558390549156458,4.4707488572243514,3.178529886928024,2.5585334929022285,43.5440851933462
2024-09-04,23.777882407135138,9.558390549156458,4.476004832118061,3.178529886928024,2.5585334929022285,43.549341168239906
2024-09-05,23.777882407135138,9.558390549156458,4.478632819564916,3.178529886928024,2.5585334929022285,43.55196915568676
2024-09-09,23.777882407135138,9.558390549156458,4.478632819564916,3.1770281798155358,2.5585334929022285,43.550467448574274
2024-09-11,23.777882407135138,9.558390549156458,4.479008246343038,3.1766527530374136,2.5585334929022285,43.550467448574274
2024-09-17,23.777882407135138,9.557264268822092,4.480509953455527,3.1766527530374136,2.5585334929022285,43.550842875352394
2024-09-26,23.777882407135138,9.557264268822092,4.484264221236748,3.1766527530374136,2.5585334929022285,43.55459714313362
2024-09-27,23.777882407135138,9.557264268822092,4.48463964801487,3.1766527530374136,2.5585334929022285,43.55497256991174
2024-10-07,23.777882407135138,9.552759147484627,4.488393915796092,3.1751510459249253,2.5585334929022285,43.552720009243004
2024-10-09,23.777882407135138,9.552008293928383,4.493649890689801,3.1751510459249253,2.5585334929022285,43.55722513058048
2024-10-14,23.777882407135138,9.552008293928383,4.492899037133556,3.1751510459249253,2.5585334929022285,43.55647427702423
