date,BOCI SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,THE BANK OF EAST ASIA LTD,EAST ASIA SECURITIES CO LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,TOTAL_CCASS_PCT
2024-03-01,15.825164152693336,0.0,4.693506531935702,2.777202565856108,0.0,0.0,1.156463329368272,1.1145897705438386,0.8937378286154589,26.460664179012717
2024-03-04,15.825164152693336,10.717432815253382,4.716515729960987,2.777813429520496,0.0,0.0,1.1557761077458353,1.1145897705438386,0.8937378286154589,37.20102983433333
2024-03-05,15.825520489830893,10.717432815253382,4.728783908554115,2.777266197487815,1.0522138581831788,0.0,1.1540198747107195,1.11433524401701,0.8937378286154589,38.26331021665258
2024-03-06,15.825520489830893,10.716796498936311,4.7394740226809065,2.7762989966858673,1.0522138581831788,0.0,1.1804142755428222,1.1139534542267675,0.8910653000837608,38.29573689617051
2024-03-07,15.825520489830893,10.716796498936311,4.735401598251652,2.775535417105382,1.0518320683929363,0.0,1.1804142755428222,1.1154806133877377,0.889792667449619,38.290773628897355
2024-03-08,15.824655099639678,10.715778392828998,4.727867613057533,2.7757899436322107,1.0518320683929363,0.0,1.1779708208852697,1.1154806133877377,0.889792667449619,38.27916721927398
2024-03-11,15.823204298436758,10.722370629873852,4.713206885112218,2.7739064473336805,1.0518320683929363,0.0,1.2124006368956703,1.11433524401701,0.8885200348154771,38.299776244877606
2024-03-12,15.819259137270917,10.715752940176316,4.735681577431164,2.7385908917362434,1.0518320683929363,0.0,1.2225053400107568,1.1093974293965396,0.8834295042789095,38.27644888869378
2024-03-13,15.818877347480676,10.715371150386071,4.732474543193126,2.7408052725196503,1.0518320683929363,0.0,1.213215121781521,1.1093974293965396,0.8834295042789095,38.26540243742943
2024-03-14,15.818877347480676,10.715549318954851,4.748560619688679,2.7379291227664897,1.0518320683929363,0.0,1.224974247320992,1.110899135904827,0.8519445729102397,38.26056643341969
2024-03-15,15.818877347480676,10.715549318954851,4.743037394056503,2.724464669497269,1.0518320683929363,0.0,1.2283594501278094,1.1004380956521806,0.8519445729102397,38.23450291707247
2024-03-18,15.818877347480676,10.715549318954851,4.746778934000881,2.7233956580845895,1.0518320683929363,0.0,1.215607671133708,1.1006417168736435,0.8449450934224593,38.21762780834375
2024-03-19,15.818877347480676,10.715549318954851,4.747287987054538,2.7208503928163057,1.0518320683929363,0.0,1.288043629930322,1.1010489593165689,0.8449450934224593,38.28843479736865
2024-03-20,15.818877347480676,10.715549318954851,4.750724095166721,2.7240319744016603,1.0518320683929363,0.0,1.2914033800844567,1.0960856920434157,0.8449450934224593,38.29344896994718
2024-03-21,15.818877347480676,10.715549318954851,4.750724095166721,2.7258900180475076,1.0518320683929363,0.0,1.2912252115156766,1.0947112487985422,0.8449450934224593,38.29375440177937
2024-03-22,15.818877347480676,10.715549318954851,4.756858184463284,2.7252027964250707,1.0518320683929363,0.0,1.2911997588629938,1.0947112487985422,0.8449450934224593,38.29917581680081
2024-03-25,15.818495557690431,10.72827564529627,4.776634895597849,2.719335959981677,1.0518320683929363,0.0,1.2749431368681392,1.0936931426912289,0.8449450934224593,38.308155499940995
2024-03-26,15.818495557690431,10.72827564529627,4.790506591309995,2.7166125261446132,1.0518320683929363,0.0,1.2717361026301017,1.0933113529009864,0.8449450934224593,38.315714937787796
2024-03-27,15.818495557690431,10.72827564529627,4.791855581902186,2.7103257209319525,1.0480141704905106,0.0,1.2718010068944428,1.0933113529009864,0.8449450934224593,38.30702412952924
2024-03-28,15.817095661792877,10.72827564529627,4.789946632950973,2.7067623495563553,1.0480141704905106,0.0,1.2718010068944428,1.0931840896375722,0.8449450934224593,38.30002465004146
2024-04-02,15.81938640053433,10.766454624320527,4.741866572033093,2.698795669266627,1.0480141704905106,0.0,1.2780272347937187,1.0956020916424418,0.8525808892273106,38.30072765230856
2024-04-03,15.81938640053433,10.791907277003364,4.729768926212941,2.701442745145642,1.0480141704905106,0.0,1.2780272347937187,1.0955257336843933,0.8534717320712099,38.31754421993611
2024-04-05,15.81416860673435,10.791907277003364,4.723049425904671,2.6990247431407726,1.0480141704905106,0.0,1.265733603547908,1.094762154103908,0.8529626790175531,38.28962265994304
2024-04-08,15.811114288412409,10.792543593320435,4.739339123621687,2.701595461061739,1.0480141704905106,0.0,1.3131159181714671,1.083944776713702,0.84405425057856,38.33372158237051
2024-04-09,15.807169127246567,10.787783947268744,4.712333859125197,2.8107466168268194,1.0352878441490918,1.8331134597659213,1.3076181451919742,1.0707603026239922,0.8251429296352117,40.18995623183352
2024-04-10,15.806151021139256,10.786256788107774,4.726383723406123,2.8081975336606337,1.03401521151495,1.8331134597659213,1.3591031983541326,1.0809680889824442,0.8230303594625362,40.25721938439377
2024-04-11,15.803478492607557,10.785238682000461,4.721827698575895,2.8056777210450323,1.0200162525393894,1.80547187895236,1.3562779539063377,1.078193749840015,0.8170744387347523,40.1932568682018
2024-04-12,15.805387441558771,10.784856892210218,4.735877562856822,2.8022416129328493,1.0200162525393894,1.8048355626352888,1.3498638854302625,1.077862865355138,0.8170744387347523,40.198016514253496
2024-04-15,15.804623861978284,10.784856892210218,4.744989612517277,2.7952675860977516,1.01365308936868,1.7814191221670785,1.3511365180644044,1.0765647800683134,0.8170744387347523,40.16958590120676
2024-04-16,15.804623861978284,10.784856892210218,4.7505891961075015,2.7963111448577482,1.0009267630272611,1.7814191221670785,1.3530454670156173,1.0749612629492946,0.8170744387347523,40.16380814904776
2024-04-17,15.803605755870972,10.78442419711461,4.74931656347336,2.8166223616986525,1.0009267630272611,1.7814191221670785,1.3559725220741436,1.0795427404322053,0.8170744387347523,40.18890446459304
2024-04-18,15.803605755870972,10.78442419711461,4.754050756872368,2.810157387917212,0.9945635998565518,1.7620751061281221,1.3538090465961024,1.0748085470331976,0.819619704003036,40.157114101392175
2024-04-19,15.803605755870972,10.78442419711461,4.758632234355279,2.811430020551354,0.9945635998565518,1.7620751061281221,1.3583650714263305,1.0773538123014812,0.8208923366371779,40.171342134241875
2024-04-22,15.803478492607557,10.78442419711461,4.76708251504598,2.8111754940245253,0.9945635998565518,1.7618205796012933,1.3583650714263305,1.0769720225112387,0.8208923366371779,40.17877430882527
2024-04-23,15.802333123236831,10.776737496004394,4.753159914028468,2.8105391777074544,0.9945635998565518,1.758002681698868,1.3589504824380356,1.0762084429307535,0.8208923366371779,40.151387254538534
2024-04-24,15.80169680691976,10.776737496004394,4.746962193100197,2.811073683413794,0.9945635998565518,1.7554574164305843,1.3552916636148777,1.0746812837697834,0.8211977684693719,40.137661911579315
2024-04-25,15.802205859973414,10.776737496004394,4.750627375086526,2.811048230761111,0.9945635998565518,1.7554574164305843,1.3637673969582624,1.0755721266136826,0.8234885072108273,40.15346800889535
2024-04-26,15.802180407320732,10.776737496004394,4.750474659170429,2.810284651180626,0.9945635998565518,1.7554574164305843,1.3637419443055798,1.0755721266136826,0.8234885072108273,40.15250080809341
2024-04-29,15.802180407320732,10.776737496004394,4.750474659170429,2.8097755981269694,0.9945635998565518,1.7554574164305843,1.3624947643241208,1.0768447592478245,0.8234885072108273,40.15201720769243
2024-04-30,15.801416827740248,10.776737496004394,4.759612161483568,2.807332143469417,0.9804373776175771,1.749246969175972,1.3585750558109637,1.0780919392292836,0.8183979766742597,40.12984794720568
2024-05-02,15.801416827740248,10.776737496004394,4.783054054604461,2.797125629743599,0.9778921123492932,1.749246969175972,1.3556734534051202,1.0751648841707573,0.8183979766742597,40.1347094038681
2024-05-03,15.79848977268172,10.77813739190195,4.670502424440953,2.802012539058704,0.9778921123492932,1.7467017039076882,1.5230516882382523,1.0677836148927344,0.815852711405976,40.18042395887727
2024-05-06,15.79632629720368,10.784500555072658,4.843605915336932,2.7674223840627277,0.9775103225590507,1.7441309859867213,1.5598521643195327,1.0592569762439838,0.8082169156011247,40.34082251638641
2024-05-07,15.79632629720368,10.794936142672622,4.850605394824711,2.7664551832607795,0.9775103225590507,1.7441309859867213,1.5595721851400215,1.0592569762439838,0.8018537524304155,40.35064724032198
2024-05-08,15.79365376867198,10.796081512043349,4.849587288717398,2.7656216088854166,0.9775103225590507,1.7441309859867213,1.5373125677362458,1.058137059525939,0.8018537524304155,40.323888866556516
2024-05-09,15.78601797286713,10.655277437401892,4.849434572801301,2.7647307660415175,0.9775103225590507,1.7441309859867213,1.5353527134796672,1.057984343609842,0.8018537524304155,40.17229286717754
2024-05-10,15.782200074964706,10.655277437401892,4.852717964997387,2.7563441169825227,0.9775103225590507,1.7441309859867213,1.533214690654309,1.0590024497171555,0.8018537524304155,40.16225179569416
2024-05-13,15.771382697574499,10.655531963928722,4.858266643282246,2.7770116709609867,0.9775103225590507,1.7441309859867213,1.5295495086679802,1.0581879648313046,0.8018537524304155,40.173425510221925
2024-05-14,15.760387151615513,10.66825829027014,4.851114447878368,2.765048924200053,0.9775103225590507,1.7441309859867213,1.529753129889443,1.0431708997484306,0.8018537524304155,40.14122790457814
2024-05-16,15.760387151615513,10.66825829027014,4.851725311542757,2.75614049576106,0.9775103225590507,1.7441309859867213,1.5288215628012514,1.0416488311179968,0.8018041197576838,40.13042707141217
2024-05-17,15.760387151615513,10.66825829027014,4.857630326965174,2.75614049576106,0.9775103225590507,1.7441309859867213,1.5307814170578298,1.041776094381411,0.8018041197576838,40.138419204354584
2024-05-20,15.761150731196,10.668385553533554,4.859412012652974,2.7563950222878884,0.9775103225590507,1.7441309859867213,1.5362028320792742,1.0430487270155528,0.8018041197576838,40.1480403070687
