date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-01,0.0,31.04735757711084,19.44560035996901,22.965102628382745,7.190294707711253,10.564242965549205,0.3596323850315142,5.216187779322758,3.211581596922671,0.0
2024-03-04,0.0,30.621714366143387,19.67291598590244,22.260116307845408,7.01770917620067,10.213900112435542,0.34461014800984463,4.23179893894945,3.1727853122110026,2.4644496523022523
2024-03-05,0.0,30.469580787410273,19.97954545816528,22.577004162846347,6.429247672102983,10.257673671815231,0.34774612477283795,4.30186449433442,3.1631556642264385,2.474181964326196
2024-03-06,0.0,31.27205173436633,19.821469791827752,22.775423314481277,5.38154979020634,10.472835646278375,0.34981723661738395,4.243861935153511,3.1748639008425656,2.508126650226465
2024-03-07,0.0,31.475463720025477,19.35780176868014,22.026891700706344,6.988551959983827,10.208022938314036,0.34110974482588474,4.050719702580159,3.105742964220419,2.445695500663716
2024-03-08,0.0,31.53645203019669,19.108847835404166,21.7661124299117,7.393599272361256,10.280851053419763,0.3431526248412906,4.017332562202354,3.1051609129290276,2.448491278733749
2024-03-11,0.0,30.320428687771283,20.97590964438522,21.611551739038322,6.293378431511343,10.285706728369457,0.37031156021490946,4.437749883280018,3.231586003516946,2.4733773219125057
2024-03-12,0.0,33.3309777624893,18.637267789634606,20.820610291310086,7.090824129082096,10.208805644244508,0.340572011265433,4.1091214974910475,3.0351268474081228,2.4266940270748045
2024-03-13,0.0,33.55399714955895,19.09552766510515,20.977856785663963,6.082014777404183,10.213266365203516,0.3463408880677612,4.2179252036165575,3.0745666088974124,2.4385045564825036
2024-03-14,0.0,33.28283739492792,19.111283032338676,21.40333115293037,5.158825521880937,10.372501458746878,0.35161329609636804,4.74919214271428,3.100653268092692,2.469762732271878
2024-03-15,0.0,32.8445245219297,18.93315993971097,20.98067869590399,6.413608134970452,10.242432848530514,0.34686994978806035,4.7007343157686625,3.101546542989849,2.436445050407803
2024-03-18,0.0,33.05429833618225,19.058474262219505,21.121080958462386,5.773547523832411,10.19749184178387,0.34816866212875247,4.711737092639853,3.12470410545644,2.610497217294529
2024-03-19,0.0,33.770715346177575,19.39651615946052,21.293076235561408,4.330458545619275,10.301155366959462,0.34700966272552525,4.753996281192126,3.1740834996398832,2.632988902664223
2024-03-20,0.0,34.26406633851176,19.193860203532708,21.307885042661592,3.9111465113616157,10.319333861694066,0.36747101364803814,4.8137685001077255,3.1858976125120018,2.6365709159704878
2024-03-21,0.0,34.211471056203884,19.270833767887282,21.247553913196562,3.9448281961408274,10.317367612617613,0.3747888067802097,4.791321491772955,3.2006504542583643,2.6411847011422998
2024-03-22,0.0,34.1904762698682,19.319885994666524,21.259037023390434,3.90470934725361,10.333379737961126,0.37196115682569003,4.788810871687314,3.192857910974806,2.6388816873723004
2024-03-25,0.0,34.21169080356467,19.3233779290243,21.23005560868374,3.9088711495837343,10.302900279109537,0.37830676302235755,4.808042896299827,3.18846563583775,2.648288934874086
2024-03-26,0.0,35.05732683504254,18.948770160587642,21.013135911507558,3.8457540996195925,10.169595481546056,0.37106562189130093,4.746546444569744,3.24938389152392,2.5984215537116504
2024-03-27,0.0,34.941139412678034,18.804429830437105,20.71405345816711,4.480178363329197,10.140790543608388,0.36172619681062573,4.739332855953116,3.2279161500832245,2.590433188933196
2024-03-28,0.0,34.87601620965818,18.758979310381427,20.643633888736165,4.695924930536904,10.131609657360057,0.3572453304146256,4.7219917628220305,3.2269293669597543,2.587669543130853
2024-04-02,0.0,34.88877704577955,18.735570228682025,20.756873416567586,4.513270137913311,10.213017611944377,0.36175803308686943,4.727450913092978,3.2126214345779385,2.5906611783553637
