date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,SPDB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,CHINA MERCHANTS BANK CO LTD,DBS BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.44300180031699044,0.0,0.0,0.0,0.0,0.0,0.44300180031699044
2024-03-04,0.0,9.055099482520154,0.0,0.4596816314139881,0.0,0.0,0.0,0.0,0.0,9.514781113934143
2024-03-05,0.0,9.053799755421688,0.0,0.4531829959216513,2.386515573969126,0.9920188741170332,0.0,0.0,0.0,12.885517199429497
2024-03-06,0.0,9.045568150464728,0.0,0.43866937665543265,2.3804501808429452,0.9690570287107767,0.0,0.0,1.6993931812460557,14.53313791791994
2024-03-07,0.0,8.984264355653684,0.0,0.43866937665543265,2.3804501808429452,0.9675406804292315,0.0,0.0,1.6993931812460557,14.470317774827349
2024-03-08,0.0,8.990979612329099,0.0,0.4999731714664758,2.3774174842798548,0.9684071651615429,0.0,0.0,1.6816302442336686,14.518407677470641
2024-03-11,0.0,8.950254829910454,0.0,0.4978069596356969,2.3774174842798548,0.9684071651615429,0.0,0.0,1.7806261249002648,14.574512563887815
2024-03-12,0.0,8.946788890981209,0.0,0.5084213976065135,2.3772008630967774,0.9684071651615429,0.0,0.0,1.7078414073860935,14.508659724232137
2024-03-13,0.0,8.869455128622402,0.0,0.5315998641958479,2.3655033192105708,0.9684071651615429,0.0,0.0,1.7606969760570987,14.495662453247462
2024-03-14,0.0,8.8675055379747,0.0,0.5266175769850564,2.361170895549013,0.9675406804292315,0.0,0.0,1.7715280352109934,14.494362726148996
2024-03-18,0.0,8.8675055379747,0.0,0.5318164853789258,2.361170895549013,0.9675406804292315,0.0,0.0,1.7715280352109934,14.499561634542864
2024-03-19,0.0,8.863173114313144,0.0,0.5322497277450816,2.361170895549013,0.9675406804292315,0.0,0.0,1.8122528176296369,14.536387235666107
2024-03-20,0.0,8.863173114313144,0.0,0.5315998641958479,2.361170895549013,0.9675406804292315,0.0,0.0,1.8165852412911947,14.540069795778429
2024-03-21,0.0,8.884835232620931,0.0,0.5315998641958479,2.361170895549013,0.9675406804292315,0.0,0.0,1.8165852412911947,14.561731914086218
2024-03-22,0.0,8.884835232620931,0.0,0.5315998641958479,2.361170895549013,0.9675406804292315,0.0,0.0,1.82221739205122,14.567364064846245
2024-03-25,0.0,8.883752126705541,0.0,0.53138324301277,2.361170895549013,0.9675406804292315,0.0,0.0,1.8271996792620113,14.57104662495857
2024-03-26,0.0,8.877253491213207,0.0,0.533549454843549,2.361170895549013,0.9675406804292315,0.0,0.0,1.8284994063604787,14.568013928395478
2024-03-27,0.0,8.877253491213207,0.0,0.5365821514066395,2.361170895549013,0.9675406804292315,0.0,0.0,1.8284994063604787,14.57104662495857
2024-03-28,57.88027724132143,8.86967174980548,0.0,0.6321120931439893,2.381749907941413,0.9746891794708019,0.0,0.0,1.871607021792979,72.6101071934761
2024-04-02,57.88027724132143,8.84800963149769,0.0,0.6152154242427308,2.3811000443921793,0.976422148935425,1.2124287616869565,1.1060677607957121,1.8627255532867857,74.88224656615891
2024-04-03,57.88027724132143,8.844110450202288,0.0,0.612832591228874,2.374601408899842,0.976422148935425,1.2124287616869565,1.1060677607957121,1.8579598872590721,74.8647002503296
